frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,trusted_snapshot_active,trusted_snapshot_points,trusted_snapshot_age,trusted_snapshot_evaluation_ran,trusted_snapshot_icp_converged,trusted_snapshot_aligned_points,trusted_snapshot_matched_points,trusted_snapshot_overlap_ratio,trusted_snapshot_fitness_rmse,trusted_snapshot_correction_translation,trusted_snapshot_correction_rotation,trusted_snapshot_consistency_translation,trusted_snapshot_consistency_rotation,trusted_snapshot_consistent_streak,trusted_snapshot_candidate_accepted,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
453,1624181136.260727644,1624181136.360703468,458,457,0,0.079359700,0.132996860,1,0,0,0,1,6.889020050,46.876204868,-25.642213484,0.065890564,0.032920210,-0.061853872,0.995363648,2291,1017,0.443910956,0.066026392,0.040068693,0.026989554,0.530570681,45.759662596,1966,0.824851079,384.658044937,517.624255256,719.374921572,0.237200587,0.195655160,0,0,0,0,1,0.017597934,0.001362561,0.100000000,0.030000000,1.249353562,0.066026392,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001550,0.000001945,0.000003221,-0.045983857,-0.071999650,-0.996344085,0.000000003,0.000000004,0.000000009,0.205238126,-0.968651315,0.139971217,0.000000000,0.379579145,0.082965546,4.101479759,0.130641071,54.357960805,0,0.200610703,0.166010785,512,475,37,0.223483195,99,0,0,0,0,0,1678,101,122833,242303,71827,46,0,941895
454,1624181136.360725164,1624181136.460739374,459,458,0,0.111834710,0.161297455,1,0,0,0,1,6.987966894,47.095298902,-25.666883062,0.070141992,0.031705258,-0.062264650,0.995086926,2366,1086,0.459002536,0.071438671,0.040623756,0.027740952,0.573648752,44.825289464,2038,0.832666239,427.267601148,526.476645653,743.229549005,0.251782085,0.209650442,0,0,0,0,1,0.008438277,0.001517889,0.100000000,0.030000000,1.320717077,0.071438671,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001491,0.000001874,0.000002932,-0.022560823,-0.012612120,-0.999665916,0.000000003,0.000000004,0.000000007,0.223713402,-0.967707085,0.116169322,0.000000000,0.390391001,0.082781534,4.102413060,0.124685319,53.581863462,0,0.203760728,0.168590466,549,496,53,0.232037194,130,0,0,0,0,0,1687,130,123122,242852,71957,46,0,943582
455,1624181136.460722685,1624181136.560622931,460,459,0,0.186209537,0.281136375,1,0,0,0,1,7.088673252,47.331259396,-25.659398092,0.074044985,0.030779262,-0.062192968,0.994837681,2368,1049,0.442989865,0.074700174,0.043129493,0.028881585,0.529626790,48.044253173,2042,0.827374423,418.629126395,534.251709491,736.617735171,0.247783060,0.205009367,0,0,0,0,1,0.030218056,0.010505836,0.100000000,0.030000000,1.286691662,0.074700174,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001479,0.000001827,0.000003046,-0.027119850,-0.000534415,-0.999632046,0.000000003,0.000000004,0.000000009,0.242199300,-0.960647804,0.135997408,0.000000000,0.401243451,0.082153527,4.134777810,0.119732125,52.835417062,0,0.207038877,0.171229870,557,505,52,0.235219595,132,0,0,0,0,0,1679,132,123399,243409,72089,46,0,945261
456,1624181136.560720205,1624181136.660561085,461,460,0,0.108377002,0.152683629,1,0,0,0,1,7.189820755,47.587958936,-25.703568833,0.080395393,0.030757275,-0.062480799,0.994327270,2332,983,0.421526587,0.073303462,0.040470762,0.027095232,0.515567921,44.343314559,1994,0.822879915,378.037026097,538.809125547,723.976398474,0.230394826,0.189587275,0,0,0,0,1,0.037336615,0.003927322,0.100000000,0.030000000,1.186133931,0.073303462,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001532,0.000001852,0.000003125,-0.041194283,-0.012200241,-0.999076666,0.000000003,0.000000005,0.000000009,-0.004285739,-0.983887542,0.178737060,0.000000000,0.410758077,0.081576666,4.197560189,0.114669467,52.114839273,0,0.209515696,0.173200587,539,482,57,0.231132075,120,0,0,0,0,0,1673,120,123690,243948,72209,46,0,946934
457,1624181136.660717726,1624181136.760637999,462,461,0,0.047354488,0.099328695,1,0,0,0,1,7.289860494,47.859159158,-25.729443334,0.085575049,0.031413346,-0.063041003,0.993838993,2413,1059,0.438872772,0.067820662,0.043522734,0.027805270,0.622128618,43.099365927,2062,0.823956948,453.539288371,544.806215738,700.653723102,0.266944964,0.219951158,0,0,0,0,1,0.008347362,0.008753312,0.100000000,0.030000000,1.369797518,0.067820662,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001567,0.000001867,0.000003018,-0.082822763,-0.060089201,-0.994751063,0.000000003,0.000000004,0.000000009,0.202666362,-0.966732670,0.156058610,0.000000000,0.428596154,0.082152569,4.268660844,0.108703101,51.102100917,0,0.214072559,0.177039102,576,535,41,0.238707004,110,0,0,0,0,0,1727,110,124000,244524,72319,46,0,948661
458,1624181136.760715485,1624181136.860655546,463,462,0,0.053769870,0.100803476,1,0,0,0,1,7.395098483,48.137551321,-25.738829877,0.086386188,0.032325859,-0.063392406,0.993717197,2400,1074,0.447500000,0.065157107,0.041393968,0.028715041,0.690887819,43.096009466,2050,0.826082165,464.853830221,531.028531447,697.586076079,0.274498077,0.226757966,0,0,0,0,1,0.010738829,0.005627976,0.100000000,0.030000000,1.395960835,0.065157107,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001566,0.000001939,0.000002945,-0.058053097,-0.060280674,-0.996491886,0.000000003,0.000000003,0.000000008,0.050116002,-0.980968529,0.187587662,0.000000000,0.446934570,0.078007417,4.341460116,0.100666229,50.275517100,0,0.218398338,0.180619329,545,503,42,0.227083333,112,0,0,0,0,0,1743,112,124279,245069,72431,46,0,950404
459,1624181136.860713005,1624181136.960673571,464,463,0,0.121124446,0.179752328,1,0,0,0,1,7.497222462,48.425468869,-25.763973621,0.083935461,0.032447351,-0.063577528,0.993911417,2380,1086,0.456302521,0.067724134,0.043065154,0.027661295,0.607987136,42.460825652,2054,0.827068268,463.009667110,529.919182651,705.869371711,0.272551302,0.225418533,0,0,0,0,1,0.013937246,0.007301069,0.100000000,0.030000000,1.369084663,0.067724134,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001509,0.000001912,0.000002851,-0.071897785,-0.063449139,-0.995391840,0.000000003,0.000000003,0.000000007,0.019430261,-0.980963628,0.193217045,0.000000000,0.461189197,0.077837496,4.434063808,0.088733415,49.645458584,0,0.222361789,0.183848141,506,479,27,0.212605042,120,0,0,0,0,0,1754,120,124539,245575,72551,46,0,952158
460,1624181136.960710526,1624181137.060631514,465,464,0,0.156940755,0.219819686,1,0,0,0,1,7.599952753,48.740165567,-25.759548484,0.081253564,0.030715108,-0.064563548,0.994125741,2434,1071,0.440016434,0.063959551,0.041865419,0.027983182,0.713742533,43.341971703,2099,0.825148331,480.695334149,534.079116518,717.211896898,0.277539909,0.229011593,0,0,0,0,1,0.023830748,0.010248594,0.100000000,0.030000000,1.384123426,0.063959551,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001570,0.000001955,0.000002702,-0.069047159,-0.020268914,-0.997407470,0.000000002,0.000000003,0.000000007,0.005948249,-0.996182270,0.087094790,0.000000000,0.479722166,0.078260505,4.555443803,0.077606136,49.114642204,0,0.226596870,0.187283633,555,517,38,0.228019721,103,0,0,0,0,0,1775,104,124803,246130,72654,46,0,953933
461,1624181137.060708046,1624181137.160661697,466,465,0,0.187117065,0.258561545,1,0,0,0,1,7.699913534,49.067511610,-25.749540344,0.073404213,0.030264946,-0.065418514,0.994694060,2357,972,0.412388630,0.074280646,0.042878773,0.030528875,0.562782070,45.391823466,2021,0.816304069,404.648365620,520.658654891,724.443502650,0.245278519,0.200221853,0,0,0,0,1,0.017577293,0.004103489,0.100000000,0.030000000,1.203851655,0.074280646,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001626,0.000002007,0.000002977,-0.072976626,-0.039769334,-0.996540422,0.000000003,0.000000004,0.000000008,-0.117887365,-0.978376281,0.169948293,0.000000000,0.489174426,0.075403149,4.689368714,0.064626562,48.688513355,0,0.228877904,0.189012281,527,481,46,0.223589308,118,0,0,0,0,0,1711,119,125093,246657,72772,46,0,955644
462,1624181137.160705566,1624181137.260636091,467,466,0,0.219093507,0.236068611,1,0,0,0,1,7.803457255,49.398480708,-25.754097268,0.063733505,0.030288801,-0.064843584,0.995397377,2381,1069,0.448971021,0.072105631,0.042017551,0.029793346,0.630083527,44.014556275,2045,0.826575090,444.219977765,522.652209492,723.473870845,0.262798245,0.217222483,0,0,0,0,1,0.008778733,0.003189401,0.100000000,0.030000000,1.295574960,0.072105631,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001556,0.000001903,0.000002923,-0.045945222,-0.064372251,-0.996867719,0.000000003,0.000000003,0.000000008,0.097607762,-0.988950761,0.111575613,0.000000000,0.502401049,0.071424534,4.824558428,0.050353076,48.279633495,0,0.231952205,0.191524079,496,446,50,0.208315834,128,0,0,0,0,0,1755,130,125344,247153,72900,46,0,957399
463,1624181137.260703325,1624181137.360592127,468,467,0,0.183218498,0.209406831,1,0,0,0,1,7.910538886,49.738373876,-25.724614433,0.055155498,0.030720317,-0.065008059,0.995885578,2324,950,0.408777969,0.073749155,0.045998500,0.030267475,0.498921206,48.791363598,1987,0.813970084,380.842431477,506.037928687,730.478197492,0.235471862,0.191667052,0,0,0,0,1,0.031610722,0.002650966,0.100000000,0.030000000,1.121531101,0.073749155,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001594,0.000002053,0.000003174,-0.106768857,-0.128622981,-0.985929277,0.000000003,0.000000004,0.000000010,-0.052011528,-0.980800432,0.187950294,0.000000000,0.509474274,0.071734269,4.965083636,0.035913195,48.096021066,0,0.233638953,0.192690265,483,428,55,0.207831325,111,0,0,0,0,0,1730,111,125615,247636,73011,46,0,959129
464,1624181137.360700846,1624181137.460483789,469,468,0,0.123198233,0.161989565,1,0,0,0,1,8.021394052,50.077905870,-25.701612451,0.045748843,0.031173324,-0.063901155,0.996419545,2307,1030,0.446467274,0.074213651,0.041127845,0.028154341,0.492615595,49.924917515,1975,0.824215103,378.472648697,517.248530768,732.103648300,0.232502074,0.191631721,0,0,0,0,1,0.015934263,0.006264379,0.100000000,0.030000000,1.084150019,0.074213651,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001561,0.000001932,0.000003361,-0.064344383,-0.080290356,-0.994692545,0.000000003,0.000000003,0.000000008,0.095999873,-0.983523094,0.153187297,0.000000000,0.517618980,0.069786821,5.107729130,0.026733486,47.907288541,0,0.235272464,0.194008691,459,425,34,0.198959688,131,0,0,0,0,0,1717,131,125871,248095,73142,46,0,960846
465,1624181137.460698366,1624181137.560502291,470,469,0,0.072169265,0.133297744,1,0,0,0,1,8.134651600,50.435896485,-25.692370287,0.039750623,0.031595704,-0.063670739,0.996678301,2218,942,0.424706943,0.066582512,0.042474564,0.029721492,0.557646096,47.440498640,1895,0.817374927,373.804515866,479.117429255,696.003541437,0.241331503,0.197258320,0,0,0,0,1,0.011159444,0.005995319,0.100000000,0.030000000,1.094296858,0.066582512,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001597,0.000002026,0.000003403,-0.082424043,-0.103855875,-0.991171143,0.000000003,0.000000004,0.000000009,0.136751402,-0.976860260,0.164447825,0.000000000,0.524002425,0.069984260,5.272698577,0.021613490,47.741436705,0,0.236811734,0.195199006,446,404,42,0.201082056,97,0,0,0,0,0,1674,98,126134,248541,73239,46,0,962520
466,1624181137.560695887,1624181137.660613775,471,470,0,0.085799957,0.150893493,1,0,0,0,1,8.239248988,50.790835623,-25.710922275,0.034587594,0.034480034,-0.062651172,0.996839835,2234,955,0.427484333,0.068463987,0.039125365,0.026887650,0.396685317,55.277924060,1918,0.814276180,319.051942276,513.380852430,729.348917941,0.204287155,0.166346164,0,0,0,0,1,0.032543013,0.004574992,0.100000000,0.030000000,0.920045890,0.068463987,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001523,0.000001924,0.000003677,-0.068154244,-0.056188917,-0.996091263,0.000000002,0.000000006,0.000000011,0.135943404,0.978640753,-0.154213060,0.000000000,0.525477800,0.054473940,5.448593402,0.021819752,47.694123388,0,0.237393680,0.195588171,456,412,44,0.204118174,92,0,0,0,0,0,1685,93,126357,248997,73331,46,0,964205
467,1624181137.660693407,1624181137.760685444,472,471,0,0.095286090,0.159985563,1,0,0,0,1,8.346910433,51.152568827,-25.722346992,0.032271802,0.036552971,-0.062171478,0.996873672,2176,948,0.435661765,0.065905413,0.040360356,0.027039978,0.444555550,49.023357307,1878,0.820293568,313.400672066,508.820934011,718.289714535,0.203439383,0.166880017,0,0,0,0,1,0.011935875,0.005551437,0.100000000,0.030000000,0.922998585,0.065905413,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001522,0.000001917,0.000003544,-0.101884672,-0.071023682,-0.992257603,0.000000003,0.000000007,0.000000009,-0.112422524,-0.977151120,0.180379777,0.000000000,0.530517766,0.051339219,5.633915815,0.022238118,47.368288342,0,0.237940685,0.195963628,465,435,30,0.213694853,81,0,0,0,0,0,1630,81,126582,249462,73412,46,0,965835
468,1624181137.760690928,1624181137.860666275,473,472,0,0.078267580,0.113717215,1,0,0,0,1,8.459299382,51.514124688,-25.748190452,0.030039934,0.039479446,-0.061873515,0.996850362,2125,890,0.418823529,0.062272001,0.035918046,0.025542280,0.442072882,50.650279158,1845,0.817726877,311.155543426,497.111663456,700.438881700,0.206240000,0.168647991,0,0,0,0,1,0.023804389,0.001187819,0.100000000,0.030000000,0.932777092,0.062272001,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001602,0.000002041,0.000003599,-0.088840762,-0.069117331,-0.993644863,0.000000003,0.000000004,0.000000009,0.281155415,0.943920796,-0.173104487,0.000000000,0.533947981,0.056743870,5.808505081,0.022568334,47.102321391,0,0.238371891,0.196194279,405,367,38,0.190588235,78,0,0,0,0,0,1642,78,126788,249867,73490,46,0,967477
469,1624181137.860688686,1624181137.960694551,474,473,0,0.072531143,0.103057177,1,0,0,0,1,8.569213023,51.880760237,-25.746757986,0.028017570,0.041946656,-0.061463935,0.996833827,2147,905,0.421518398,0.066642368,0.037916964,0.026463067,0.434008629,54.612253058,1835,0.811388308,324.113321483,472.862650935,691.921573167,0.217686786,0.176628513,0,0,0,0,1,0.009701913,0.005146530,0.100000000,0.030000000,0.976916652,0.066642368,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001615,0.000002112,0.000003736,-0.092997068,-0.072907575,-0.992993470,0.000000003,0.000000004,0.000000011,-0.001736980,-0.984998001,0.172557008,0.000000000,0.533142583,0.057388986,5.987803739,0.022387291,47.224574216,0,0.238272462,0.195960639,435,391,44,0.202608291,97,0,0,0,0,0,1615,97,127019,250302,73587,46,0,969092
470,1624181137.960686207,1624181138.060687304,475,474,0,0.086342144,0.149560878,1,0,0,0,1,8.674293951,52.260421777,-25.745553955,0.025577463,0.044198858,-0.061550221,0.996796782,2145,910,0.424242424,0.066056235,0.040515122,0.026570331,0.437068350,57.308672318,1835,0.819781882,321.670938319,468.613946751,714.014867890,0.213834336,0.175297514,0,0,0,0,1,0.011509725,0.006518223,0.100000000,0.030000000,0.969555015,0.066056235,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001582,0.000002142,0.000003851,-0.141046721,-0.102263943,-0.984707017,0.000000002,0.000000007,0.000000011,-0.106591849,-0.981218831,0.160772458,0.000000000,0.532078616,0.053999277,6.160808076,0.020216177,47.601529359,0,0.237946121,0.195668190,404,365,39,0.188344988,87,0,0,0,0,0,1654,87,127228,250706,73674,46,0,970746
471,1624181138.060683727,1624181138.160607100,476,475,0,0.103959175,0.159528183,1,0,0,0,1,8.783223550,52.629565655,-25.742120058,0.020849903,0.044489808,-0.061273013,0.996911007,2183,897,0.410902428,0.064616414,0.039914586,0.027572231,0.450255025,50.720834233,1895,0.813190635,321.007510308,488.531048855,731.457694781,0.208311675,0.169397103,0,0,0,0,1,0.007829861,0.001820747,0.100000000,0.030000000,0.936920364,0.064616414,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001605,0.000002197,0.000003693,-0.125635801,-0.071742988,-0.989478948,0.000000003,0.000000007,0.000000011,0.281172548,-0.955456867,0.089689319,0.000000000,0.530613086,0.055767526,6.311117279,0.016218615,47.795800923,0,0.237469884,0.195134889,427,395,32,0.195602382,87,0,0,0,0,0,1668,88,127445,251133,73761,46,0,972414
472,1624181138.160681248,1624181138.260601282,477,476,0,0.098160218,0.138517580,1,0,0,0,1,8.894822470,53.004348855,-25.740859418,0.016373281,0.044825811,-0.061190496,0.996984596,2196,957,0.435792350,0.063617482,0.039913638,0.026234439,0.439571014,57.197589343,1897,0.820684773,334.787258524,502.450256148,719.601499230,0.215042953,0.176482477,0,0,0,0,1,0.005646863,0.002886482,0.100000000,0.030000000,0.976108939,0.063617482,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001521,0.000002035,0.000003820,0.113260561,0.097267340,0.988792754,0.000000002,0.000000005,0.000000010,0.060140563,-0.987494997,0.145728320,0.000000000,0.528521276,0.057826942,6.463868007,0.015355432,48.266238076,0,0.237245965,0.194936135,427,389,38,0.194444444,88,0,0,0,0,0,1680,89,127659,251560,73849,46,0,974094
473,1624181138.260678768,1624181138.360571146,478,477,0,0.076705002,0.117570895,1,0,0,0,1,9.003801156,53.378414720,-25.715324513,0.012813608,0.046589499,-0.061665492,0.996926576,2084,881,0.422744722,0.068984686,0.040324447,0.027648349,0.489750389,52.798832910,1775,0.815379196,318.279780031,445.281133977,683.737158221,0.219913082,0.179312552,0,0,0,0,1,0.023875217,0.003197505,0.100000000,0.030000000,0.991761834,0.068984686,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001618,0.000002058,0.000003605,0.139196742,0.117970938,0.983212655,0.000000002,0.000000004,0.000000009,0.232895843,-0.969714953,0.073569258,0.000000000,0.526480261,0.057154470,6.612657619,0.015955056,48.618196591,0,0.236381590,0.194119005,382,331,51,0.183301344,99,0,0,0,0,0,1603,99,127854,251942,73948,46,0,975697
474,1624181138.360676527,1624181138.460550547,479,478,0,0.038543523,0.103223105,1,0,0,0,1,9.103040486,53.743065078,-25.675842029,0.009680681,0.047747797,-0.061556024,0.996913882,2104,875,0.415874525,0.075040367,0.044770907,0.030768265,0.394022198,55.865028646,1818,0.815414680,310.914100705,462.875730937,708.634055984,0.209733601,0.171019857,0,0,0,0,1,0.031038557,0.005153226,0.100000000,0.030000000,0.945895675,0.075040367,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001608,0.000002082,0.000003828,0.174543099,0.121812944,0.977085622,0.000000003,0.000000005,0.000000009,-0.024347915,-0.984584434,0.173207016,0.000000000,0.517498933,0.059980568,6.735966063,0.015729404,49.170183550,0,0.234279166,0.192187475,417,372,45,0.198193916,96,0,0,0,0,0,1589,98,128053,252359,74044,46,0,977286
475,1624181138.460674047,1624181138.560566425,480,479,0,0.043046618,0.106923310,1,0,0,0,1,9.199059338,54.116700091,-25.674530865,0.008476962,0.049636954,-0.061418950,0.996841024,2087,859,0.411595592,0.068848516,0.043286137,0.029650321,0.437225055,53.577193391,1802,0.813397292,324.014112938,439.996720567,701.731086694,0.221058092,0.179808054,0,0,0,0,1,0.019983805,0.003636312,0.100000000,0.030000000,0.994502410,0.068848516,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001602,0.000002176,0.000003863,0.199236848,0.119328811,0.972658889,0.000000003,0.000000006,0.000000008,0.538302230,-0.842746523,-0.003001255,0.000000000,0.512878846,0.056867543,6.842322030,0.015757893,49.446830561,0,0.232942917,0.190927410,389,355,34,0.186391950,89,0,0,0,0,0,1608,90,128248,252748,74133,46,0,978894
476,1624181138.560671568,1624181138.660644293,481,480,0,0.083210138,0.123849779,1,0,0,0,1,9.288975663,54.482375912,-25.696095293,0.005178846,0.049119560,-0.060845274,0.996924421,2049,796,0.388482186,0.062507987,0.037593731,0.025988157,0.388795855,55.749628644,1778,0.810257644,303.459551132,438.035905232,699.142634788,0.210642460,0.170674663,0,0,0,0,1,0.034190515,0.002222933,0.100000000,0.030000000,0.943986436,0.062507987,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001671,0.000002224,0.000004129,0.190476171,0.120210433,0.974303998,0.000000003,0.000000007,0.000000010,0.350877386,-0.932652363,0.083932295,0.000000000,0.506540243,0.057911472,6.929288481,0.015940933,50.017146266,0,0.231955299,0.189981779,373,338,35,0.182040020,65,0,0,0,0,0,1610,66,128432,253121,74198,46,0,980504
477,1624181138.660669088,1624181138.760710239,482,481,0,0.086065350,0.113597500,1,0,0,0,1,9.381629331,54.849387372,-25.705021898,0.002277911,0.049664556,-0.061011719,0.996898096,2057,825,0.401069519,0.068186868,0.044528181,0.029676669,0.380851820,58.763234256,1781,0.809839187,294.110243459,442.442862704,705.770486712,0.203914187,0.165137700,0,0,0,0,1,0.007700195,0.003785619,0.100000000,0.030000000,0.913361983,0.068186868,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001643,0.000002171,0.000003983,0.164052879,0.084847872,0.982795753,0.000000002,0.000000005,0.000000010,0.199073118,-0.973330953,0.114003289,0.000000000,0.494476403,0.057900468,7.010152708,0.016071615,50.800339682,0,0.228803760,0.187241106,383,346,37,0.186193486,75,0,0,0,0,0,1599,75,128616,253504,74273,46,0,982103
478,1624181138.760666609,1624181138.860622168,483,482,0,0.164692944,0.203353340,1,0,0,0,1,9.472313282,55.222093288,-25.710429197,-0.002949674,0.048244208,-0.060973418,0.996968424,2040,868,0.425490196,0.072052783,0.039452500,0.029102528,0.360424014,59.546848666,1762,0.817372990,306.797214642,441.934316794,691.479676987,0.213022377,0.174118737,0,0,0,0,1,0.008460467,0.005706909,0.100000000,0.030000000,0.963035303,0.072052783,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001565,0.000002194,0.000004239,0.164385437,0.109778327,0.980268406,0.000000003,0.000000006,0.000000009,0.022559530,-0.981214439,0.191596693,0.000000000,0.477953213,0.058229543,7.087244638,0.015942306,51.622881642,0,0.225729975,0.184609145,397,365,32,0.194607843,96,0,0,0,0,0,1546,97,128828,253901,74369,46,0,983649
479,1624181138.860664368,1624181138.960622072,484,483,0,0.155853660,0.248795310,1,0,0,0,1,9.560609346,55.589008731,-25.713413421,-0.009475864,0.047142317,-0.060564772,0.997005375,2016,802,0.397817460,0.065516194,0.039108314,0.028782946,0.468707550,53.614780108,1744,0.809481947,319.282362912,414.401922074,678.052230704,0.226162856,0.183074749,0,0,0,0,1,0.002844182,0.003595120,0.100000000,0.030000000,1.012570214,0.065516194,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001705,0.000002349,0.000004245,0.160372656,0.130006886,0.978457368,0.000000003,0.000000005,0.000000009,0.056704951,-0.984444356,0.166294491,0.000000000,0.470989234,0.058977835,7.133576699,0.013745667,52.180579365,0,0.223410553,0.182491956,405,383,22,0.200892857,80,0,0,0,0,0,1530,81,129028,254306,74449,46,0,985179
480,1624181138.960661888,1624181139.060643911,485,484,0,0.109274550,0.184830627,1,0,0,0,1,9.651002508,55.956063747,-25.673310339,-0.017354656,0.045115780,-0.060387537,0.997003875,2054,884,0.430379747,0.067020831,0.042047751,0.026305347,0.421123111,55.126162156,1777,0.819862819,317.004440333,429.194644642,710.697144043,0.217588895,0.178393045,0,0,0,0,1,0.046415322,0.005573407,0.100000000,0.030000000,0.985860494,0.067020831,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000001620,0.000002236,0.000004042,0.197070148,0.112762614,0.973882924,0.000000003,0.000000005,0.000000009,-0.104568972,-0.983182706,0.149723401,0.000000000,0.456358262,0.057283940,7.171304930,0.011681226,52.769788887,0,0.220413002,0.179961028,370,344,26,0.180136319,86,0,0,0,0,0,1597,87,129225,254676,74535,46,0,986776
