frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
462,1624181137.460698366,1624181137.560502291,467,466,0,0.071664868,0.133297744,1,0,0,0,1,8.081291908,50.449199976,-25.623686488,0.040016917,0.033329359,-0.063412489,0.996627642,2216,924,0.416967509,0.067808794,0.041104399,0.028251581,0.515133110,51.533547723,1925,0.817268178,372.054862972,470.707911520,730.478467939,0.236489391,0.193275253,0,0,0,1.000000000,0.000001555,0.000001992,0.000003415,-0.080520202,-0.015976811,-0.996624924,0.000000003,0.000000004,0.000000009,0.155210274,-0.978735733,0.134112398,0.000000000,0.503612192,0.071369420,5.281588950,0.021388080,49.355582829,0,0.233579723,0.192455646,433,400,33,0.195397112,100,0,0,0,0,0,1682,101,128862,253004,70585,0,0,957687
463,1624181137.560695887,1624181137.660613775,468,467,0,0.085799957,0.150893493,1,0,0,0,1,8.184298665,50.811036563,-25.648346312,0.035232796,0.035140960,-0.062554609,0.996800223,2234,990,0.443151298,0.062535168,0.040444478,0.027506756,0.415327423,53.620940146,1919,0.816064816,318.310369601,521.797383605,725.920628317,0.203259643,0.165873043,0,0,0,1.000000000,0.000001477,0.000001832,0.000003563,-0.080233892,-0.047837854,-0.995627472,0.000000003,0.000000005,0.000000011,0.104195999,0.987280384,-0.120085959,0.000000000,0.507305941,0.055560100,5.460209609,0.021194446,49.197595652,0,0.234359916,0.193018279,464,426,38,0.207699194,89,0,0,0,0,0,1680,90,129075,253468,70674,0,0,959367
464,1624181137.660693407,1624181137.760685444,469,468,0,0.094856449,0.159985563,1,0,0,0,1,8.292762477,51.177980148,-25.661716632,0.033658403,0.036806285,-0.062099507,0.996822984,2177,927,0.425815342,0.065168800,0.042725096,0.028748470,0.491677086,48.762595402,1893,0.818523123,336.680757971,493.618931545,719.164582103,0.217288494,0.177855657,0,0,0,1.000000000,0.000001540,0.000001908,0.000003420,-0.096689315,-0.050567488,-0.994029228,0.000000003,0.000000006,0.000000010,-0.107830207,-0.981352510,0.159122271,0.000000000,0.514304995,0.049679838,5.651357814,0.021579769,48.921646468,0,0.235606817,0.193916467,397,371,26,0.182361047,99,0,0,0,0,0,1681,99,129284,253865,70773,0,0,961048
465,1624181137.760690928,1624181137.860666275,470,469,0,0.079232690,0.122259978,1,0,0,0,1,8.404201811,51.539348031,-25.674304300,0.030272941,0.040688895,-0.061815620,0.996798270,2121,864,0.407355021,0.069684068,0.040013595,0.027479307,0.407062936,56.827996053,1834,0.821454466,312.082404570,498.488634438,695.976451147,0.207150725,0.170164888,0,0,0,1.000000000,0.000001601,0.000002006,0.000003891,0.125271008,0.077666800,0.989077875,0.000000003,0.000000006,0.000000012,0.305985925,0.927973790,-0.212690524,0.000000000,0.516349657,0.049613661,5.826585583,0.021777259,48.856290789,0,0.236448939,0.194549552,414,378,36,0.195190948,79,0,0,0,0,0,1628,79,129500,254279,70852,0,0,962676
466,1624181137.860688686,1624181137.960694551,471,470,0,0.072531143,0.103057177,1,0,0,0,1,8.517120505,51.901042623,-25.671665174,0.028839222,0.042987523,-0.061745637,0.996748639,2142,886,0.413632120,0.071949077,0.040159858,0.027012819,0.437735653,50.008800048,1837,0.812558256,317.255836118,461.787887717,713.625793173,0.212542584,0.172703231,0,0,0,1.000000000,0.000001578,0.000002101,0.000003577,-0.141749792,-0.101334983,-0.984702096,0.000000003,0.000000006,0.000000010,-0.023845416,-0.984008323,0.176519166,0.000000000,0.515047257,0.050484603,6.002779879,0.020678619,48.930801766,0,0.236027930,0.194071440,436,389,47,0.203548086,97,0,0,0,0,0,1609,97,129736,254715,70949,0,0,964285
467,1624181137.960686207,1624181138.060687304,472,471,0,0.087205628,0.149560878,1,0,0,0,1,8.625198928,52.268022963,-25.671173142,0.025938511,0.045514674,-0.061480552,0.996732537,2144,902,0.420708955,0.065111505,0.039968714,0.026226422,0.414969627,57.580811468,1850,0.810465553,315.987825953,471.171957225,712.201489028,0.210748291,0.170804230,0,0,0,1.000000000,0.000001546,0.000002071,0.000003871,-0.119289798,-0.068038450,-0.990525473,0.000000003,0.000000008,0.000000011,-0.164809471,-0.972349806,0.165449972,0.000000000,0.514153200,0.046292576,6.157465746,0.018356763,49.095812988,0,0.235920077,0.193781066,407,373,34,0.189832090,81,0,0,0,0,0,1656,81,129944,255122,71030,0,0,965941
468,1624181138.060683727,1624181138.160607100,472,472,0,0.103959175,0.159528183,1,0,0,0,1,8.735283644,52.637033520,-25.666135268,0.021102450,0.046115011,-0.061294435,0.996830519,2185,940,0.430205950,0.064034142,0.040266042,0.025793299,0.425921034,51.735967775,1896,0.817442394,337.018988719,495.490269260,717.361520875,0.217449734,0.177752631,0,0,0,1.000000000,0.000001493,0.000002008,0.000003494,-0.104353045,-0.055288011,-0.993002355,0.000000002,0.000000005,0.000000009,0.259843129,-0.960304184,0.101476220,0.000000000,0.513423292,0.047598271,6.304838891,0.014626468,49.266621112,0,0.236044412,0.193795311,425,382,43,0.194508009,83,0,0,0,0,0,1676,84,130169,255547,71113,0,0,967617
469,1624181138.260678768,1624181138.360571146,474,473,0,0.087413857,0.138517580,1,0,0,0,1,8.946830988,53.383434528,-25.618922776,0.013459256,0.048006065,-0.061501778,0.996860972,2087,895,0.428845232,0.067099864,0.041385104,0.028854216,0.448381088,54.737746947,1777,0.819050095,313.522113657,448.618597056,693.311307353,0.215412195,0.176433379,0,0,0,1.000000000,0.000002025,0.000002675,0.000004893,-0.097068703,-0.055333458,-0.993738333,0.000000003,0.000000006,0.000000011,0.326458804,-0.944585748,0.034386260,0.000000000,0.512963093,0.046700318,6.837889568,0.014576946,49.588996982,0,0.235751011,0.193519905,383,336,47,0.183517010,84,0,0,0,0,0,1620,84,130380,255930,71197,0,0,969237
470,1624181138.360676527,1624181138.460550547,475,474,0,0.038543523,0.103223105,1,0,0,0,1,9.045601509,53.751027958,-25.589187870,0.010233507,0.048946006,-0.061459518,0.996856204,2099,902,0.429728442,0.070729222,0.045711127,0.031826309,0.423457686,53.999970542,1796,0.813249168,310.296624611,460.961363294,689.337518703,0.212445282,0.172770949,0,0,0,1.000000000,0.000001643,0.000002208,0.000003929,-0.137866874,-0.112223961,-0.984072410,0.000000002,0.000000006,0.000000008,0.172694832,-0.975858063,0.133706900,0.000000000,0.508955040,0.047017085,6.975225974,0.014245752,49.892019526,0,0.234631228,0.192462844,398,364,34,0.189614102,94,0,0,0,0,0,1605,96,130579,256328,71291,0,0,970842
471,1624181138.460674047,1624181138.560566425,476,475,0,0.043046618,0.106923310,1,0,0,0,1,9.139424100,54.128620650,-25.607658129,0.009316240,0.050383197,-0.061195735,0.996809823,2083,873,0.419107057,0.073247004,0.044421774,0.030600296,0.452698184,51.242235353,1791,0.811977061,337.120690440,428.936794526,688.193431926,0.231817416,0.188230425,0,0,0,1.000000000,0.000001608,0.000002146,0.000003690,0.184619016,0.132841795,0.973790982,0.000000003,0.000000006,0.000000007,0.810302666,-0.586011594,-0.000027286,0.000000000,0.505630979,0.048340196,7.111249609,0.014598323,49.986442108,0,0.233769384,0.191484737,400,365,35,0.192030725,101,0,0,0,0,0,1581,102,130779,256728,71392,0,0,972423
472,1624181138.560671568,1624181138.660644293,477,476,0,0.083210138,0.123849779,1,0,0,0,1,9.232843278,54.493084761,-25.619547257,0.006170018,0.050134548,-0.060581503,0.996884316,2049,830,0.405075647,0.067721280,0.040936879,0.027652928,0.417752809,57.508610977,1783,0.810711082,310.621427818,441.351956501,693.524475368,0.214888888,0.174212803,0,0,0,1.000000000,0.000001645,0.000002173,0.000003859,0.177536846,0.095380305,0.979481121,0.000000003,0.000000006,0.000000009,0.497095988,-0.864915340,0.069404851,0.000000000,0.498061261,0.044153919,7.211618954,0.015045708,50.492615559,0,0.232425112,0.190158649,372,343,29,0.181551977,95,0,0,0,0,0,1581,96,130975,257100,71487,0,0,974004
473,1624181138.660669088,1624181138.760710239,478,477,0,0.086065350,0.113597500,1,0,0,0,1,9.329922304,54.863088762,-25.636795346,0.003160599,0.051037191,-0.061102099,0.996820821,2059,862,0.418649830,0.067993006,0.042859452,0.030318362,0.355130668,57.408475099,1753,0.814140924,302.567502389,437.872387101,686.749150696,0.212002400,0.172599830,0,0,0,1.000000000,0.000001577,0.000002088,0.000004014,0.145670903,0.063294965,0.987306303,0.000000003,0.000000005,0.000000009,0.075160461,-0.989058131,0.126944550,0.000000000,0.489447361,0.042669444,7.308679348,0.015944745,50.961241757,0,0.231281603,0.189121837,381,343,38,0.185041282,94,0,0,0,0,0,1584,94,131183,257481,71581,0,0,975588
474,1624181138.760666609,1624181138.860622168,479,478,0,0.159096785,0.203353340,1,0,0,0,1,9.414846858,55.236899129,-25.640286143,-0.002646431,0.049451882,-0.060830773,0.996918816,2043,876,0.428781204,0.072185084,0.043418886,0.031425548,0.363917723,56.862207725,1769,0.823380725,299.820139591,456.891377576,699.848985986,0.205841185,0.169485664,0,0,0,1.000000000,0.000001518,0.000002114,0.000004067,0.174846583,0.094479408,0.980052200,0.000000003,0.000000007,0.000000009,0.328258759,-0.943456948,0.046207942,0.000000000,0.479325370,0.044792130,7.391299107,0.015435208,51.447676098,0,0.228710808,0.187027852,402,361,41,0.196769457,95,0,0,0,0,0,1545,96,131408,257883,71676,0,0,977133
475,1624181138.860664368,1624181138.960622072,480,479,0,0.155853660,0.248795310,1,0,0,0,1,9.503345468,55.601019043,-25.641961507,-0.008947012,0.048057581,-0.060436757,0.996974332,2014,843,0.418570010,0.067880349,0.041638937,0.030086363,0.498412263,50.809791606,1752,0.813214676,327.227709521,422.445303431,675.079099688,0.229673433,0.186773807,0,0,0,1.000000000,0.000001624,0.000002146,0.000003840,0.169055730,0.126452954,0.977460900,0.000000003,0.000000005,0.000000009,0.053771250,-0.987622585,0.147344094,0.000000000,0.473573186,0.043821893,7.460215316,0.015322106,51.655285289,0,0.226706848,0.185252761,416,388,28,0.206554121,94,0,0,0,0,0,1503,95,131620,258299,71770,0,0,978636
476,1624181138.960661888,1624181139.060643911,481,480,0,0.102645808,0.184830627,1,0,0,0,1,9.597843405,55.968598236,-25.606307409,-0.016866309,0.046369084,-0.060411050,0.996953329,2055,902,0.438929440,0.066598042,0.042796483,0.027202020,0.401372383,55.580043772,1774,0.823694699,296.279490236,437.273576636,727.681329232,0.202759729,0.167012114,0,0,0,1.000000000,0.000001543,0.000002104,0.000003908,0.171200400,0.106449572,0.979468688,0.000000003,0.000000005,0.000000009,-0.099869220,-0.984757198,0.142405756,0.000000000,0.463765494,0.042835454,7.518537596,0.013422011,52.112061703,0,0.223052767,0.182175026,395,365,30,0.192214112,88,0,0,0,0,0,1571,89,131832,258694,71858,0,0,980207
477,1624181139.060659409,1624181139.160550356,482,481,0,0.127128201,0.176229838,1,0,0,0,1,9.673917835,56.317453082,-25.607881244,-0.022276615,0.044099144,-0.060235712,0.996960720,2023,869,0.429560059,0.071994328,0.043625361,0.030252802,0.429271594,60.183306878,1732,0.825395679,298.041897260,410.750016948,720.793401191,0.208481365,0.172079617,0,0,0,1.000000000,0.000001550,0.000002191,0.000004392,0.166016641,0.116603873,0.979204785,0.000000003,0.000000004,0.000000008,0.139519902,0.975548196,-0.169823185,0.000000000,0.453728423,0.043663359,7.539193457,0.011619491,52.936300893,0,0.219794566,0.179596219,404,368,36,0.199703411,107,0,0,0,0,0,1510,109,132019,259098,71965,0,0,981717
478,1624181139.160656929,1624181139.260549784,483,482,0,0.053333747,0.096298633,1,0,0,0,1,9.757636443,56.667159060,-25.592620991,-0.026994113,0.043365491,-0.060032849,0.996888564,2062,870,0.421920466,0.068342740,0.044144385,0.029906225,0.480040609,58.425692596,1774,0.819905120,346.028896414,415.284554450,693.198232843,0.237900390,0.195055748,0,0,0,1.000000000,0.000001592,0.000002218,0.000004498,0.155221296,0.121688492,0.980356190,0.000000003,0.000000004,0.000000006,0.097619054,0.976882411,-0.190187473,0.000000000,0.449841284,0.043671621,7.550937586,0.011632871,53.612826732,0,0.219725216,0.179570963,434,409,25,0.210475267,88,0,0,0,0,0,1539,89,132218,259532,72053,0,0,983256
479,1624181139.260654449,1624181139.360552073,484,483,0,0.045872185,0.103747482,1,0,0,0,1,9.838045784,57.006904666,-25.584480396,-0.030264872,0.042200158,-0.059429873,0.996880772,2033,917,0.451057550,0.069077411,0.045279454,0.030271418,0.479293600,59.426455306,1758,0.823167536,350.080752616,415.905648293,681.142126731,0.241914070,0.199135809,0,0,0,1.000000000,0.000001573,0.000002142,0.000004368,0.166595096,0.125805873,0.977966746,0.000000003,0.000000003,0.000000007,0.225532971,0.960358015,-0.163851648,0.000000000,0.444064184,0.043230289,7.540846950,0.011728099,54.255241714,0,0.218957078,0.179034050,393,366,27,0.193310379,88,0,0,0,0,0,1551,89,132412,259925,72141,0,0,984807
480,1624181139.360652208,1624181139.460563421,485,484,0,0.114732048,0.190097532,1,0,0,0,1,9.909879409,57.337086361,-25.603776187,-0.033976245,0.041810780,-0.059644196,0.996764788,2009,885,0.440517670,0.070750282,0.043471736,0.029691784,0.467998110,59.691792938,1746,0.827989422,353.497001048,409.587494558,682.585035938,0.244521305,0.202461054,0,0,0,1.000000000,0.000001566,0.000002182,0.000004324,0.179150846,0.115771150,0.976986190,0.000000003,0.000000003,0.000000007,0.246902010,0.953824226,-0.171051872,0.000000000,0.442348149,0.043599066,7.514283655,0.011124591,54.809636544,0,0.219734429,0.179826450,384,363,21,0.191139871,96,0,0,0,0,0,1528,97,132600,260309,72237,0,0,986335
481,1624181139.460649729,1624181139.560593843,486,485,0,0.150871775,0.225343577,1,0,0,0,1,9.984476019,57.649051183,-25.600807637,-0.036025774,0.045834992,-0.059506148,0.996524117,2013,870,0.432190760,0.069360592,0.041872767,0.028365839,0.490247873,59.038467459,1754,0.825430206,353.522652940,414.692890164,679.589037944,0.244178432,0.201552254,0,0,0,1.000000000,0.000001581,0.000002277,0.000004398,0.169292243,0.137423568,0.975937959,0.000000003,0.000000003,0.000000007,0.225886425,0.954657124,-0.193920343,0.000000000,0.440790073,0.041071109,7.457452985,0.010333959,55.249272791,0,0.220338248,0.180311619,374,345,29,0.185792350,105,0,0,0,0,0,1532,107,132773,260683,72342,0,0,987867
482,1624181139.560647249,1624181139.660657883,486,486,0,0.246999547,0.384692977,1,0,0,0,1,10.063534461,57.960895068,-25.603508485,-0.046032191,0.046548972,-0.059340800,0.996088801,2000,862,0.431000000,0.070955871,0.044107404,0.029623186,0.465885964,63.224865576,1747,0.826285501,349.770934919,407.105262935,686.644572755,0.242304054,0.200212327,0,0,0,1.000000000,0.000001586,0.000002297,0.000004409,0.179461569,0.155635282,0.971375934,0.000000003,0.000000003,0.000000008,0.179585586,0.976928798,-0.115581749,0.000000000,0.438327716,0.041656414,7.402153399,0.009459177,55.833838683,0,0.220628981,0.180658473,353,325,28,0.176500000,84,0,0,0,0,0,1562,85,132954,261036,72426,0,0,989429
483,1624181139.760642290,1624181139.860543013,487,487,0,0.469876106,0.619918820,1,0,1,1,1,10.221131457,58.570576174,-25.568754291,-0.079805795,0.056068809,-0.058388553,0.993518042,2131,946,0.443923041,0.202283463,0.077752860,0.062289179,0.583901857,73.480376293,1791,0.844378784,375.228187242,451.136319579,685.917895404,0.248120448,0.209507642,0,0,0,1.000000000,0.000002080,0.000003026,0.000005621,0.181899620,0.139777935,0.973331730,0.000000002,0.000000003,0.000000006,0.473401600,0.876793400,-0.084405328,0.050000000,0.446756437,0.385779346,7.649960450,0.011247314,56.826810491,1,0.222872021,0.182840203,192,151,41,0.090098545,219,399,0,0,50,8,1310,629,133032,261228,73052,0,0,990739
484,1624181139.960637569,1624181140.060555935,489,488,0,0.334883834,0.819478237,1,0,1,1,1,10.358359316,59.100316603,-25.539350452,-0.077017991,0.058349457,-0.059397456,0.993546935,2179,654,0.300137678,0.199225454,0.096785283,0.073431402,0.432631148,61.653224693,1523,0.843804395,306.467409460,354.223160524,624.423524048,0.238474865,0.201226139,0,0,0,1.000000000,0.000002482,0.000004273,0.000007569,0.199679810,0.182732966,0.962671614,0.000000004,0.000000007,0.000000011,0.606951947,0.790540338,-0.081580069,0.100000000,0.443804141,0.480533787,7.819605869,0.012897736,57.471341955,2,0.223931340,0.184008727,140,107,33,0.064249656,221,604,0,0,50,327,886,1153,133116,261368,74204,0,0,991625
485,1624181140.060635090,1624181140.160471439,490,489,0,0.842694111,0.867683684,1,0,1,1,1,10.407663190,59.311131421,-25.499030467,-0.038414715,0.050688254,-0.061500555,0.996078658,2131,485,0.227592679,0.209253954,0.128650098,0.091586735,0.330735680,68.215382901,1217,0.844732029,208.153909264,301.186053576,518.698916790,0.202476690,0.171038545,0,0,0,1.000000000,0.000002339,0.000004506,0.000008149,0.196375173,0.229768048,0.953227903,0.000000004,0.000000011,0.000000020,0.843826613,0.531738793,-0.072183815,0.150000000,0.439987778,0.538685249,7.660911526,0.013531555,58.040711297,3,0.223697638,0.184052410,101,62,39,0.047395589,202,683,0,0,50,568,576,1454,133188,261469,75657,0,0,992201
486,1624181140.160632610,1624181140.260457993,491,490,0,0.787130861,0.858644296,1,0,1,1,1,10.425496627,59.495385689,-25.517667587,-0.001835710,0.045452542,-0.063130251,0.996968038,2003,443,0.221168248,0.209066085,0.123251859,0.093043368,0.293259512,65.511581364,1222,0.828921908,214.507094031,269.107822069,529.327655137,0.211766294,0.175537720,0,0,0,1.000000000,0.000002344,0.000004934,0.000008630,0.191638418,0.273601889,0.942558605,0.000000005,0.000000013,0.000000022,0.652362590,0.738277066,-0.171376853,0.200000000,0.432763971,0.566710643,7.464397908,0.013610762,58.815850363,4,0.223658823,0.184194134,91,73,18,0.045431852,171,698,0,0,50,457,583,1329,133248,261560,76983,0,0,992784
487,1624181140.260630131,1624181140.360581160,492,491,0,0.711726367,0.911414763,1,0,1,1,1,10.452979016,59.720146396,-25.527748504,0.029377692,0.040765269,-0.063845462,0.996693986,1914,434,0.226750261,0.214600951,0.126327971,0.091998230,0.282027295,72.270810063,1180,0.831997585,206.399719664,267.950855878,507.406574707,0.210235005,0.174915017,0,0,0,1.000000000,0.000002361,0.000004925,0.000008870,-0.181193791,-0.241156743,-0.953421332,0.000000004,0.000000013,0.000000019,0.292475210,0.927538331,-0.232660472,0.250000000,0.426116854,0.576327199,7.305942834,0.014792604,59.550350293,5,0.223633159,0.184399674,101,71,30,0.052769070,187,643,0,0,50,415,568,1245,133318,261661,78228,0,0,993352
488,1624181140.360627890,1624181140.460605860,493,492,0,0.575280999,0.672548705,1,0,1,1,1,10.477204046,59.909076334,-25.593825368,0.048714227,0.038304056,-0.063441135,0.996059710,1836,499,0.271786492,0.196230488,0.138975216,0.095575506,0.396321814,58.808599255,1263,0.841043192,245.884062885,289.405942681,526.947546449,0.231477472,0.194682552,0,0,0,1.000000000,0.000002297,0.000004450,0.000007345,-0.085198307,-0.111759393,-0.990076303,0.000000004,0.000000013,0.000000025,0.983405377,-0.176443875,-0.042206914,0.300000000,0.424636893,0.564590289,6.730319172,0.015949931,59.903981867,6,0.224334546,0.185246170,97,57,40,0.052832244,189,602,0,0,50,279,669,1070,133389,261758,79298,0,0,994021
489,1624181140.460625410,1624181140.560590029,494,493,0,0.395641339,0.470499759,1,0,1,1,1,10.532370385,60.089289947,-25.623762306,0.053956921,0.042498170,-0.063270025,0.995630182,1902,607,0.319137750,0.163078189,0.101921253,0.071716280,0.317362800,59.765345221,1427,0.828238749,282.269081522,310.470649021,589.156964787,0.238827203,0.197805944,0,0,0,1.000000000,0.000001991,0.000003658,0.000006638,-0.042583048,-0.058623028,-0.997371558,0.000000002,0.000000007,0.000000025,0.861841766,-0.504083499,0.055933865,0.350000000,0.418085979,0.542682408,6.539358778,0.016890544,60.155361781,7,0.225505296,0.186314798,130,103,27,0.068349106,192,503,0,0,50,162,913,859,133471,261888,80155,0,0,994934
490,1624181140.560622931,1624181140.660578251,495,494,0,0.329338647,0.410420788,1,0,0,0,1,10.573803946,60.248938631,-25.627351133,0.061248413,0.046291814,-0.062443685,0.995091195,2023,788,0.389520514,0.105686200,0.066684423,0.044149322,0.382877527,50.986308211,1626,0.819348017,299.081636878,387.035258527,646.142979656,0.224491965,0.183937046,0,0,0,1.000000000,0.000001678,0.000002826,0.000004584,-0.113809244,-0.084031659,-0.989942491,0.000000001,0.000000005,0.000000010,0.165423591,-0.968157807,0.187897567,0.350000000,0.416056971,0.527877632,6.314822904,0.019183379,60.004678664,0,0.226107630,0.186873103,595,478,117,0.294117647,145,0,0,0,0,0,1283,145,133831,262483,80300,0,0,996217
491,1624181140.660620451,1624181140.760565519,496,495,0,0.225525034,0.341273430,1,0,0,0,1,10.621528831,60.440081304,-25.614312906,0.075033835,0.045411345,-0.062489256,0.994184503,2081,835,0.401249399,0.094740389,0.056580075,0.037850700,0.481479556,49.275177384,1697,0.825516686,351.961081990,386.129026468,662.811708174,0.251238936,0.207401934,0,0,0,1.000000000,0.000001594,0.000002521,0.000003814,-0.071148915,-0.034724622,-0.996861090,0.000000003,0.000000003,0.000000008,0.180551955,-0.957748765,0.223871156,0.350000000,0.417496039,0.518111538,6.135830459,0.019447920,59.906325766,0,0.227078706,0.187831678,562,497,65,0.270062470,156,0,0,0,0,0,1363,156,134193,263045,80456,0,0,997580
492,1624181140.760617971,1624181140.860518456,497,496,0,0.125926126,0.173677124,1,0,0,0,1,10.655446349,60.644389674,-25.595300758,0.087201598,0.043220073,-0.063010043,0.993256080,2125,817,0.384470588,0.095596148,0.058895294,0.037539388,0.484328501,51.451339976,1745,0.819442200,368.583597437,408.398176585,652.944865366,0.257763991,0.211222692,0,0,0,1.000000000,0.000001630,0.000002589,0.000003702,-0.065692226,0.032534982,-0.997309384,0.000000003,0.000000004,0.000000009,0.079630596,-0.983518777,0.162326165,0.350000000,0.420824824,0.504945108,5.960889693,0.018251476,59.603462216,0,0.229222462,0.189682173,628,525,103,0.295529412,137,0,0,0,0,0,1357,140,134592,263673,80593,0,0,998937
493,1624181140.860615492,1624181140.960554838,498,497,0,0.086424404,0.178911059,1,0,0,0,1,10.689066685,60.857487113,-25.557336390,0.093527943,0.041940414,-0.063057709,0.992732215,2156,885,0.410482375,0.080086370,0.049798083,0.031778189,0.500312526,53.773042642,1753,0.832682014,364.998693009,415.005362802,679.687514047,0.250051929,0.208213744,0,0,0,1.000000000,0.000001549,0.000002538,0.000003635,-0.054658085,0.037253630,-0.997809932,0.000000003,0.000000003,0.000000009,-0.000542073,-0.963908725,0.266232371,0.350000000,0.428083917,0.498569848,5.796586211,0.018546110,59.421690593,0,0.231124938,0.191462868,607,549,58,0.281539889,131,0,0,0,0,0,1418,131,134991,264280,80724,0,0,1000355
494,1624181140.960613251,1624181141.060585737,499,498,0,0.086137167,0.164351109,1,0,0,0,1,10.710880918,61.097340460,-25.589023992,0.093331130,0.040320773,-0.062480698,0.992854319,2179,910,0.417622763,0.088966238,0.054773971,0.035988558,0.550352829,49.580294090,1773,0.832015738,370.322588900,423.498513648,681.342801183,0.251038266,0.208867788,0,0,0,1.000000000,0.000001545,0.000002411,0.000003383,-0.005527668,0.059770483,-0.998196841,0.000000003,0.000000003,0.000000007,0.008327022,-0.970508582,0.240922712,0.350000000,0.437405672,0.490463626,5.664781052,0.019178867,59.057594911,0,0.233384792,0.193431975,610,532,78,0.279944929,157,0,0,0,0,0,1412,157,135432,264890,80881,0,0,1001767
495,1624181141.060610771,1624181141.160553932,500,499,0,0.159600508,0.252398667,1,0,0,0,1,10.743576820,61.367139962,-25.577099405,0.092233461,0.039606143,-0.062701811,0.992971714,2182,913,0.418423465,0.100319873,0.054025716,0.041027922,0.537886041,52.246819245,1835,0.833344779,380.938793071,442.193589682,706.055286558,0.249111866,0.207596073,0,0,0,1.000000000,0.000001552,0.000002366,0.000003364,0.032074234,0.158762068,-0.986795749,0.000000003,0.000000003,0.000000007,0.036894858,-0.995058336,0.092182847,0.350000000,0.439379361,0.475507083,5.555613204,0.019235771,59.129446293,0,0.234356714,0.194473088,543,487,56,0.248854262,191,0,0,0,0,0,1445,194,135784,265433,81072,0,0,1003212
496,1624181141.160608292,1624181141.260577679,501,500,0,0.137363597,0.227226266,1,0,0,0,1,10.784288429,61.658729777,-25.508646504,0.089012628,0.039926195,-0.063055246,0.993230430,2165,903,0.417090069,0.080829071,0.049149500,0.029556495,0.545577886,56.913161461,1811,0.827957576,361.473327827,439.014147227,698.943695751,0.241073638,0.199598745,0,0,0,1.000000000,0.000001563,0.000002404,0.000003374,0.047036288,0.149775327,-0.987600597,0.000000002,0.000000003,0.000000008,0.043782360,-0.980781982,0.190131033,0.350000000,0.446589636,0.467863130,5.500827647,0.020178292,59.196102178,0,0.236272409,0.196102419,595,549,46,0.274826790,123,0,0,0,0,0,1446,124,136147,266028,81195,0,0,1004658
497,1624181141.260605812,1624181141.360529423,502,501,0,0.176756835,0.259105666,1,0,0,0,1,10.825095191,61.969613363,-25.495836712,0.077885251,0.039524984,-0.062796584,0.994197290,2160,846,0.391666667,0.080365703,0.051186455,0.032539664,0.469370754,47.200789300,1790,0.828771145,372.563930014,435.592062419,675.344356473,0.251138418,0.208136274,0,0,0,1.000000000,0.000001605,0.000002420,0.000003427,0.044301274,0.136707341,-0.989620382,0.000000003,0.000000003,0.000000008,-0.031516878,-0.989474960,0.141230274,0.350000000,0.448594594,0.463496479,5.454728480,0.020661513,58.546976299,0,0.238405262,0.197905252,584,535,49,0.270370370,128,0,0,0,0,0,1447,129,136505,266612,81323,0,0,1006105
498,1624181141.360603333,1624181141.460528851,503,502,0,0.234448352,0.305176913,1,0,0,0,1,10.864459954,62.287013415,-25.508175618,0.069003126,0.039299890,-0.062822632,0.994860495,2135,862,0.403747073,0.085544289,0.053880032,0.035146814,0.544599172,63.129016592,1809,0.821310861,361.943281590,435.180319626,688.627745699,0.243609593,0.200079205,0,0,0,1.000000000,0.000001592,0.000002470,0.000003523,0.022952671,0.108771000,-0.993801813,0.000000002,0.000000003,0.000000007,0.041030251,-0.980651496,0.191413589,0.350000000,0.451822522,0.454578737,5.425571901,0.020495514,58.782142498,0,0.238690722,0.198156425,598,542,56,0.280093677,134,0,0,0,0,0,1403,134,136883,267210,81457,0,0,1007508
