frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1048,1624181197.659233332,1624181197.759047508,1,0,0,1,12.506149067,52.297721599,-34.178304422,0.022379192,0.052174834,-0.060964848,0.996524082,1597,619,0.387601753,0.125006052,0.082385172,0.052406522,0.540034567,80.041656237,597,0.955189157,126.698675059,204.254706913,239.294544920,0.222181737,0.212225586,0.000002582,0.000003249,0.000006487,0.136392212,0.012372482,-0.990577653,0.000000002,0.000000005,0.000000006,-0.113485962,0.990540115,-0.077144131,0.650000000,0.645653460,0.428189015,7.924815539,0.059709132,80.930645784,0,356,317,39,0.222917971,114,0,0,0,0,0,1125,116,216734,447464,141346,22,0,1776366
1049,1624181197.759230852,1624181197.859245777,1,1,1,1,12.687060499,52.943688830,-34.189858753,0.002026985,0.052937908,-0.059782092,0.996804680,1575,581,0.368888889,0.157966237,0.095691202,0.063203720,0.472041282,88.360093341,554,0.952907975,100.250657183,207.570644154,220.089716731,0.189900672,0.180957865,0.000002582,0.000003364,0.000006945,0.082895306,-0.081023946,-0.993259024,0.000000002,0.000000006,0.000000007,-0.232767556,-0.972120794,0.028291806,0.700000000,0.633081530,0.392381695,8.319595448,0.059209420,80.618949647,1,85,69,16,0.053968254,133,365,0,0,26,0,992,498,216775,447549,141844,22,0,1777358
1050,1624181197.859228373,1624181197.959276199,1,0,0,1,12.888208922,53.544766116,-34.255466181,-0.014809680,0.052266099,-0.058710914,0.996795845,1542,599,0.388456550,0.107117297,0.064098809,0.040918045,0.455765342,88.555209065,579,0.953474733,108.365013932,202.914509207,240.782347178,0.196291430,0.187158919,0.000002514,0.000003328,0.000007721,0.041315160,-0.117764159,-0.992181768,0.000000002,0.000000005,0.000000007,0.717001946,-0.690282706,0.097046361,0.700000000,0.620308164,0.367656571,8.671008099,0.059003447,80.379553089,0,263,220,43,0.170557717,83,0,0,0,0,0,1195,84,216890,447812,141927,22,0,1778553
1051,1624181197.959226131,1624181198.059307575,1,0,0,1,13.081332750,54.109676133,-34.278234357,-0.024917985,0.051171790,-0.058325029,0.996673835,1572,596,0.379134860,0.068571984,0.047036862,0.029887469,0.438549262,124.792330220,568,0.958105524,102.915467257,201.883112831,239.405357384,0.189111949,0.181189203,0.000002541,0.000003415,0.000009589,0.024850251,-0.159525122,-0.986881047,0.000000002,0.000000008,0.000000009,0.942374266,-0.333688939,-0.024133688,0.700000000,0.606181739,0.360609984,8.973777234,0.058126001,82.360014854,0,204,188,16,0.129770992,51,0,0,0,0,0,1315,53,216976,448016,141978,22,0,1779868
1052,1624181198.059223652,1624181198.159307718,1,0,0,1,13.264799277,54.667247529,-34.302299528,-0.032328727,0.049893484,-0.057866116,0.996552561,1560,634,0.406410256,0.070079753,0.051076116,0.033141602,0.440028164,117.444628721,607,0.953725598,104.089259205,223.064214610,251.757964336,0.179801697,0.171481481,0.000002402,0.000003430,0.000010910,0.015234406,-0.180138193,-0.983523332,0.000000003,0.000000008,0.000000009,-0.254895976,-0.966722831,0.021794686,0.700000000,0.595335717,0.354099217,9.266676503,0.058323010,83.705208999,0,206,182,24,0.132051282,65,0,0,0,0,0,1288,66,217074,448222,142043,22,0,1781156
1053,1624181198.159221172,1624181198.259188652,1,0,0,1,13.449470850,55.242058125,-34.256888259,-0.031293386,0.048605110,-0.057567358,0.996666577,1580,627,0.396835443,0.131545729,0.073695688,0.054505455,0.651823726,109.245980837,604,0.954480966,140.588525667,215.373872414,220.544105412,0.243862862,0.232762460,0.000002434,0.000003505,0.000011044,0.014407846,-0.185408596,-0.982555885,0.000000003,0.000000006,0.000000008,0.457835371,0.888664312,-0.025739330,0.700000000,0.589612933,0.329475002,9.544605149,0.057213010,84.457102437,0,394,367,27,0.249367089,97,0,0,0,0,0,1089,97,217192,448616,142140,22,0,1782245
1054,1624181198.259218693,1624181198.359038353,1,1,1,1,13.641237721,55.809039535,-34.220016040,-0.026885201,0.047706478,-0.058310148,0.996795468,1539,620,0.402858999,0.151130822,0.084063467,0.060392273,0.627321159,88.220589575,594,0.950426475,135.870798065,205.238096662,223.444431307,0.240669556,0.228738717,0.000002449,0.000003488,0.000009384,-0.023844845,-0.230632088,-0.972748818,0.000000002,0.000000005,0.000000007,0.982580091,0.183865924,-0.027012725,0.700000000,0.580391402,0.334309701,9.808325490,0.051335150,84.825258551,1,100,85,15,0.064977258,126,303,0,0,23,0,1009,430,217222,448716,142569,22,0,1783254
1055,1624181198.359216213,1624181198.459083557,1,0,0,1,13.801744205,56.326606044,-34.250030207,-0.017426926,0.048690207,-0.058109162,0.996969855,1433,585,0.408234473,0.077273090,0.052566831,0.034097721,0.437324329,116.074281073,559,0.948587490,92.515381775,209.625056715,228.119968359,0.174471600,0.165501577,0.000002519,0.000003504,0.000010364,-0.022618768,-0.212400591,-0.976920867,0.000000003,0.000000008,0.000000009,-0.876820311,-0.477604011,0.055502721,0.650000000,0.563846484,0.364406105,10.003545347,0.048317542,86.860903680,0,227,203,24,0.158408932,62,0,0,0,0,0,1139,67,217309,448943,142631,22,0,1784393
1056,1624181198.459213972,1624181198.559101343,1,0,0,1,13.944938295,56.813546656,-34.294446435,-0.003210588,0.049228360,-0.058181901,0.997086319,1493,619,0.414601474,0.066470658,0.045133840,0.030496560,0.402136596,116.672656886,589,0.951639824,96.453434395,206.941879142,257.120542514,0.172079761,0.163757953,0.000002454,0.000003308,0.000010626,0.007088211,-0.173003944,-0.984895625,0.000000002,0.000000007,0.000000010,0.967590613,0.242236248,-0.071344270,0.600000000,0.556634774,0.397520586,10.192676970,0.044787641,88.701256347,0,212,201,11,0.141995981,60,0,0,0,0,0,1220,61,217403,449155,142691,22,0,1785613
1057,1624181198.559211493,1624181198.659085989,1,0,0,1,14.085339693,57.297590822,-34.383898418,0.005686589,0.048370124,-0.058040588,0.997125511,1407,539,0.383084577,0.072045313,0.050111665,0.033573445,0.368328268,97.484682145,520,0.956767890,84.792416906,179.179840014,233.547045820,0.170430406,0.163062340,0.000002616,0.000003759,0.000010460,0.075013177,-0.081376124,-0.993856604,0.000000003,0.000000007,0.000000012,0.293580818,-0.955164132,0.038363839,0.550000000,0.546978951,0.427924389,10.307206947,0.041410724,89.395027729,0,190,173,17,0.135039090,58,0,0,0,0,0,1158,59,217486,449345,142749,22,0,1786771
1058,1624181198.659209013,1624181198.759128571,1,0,0,1,14.231275707,57.805193362,-34.429851927,0.014037307,0.048497128,-0.057982142,0.997040147,1450,549,0.378620690,0.069162594,0.047240142,0.032276075,0.330499978,129.104138349,537,0.949770456,77.291082221,199.551630694,233.184021771,0.151543198,0.143931252,0.000002679,0.000003712,0.000011865,0.091593873,-0.070973437,-0.993263980,0.000000003,0.000000009,0.000000011,0.572183845,-0.817357290,0.067325394,0.500000000,0.534363287,0.454247342,10.450687834,0.037367667,91.888883202,0,191,171,20,0.131724138,57,0,0,0,0,0,1201,58,217578,449536,142806,22,0,1787972
1059,1624181198.759206533,1624181198.859133959,1,0,0,1,14.383850818,58.312149217,-34.500101467,0.018810698,0.048166031,-0.057348151,0.997014233,1369,519,0.379108839,0.071131256,0.051858324,0.031986520,0.338847957,108.242766144,494,0.952447931,69.256499811,184.283090079,216.969688102,0.147194759,0.140195344,0.000002895,0.000003610,0.000011365,0.118673544,-0.025286265,-0.992611301,0.000000003,0.000000007,0.000000011,0.413973438,-0.906545539,0.082469260,0.450000000,0.520102075,0.472561773,10.578048680,0.036415866,93.780880550,0,196,181,15,0.143170197,42,0,0,0,0,0,1129,44,217654,449732,142848,22,0,1789101
1060,1624181198.859204054,1624181198.959203482,1,0,0,1,14.533226303,58.827853749,-34.518688226,0.022667524,0.047172016,-0.057686073,0.996962036,1411,545,0.386250886,0.063374739,0.048839007,0.032589487,0.343366505,98.175389023,528,0.955057773,79.042999842,193.348495598,231.879008786,0.156747220,0.149702651,0.000002781,0.000003533,0.000010686,0.101409129,-0.001944042,-0.994842907,0.000000003,0.000000006,0.000000013,0.505300589,-0.858261448,0.089769715,0.400000000,0.511641921,0.492184889,10.698570822,0.035016656,94.907324243,0,185,172,13,0.131112686,31,0,0,0,0,0,1192,34,217727,449917,142879,22,0,1790293
1061,1624181198.959201574,1624181199.059238434,1,0,0,1,14.681860301,59.348481789,-34.570366485,0.023202232,0.046732891,-0.057721413,0.996968371,1400,521,0.372142857,0.061400575,0.049583934,0.028418062,0.315554214,114.701310649,499,0.954363592,70.407007030,182.015037901,223.805387315,0.147843241,0.141096206,0.000002762,0.000003644,0.000011689,0.080764637,-0.025159895,-0.996415603,0.000000003,0.000000008,0.000000014,0.500308825,-0.859176420,0.107270496,0.350000000,0.504858638,0.513441024,10.817095970,0.033043088,96.925979233,0,204,179,25,0.145714286,30,0,0,0,0,0,1166,30,217815,450121,142909,22,0,1791459
1062,1624181199.059199333,1624181199.159209490,1,0,0,1,14.820550461,59.867031987,-34.586904524,0.023063413,0.045469238,-0.057555028,0.997039641,1381,530,0.383779870,0.064563017,0.045445076,0.028209323,0.308703889,100.512032995,520,0.954840608,70.142901725,195.566197145,230.808017173,0.141269856,0.134890196,0.000002747,0.000003667,0.000010671,0.085617871,-0.066415146,-0.994111970,0.000000003,0.000000007,0.000000013,0.542004170,-0.831739575,0.120169707,0.350000000,0.496138896,0.538658948,10.881512428,0.026760391,98.490346782,0,168,149,19,0.121650978,32,0,0,0,0,0,1181,32,217890,450289,142941,22,0,1792640
1063,1624181199.159196854,1624181199.259108067,1,0,0,1,14.956908823,60.397779883,-34.609557883,0.021985172,0.044607599,-0.058190863,0.997066015,1390,518,0.372661871,0.060848109,0.043224129,0.024499178,0.363690719,107.120516426,502,0.951100944,80.331100170,182.353484872,214.768088655,0.168249346,0.160022112,0.000002882,0.000003655,0.000010612,0.082026950,-0.034529360,-0.996031778,0.000000003,0.000000007,0.000000013,0.721357194,-0.686180689,0.093807572,0.300000000,0.489564586,0.561984620,10.929340391,0.024201964,100.228400803,0,188,169,19,0.135251799,33,0,0,0,0,0,1168,34,217965,450477,142974,22,0,1793808
1064,1624181199.259194374,1624181199.359076500,1,0,0,1,15.087722907,60.934591814,-34.609192039,0.020403266,0.042682528,-0.058242314,0.997180897,1379,493,0.357505439,0.061659528,0.043924954,0.027165239,0.401485560,99.582162817,480,0.956359788,78.883392293,172.660894243,207.508411472,0.171839513,0.164340401,0.000003047,0.000003880,0.000010199,0.091370166,-0.015740328,-0.995692591,0.000000003,0.000000007,0.000000012,0.310064596,-0.946922287,0.084841788,0.250000000,0.478353860,0.508239083,10.920690655,0.020008448,101.022370453,0,195,168,27,0.141406817,33,0,0,0,0,0,1151,33,218050,450672,143007,22,0,1794959
1065,1624181199.359191895,1624181199.459093332,1,0,0,1,15.210065510,61.453770134,-34.596740233,0.019520564,0.042102343,-0.057994619,0.997237667,1417,533,0.376146789,0.063904558,0.049088798,0.029369132,0.433310273,97.579956724,517,0.946729095,87.121801506,194.568737530,207.768403148,0.177996138,0.168514123,0.000002898,0.000003770,0.000010045,0.074898278,-0.067245676,-0.994921237,0.000000003,0.000000008,0.000000011,0.294402690,-0.943764356,0.150452308,0.200000000,0.461298618,0.402347537,10.829017159,0.017701644,101.659083593,0,193,177,16,0.136203246,38,0,0,0,0,0,1186,38,218131,450865,143045,22,0,1796145
1066,1624181199.459189415,1624181199.559128284,1,0,0,1,15.329135399,61.977792233,-34.564783682,0.018228123,0.041251732,-0.058154762,0.997288350,1442,517,0.358529820,0.071020758,0.048552343,0.032836639,0.566681485,91.093811251,495,0.946971236,107.183885984,168.786418584,192.780457435,0.228658585,0.216533103,0.000002968,0.000003789,0.000009526,0.078684202,-0.094770039,-0.992384722,0.000000003,0.000000007,0.000000010,-0.126456559,0.988806734,-0.079183219,0.150000000,0.448326301,0.396077780,10.767663361,0.016040234,102.359043537,0,190,171,19,0.131761442,39,0,0,0,0,0,1210,42,218213,451055,143084,22,0,1797355
1067,1624181199.559187174,1624181199.659223795,1,0,0,1,15.445065323,62.500328452,-34.574946344,0.017881128,0.040174699,-0.058446280,0.997321559,1407,523,0.371712864,0.067117696,0.045191368,0.028496531,0.518080474,115.089465814,497,0.951322059,95.488369251,182.140517312,195.178176908,0.201960539,0.192129516,0.000002908,0.000003809,0.000010422,0.096239560,-0.066959511,-0.993103404,0.000000003,0.000000008,0.000000010,0.486121823,-0.869788831,0.084575194,0.100000000,0.437678687,0.366368317,10.652819235,0.013044627,104.404682915,0,190,173,17,0.135039090,43,0,0,0,0,0,1172,45,218293,451245,143127,22,0,1798527
1068,1624181199.659184694,1624181199.759243250,1,0,0,1,15.567356429,63.021342328,-34.576876712,0.016327755,0.039096115,-0.058752925,0.997373046,1400,512,0.365714286,0.060829460,0.043132065,0.028223343,0.424713872,105.695263601,494,0.950209820,89.675844571,166.638711406,213.089095170,0.191042069,0.181530050,0.000002933,0.000003940,0.000010891,0.103568996,-0.064894923,-0.992502953,0.000000003,0.000000008,0.000000012,-0.172690745,0.980602945,-0.092713381,0.100000000,0.431912653,0.367192882,10.517074284,0.013590287,105.687363283,0,172,149,23,0.122857143,26,0,0,0,0,0,1200,28,218364,451417,143153,22,0,1799727
1069,1624181199.759182215,1624181199.859193087,1,0,0,1,15.682164146,63.546039137,-34.565907963,0.015298917,0.038900754,-0.058659354,0.997402504,1445,531,0.367474048,0.065662900,0.042529185,0.026498215,0.403417601,103.731308220,508,0.953336021,89.302528363,163.710925953,231.281244186,0.184397080,0.175792379,0.000002883,0.000003800,0.000010874,0.103731228,-0.071042505,-0.992064915,0.000000003,0.000000007,0.000000010,0.368066183,-0.917821502,0.148764830,0.050000000,0.428481469,0.314381188,10.417069116,0.013272161,106.455924027,0,181,164,17,0.125259516,38,0,0,0,0,0,1225,39,218440,451598,143191,22,0,1800952
1070,1624181199.859179735,1624181199.959157944,1,0,0,1,15.797592010,64.056889268,-34.540484390,0.017358251,0.038930164,-0.058315764,0.997387791,1418,522,0.368124118,0.063950036,0.043492310,0.027701515,0.444519073,91.554367081,497,0.950071255,92.692099033,156.191130807,223.302183812,0.196304452,0.186503217,0.000002921,0.000003825,0.000010111,0.105298548,-0.107387588,-0.988625370,0.000000003,0.000000008,0.000000010,-0.268335929,-0.950861425,0.154461577,0.050000000,0.427919155,0.310684330,10.343970909,0.013946141,106.605881927,0,180,154,26,0.126939351,29,0,0,0,0,0,1206,32,218522,451778,143220,22,0,1802158
1071,1624181199.959177256,1624181200.059143305,1,0,0,1,15.914778841,64.561117639,-34.567355642,0.017746161,0.038244327,-0.058234400,0.997412252,1397,523,0.374373658,0.067140114,0.044619210,0.029295843,0.467402325,100.953552564,506,0.952350377,97.293998034,164.100624723,220.494667851,0.201901142,0.192280629,0.000002955,0.000003979,0.000009958,0.121531636,-0.099125209,-0.987625564,0.000000003,0.000000008,0.000000010,0.702492732,-0.705102539,0.096614544,0.050000000,0.429361808,0.311245084,10.274861377,0.013829149,105.413943045,0,195,179,16,0.139584825,32,0,0,0,0,0,1168,34,218610,451973,143252,22,0,1803326
1072,1624181200.059175014,1624181200.159142017,1,0,0,1,16.045174319,65.066128451,-34.603091135,0.016814041,0.038543563,-0.058024997,0.997429086,1406,513,0.364864865,0.066578801,0.048736704,0.029466447,0.467453164,93.198483613,490,0.950614113,95.857343824,159.434783283,210.508788127,0.205790372,0.195627232,0.000002997,0.000003904,0.000009609,0.115957615,-0.079405630,-0.990075036,0.000000003,0.000000008,0.000000011,0.487292375,-0.861343118,0.143645999,0.050000000,0.430733058,0.312558534,10.192204915,0.013379972,104.201635789,0,158,138,20,0.112375533,31,0,0,0,0,0,1216,32,218677,452131,143283,22,0,1804542
1073,1624181200.159172535,1624181200.259080172,1,0,0,1,16.171792783,65.571114549,-34.644404935,0.018525744,0.037763393,-0.057673415,0.997448996,1359,542,0.398822664,0.079275588,0.052388945,0.031605590,0.599676284,98.893136322,514,0.955510433,114.780036275,172.695571519,203.656754778,0.233704893,0.223307464,0.000002889,0.000003818,0.000009176,0.088948131,-0.107414566,-0.990227419,0.000000003,0.000000006,0.000000009,0.239383868,-0.958033472,0.157693468,0.050000000,0.428125686,0.266684120,10.114791413,0.013186399,103.683993564,0,180,163,17,0.132450331,44,0,0,0,0,0,1129,50,218753,452311,143327,22,0,1805671
1074,1624181200.259170055,1624181200.359044075,1,0,0,1,16.290077725,66.087535514,-34.643478994,0.016972675,0.038683280,-0.057113355,0.997473607,1353,501,0.370288248,0.064705761,0.041954751,0.025807992,0.486214555,105.567810122,475,0.954249321,91.642832737,161.148544070,200.477050817,0.202182255,0.192932279,0.000003005,0.000003822,0.000009906,0.107305111,-0.089203829,-0.990216284,0.000000003,0.000000008,0.000000009,0.568284274,-0.816750729,0.099856052,0.000000000,0.421070356,0.074785648,10.101872661,0.012981737,104.551354591,0,175,165,10,0.129342203,38,0,0,0,0,0,1137,41,218817,452486,143365,22,0,1806808
1075,1624181200.359167576,1624181200.459038734,1,0,0,1,16.412368088,66.602399035,-34.657811949,0.016612137,0.040716763,-0.057378622,0.997383515,1342,502,0.374068554,0.071783123,0.049866404,0.029188645,0.512570616,87.170810135,480,0.953928930,101.484712432,154.341220612,202.059953514,0.221637564,0.211426484,0.000003033,0.000004114,0.000009639,0.108787481,-0.096051190,-0.989413691,0.000000004,0.000000006,0.000000009,0.329594199,-0.927741734,0.175108364,0.000000000,0.424832670,0.068407220,10.121755908,0.012297879,103.106181044,0,180,156,24,0.134128167,40,0,0,0,0,0,1120,42,218888,452666,143405,22,0,1807928
1076,1624181200.459165096,1624181200.559031963,1,0,0,1,16.534085282,67.123988439,-34.652428501,0.018036130,0.041968020,-0.056895143,0.997334611,1325,463,0.349433962,0.071192250,0.052417161,0.033082260,0.497958386,100.351707157,444,0.956986626,86.889122772,155.991300573,182.021638636,0.204492118,0.195696222,0.000003136,0.000004385,0.000010102,0.079309435,-0.098112329,-0.992010073,0.000000003,0.000000008,0.000000012,0.434975148,-0.891805434,0.124417395,0.000000000,0.429623760,0.069759876,10.145513951,0.012250264,102.290133558,0,181,160,21,0.136603774,38,0,0,0,0,0,1106,38,218966,452847,143443,22,0,1809034
1077,1624181200.559162855,1624181200.659038782,1,0,0,1,16.659613487,67.637335633,-34.653029289,0.018139513,0.045070084,-0.057461272,0.997164905,1277,477,0.373531715,0.070939299,0.045661862,0.030997991,0.536684744,110.023973228,463,0.953568940,94.600234925,166.428799884,180.473384390,0.214268894,0.204320162,0.000003039,0.000004562,0.000010428,0.077825493,-0.090210412,-0.992877270,0.000000003,0.000000006,0.000000012,0.689054679,-0.720640269,0.076689323,0.000000000,0.438041584,0.068987102,10.143826536,0.012377443,102.917098112,0,173,156,17,0.135473767,45,0,0,0,0,0,1058,46,219038,453020,143488,22,0,1810092
1078,1624181200.659160376,1624181200.759135008,1,0,0,1,16.778460597,68.139517375,-34.686203109,0.017045341,0.048456230,-0.057385285,0.997029778,1246,441,0.353932584,0.078597182,0.057687902,0.037715256,0.460016148,101.825148384,430,0.952082356,73.190219080,161.514609108,174.690585033,0.178776353,0.170209812,0.000003113,0.000004531,0.000010106,0.049684822,-0.114019496,-0.992235342,0.000000003,0.000000007,0.000000012,0.551958518,-0.829308699,0.087114153,0.000000000,0.444517392,0.078208237,10.126886704,0.010751873,101.553148613,0,177,146,31,0.142054575,45,0,0,0,0,0,1021,48,219119,453197,143533,22,0,1811113
1079,1624181200.759157896,1624181200.859153032,1,0,0,1,16.882845867,68.638096359,-34.697486841,0.015154463,0.051101496,-0.057109078,0.996944097,1301,475,0.365103766,0.060587806,0.046091386,0.029018468,0.374402441,103.709076543,464,0.955810082,70.688463150,178.793616650,194.013798458,0.159389222,0.152345826,0.000002993,0.000004184,0.000009892,0.049474631,-0.102916462,-0.993458838,0.000000003,0.000000009,0.000000012,0.947164490,-0.314342628,0.063781979,0.000000000,0.446295116,0.080548765,10.099176759,0.010828025,101.326464133,0,139,129,10,0.106840892,28,0,0,0,0,0,1133,29,219185,453336,143561,22,0,1812246
1080,1624181200.859155416,1624181200.959107161,1,0,0,1,16.980646444,69.137172796,-34.682930822,0.014129517,0.050428000,-0.057473949,0.996972476,1323,504,0.380952381,0.065460239,0.041838642,0.027857377,0.417097146,104.067220164,485,0.953704329,80.374826189,171.409377840,210.762395756,0.173765900,0.165721291,0.000002936,0.000004124,0.000009317,0.061325679,-0.059278392,-0.996355977,0.000000002,0.000000007,0.000000010,0.855615648,-0.517465594,0.012297229,0.000000000,0.449981648,0.079726582,10.064063905,0.011642969,101.621055690,0,168,147,21,0.126984127,40,0,0,0,0,0,1114,41,219260,453504,143601,22,0,1813360
1081,1624181200.959152937,1624181201.059134007,1,0,0,1,17.076281195,69.640200507,-34.710901385,0.009320223,0.051923002,-0.056597719,0.997002424,1324,509,0.384441088,0.063072220,0.044387122,0.027457136,0.351366974,107.162919417,492,0.952271996,71.262283240,185.804003326,211.451535482,0.152101542,0.144842039,0.000002813,0.000003872,0.000009372,0.083537680,-0.020573254,-0.996292225,0.000000003,0.000000007,0.000000011,0.569482438,-0.820025518,0.056990372,0.000000000,0.451772286,0.078526509,10.039833819,0.012633424,101.244136129,0,167,154,13,0.126132931,35,0,0,0,0,0,1120,37,219344,453671,143636,22,0,1814480
1082,1624181201.059150696,1624181201.159129620,1,0,0,1,17.172487424,70.132944635,-34.725804489,0.009649211,0.051054802,-0.056751489,0.997035390,1305,481,0.368582375,0.078393486,0.051834687,0.032462777,0.316680185,103.796230591,475,0.955447502,64.664204561,181.864123896,207.309234791,0.142483148,0.136135167,0.000002834,0.000004003,0.000009843,0.062334819,-0.043523310,-0.997105858,0.000000003,0.000000007,0.000000012,0.764214677,-0.640291574,0.077476619,0.000000000,0.452171101,0.085481834,9.993650720,0.011506933,101.408346009,0,203,183,20,0.155555556,39,0,0,0,0,0,1060,42,219426,453874,143675,22,0,1815540
1083,1624181201.159148216,1624181201.259159088,1,0,0,1,17.262040261,70.624211270,-34.744836796,0.006913523,0.049839398,-0.056181790,0.997151866,1308,511,0.390672783,0.063113262,0.042909265,0.028429647,0.359083991,102.088033343,493,0.956943979,70.521789404,183.534401487,217.717190991,0.149482341,0.143046226,0.000002763,0.000003953,0.000009406,0.022040280,-0.104737017,-0.994255693,0.000000003,0.000000008,0.000000011,0.725714989,-0.682667435,0.085457169,0.000000000,0.451940765,0.083671084,9.940854443,0.012077515,101.156721854,0,150,134,16,0.114678899,36,0,0,0,0,0,1121,37,219488,454024,143711,22,0,1816661
1084,1624181201.259145737,1624181201.359092236,1,0,0,1,17.343400511,71.112279792,-34.722553240,0.005839630,0.046306519,-0.055756123,0.997352926,1171,426,0.363791631,0.071367167,0.044764148,0.029862096,0.493411375,91.571756788,417,0.949004821,80.947576251,142.967273235,171.820160741,0.204549949,0.194118888,0.000003230,0.000004253,0.000009792,0.015711342,-0.122213515,-0.992379469,0.000000004,0.000000006,0.000000014,0.538173091,-0.836372598,0.104166223,0.000000000,0.456537056,0.081199313,9.902615621,0.012435191,100.756201553,0,168,145,23,0.143467122,33,0,0,0,0,0,968,35,219560,454192,143744,22,0,1817629
1085,1624181201.359143257,1624181201.459036589,1,0,0,1,17.430555138,71.605966603,-34.729276140,0.007787441,0.044247438,-0.055861125,0.997427218,1191,457,0.383711167,0.067777885,0.048303862,0.028010513,0.456038726,112.468888829,435,0.954601438,71.614350098,164.841332669,178.795942688,0.172460132,0.164630690,0.000003243,0.000004204,0.000011163,0.036984857,-0.123408046,-0.991666564,0.000000003,0.000000007,0.000000011,0.650575286,-0.757135354,0.059142661,0.000000000,0.457673478,0.079687325,9.865652635,0.012013741,101.500648158,0,156,135,21,0.130982368,40,0,0,0,0,0,992,43,219627,454348,143784,22,0,1818621
1086,1624181201.459140778,1624181201.558989286,1,0,0,1,17.517867463,72.099583151,-34.720164228,0.012412263,0.042018909,-0.056020224,0.997467835,1248,478,0.383012821,0.058082270,0.040013729,0.026676197,0.415457540,101.041396362,461,0.954101971,84.356030839,146.067637603,209.417340325,0.191787553,0.182984883,0.000003255,0.000004102,0.000011519,0.085825700,-0.077620129,-0.993281966,0.000000004,0.000000008,0.000000015,0.617182587,-0.782892473,0.078517706,0.000000000,0.450112281,0.086443826,9.831676216,0.011446637,101.998027414,0,164,145,19,0.131410256,33,0,0,0,0,0,1051,33,219699,454512,143817,22,0,1819672
1087,1624181201.559138298,1624181201.658983946,1,0,0,1,17.611576025,72.593670567,-34.754286307,0.016125655,0.043278250,-0.056631660,0.997326331,1257,464,0.369132856,0.072505646,0.052493978,0.033596573,0.343860314,114.511126292,452,0.956858832,64.153925623,163.711885742,204.634380684,0.148332710,0.141933464,0.000003062,0.000004174,0.000012054,0.071872610,-0.078264919,-0.994338439,0.000000003,0.000000010,0.000000015,0.759425354,-0.646933561,0.068920965,0.000000000,0.441401273,0.087373005,9.800550900,0.011571559,101.969110438,0,147,128,19,0.116945107,41,0,0,0,0,0,1067,43,219775,454659,143858,22,0,1820739
1088,1624181201.659136057,1624181201.758953333,1,0,0,1,17.704421765,73.073058706,-34.797066116,0.018185253,0.044757397,-0.057078805,0.997200121,1262,474,0.375594295,0.069440827,0.048304828,0.031002377,0.402837955,129.290050772,459,0.958502282,74.500735842,168.945806612,196.506005089,0.169338117,0.162310971,0.000002916,0.000004312,0.000013091,0.099330569,-0.035366526,-0.994425787,0.000000003,0.000000008,0.000000014,0.488608261,-0.871721303,0.036931503,0.000000000,0.440307477,0.083447272,9.753495275,0.012153806,103.148849796,0,193,174,19,0.152931854,31,0,0,0,0,0,1037,32,219861,454852,143889,22,0,1821776
1089,1624181201.759133577,1624181201.858993292,1,0,0,1,17.789281452,73.546047976,-34.776153891,0.019727612,0.046132413,-0.058061501,0.997051395,1314,490,0.372907154,0.062035485,0.044194873,0.026540482,0.500886417,91.932793315,473,0.953114255,87.640410068,180.486295132,182.696337594,0.194400911,0.185286279,0.000002940,0.000004363,0.000010516,0.065593406,-0.077154595,-0.994859122,0.000000003,0.000000007,0.000000011,0.564979098,-0.822166252,0.069579260,0.000000000,0.445180918,0.085753252,9.710146347,0.013100519,102.558924051,0,157,146,11,0.119482496,25,0,0,0,0,0,1129,28,219931,455009,143914,22,0,1822905
1090,1624181201.859131098,1624181201.959105968,1,0,0,1,17.871255365,74.023018728,-34.802668060,0.024338365,0.047800314,-0.057914950,0.996879447,1244,459,0.368971061,0.066329163,0.050691696,0.032513370,0.415608564,96.047826282,443,0.953973606,72.589734976,169.672262588,180.348309749,0.171765179,0.163859447,0.000003024,0.000004348,0.000010162,0.039818102,-0.103828525,-0.993797845,0.000000003,0.000000008,0.000000009,0.665012583,-0.745181955,0.049619745,0.000000000,0.443735392,0.084642954,9.676471916,0.013706541,102.783597011,0,179,157,22,0.143890675,43,0,0,0,0,0,1019,46,220011,455188,143957,22,0,1823924
