frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
348,1706584540.172933340,1706584540.272766590,389,388,0,0.099639998,0.121310062,1,0,1,0,1,1,2.819828358,-0.657620712,0.008493845,-0.001317224,0.016395639,-0.125712641,0.991930330,1162,801,0.689328744,0.024481476,0.013768150,0.009389912,0.063374338,98.207597442,921,0.916426997,28.568707701,323.274223319,492.186333036,0.033848006,0.031019227,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003394,0.000004892,0.000015683,0.969242464,-0.245583200,-0.016060431,0.000000006,0.000000016,0.000001131,0.998771039,0.021306265,0.044748802,1.000000000,0.061596410,0.074368474,1.147620017,0.105104097,95.562392734,20,0.033437928,0.030803953,29,29,0,0.024956971,12,0,0,0,0,0,0,1121,12,4799,16303,5167,0,0,0,401501
349,1706584540.272778511,1706584540.372407675,390,389,0,0.094297636,0.114938704,1,0,1,0,1,1,2.880788864,-0.670496919,0.008126501,-0.006270285,0.016937831,-0.121795003,0.992390936,1112,771,0.693345324,0.024024680,0.013966746,0.009911902,0.074005067,85.579939271,896,0.922078838,31.907337676,304.657280788,489.618020400,0.038620199,0.035610868,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003592,0.000004896,0.000014572,0.968001220,-0.247585939,-0.040924811,0.000000007,0.000000016,0.000001264,0.998683056,0.014097046,0.049329785,1.000000000,0.061931465,0.066019889,1.144954136,0.102369214,94.927239687,20,0.033556876,0.030905658,26,26,0,0.023381295,6,0,0,0,0,0,0,1080,6,4801,16329,5173,0,0,0,402581
350,1706584540.372632742,1706584540.471114635,391,390,0,0.094703928,0.112517273,1,0,1,0,1,1,2.934339929,-0.681264638,0.009182757,-0.008214627,0.014920696,-0.118143217,0.992850479,1214,849,0.699341021,0.023657811,0.013680987,0.009548782,0.068706837,93.824300203,964,0.921801656,30.396337567,336.360752441,521.859706108,0.034206350,0.031531471,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003427,0.000004716,0.000013773,0.967760388,-0.251571099,-0.012321249,0.000000006,0.000000015,0.000001178,0.998994204,0.003840738,0.044674713,1.000000000,0.061371750,0.066041634,1.136848608,0.097877025,94.945873330,20,0.033438670,0.030786650,25,24,1,0.020593081,7,0,0,0,0,0,0,1182,7,4805,16354,5180,0,0,0,403763
351,1706584540.472462654,1706584540.569853306,392,391,0,0.053315581,0.065970003,1,0,1,0,1,1,2.991647447,-0.694142525,0.009552144,-0.008310865,0.014521701,-0.115422624,0.993175547,1231,864,0.701868400,0.026394639,0.014868873,0.010895354,0.062240787,103.391810009,985,0.924914955,30.847290048,349.885033682,530.308906793,0.033859379,0.031317046,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003430,0.000004557,0.000013969,0.964226248,-0.264787807,-0.012456348,0.000000005,0.000000013,0.000001073,0.999153520,-0.003219926,0.041010683,1.000000000,0.060997912,0.069289677,1.131871355,0.097827682,95.252396938,20,0.033494985,0.030832989,33,26,7,0.026807474,11,0,0,0,0,0,0,1187,11,4816,16387,5191,0,0,0,404950
352,1706584540.573099852,1706584540.672923565,393,392,0,0.047209854,0.060333841,1,0,1,0,1,1,3.038648538,-0.701471030,0.005180688,-0.007188323,0.012895531,-0.114353408,0.993330424,1241,848,0.683319903,0.024836454,0.013124797,0.009795789,0.069540107,98.470927025,977,0.920962137,29.141022653,341.255520545,529.383464769,0.032386831,0.029827045,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003432,0.000004511,0.000013800,0.963293768,-0.268126667,-0.013160833,0.000000005,0.000000011,0.000001187,0.999248473,-0.010268275,0.037377153,1.000000000,0.060584753,0.067979437,1.127293081,0.096178189,95.958493803,20,0.033238996,0.030585637,34,28,6,0.027397260,15,0,0,0,0,0,0,1192,15,4825,16421,5206,0,0,0,406142
353,1706584540.672934771,1706584540.772062302,394,393,0,0.064433256,0.098490140,1,0,1,0,1,1,3.081960474,-0.710150907,0.008019035,-0.006923158,0.013615192,-0.112990416,0.993478667,1254,876,0.698564593,0.024528492,0.015155184,0.010317252,0.067475176,100.689542394,1005,0.918277510,30.902974775,356.205017359,535.760905835,0.033485769,0.030749229,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003337,0.000004562,0.000013506,0.962243128,-0.271065570,-0.024730949,0.000000005,0.000000013,0.000001041,0.999185795,-0.008811902,0.039371277,1.000000000,0.060518062,0.068114572,1.105318926,0.093543668,96.164134918,20,0.032971748,0.030339823,32,27,5,0.025518341,9,0,0,0,0,0,0,1213,9,4835,16453,5215,0,0,0,407355
354,1706584540.772773504,1706584540.870777369,395,394,0,0.075026230,0.108960406,1,0,1,0,1,1,3.122282439,-0.722699464,0.007289859,-0.008542757,0.013026128,-0.112134579,0.993570922,1237,856,0.691996766,0.026532432,0.015074724,0.010433481,0.072670436,103.176853062,995,0.923320154,30.834511906,360.474950059,527.394091441,0.033563070,0.030989459,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003234,0.000004513,0.000013125,0.965199508,-0.260159881,-0.026584688,0.000000004,0.000000012,0.000001099,0.999156465,-0.013559200,0.038762180,1.000000000,0.061536055,0.071860665,1.089568714,0.088761295,95.980200306,20,0.033192801,0.030545239,47,40,7,0.037995150,12,0,0,0,0,0,0,1178,12,4849,16500,5227,0,0,0,408533
355,1706584540.872608423,1706584540.969561577,396,395,0,0.071962857,0.123200605,1,0,1,0,1,1,3.174247795,-0.736917131,0.008422698,-0.006311413,0.010313684,-0.111433504,0.993698329,1266,880,0.695102686,0.024425918,0.014403601,0.010238761,0.065772170,99.290016977,1002,0.918776988,30.740367453,347.646829114,542.227344926,0.033391138,0.030679009,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003383,0.000004538,0.000013313,0.965624375,-0.259787181,-0.008954748,0.000000005,0.000000011,0.000001151,0.999398750,-0.016873058,0.030289255,1.000000000,0.061053414,0.071662819,1.091086131,0.081154816,96.197937015,20,0.033053525,0.030414051,38,35,3,0.030015798,13,0,0,0,0,0,0,1215,13,4857,16538,5240,0,0,0,409748
356,1706584540.972441912,1706584541.072281361,397,396,0,0.092257735,0.131740898,1,0,1,0,1,1,3.233632999,-0.743261527,0.011612350,-0.012530844,0.009777633,-0.110911540,0.993703178,1270,890,0.700787402,0.025583958,0.014186693,0.009738859,0.090171299,93.787285613,983,0.917883479,39.768180205,338.656053982,523.855226082,0.044075236,0.040455931,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003290,0.000004569,0.000011747,0.967776773,-0.251556006,-0.011300121,0.000000004,0.000000011,0.000001092,0.999446596,-0.018381032,0.027724350,1.000000000,0.063155554,0.071951135,1.075964887,0.076837005,95.764798615,20,0.033738591,0.031044114,29,28,1,0.022834646,16,0,0,0,0,0,0,1225,16,4864,16567,5256,0,0,0,410973
357,1706584541.073092937,1706584541.172927856,398,397,0,0.063754530,0.086850469,1,0,1,0,1,1,3.306100938,-0.757667569,0.009822910,-0.009771377,0.007656552,-0.109910650,0.993863948,1326,923,0.696078431,0.026898060,0.014983146,0.010846321,0.081660599,107.074621416,1062,0.926199087,35.366548743,389.448749202,558.808132975,0.035955374,0.033301835,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003108,0.000004290,0.000011454,0.966115855,-0.255565585,-0.036143963,0.000000003,0.000000011,0.000001025,0.999521659,-0.020783519,0.022901912,1.000000000,0.064169721,0.072583746,1.093285822,0.077318802,96.669088108,20,0.033976489,0.031277371,35,35,0,0.026395173,16,0,0,0,0,0,0,1275,16,4867,16602,5272,0,0,0,412248
358,1706584541.172939301,1706584541.272762299,399,398,0,0.043317345,0.077535838,1,0,1,0,1,1,3.363766021,-0.774714783,0.006706057,-0.010113252,0.006374628,-0.109857038,0.993875504,1324,919,0.694108761,0.027154836,0.016013421,0.011327231,0.084573244,104.589745982,1052,0.922660908,37.503943034,374.261439832,558.873892685,0.038638394,0.035650136,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003121,0.000004171,0.000011100,0.962329292,-0.267985833,-0.045890375,0.000000003,0.000000010,0.000001058,0.999636842,-0.019157710,0.018951660,1.000000000,0.065647445,0.076223942,1.095731868,0.076138983,97.387179422,20,0.034437136,0.031714433,47,45,2,0.035498489,11,0,0,0,0,0,0,1266,11,4878,16649,5283,0,0,0,413514
359,1706584541.272773981,1706584541.372604370,400,399,0,0.087852452,0.103157019,1,0,1,0,1,1,3.436171548,-0.787239055,0.004317530,-0.014230000,0.006795794,-0.109120389,0.993903448,1290,889,0.689147287,0.028773263,0.015777500,0.011665335,0.084080505,116.039590751,1028,0.918205546,33.498846401,365.324356892,545.092098422,0.035489250,0.032586426,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003051,0.000004276,0.000011240,0.961089001,-0.270715901,-0.054962106,0.000000003,0.000000011,0.000001050,0.999536570,-0.023080488,0.019847845,1.000000000,0.066662275,0.082772571,1.113477839,0.075841852,99.027840167,20,0.034454705,0.031724990,51,51,0,0.039534884,21,0,0,0,0,0,0,1218,21,4885,16700,5304,0,0,0,414732
360,1706584541.372616529,1706584541.472441196,401,400,0,0.070865817,0.095471064,1,0,1,0,1,1,3.502563817,-0.805235652,-0.001476321,-0.011729705,0.008811422,-0.107210909,0.994128057,1310,908,0.693129771,0.026029709,0.014990819,0.010629597,0.085254626,104.813934309,1037,0.921494177,42.802235080,366.581990611,546.205235863,0.044791447,0.041275058,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003054,0.000004285,0.000010968,0.962058930,-0.268849702,-0.046502185,0.000000003,0.000000010,0.000001086,0.999408952,-0.024450311,0.024164618,1.000000000,0.067698400,0.079511887,1.122548622,0.079144473,99.785134997,20,0.035046290,0.032264621,39,38,1,0.029770992,18,0,0,0,0,0,0,1253,18,4889,16739,5322,0,0,0,415985
361,1706584541.472452879,1706584541.572279215,402,401,0,0.084141581,0.105314246,1,0,1,0,1,1,3.573266971,-0.825034745,-0.007312549,-0.012645631,0.011880796,-0.106739824,0.994135577,1329,902,0.678705794,0.025990313,0.015324817,0.010740773,0.080972733,99.557639789,1058,0.920068336,35.449461029,376.984350766,560.998488053,0.036416976,0.033506107,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003171,0.000004357,0.000011249,0.961158945,-0.269688344,-0.058665829,0.000000004,0.000000013,0.000001032,0.999392119,-0.016773476,0.030562104,1.000000000,0.069595369,0.072885286,1.142497529,0.078779449,99.479332300,20,0.035351526,0.032544872,46,44,2,0.034612491,12,0,0,0,0,0,0,1271,12,4901,16785,5334,0,0,0,417256
362,1706584541.573090076,1706584541.672305107,403,402,0,0.104740351,0.149153660,1,0,1,0,1,1,3.643578267,-0.832105144,-0.004531751,-0.016398221,0.012368273,-0.106400839,0.994111154,1315,889,0.676045627,0.025971185,0.015394311,0.010436304,0.081717779,94.069325674,1046,0.920102013,33.892263798,378.604633383,549.929808532,0.035215423,0.032401782,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003178,0.000004502,0.000011396,0.957061003,-0.281913218,-0.067521660,0.000000005,0.000000012,0.000001156,0.999301915,-0.022720338,0.029655834,1.000000000,0.071113036,0.069974176,1.154319422,0.076966316,99.691697510,20,0.035556031,0.032739285,36,35,1,0.027376426,13,0,0,0,0,0,0,1266,13,4906,16821,5347,0,0,0,418522
363,1706584541.672929525,1706584541.771030426,404,403,0,0.095059066,0.168786366,1,0,1,0,1,1,3.723916889,-0.845254942,-0.001987367,-0.015981727,0.014491564,-0.105424687,0.994193248,1315,915,0.695817490,0.025686256,0.015880137,0.010753243,0.075965233,94.481268977,1048,0.925477409,31.868792627,387.125877683,550.905654453,0.032857802,0.030409153,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003346,0.000004387,0.000011671,0.961355501,-0.268391047,-0.061333887,0.000000005,0.000000011,0.000001122,0.999058815,-0.024581048,0.035738715,1.000000000,0.072367682,0.057403372,1.170898594,0.072202947,99.120799869,20,0.035607874,0.032790216,40,40,0,0.030418251,13,0,0,0,0,0,0,1262,13,4909,16861,5360,0,0,0,419784
364,1706584541.772778988,1706584541.872614861,405,404,0,0.065915403,0.111101038,1,0,1,0,1,1,3.791293024,-0.864451248,0.000386056,-0.014089634,0.014717196,-0.103274853,0.994444162,1308,891,0.681192661,0.025577924,0.014211918,0.010196240,0.074337343,100.133262787,1033,0.921186704,28.522333863,372.065570900,550.997960061,0.029973474,0.027611165,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003331,0.000004650,0.000012228,0.965119224,-0.254468416,-0.061568738,0.000000005,0.000000013,0.000001167,0.998846461,-0.027299332,0.039503082,1.000000000,0.072683387,0.057370220,1.167310666,0.067833172,99.753767894,20,0.035258308,0.032470594,36,35,1,0.027522936,16,0,0,0,0,0,0,1256,16,4916,16897,5376,0,0,0,421040
365,1706584541.872626305,1706584541.972451448,406,405,0,0.064350495,0.091223666,1,0,1,0,1,1,3.868324643,-0.881730390,0.003567946,-0.014392247,0.013450062,-0.102295790,0.994558963,1306,876,0.670750383,0.026685174,0.014634297,0.010569793,0.080452912,96.745228700,1020,0.916310176,33.333622127,365.470613124,535.832143945,0.035664803,0.032680022,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003362,0.000004363,0.000012059,0.967079396,-0.250523103,-0.044672336,0.000000004,0.000000010,0.000001154,0.998877182,-0.032671543,0.034306641,1.000000000,0.073802655,0.048261237,1.180038879,0.061831575,99.996759815,20,0.035219135,0.032435597,27,27,0,0.020673813,19,0,0,0,0,0,0,1260,19,4916,16924,5395,0,0,0,422300
366,1706584541.972462893,1706584542.071813822,407,406,0,0.080488883,0.148082968,1,0,1,0,1,1,3.932609073,-0.895922514,0.002124406,-0.016045894,0.012360823,-0.100650019,0.994715695,1356,894,0.659292035,0.025867925,0.015668121,0.010762171,0.068206121,104.103934449,1062,0.917741636,36.250563741,383.714049912,554.677003658,0.037193737,0.034134241,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003274,0.000004371,0.000012802,0.965743262,-0.256181043,-0.041366953,0.000000005,0.000000011,0.000001094,0.999115845,-0.028603100,0.030812203,1.000000000,0.074612292,0.048094073,1.201173535,0.057043946,100.227219885,20,0.035609182,0.032779242,35,34,1,0.025811209,14,0,0,0,0,0,0,1307,14,4923,16959,5409,0,0,0,423607
367,1706584542.073098898,1706584542.170585871,408,407,0,0.099808115,0.143260929,1,0,1,0,1,1,4.004988560,-0.914900290,0.000554338,-0.013632830,0.009485377,-0.098427080,0.995005670,1341,916,0.683072334,0.027149984,0.015952492,0.010806130,0.081400375,106.439576092,1068,0.915429189,35.330678708,382.781679387,559.566015239,0.036137323,0.033081160,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003151,0.000004328,0.000011846,0.965500541,-0.257750154,-0.037061625,0.000000004,0.000000011,0.000001098,0.998922727,-0.038459993,0.025965637,1.000000000,0.075628884,0.047065658,1.215934976,0.054799532,100.223320046,20,0.035788499,0.032940818,43,42,1,0.032065623,14,0,0,0,0,0,0,1284,14,4933,17002,5423,0,0,0,424891
368,1706584542.172946453,1706584542.269409895,409,408,0,0.117200139,0.159985554,1,0,1,0,1,1,4.068812566,-0.927490649,-0.003867359,-0.017204599,0.005140937,-0.097608373,0.995062902,1377,941,0.683369644,0.026301888,0.016120955,0.011400122,0.080797596,98.755747908,1076,0.922001994,34.422620055,388.202403798,569.449121669,0.034697628,0.031991283,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003217,0.000004442,0.000011288,0.965306684,-0.259924687,-0.024943207,0.000000004,0.000000012,0.000001102,0.999207140,-0.036933403,0.014866589,1.000000000,0.076500047,0.045531464,1.218832438,0.048821605,100.250727569,20,0.035830980,0.032989421,41,38,3,0.029774873,14,0,0,0,0,0,0,1322,14,4941,17043,5437,0,0,0,426213
369,1706584542.272790194,1706584542.372607946,410,409,0,0.093600971,0.168006555,1,0,1,0,1,1,4.149668228,-0.939830713,-0.007171986,-0.019972371,0.004135005,-0.096218565,0.995151242,1387,942,0.679163663,0.026296134,0.014969237,0.010233710,0.084627343,110.098539973,1071,0.920763648,35.827031981,383.651569516,566.659265584,0.036330652,0.033451944,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003186,0.000004549,0.000011058,0.959524309,-0.279578201,-0.033898806,0.000000003,0.000000012,0.000001103,0.999126814,-0.039210768,0.014426552,1.000000000,0.077031161,0.042268452,1.246057966,0.044284420,101.476657604,20,0.035716503,0.032881475,35,35,0,0.025234319,17,0,0,0,0,0,0,1335,17,4948,17078,5454,0,0,0,427548
370,1706584542.372619390,1706584542.472453594,411,410,0,0.141693399,0.179994836,1,0,1,0,1,1,4.235667070,-0.961005773,-0.012306290,-0.015260178,0.001388518,-0.093949324,0.995459052,1466,992,0.676671214,0.027503181,0.016407414,0.011218327,0.083495213,102.522588762,1157,0.913171041,42.389496408,401.198572120,612.950826028,0.040121094,0.036637421,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003134,0.000004403,0.000010579,0.961282627,-0.270818118,-0.050924042,0.000000004,0.000000012,0.000001023,0.999196827,-0.038243839,0.011962816,1.000000000,0.077770580,0.038239696,1.276036269,0.043464263,101.911572032,20,0.036012240,0.033136773,39,38,1,0.026603001,15,0,0,0,0,0,0,1412,15,4956,17117,5469,0,0,0,428960
371,1706584542.472465038,1706584542.572293043,412,411,0,0.086743438,0.141048884,1,0,1,0,1,1,4.301648678,-0.976609685,-0.010228861,-0.015467652,0.001359526,-0.091452999,0.995688331,1420,972,0.684507042,0.025837784,0.014131225,0.010407720,0.075059164,109.158405519,1130,0.923566226,35.687459868,405.288625213,602.653750812,0.034195515,0.031581823,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003056,0.000004354,0.000011091,0.962091896,-0.267314854,-0.054055085,0.000000004,0.000000012,0.000001043,0.998655749,-0.050854410,0.010026193,1.000000000,0.078411499,0.038364363,1.296100233,0.046257795,102.199901808,20,0.036029047,0.033150011,43,43,0,0.030281690,23,0,0,0,0,0,0,1354,23,4966,17160,5492,0,0,0,430314
372,1706584542.572704077,1706584542.672532558,413,412,0,0.131286764,0.170789318,1,0,1,0,1,1,4.393702587,-0.989220629,-0.003014885,-0.017561318,0.004610799,-0.088312228,0.995927352,1393,914,0.656137832,0.025656587,0.015635196,0.010784075,0.071107064,107.674188174,1098,0.915798898,35.993878811,392.401532351,577.151778404,0.035795315,0.032781310,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003147,0.000004660,0.000011997,0.961339008,-0.268355000,-0.061748733,0.000000004,0.000000013,0.000001198,0.998236037,-0.057331889,0.015423007,1.000000000,0.078489847,0.036786657,1.345029367,0.049712656,102.660064865,20,0.036199471,0.033297725,44,44,0,0.031586504,14,0,0,0,0,0,0,1335,14,4970,17204,5506,0,0,0,431649
373,1706584542.672543764,1706584542.772377491,414,413,0,0.104581516,0.177335711,1,0,1,0,1,1,4.479422438,-1.003922271,-0.005090949,-0.017710878,0.007767550,-0.084679064,0.996220581,1375,907,0.659636364,0.025146185,0.016442357,0.011200083,0.081420363,94.922077849,1080,0.916294676,38.966317686,377.432554147,573.199378020,0.039375896,0.036079924,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003231,0.000004750,0.000011622,0.960020875,-0.274543015,-0.054644785,0.000000005,0.000000015,0.000001170,0.998048167,-0.058553159,0.021711364,1.000000000,0.079187106,0.034993582,1.389789829,0.055186378,102.371691638,20,0.036493977,0.033564259,45,44,1,0.032727273,14,0,0,0,0,0,0,1316,14,4976,17249,5520,0,0,0,432965
374,1706584542.772389412,1706584542.872212410,415,414,0,0.075488599,0.139780456,1,0,1,0,1,1,4.553600018,-1.019970171,-0.004144611,-0.016824757,0.009368049,-0.083753141,0.996300446,1384,904,0.653179191,0.027456895,0.016283623,0.011630344,0.073705424,89.155993361,1068,0.915747343,32.106804251,379.981101104,565.930256475,0.032828434,0.030062551,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003432,0.000004838,0.000012003,0.963804299,-0.262948409,-0.044038707,0.000000006,0.000000016,0.000001100,0.998005726,-0.058278435,0.024252742,1.000000000,0.079238855,0.036279898,1.411802256,0.055476814,101.670648653,20,0.036457246,0.033517914,35,34,1,0.025289017,14,0,0,0,0,0,0,1335,14,4983,17284,5534,0,0,0,434300
375,1706584542.873036146,1706584542.972356796,416,415,0,0.113971651,0.168997539,1,0,1,0,1,1,4.629371791,-1.024261278,0.000063749,-0.020203525,0.012101124,-0.081876811,0.996364174,1385,944,0.681588448,0.025375820,0.015818738,0.010755200,0.069998357,98.578632753,1075,0.912906096,31.439757860,384.478721476,565.455574164,0.032036467,0.029246286,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003260,0.000004659,0.000012336,0.959772618,-0.267280626,-0.086009241,0.000000005,0.000000014,0.000001150,0.997213976,-0.068116888,0.030403545,1.000000000,0.079450165,0.033419018,1.428003770,0.058111609,101.635079442,20,0.036389512,0.033446278,41,41,0,0.029602888,7,0,0,0,0,0,0,1337,7,4985,17325,5541,0,0,0,435637
376,1706584542.972881079,1706584543.072695971,417,416,0,0.094252102,0.166688685,1,0,1,0,1,1,4.716940381,-1.035889674,0.000421136,-0.020746849,0.011453938,-0.078750941,0.996612595,1350,885,0.655555556,0.024946633,0.015491666,0.010724170,0.068434079,89.252487519,1054,0.915840139,32.495925128,377.444648273,555.354932742,0.033664225,0.030831049,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003416,0.000004686,0.000012773,0.961807820,-0.272855878,-0.021803389,0.000000007,0.000000016,0.000001133,0.997171824,-0.069396312,0.028853181,1.000000000,0.078363304,0.034894665,1.442434155,0.062289355,101.408339537,20,0.035868962,0.032965034,32,31,1,0.023703704,8,0,0,0,0,0,0,1310,8,4991,17357,5549,0,0,0,436947
377,1706584543.072720766,1706584543.172559500,418,417,0,0.136311667,0.179497699,1,0,1,0,1,1,4.792600709,-1.050564571,-0.001634873,-0.016779518,0.011995186,-0.076072334,0.996888942,1346,885,0.657503715,0.028514778,0.017553680,0.011032035,0.059080271,99.904424876,1031,0.917015458,27.642140877,361.555584519,556.245211900,0.029237239,0.026811000,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003413,0.000004911,0.000013990,0.964184050,-0.265161714,-0.006195384,0.000000006,0.000000016,0.000001132,0.996675147,-0.075487079,0.030665161,1.000000000,0.077234287,0.039033378,1.459319093,0.067585250,101.049829710,20,0.035533055,0.032640492,45,44,1,0.033432392,22,0,0,0,0,0,0,1279,22,5002,17402,5571,0,0,0,438226
378,1706584543.172571659,1706584543.272403717,419,418,0,0.093717258,0.130623807,1,0,1,0,1,1,4.880391710,-1.064052652,-0.007334202,-0.017809114,0.011645501,-0.072332763,0.997153543,1356,915,0.674778761,0.026092965,0.017009268,0.011442763,0.067606959,91.762645333,1072,0.921622024,33.531218194,389.529597011,564.917994272,0.033939208,0.031279121,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003333,0.000004802,0.000013414,0.960905070,-0.274701892,-0.034645600,0.000000006,0.000000014,0.000001139,0.995913835,-0.083668234,0.033989100,1.000000000,0.076385973,0.038611350,1.474803320,0.073649271,100.408474678,20,0.035298095,0.032421941,41,40,1,0.030235988,9,0,0,0,0,0,0,1306,9,5009,17443,5580,0,0,0,439532
379,1706584543.272415638,1706584543.371586323,420,419,0,0.096532726,0.139293644,1,0,1,0,1,1,4.964354287,-1.075732342,-0.012456826,-0.019568358,0.013591611,-0.069939089,0.997266700,1279,861,0.673182174,0.024529465,0.014526674,0.010657660,0.067956071,83.223354695,978,0.916748498,32.110747353,348.169912894,516.299370496,0.035814703,0.032833075,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003535,0.000005004,0.000013417,0.960546160,-0.277269025,-0.021747692,0.000000008,0.000000019,0.000001207,0.996127254,-0.081227620,0.033653626,1.000000000,0.075579751,0.035462298,1.490697269,0.074515645,98.767662875,20,0.035314368,0.032434274,23,22,1,0.017982799,7,0,0,0,0,0,0,1249,7,5012,17466,5587,0,0,0,440781
380,1706584543.373046160,1706584543.470359325,421,420,0,0.068864696,0.157449435,1,0,1,0,1,1,5.048908115,-1.085931002,-0.012331761,-0.021560547,0.014091721,-0.068485300,0.997319573,1308,877,0.670489297,0.025402967,0.015747814,0.010901391,0.061444915,91.667468650,994,0.916285823,31.197266534,352.334872355,527.255969049,0.034253046,0.031385580,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003476,0.000005041,0.000013857,0.963272412,-0.266605611,-0.032057887,0.000000007,0.000000017,0.000001192,0.995302347,-0.090442524,0.034545454,1.000000000,0.074389266,0.036017939,1.502209425,0.076519968,98.110339592,20,0.034787448,0.031939800,29,27,2,0.022171254,8,0,0,0,0,0,0,1271,8,5019,17495,5595,0,0,0,442052
381,1706584543.472892523,1706584543.569185734,422,421,0,0.065381726,0.104411399,1,0,1,0,1,1,5.137710529,-1.095257304,-0.012557114,-0.022994040,0.013754377,-0.067146757,0.997383279,1269,836,0.658786446,0.025747617,0.015942069,0.011385317,0.057170299,95.700529214,954,0.914838095,28.209647848,335.645060460,508.900834142,0.032322508,0.029569861,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003488,0.000005094,0.000014867,0.960951268,-0.275889482,-0.021392866,0.000000007,0.000000019,0.000001201,0.994753995,-0.093707114,0.041030057,1.000000000,0.073199144,0.036145596,1.520779930,0.078597954,97.917484063,20,0.034582725,0.031742988,34,32,2,0.026792750,10,0,0,0,0,0,0,1225,10,5024,17529,5605,0,0,0,443277
