frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_map_pause_enable,transition_guard_measurement_weight_enable,transition_guard_map_pause_active,transition_guard_selective_recovery_active,transition_guard_consecutive_pause_frames,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
710,1624181163.760058403,1624181163.860079765,715,714,0,0.140677864,0.207953733,1,1,0,0,0,1,14.812910050,72.306897842,-31.800677259,-0.090757082,0.042184342,-0.047114178,0.993863113,1688,686,0.406398104,0.074118560,0.049144007,0.034282319,0.601431686,90.575519387,1521,0.812757295,324.228378353,425.966932659,486.008535127,0.262277439,0.213167902,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002815,0.000003840,0.000007311,-0.010702999,-0.332212687,-0.943143773,0.000000003,0.000000003,0.000000009,0.442917290,0.896468965,-0.012948692,0.000000000,0.675297440,0.163222248,5.110020413,0.009333279,81.346167106,0,0.278982047,0.226856085,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,309,282,27,0.183056872,61,0,0,0,0,0,0,1317,62,175443,344200,94360,19,0,0,1261419
711,1624181163.860055923,1624181163.959972620,715,715,0,0.074448930,0.140608568,1,1,0,0,0,1,14.757923437,71.992670563,-31.808178721,-0.084340256,0.040514226,-0.047444984,0.994481922,1674,725,0.433094385,0.069815638,0.046882620,0.030806292,0.592197773,98.022736522,1504,0.816634343,334.993705616,395.372660112,497.851686006,0.272747746,0.222735177,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002682,0.000003751,0.000007819,0.018825407,-0.316509857,-0.948402401,0.000000003,0.000000004,0.000000010,0.502068885,0.863368903,-0.050209278,0.000000000,0.668773902,0.161380273,5.153201745,0.008340227,82.186115084,0,0.277915950,0.226008137,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,307,278,29,0.183393070,66,0,0,0,0,0,0,1300,67,175569,344507,94426,19,0,0,1262719
712,1624181164.060050964,1624181164.159971714,717,716,0,0.157227303,0.214037500,1,1,0,0,0,1,14.639161535,71.315033436,-31.793406917,-0.075750288,0.035458529,-0.046910187,0.995391391,1680,765,0.455357143,0.070123269,0.045400115,0.030740522,0.606722435,76.686035742,1522,0.821016893,326.979858500,427.499144719,495.108708052,0.261670194,0.214835649,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003277,0.000004914,0.000008817,0.000731612,-0.317534466,-0.948246449,0.000000003,0.000000003,0.000000010,0.483712735,0.872467278,-0.069446666,0.000000000,0.666371374,0.161354296,5.573424795,0.010592712,81.583714041,0,0.277385642,0.225759368,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,287,265,22,0.170833333,74,0,0,0,0,0,0,1318,75,175688,344794,94500,19,0,0,1264037
713,1624181164.160048485,1624181164.260053396,718,717,0,0.196311081,0.263281251,1,1,0,0,0,1,14.572320886,70.966699128,-31.774838604,-0.068281962,0.034017118,-0.047129172,0.995971511,1628,736,0.452088452,0.061589265,0.041173658,0.028098408,0.577033356,79.595005713,1439,0.825288079,322.657089540,409.670351280,455.262105038,0.271690746,0.224223134,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002758,0.000004197,0.000007756,-0.004195936,-0.358779776,-0.933412806,0.000000003,0.000000004,0.000000010,0.363030156,0.928099457,-0.082707341,0.000000000,0.659357284,0.162584142,5.662823487,0.010063580,81.444134901,0,0.277150759,0.225807217,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,299,280,19,0.183660934,66,0,0,0,0,0,0,1261,68,175833,345093,94566,19,0,0,1265298
714,1624181164.260046244,1624181164.360032320,719,718,0,0.173160730,0.268352379,1,1,0,0,0,1,14.525282455,70.607264451,-31.793538315,-0.060892246,0.032965090,-0.047198555,0.996482681,1640,721,0.439634146,0.066761363,0.045538484,0.029922612,0.612539199,71.446847717,1463,0.827267319,336.171231157,408.016547292,466.104309644,0.277760414,0.229782113,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002631,0.000004002,0.000006618,0.030716980,-0.341620078,-0.939336037,0.000000003,0.000000003,0.000000009,0.431530365,0.900504872,-0.053595894,0.000000000,0.654075093,0.159308656,5.769244711,0.009548361,80.850077757,0,0.276656628,0.225578421,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,284,269,15,0.173170732,61,0,0,0,0,0,0,1293,63,175951,345377,94627,19,0,0,1266591
715,1624181164.360043764,1624181164.460065126,720,719,0,0.144468195,0.234912866,1,1,0,0,0,1,14.476397402,70.246360418,-31.773439384,-0.051246180,0.034486960,-0.047711490,0.996949393,1577,706,0.447685479,0.070340103,0.045914323,0.030250192,0.506785745,74.032672461,1407,0.820353835,307.558381141,382.175624311,464.503840337,0.266460143,0.218591600,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002762,0.000004101,0.000006349,-0.008021607,-0.375760684,-0.926682018,0.000000004,0.000000004,0.000000009,0.254444360,0.937388114,-0.237826811,0.000000000,0.640357252,0.149796708,5.872073707,0.009852264,80.746978646,0,0.275534740,0.224803261,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,286,256,30,0.181357007,74,0,0,0,0,0,0,1216,75,176088,345663,94701,19,0,0,1267807
716,1624181164.460041285,1624181164.559999228,721,720,0,0.108548546,0.218425751,1,1,0,0,0,1,14.425889718,69.892187927,-31.746800373,-0.047303542,0.036399459,-0.047879243,0.997068219,1584,707,0.446338384,0.066895624,0.043251235,0.030722572,0.680908311,77.375817575,1430,0.816245608,339.504570143,386.120512887,441.606136372,0.290863168,0.237415783,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002648,0.000003842,0.000006479,0.015639884,-0.346998911,-0.937735117,0.000000003,0.000000004,0.000000010,0.471582809,0.878980812,-0.070727551,0.000000000,0.640502322,0.144502786,5.979794285,0.009992744,80.771303414,0,0.276215653,0.225438573,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,297,278,19,0.187500000,65,0,0,0,0,0,0,1222,65,176217,345960,94766,19,0,0,1269029
717,1624181164.560038805,1624181164.660034657,722,721,0,0.119497150,0.178166502,1,1,0,0,0,1,14.369315171,69.528575824,-31.708115188,-0.041838106,0.038434793,-0.047878408,0.997236179,1559,713,0.457344452,0.063427015,0.040804652,0.026485400,0.587512621,66.023644138,1394,0.824977348,321.717945100,391.934296128,436.366181273,0.279750253,0.230787622,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002649,0.000003746,0.000006065,-0.006905554,-0.354019104,-0.935212696,0.000000003,0.000000005,0.000000008,0.600746950,0.793624030,-0.096249682,0.000000000,0.634017342,0.139031568,6.115295662,0.009823065,80.368152248,0,0.276143845,0.225551770,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,289,270,19,0.185375241,58,0,0,0,0,0,0,1210,60,176355,346249,94824,19,0,0,1270239
718,1624181164.660036325,1624181164.760007620,723,722,0,0.153577491,0.274307489,1,1,0,0,0,1,14.318865010,69.164283684,-31.696337654,-0.037645878,0.038634348,-0.048278234,0.997376252,1507,637,0.422694094,0.062149712,0.041384658,0.024762202,0.654198578,65.840313392,1359,0.819591655,317.288648958,371.863045449,424.673364975,0.284863989,0.233472148,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002763,0.000003945,0.000005956,0.069149292,-0.252679870,-0.965075779,0.000000004,0.000000005,0.000000009,0.307817978,0.950028626,-0.051900889,0.000000000,0.631599549,0.136019561,6.225286751,0.009845697,79.887832053,0,0.276200491,0.225680869,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,282,266,16,0.187126742,42,0,0,0,0,0,0,1181,44,176487,346531,94866,19,0,0,1271420
719,1624181164.760034084,1624181164.859987259,724,723,0,0.138949296,0.216392584,1,1,0,0,0,1,14.270067342,68.801428907,-31.671388372,-0.030166851,0.040257150,-0.048499175,0.997555589,1520,674,0.443421053,0.064352937,0.039671981,0.026195978,0.663180229,73.880048559,1361,0.817166407,328.677095095,372.700604850,410.785780524,0.295529480,0.241496763,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002765,0.000003940,0.000006586,0.015487318,-0.316810749,-0.948362321,0.000000004,0.000000006,0.000000010,0.145422647,0.978692096,-0.144962183,0.000000000,0.628206379,0.136263790,6.349753217,0.009360945,79.581198130,0,0.276522791,0.225926492,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,288,273,15,0.189473684,50,0,0,0,0,0,0,1180,52,176620,346819,94916,19,0,0,1272600
720,1624181164.860031605,1624181164.959918976,725,724,0,0.113076118,0.185565679,1,1,0,0,0,1,14.211903678,68.434292666,-31.648259357,-0.024180117,0.037081656,-0.048599224,0.997836854,1583,710,0.448515477,0.057792101,0.035259236,0.024134089,0.652816376,66.665789079,1411,0.819356613,321.568327227,394.536306608,440.007547728,0.278146301,0.227901012,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002645,0.000003922,0.000006198,0.052879088,-0.305539823,-0.950709850,0.000000004,0.000000007,0.000000008,0.275784938,0.954228110,-0.115721144,0.000000000,0.628303854,0.141118740,6.476082020,0.009253518,79.031239856,0,0.276719267,0.226148129,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,332,315,17,0.209728364,48,0,0,0,0,0,0,1199,52,176760,347151,94964,19,0,0,1273799
721,1624181164.960029125,1624181165.059866667,726,725,0,0.132700417,0.193662705,1,1,0,0,0,1,14.172537070,68.066040451,-31.628471162,-0.021458805,0.034969966,-0.048423707,0.997983850,1562,685,0.438540333,0.062019045,0.037904772,0.023960913,0.689929251,72.491849188,1408,0.811063021,317.416315374,394.692941711,429.867476739,0.277953400,0.225437724,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002645,0.000004015,0.000006586,0.079475008,-0.246603663,-0.965852140,0.000000004,0.000000008,0.000000010,-0.070914188,0.993162578,-0.092732257,0.000000000,0.627838122,0.141111113,6.593140585,0.009423285,78.866548199,0,0.276498640,0.226050724,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,268,252,16,0.171574904,46,0,0,0,0,0,0,1247,47,176862,347419,95010,19,0,0,1275046
722,1624181165.060026646,1624181165.159867525,727,726,0,0.063431395,0.109528091,1,1,0,0,0,1,14.122614574,67.695072173,-31.647622858,-0.017934355,0.032637138,-0.048831675,0.998112541,1559,722,0.463117383,0.066805374,0.041447036,0.028253894,0.655202990,64.397310941,1403,0.817472337,330.320322002,369.278769892,447.314597335,0.288008004,0.235438576,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002492,0.000003883,0.000005689,0.065114788,-0.259374551,-0.963579216,0.000000003,0.000000006,0.000000008,-0.025353766,-0.996448120,0.080301496,0.000000000,0.626074281,0.139732192,6.710298824,0.009626383,78.057466930,0,0.276507635,0.226159441,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,265,246,19,0.169980757,68,0,0,0,0,0,0,1223,71,176972,347684,95078,19,0,0,1276269
723,1624181165.160024166,1624181165.259877443,728,727,0,0.047147452,0.113260648,1,1,0,0,0,1,14.077377274,67.347597542,-31.625852151,-0.015674914,0.032242416,-0.048873630,0.998161356,1563,737,0.471529111,0.062796344,0.041737253,0.027203510,0.701266625,65.692089473,1414,0.817269094,323.601762844,386.681070837,445.335665256,0.280024734,0.228855561,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002447,0.000003691,0.000005509,0.088850424,-0.244103287,-0.965670330,0.000000003,0.000000006,0.000000009,-0.082955748,0.992311390,-0.091850141,0.000000000,0.623939946,0.140158276,6.796162705,0.009392989,77.446956555,0,0.276175228,0.225914602,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,249,231,18,0.159309021,56,0,0,0,0,0,0,1255,59,177073,347933,95134,19,0,0,1277524
724,1624181165.260021925,1624181165.359846354,729,728,0,0.056241655,0.101747099,1,1,0,0,0,1,14.031696614,67.001985236,-31.610625412,-0.017608777,0.031605451,-0.049062429,0.998140223,1623,732,0.451016636,0.059128837,0.034484942,0.024740388,0.605475075,61.214676146,1467,0.814578104,334.277783279,400.337300463,460.370994259,0.279733622,0.227864883,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002490,0.000003604,0.000005482,0.113091668,-0.254334779,-0.960481179,0.000000004,0.000000005,0.000000009,0.049005903,0.992655740,-0.110602912,0.000000000,0.619966109,0.140433210,6.867512186,0.009620368,76.745045689,0,0.276220575,0.225909767,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,256,240,16,0.157732594,44,0,0,0,0,0,0,1320,47,177164,348189,95178,19,0,0,1278844
725,1624181165.360019445,1624181165.459918022,730,729,0,0.130471224,0.191782759,1,1,0,0,0,1,13.980349824,66.658980067,-31.588406285,-0.018850511,0.033602675,-0.048896579,0.998060441,1626,739,0.454489545,0.063425734,0.042179595,0.029316826,0.637996412,60.027549207,1464,0.821556805,334.675447159,393.500483054,474.583232459,0.278256410,0.228603448,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002427,0.000003455,0.000005205,0.165570213,-0.185577351,-0.968580173,0.000000003,0.000000006,0.000000009,-0.027477867,0.999615497,-0.003718196,0.000000000,0.618225453,0.141550145,6.945661118,0.009519642,75.592745857,0,0.276245569,0.225999103,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,252,246,6,0.154981550,56,0,0,0,0,0,0,1316,58,177267,348441,95234,19,0,0,1280160
726,1624181165.460016966,1624181165.559968948,731,730,0,0.171297593,0.230694463,1,1,0,0,0,1,13.940670974,66.317045985,-31.544342128,-0.020550846,0.036206761,-0.048229798,0.997968246,1589,737,0.463813719,0.068312456,0.047336361,0.030110212,0.640233980,75.488823014,1423,0.825431784,327.065324997,393.822152071,453.701951089,0.278450765,0.229842112,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002473,0.000003559,0.000006246,0.126635671,-0.188321540,-0.973908827,0.000000004,0.000000007,0.000000011,-0.044182111,0.995419334,-0.084783791,0.000000000,0.618788176,0.141552399,7.006131949,0.009165112,75.597402557,0,0.276432476,0.226270589,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,262,241,21,0.164883575,62,0,0,0,0,0,0,1263,64,177368,348703,95296,19,0,0,1281423
727,1624181165.560014486,1624181165.660061598,732,731,0,0.119206979,0.187392926,1,1,0,0,0,1,13.905181596,65.970798976,-31.541940404,-0.022345734,0.041395123,-0.047679971,0.997754345,1598,691,0.432415519,0.057759090,0.040353725,0.025569376,0.679067603,63.940104504,1446,0.812596234,335.190583567,379.685156846,460.138413251,0.285265146,0.231805383,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002538,0.000003700,0.000005879,0.135657044,-0.189526509,-0.972459186,0.000000004,0.000000007,0.000000010,0.351129467,0.934724028,-0.054763940,0.000000000,0.627145166,0.144655174,7.052911561,0.009540945,74.403384484,0,0.277483138,0.227198541,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,288,273,15,0.180225282,53,0,0,0,0,0,0,1257,53,177500,348991,95349,19,0,0,1282680
728,1624181165.660012007,1624181165.760040045,733,732,0,0.074071518,0.128387412,1,1,0,0,0,1,13.865743694,65.631167933,-31.527321972,-0.019598223,0.047648558,-0.048010206,0.997517190,1550,651,0.420000000,0.064148664,0.044535093,0.028376464,0.726102023,63.534230977,1387,0.814501978,335.514044423,347.607480713,446.592718228,0.296990187,0.241899095,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002529,0.000003588,0.000005781,0.095173556,-0.255686982,-0.962063491,0.000000004,0.000000008,0.000000009,0.089538198,-0.990715304,0.102303951,0.000000000,0.631376403,0.145325745,7.079310311,0.010093332,72.889666133,0,0.278842370,0.228226750,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,320,301,19,0.206451613,59,0,0,0,0,0,0,1171,59,177640,349311,95408,19,0,0,1283851
729,1624181165.760009527,1624181165.860067368,734,733,0,0.062821915,0.126062957,1,1,0,0,0,1,13.813956237,65.305844348,-31.505104911,-0.020850562,0.050588508,-0.047449951,0.997373831,1582,678,0.428571429,0.064699366,0.040997970,0.027918059,0.668398798,64.320207069,1422,0.808395661,336.200448840,368.127378366,445.210803403,0.292465551,0.236427882,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002423,0.000003483,0.000005343,0.060456147,-0.273980878,-0.959833075,0.000000003,0.000000006,0.000000008,0.313202496,-0.942284905,0.118335767,0.000000000,0.636949953,0.065444617,7.086999580,0.010644773,71.562563540,0,0.279945385,0.229029178,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,280,260,20,0.176991150,57,0,0,0,0,0,0,1244,58,177769,349591,95465,19,0,0,1285095
730,1624181165.860007286,1624181165.959950686,735,734,0,0.053881830,0.100233902,1,1,0,0,0,1,13.767310489,64.965908239,-31.486359543,-0.020644010,0.053612827,-0.047562593,0.997214766,1628,739,0.453931204,0.065471279,0.044992676,0.028966036,0.678867729,68.339334616,1447,0.810280368,342.501275070,367.025133337,462.949283982,0.292118018,0.236697495,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002362,0.000003337,0.000005225,0.030453083,-0.248165975,-0.968238740,0.000000003,0.000000005,0.000000007,-0.050878408,-0.994605924,0.090390502,0.000000000,0.640821755,0.057084822,7.111542533,0.010893954,70.450754302,0,0.281437413,0.230205658,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,312,293,19,0.191646192,56,0,0,0,0,0,0,1259,57,177905,349903,95521,19,0,0,1286354
731,1624181165.960004807,1624181166.059847832,736,735,0,0.114886522,0.175062833,1,1,0,0,0,1,13.717540675,64.633603697,-31.470275755,-0.018265963,0.055237029,-0.047425482,0.997179046,1569,670,0.427023582,0.063294327,0.041640670,0.028483043,0.618368207,67.875793076,1419,0.800408838,332.327639328,359.996389984,443.456112206,0.292598565,0.234198477,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002515,0.000003564,0.000005455,0.080741374,-0.278639713,-0.956995685,0.000000003,0.000000006,0.000000008,-0.190735906,0.960304014,-0.203558380,0.000000000,0.642130277,0.054056794,6.759814157,0.008813806,68.943407129,0,0.282429954,0.230778823,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,267,254,13,0.170172084,56,0,0,0,0,0,0,1246,56,177989,350170,95577,19,0,0,1287600
732,1624181166.060002327,1624181166.159942865,737,736,0,0.131008330,0.203173569,1,1,0,0,0,1,13.660560230,64.301617441,-31.482669301,-0.016706858,0.055600788,-0.046652836,0.997222616,1579,674,0.426852438,0.061749492,0.046477146,0.027958900,0.668133329,60.473298955,1434,0.795603791,345.836918907,362.353287699,432.705629522,0.303127514,0.241169400,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002659,0.000003535,0.000005251,0.122557139,-0.239056841,-0.963240144,0.000000003,0.000000007,0.000000008,-0.194292760,0.979792816,-0.047501171,0.000000000,0.645200822,0.050304080,6.741707813,0.010268341,68.132770290,0,0.284502820,0.232095510,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,283,261,22,0.179227359,56,0,0,0,0,0,0,1238,58,178096,350453,95633,19,0,0,1288838
733,1624181166.159999847,1624181166.259928703,738,737,0,0.188029317,0.239294750,1,1,0,0,0,1,13.607144794,63.978582460,-31.477798195,-0.012263346,0.060126848,-0.046949816,0.997010575,1607,694,0.431860610,0.064287421,0.043728096,0.029322577,0.691950862,62.033407675,1460,0.803279435,318.418367922,377.973996284,476.395611429,0.271505485,0.218094773,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002379,0.000003241,0.000004799,0.074595854,-0.184439436,-0.980008956,0.000000003,0.000000005,0.000000007,-0.192860591,0.980149366,-0.045956642,0.000000000,0.650946697,0.049683023,6.706183984,0.010108498,67.254690388,0,0.284493557,0.231789092,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,279,267,12,0.173615432,52,0,0,0,0,0,0,1274,54,178212,350732,95685,19,0,0,1290112
734,1624181166.259997368,1624181166.359899759,739,738,0,0.149129934,0.191735962,1,1,0,0,0,1,13.536295486,63.653140134,-31.478913869,-0.007883293,0.065662649,-0.047376314,0.996685384,1549,654,0.422207876,0.069924032,0.042463673,0.028726723,0.674913306,70.396878745,1406,0.804518440,308.602269577,344.642240182,477.908416665,0.272820997,0.219489523,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002307,0.000003249,0.000005367,0.032514794,-0.200387396,-0.979177042,0.000000003,0.000000006,0.000000007,-0.239215535,0.967455804,-0.082493604,0.000000000,0.654065403,0.052943402,6.674496968,0.010017523,67.202191940,0,0.284246587,0.231274463,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,267,251,16,0.172369270,72,0,0,0,0,0,0,1208,74,178328,350999,95757,19,0,0,1291320
735,1624181166.359995127,1624181166.459857941,740,739,0,0.163215267,0.223785764,1,1,0,0,0,1,13.462706757,63.325688241,-31.514685347,-0.004673723,0.073135026,-0.047374557,0.996185262,1560,630,0.403846154,0.071856130,0.047439814,0.029164526,0.640811921,67.345586838,1429,0.803535756,313.567701924,368.023484541,466.661409357,0.273082511,0.219431562,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002344,0.000003375,0.000005324,0.069965463,-0.204246035,-0.976416095,0.000000003,0.000000005,0.000000008,0.521932853,-0.848761163,0.084797320,0.000000000,0.660766711,0.055315669,6.653270636,0.009936392,66.867837658,0,0.284577705,0.231316461,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,300,275,25,0.192307692,73,0,0,0,0,0,0,1185,75,178455,351299,95830,19,0,0,1292505
736,1624181166.459992647,1624181166.559909582,741,740,0,0.119397322,0.211580456,1,1,0,0,0,1,13.393174721,63.031221162,-31.476643102,-0.000014197,0.074384880,-0.047608922,0.996092506,1548,638,0.412144703,0.080444344,0.052231257,0.034780995,0.661414456,76.271023750,1408,0.801429568,298.288366370,355.274058543,474.850406751,0.264343295,0.211852533,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002358,0.000003518,0.000005853,-0.005407577,-0.193369040,-0.981111193,0.000000003,0.000000006,0.000000008,0.905229177,-0.424911105,0.003269598,0.000000000,0.659792019,0.077538332,6.588202963,0.009938695,66.812597967,0,0.283251711,0.230038298,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,307,286,21,0.198320413,83,0,0,0,0,0,0,1156,85,178593,351606,95913,19,0,0,1293661
737,1624181166.559990168,1624181166.659925222,742,741,0,0.137898537,0.216268298,1,1,0,0,0,1,13.300001194,62.726961001,-31.485895005,0.003757772,0.078404046,-0.047420334,0.995786120,1497,588,0.392785571,0.082303590,0.051383504,0.034978373,0.443119080,73.724413393,1368,0.792442894,253.196382277,342.203966943,488.661529336,0.233562666,0.185085075,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002336,0.000003481,0.000006171,-0.027492024,-0.174545062,-0.984265315,0.000000003,0.000000006,0.000000009,0.495654881,-0.862614118,0.101109453,0.000000000,0.652572342,0.095994454,6.538586750,0.010313512,67.197636430,0,0.280942332,0.227753171,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,290,260,30,0.193720775,71,0,0,0,0,0,0,1133,74,178712,351896,95984,19,0,0,1294794
738,1624181166.659987688,1624181166.759968519,743,742,0,0.217065996,0.277954626,1,1,0,0,0,1,13.200721112,62.425395842,-31.484255521,0.005190728,0.072892833,-0.047828730,0.996178751,1500,594,0.396000000,0.065581260,0.039388811,0.027097416,0.476072130,65.750458164,1370,0.800598785,261.973448193,343.523285881,491.323601060,0.238848096,0.191221495,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002280,0.000003530,0.000005515,-0.070413628,-0.188813674,-0.979485231,0.000000003,0.000000005,0.000000009,0.469922229,-0.866131308,0.170263488,0.000000000,0.643666019,0.094972912,6.489107725,0.010840489,67.193143668,0,0.278641537,0.225640638,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,240,224,16,0.160000000,55,0,0,0,0,0,0,1203,57,178812,352136,96039,19,0,0,1295997
739,1624181166.759985209,1624181166.860000610,744,743,0,0.286324242,0.350351385,1,1,0,0,0,1,13.098271412,62.135041382,-31.477814402,0.009880538,0.064746360,-0.047781936,0.996708167,1567,649,0.414167198,0.078017873,0.050151048,0.033939826,0.646202404,72.334585089,1431,0.789281780,303.437250941,366.250342263,459.774633504,0.268656396,0.212045598,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002295,0.000003296,0.000005452,0.024958702,-0.126193454,-0.991691623,0.000000002,0.000000004,0.000000009,0.578427574,-0.811880199,0.079196492,0.000000000,0.642817128,0.101941486,6.424639997,0.011170354,67.115870495,0,0.277297883,0.224168080,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,280,264,16,0.178685386,89,0,0,0,0,0,0,1198,89,178934,352416,96128,19,0,0,1297195
