frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
272,1624181117.561182737,1624181117.661097050,277,276,0,1,0,0,1,0.215573328,0.356595644,-8.426656836,-0.001239805,0.035269923,0.002470031,0.999374001,4050,2385,0.588888889,0.069756619,0.040331719,0.027863422,0.523955874,46.109241748,3395,0.877145394,911.487820741,923.001313287,1143.419478048,0.306083208,0.268479476,0.000000679,0.000000911,0.000001603,0.116730905,-0.005784942,0.993146731,0.000000001,0.000000002,0.000000003,-0.094783757,0.990212669,-0.102444670,0.000000000,0.680532436,0.094264000,3.196764792,0.009594749,38.978670144,0,1136,1045,91,0.280493827,293,0,0,0,0,0,2621,293,54536,106545,33845,0,0,586071
273,1624181117.661180258,1624181117.761062384,278,277,0,1,0,0,1,0.190902828,0.347756091,-8.560831656,-0.000952977,0.033479605,0.002720648,0.999435244,4110,2403,0.584671533,0.063310750,0.038700348,0.026073730,0.546555817,46.392294291,3447,0.878364787,910.943225478,970.599452979,1146.180743383,0.300867384,0.264271316,0.000000679,0.000000908,0.000001595,0.123350354,0.008044970,0.992330574,0.000000001,0.000000002,0.000000003,0.012223433,0.997023454,-0.076123712,0.000000000,0.670112011,0.095481385,3.188643648,0.008613516,39.702619731,0,1182,1113,69,0.287591241,264,0,0,0,0,0,2664,264,55209,107727,34109,0,0,588735
274,1624181117.761177778,1624181117.860965014,279,278,0,1,0,0,1,0.177768700,0.344394873,-8.671608672,0.002043767,0.034940014,0.002517786,0.999384150,3990,2282,0.571929825,0.067340189,0.040516737,0.027651763,0.516885241,45.409826358,3376,0.872439335,893.687135881,912.739807586,1138.928250738,0.303422534,0.264717754,0.000000691,0.000000934,0.000001689,0.112484615,0.007252824,0.993626996,0.000000001,0.000000002,0.000000003,-0.037830702,0.993512745,-0.107243945,0.000000000,0.659750821,0.095435802,3.151205135,0.007925489,40.342047011,0,1160,1094,66,0.290726817,285,0,0,0,0,0,2543,287,55826,108887,34394,0,0,591278
275,1624181117.861175299,1624181117.961073637,279,279,0,1,0,0,1,0.167811574,0.342925920,-8.718884436,0.009871925,0.035969111,0.002520867,0.999300962,4015,2335,0.581569116,0.096053824,0.055142344,0.041523698,0.525710231,45.415483903,3345,0.872782008,885.520367535,917.933065634,1116.002383308,0.303316927,0.264729557,0.000000681,0.000000935,0.000001661,0.106415795,0.008125246,0.994288519,0.000000001,0.000000002,0.000000003,-0.047224565,0.988993487,-0.140220267,0.000000000,0.649053855,0.127426411,3.052352181,0.008002940,40.885138506,0,1140,1078,62,0.283935243,498,0,0,0,0,0,2376,499,56436,110027,34892,0,0,593654
276,1624181117.961172819,1624181118.061086893,281,280,0,1,0,0,1,0.143427450,0.329355213,-8.997927240,0.014504230,0.036270008,0.002391388,0.999233904,4028,2359,0.585650447,0.089135988,0.047631800,0.034911805,0.498996191,47.401190669,3405,0.872675561,890.076294650,952.355363354,1129.028626030,0.299541710,0.261402730,0.000000676,0.000000908,0.000001737,0.104398123,-0.008874909,0.994495987,0.000000001,0.000000002,0.000000003,0.012900225,0.998980967,-0.043250579,0.000000000,0.637207619,0.134823784,3.180270741,0.006948784,41.523297889,0,1246,1156,90,0.309334657,402,0,0,0,0,0,2380,402,57112,111273,35294,0,0,596034
277,1624181118.061170578,1624181118.161195278,282,281,0,1,0,0,1,0.123696508,0.323039376,-9.244971955,0.028518123,0.038301808,0.001477070,0.998858101,4053,2431,0.599802615,0.078739863,0.045213623,0.032115795,0.490832622,50.658301126,3427,0.872226129,880.568460407,962.936953245,1145.613530266,0.294591308,0.256950236,0.000000655,0.000000889,0.000001744,0.089137968,-0.032563168,0.995486847,0.000000001,0.000000002,0.000000003,-0.001764728,0.998071231,-0.062054044,0.000000000,0.624397983,0.128506088,3.222501040,0.007630652,42.258414105,0,1238,1156,82,0.305452751,372,0,0,0,0,0,2443,372,57813,112511,35666,0,0,598477
278,1624181118.161168098,1624181118.261202812,283,282,0,1,0,0,1,0.115230907,0.327866044,-9.386678018,0.036677183,0.040296450,0.001247011,0.998513608,4043,2433,0.601780856,0.066083138,0.039100271,0.027070826,0.501857255,54.985174630,3408,0.871238750,867.926018507,961.078174012,1140.177468224,0.292311525,0.254673127,0.000000658,0.000000889,0.000001915,0.080444673,-0.053901817,0.995300582,0.000000001,0.000000002,0.000000003,0.071438754,0.997125515,-0.025243038,0.000000000,0.611772318,0.125528863,3.206484173,0.007821433,43.167239116,0,1234,1176,58,0.305218897,273,0,0,0,0,0,2536,273,58500,113745,35939,0,0,601013
279,1624181118.261165619,1624181118.361189604,284,283,0,1,0,0,1,0.097271624,0.333141711,-9.563345177,0.043815580,0.041430497,0.001101984,0.998179590,4018,2492,0.620209059,0.065794918,0.040038108,0.027595629,0.528083688,54.568843387,3379,0.884155664,912.386769158,956.016805617,1119.158413433,0.305395092,0.270016801,0.000000651,0.000000871,0.000001933,0.076504732,-0.073549312,0.994352817,0.000000001,0.000000002,0.000000003,0.052753392,0.994019234,-0.095618206,0.000000000,0.603739273,0.121856287,3.211399625,0.007801572,43.990725700,0,1269,1189,80,0.315828771,289,0,0,0,0,0,2460,289,59190,115014,36228,0,0,603473
280,1624181118.361163139,1624181118.461122274,285,284,0,1,0,0,1,0.083175186,0.355863405,-9.749667759,0.050496041,0.041731597,0.000939804,0.997851562,4005,2387,0.596004994,0.061193316,0.036305179,0.024717164,0.441577026,55.685699638,3350,0.872245778,852.553576964,940.268431760,1129.201346555,0.291768228,0.254493605,0.000000642,0.000000897,0.000002181,0.086526155,-0.059444099,0.994474547,0.000000001,0.000000002,0.000000003,0.043682364,0.996135879,-0.076191618,0.000000000,0.591028109,0.123825104,3.246022909,0.007189758,44.902601382,0,1172,1097,75,0.292634207,253,0,0,0,0,0,2580,253,59835,116186,36481,0,0,606053
281,1624181118.461160660,1624181118.561083794,286,285,0,1,0,0,1,0.072278642,0.381414291,-9.923483174,0.057309037,0.041944822,0.000591846,0.997474790,3878,2423,0.624806601,0.065573193,0.037410126,0.026249793,0.506768653,59.788592306,3228,0.881477962,848.755225285,924.410623261,1072.245011426,0.298289164,0.262935324,0.000000656,0.000000896,0.000002175,0.077369589,-0.064069078,0.994941757,0.000000001,0.000000002,0.000000003,0.048827082,0.996409541,-0.069166055,0.000000000,0.580722989,0.124905631,3.245484906,0.006608742,46.045663816,0,1195,1131,64,0.308148530,274,0,0,0,0,0,2409,274,60495,117381,36755,0,0,608462
282,1624181118.561158180,1624181118.661092520,287,286,0,1,0,0,1,0.058407157,0.418052895,-10.121908685,0.061360509,0.042103989,0.000660040,0.997227008,4002,2436,0.608695652,0.061843490,0.037559065,0.026527953,0.481166651,58.930461617,3368,0.876528523,896.796060140,910.117474867,1145.234530832,0.303777466,0.266269614,0.000000640,0.000000906,0.000002194,0.083371900,-0.050423290,0.995241990,0.000000001,0.000000002,0.000000003,0.122126879,0.991535846,-0.044064621,0.000000000,0.570417069,0.129402239,3.231509945,0.006392440,47.147747257,0,1233,1177,56,0.308095952,247,0,0,0,0,0,2522,247,61113,118614,37002,0,0,610984
283,1624181118.661155939,1624181118.761154652,288,287,0,1,0,0,1,0.047465540,0.473223836,-10.299452087,0.063958916,0.041819725,0.000772953,0.997075609,3939,2456,0.623508505,0.059924500,0.035627470,0.024112941,0.507285238,63.876926665,3306,0.880529792,878.501442466,907.540322310,1124.989727295,0.301783558,0.265729414,0.000000641,0.000000910,0.000002362,0.092255147,-0.061911712,0.993808798,0.000000001,0.000000002,0.000000003,0.219040474,0.975646388,0.011636000,0.000000000,0.562071959,0.131209665,3.219044467,0.006457930,48.408057133,0,1162,1110,52,0.294998731,243,0,0,0,0,0,2534,243,61707,119776,37245,0,0,613518
284,1624181118.761153460,1624181118.861121416,289,288,0,1,0,0,1,0.046397602,0.543519873,-10.435670326,0.066875164,0.042069236,0.000598483,0.996873881,3939,2504,0.635694339,0.056942531,0.035529027,0.024600305,0.486904718,67.541114278,3327,0.882549603,869.613411037,913.350743364,1153.278375001,0.296165389,0.261380647,0.000000624,0.000000901,0.000002530,0.089428264,-0.079283688,0.992832656,0.000000001,0.000000002,0.000000003,0.185161157,0.982150591,-0.033099294,0.000000000,0.550644414,0.139606746,3.182267437,0.005796277,49.829357353,0,1100,1051,49,0.279258695,222,0,0,0,0,0,2616,223,62256,120876,37467,0,0,616134
285,1624181118.861150980,1624181118.961096048,290,289,0,1,0,0,1,0.040891342,0.618919011,-10.604197344,0.067629661,0.041499292,0.000812770,0.996846717,3904,2497,0.639600410,0.060932075,0.037075738,0.025451166,0.455484258,69.432698833,3329,0.882106741,840.576430951,907.313573888,1188.643337103,0.286247876,0.252501181,0.000000616,0.000000899,0.000002738,0.095847062,-0.078204625,0.992319191,0.000000002,0.000000002,0.000000003,0.175010813,0.983839273,-0.037835176,0.000000000,0.539654802,0.142815662,3.229691894,0.005929126,51.209506761,0,1100,1055,45,0.281762295,267,0,0,0,0,0,2536,268,62823,121976,37734,0,0,618670
286,1624181118.961148500,1624181119.061114311,291,290,0,1,0,0,1,0.034890288,0.704473208,-10.761425371,0.071534364,0.040945626,0.000377584,0.996597285,3897,2436,0.625096228,0.057016104,0.033317099,0.023279986,0.430250422,73.188480496,3270,0.878786518,820.241312228,891.679958086,1161.710643042,0.285437153,0.250838322,0.000000615,0.000000908,0.000002960,0.097953340,-0.074692701,0.992384071,0.000000002,0.000000002,0.000000003,0.109318278,0.992968998,-0.045410164,0.000000000,0.526827958,0.147753634,3.260636965,0.005958762,52.733773992,0,1071,1009,62,0.274826790,216,0,0,0,0,0,2610,216,63347,123047,37950,0,0,621280
287,1624181119.061146021,1624181119.160833120,292,291,0,1,0,0,1,0.020852435,0.805055416,-10.952398558,0.075168099,0.041070081,0.000484858,0.996324631,3920,2451,0.625255102,0.056363061,0.033646309,0.023433609,0.434700078,62.406936925,3308,0.874926592,825.842950294,869.473335401,1198.940880919,0.285338483,0.249650227,0.000000603,0.000000949,0.000002507,0.093119337,-0.065649271,0.993488280,0.000000002,0.000000002,0.000000003,-0.123734895,0.986442580,-0.107799411,0.000000000,0.515220151,0.148584479,3.328774052,0.006447553,53.678755714,0,1019,972,47,0.259948980,204,0,0,0,0,0,2697,204,63831,124066,38154,0,0,623977
288,1624181119.161143780,1624181119.261024952,293,292,0,1,0,0,1,0.014614900,0.922542118,-11.126039970,0.077597448,0.040164002,0.000508351,0.996175301,3860,2425,0.628238342,0.056904467,0.034392744,0.023508981,0.444840641,64.435211617,3270,0.879029724,838.148430142,852.630336817,1183.648431509,0.291587983,0.256314505,0.000000607,0.000000970,0.000002617,0.094150554,-0.085724870,0.991860333,0.000000002,0.000000002,0.000000003,0.167868530,0.985796229,0.005094185,0.000000000,0.506746615,0.153202898,3.362335029,0.006203384,54.745537407,0,1023,967,56,0.265025907,213,0,0,0,0,0,2624,213,64328,125089,38367,0,0,626601
289,1624181119.261141300,1624181119.360979557,294,293,0,1,0,0,1,0.006710458,1.056725711,-11.302999600,0.082752809,0.040966670,0.000777563,0.995727423,3845,2459,0.639531860,0.058026598,0.033690677,0.024016088,0.429623175,71.544148199,3227,0.881385065,788.347962355,857.573512185,1198.308130918,0.277174515,0.244297478,0.000000592,0.000000992,0.000002928,0.096991032,-0.103322484,0.989907674,0.000000002,0.000000002,0.000000003,0.429686841,0.896984885,0.103862092,0.000000000,0.497096900,0.156561977,3.392242463,0.007068187,56.269829355,0,1037,985,52,0.269700910,229,0,0,0,0,0,2579,229,64851,126126,38596,0,0,629180
290,1624181119.361138821,1624181119.461086273,295,294,0,1,0,0,1,0.005933928,1.197224686,-11.465019298,0.083823439,0.040913799,0.000962533,0.995639878,3935,2509,0.637611182,0.055468595,0.032708729,0.022808486,0.427036971,69.697847471,3321,0.883092525,837.981136896,886.600750218,1208.168388113,0.285732183,0.252327955,0.000000592,0.000000950,0.000002992,0.094201333,-0.106242765,0.989867963,0.000000002,0.000000002,0.000000003,0.234491101,0.971099299,0.044498037,0.000000000,0.488015246,0.161159468,3.446131442,0.007402424,57.561000174,0,992,946,46,0.252096569,217,0,0,0,0,0,2724,219,65306,127118,38813,0,0,631904
291,1624181119.461136341,1624181119.561037064,296,295,0,1,0,0,1,0.002448478,1.350917428,-11.623947498,0.083808999,0.041324042,0.001114767,0.995623992,3928,2495,0.635183299,0.060256507,0.034889460,0.024488095,0.437042605,69.784882444,3313,0.878603996,815.069850269,878.921637205,1216.823550690,0.280014305,0.246021687,0.000000589,0.000000976,0.000002912,0.091825720,-0.098023130,0.990938698,0.000000002,0.000000002,0.000000003,0.236207332,0.971003165,0.036863930,0.000000000,0.480777868,0.162854010,3.498371425,0.007702266,58.862667830,0,962,920,42,0.244908350,251,0,0,0,0,0,2715,251,65719,128080,39064,0,0,634619
292,1624181119.561133862,1624181119.661053181,297,296,0,1,0,0,1,-0.002354529,1.533063658,-11.795195344,0.080551974,0.041258871,0.001372466,0.995895176,3895,2451,0.629268293,0.059681048,0.034958500,0.023552641,0.443619431,75.518086212,3324,0.883079021,814.717899316,879.464684491,1241.172080988,0.277553479,0.245101654,0.000000597,0.000001009,0.000003068,0.097072556,-0.072342446,0.992644694,0.000000002,0.000000002,0.000000003,0.214145247,0.976682333,-0.015278520,0.000000000,0.476761046,0.164383896,3.611713597,0.007412275,60.333110053,0,941,908,33,0.241591784,240,0,0,0,0,0,2713,241,66148,129021,39304,0,0,637332
293,1624181119.661131620,1624181119.760953665,298,297,0,1,0,0,1,-0.002303177,1.719986222,-11.942323106,0.078968984,0.042474131,0.001313185,0.995970945,3886,2486,0.639732373,0.056638752,0.034892066,0.024231171,0.419560381,74.717302669,3313,0.880951473,797.105213429,862.976591773,1258.510425581,0.273112909,0.240599219,0.000000587,0.000000997,0.000003114,0.094577829,-0.093883652,0.991080670,0.000000002,0.000000002,0.000000003,0.552815622,0.812271962,0.186035339,0.000000000,0.470411274,0.167493921,3.737989491,0.007268581,61.749360472,0,991,936,55,0.255018013,237,0,0,0,0,0,2658,237,66608,130012,39541,0,0,639990
294,1624181119.761129141,1624181119.861077070,299,298,0,1,0,0,1,0.007513279,1.925407894,-12.025807570,0.076115960,0.043676255,0.001295802,0.996141088,3835,2389,0.622946545,0.063306258,0.036287951,0.025764738,0.403989767,68.333048032,3314,0.877679751,804.023109111,842.504064979,1262.103520765,0.276426674,0.242614094,0.000000591,0.000001038,0.000002867,0.092372373,-0.101622663,0.990525204,0.000000002,0.000000002,0.000000003,0.151859128,0.988368879,0.008109495,0.000000000,0.464766500,0.167749522,3.911609339,0.006785204,62.895521556,0,1060,1008,52,0.276401565,277,0,0,0,0,0,2498,277,67140,131072,39818,0,0,642488
295,1624181119.861126661,1624181119.961138964,300,299,0,1,0,0,1,-0.002532337,2.135083326,-12.209202653,0.068030143,0.042541885,0.001762026,0.996774289,3891,2417,0.621177075,0.063701413,0.038450787,0.028558347,0.383834061,69.640579279,3335,0.872677658,802.716415174,848.661273272,1259.002299811,0.275811550,0.240694577,0.000000584,0.000001030,0.000002878,0.095936553,-0.103632794,0.989977991,0.000000002,0.000000002,0.000000003,0.361070957,0.922863456,0.133980613,0.000000000,0.457672692,0.126928357,3.909919042,0.006770751,64.106776325,0,947,897,50,0.243382164,265,0,0,0,0,0,2678,266,67577,132019,40083,0,0,645166
296,1624181119.961124182,1624181120.061163425,301,300,0,1,0,0,1,-0.003106004,2.351333948,-12.372773394,0.065778149,0.042472469,0.001683950,0.996928527,3801,2435,0.640620889,0.057849672,0.034681159,0.023952027,0.376455487,65.473068520,3275,0.876184555,752.050854595,852.808322050,1264.645241909,0.262083881,0.229633849,0.000000580,0.000001013,0.000002811,0.102070850,-0.115931770,0.987998667,0.000000002,0.000000002,0.000000003,0.233077464,0.971843810,0.034561617,0.000000000,0.451545656,0.085027245,3.933152987,0.006431810,65.010370217,0,890,853,37,0.234148908,202,0,0,0,0,0,2709,202,67989,132909,40285,0,0,647875
297,1624181120.061121702,1624181120.161047935,302,301,0,1,0,0,1,-0.002867001,2.587323970,-12.538107873,0.062867829,0.042439847,0.001637012,0.997117754,3779,2410,0.637734850,0.055953807,0.033775250,0.022653549,0.385845743,66.171269470,3234,0.879970203,772.779603485,830.563038975,1242.480993184,0.271548663,0.238954732,0.000000584,0.000001031,0.000002723,0.102410145,-0.094418238,0.990251159,0.000000001,0.000000002,0.000000003,0.274575047,0.960106921,0.052945671,0.000000000,0.446296312,0.056534151,4.079256027,0.006463873,65.786018634,0,972,920,52,0.257210902,203,0,0,0,0,0,2604,203,68476,133881,40488,0,0,650479
298,1624181120.161119461,1624181120.260976315,303,302,0,1,0,0,1,-0.001236007,2.833596368,-12.714309386,0.056877946,0.041821559,0.001886462,0.997503031,3823,2440,0.638242218,0.058003055,0.035358273,0.024670838,0.339636398,70.318953530,3275,0.880672380,726.568407534,875.841859228,1281.791777021,0.251913145,0.221852949,0.000000580,0.000000969,0.000002990,0.097568820,-0.078574603,0.992122148,0.000000001,0.000000002,0.000000003,0.299432946,0.953943829,0.018195632,0.000000000,0.438185270,0.052174309,4.204419658,0.006158223,66.552707579,0,1031,970,61,0.269683495,238,0,0,0,0,0,2553,239,68976,134912,40726,0,0,653032
299,1624181120.261116982,1624181120.360931873,304,303,0,1,0,0,1,0.004473801,3.085254667,-12.862969714,0.052685138,0.041268456,0.001428579,0.997757060,3752,2417,0.644189765,0.057330231,0.035145851,0.024046915,0.333782179,65.729444088,3156,0.876712688,696.146675135,838.165914052,1232.592655540,0.251597584,0.220578794,0.000000582,0.000000959,0.000003043,0.099693450,-0.090623373,0.990882748,0.000000002,0.000000002,0.000000003,0.374437709,0.926768938,0.029928877,0.000000000,0.428470194,0.047197218,4.308531119,0.007224452,67.110737614,0,974,903,71,0.259594883,227,0,0,0,0,0,2551,227,69462,135886,40953,0,0,655583
300,1624181120.361114502,1624181120.460878849,305,304,0,1,0,0,1,0.008163610,3.353886155,-13.020187576,0.047148167,0.040360627,0.001751326,0.998070640,3737,2362,0.632057800,0.058675037,0.033977913,0.024637458,0.290398113,70.957520397,3127,0.875644924,623.932348459,870.033551952,1244.175777766,0.227867080,0.199530652,0.000000581,0.000000968,0.000003267,0.100962944,-0.071288677,0.992332811,0.000000001,0.000000002,0.000000004,0.357627721,0.933382606,0.029988721,0.000000000,0.420911248,0.046642449,4.443788078,0.007224324,67.874328652,0,973,902,71,0.260369280,230,0,0,0,0,0,2534,230,69972,136859,41183,0,0,658117
301,1624181120.461112022,1624181120.560929060,306,305,0,1,0,0,1,0.011075548,3.619835008,-13.206632922,0.043074782,0.039132608,0.001435127,0.998304133,3668,2311,0.630043621,0.060911207,0.034426433,0.024355692,0.282573899,67.459249858,3128,0.877362965,637.211696141,854.686865742,1252.492793765,0.232186891,0.203712179,0.000000584,0.000000990,0.000003211,0.097068857,-0.066918885,0.993025428,0.000000001,0.000000002,0.000000004,0.305142741,0.951684162,0.034426213,0.000000000,0.409701511,0.040092843,4.566338389,0.007797079,68.257861530,0,1018,944,74,0.277535442,238,0,0,0,0,0,2412,238,70541,137877,41421,0,0,660529
302,1624181120.561109543,1624181120.661010027,307,306,0,1,0,0,1,0.013541342,3.898923458,-13.365677512,0.042096273,0.039886385,0.001583060,0.998315819,3666,2321,0.633115112,0.065997321,0.036582167,0.025918081,0.299023967,63.829724099,3104,0.877075286,622.666350997,851.570411305,1248.204925952,0.228716139,0.200601273,0.000000591,0.000000997,0.000002982,0.100726274,-0.064531444,0.992819173,0.000000001,0.000000002,0.000000003,0.279378750,0.959820022,0.026325654,0.000000000,0.400594377,0.046866808,4.701333260,0.007672492,68.502824654,0,951,882,69,0.259410802,291,0,0,0,0,0,2423,292,71051,138828,41712,0,0,662952
303,1624181120.661107302,1624181120.761052847,308,307,0,1,0,0,1,0.019412392,4.174637240,-13.544974339,0.040283373,0.039001301,0.001989200,0.998424855,3642,2252,0.618341571,0.063102497,0.034358344,0.024249029,0.238478758,63.877184524,3071,0.872293188,580.278081818,869.291823980,1229.242474426,0.216617665,0.188954113,0.000000592,0.000000993,0.000003065,0.108809249,-0.052070715,0.992697934,0.000000002,0.000000002,0.000000004,0.218604223,0.975690267,0.015514369,0.000000000,0.387154053,0.049054227,4.876979968,0.008197971,68.502837547,0,1053,974,79,0.289126853,247,0,0,0,0,0,2342,247,71613,139881,41959,0,0,665294
304,1624181120.761104822,1624181120.861135483,309,308,0,1,0,0,1,0.026078170,4.449904470,-13.739409052,0.038735302,0.039355043,0.002680655,0.998470616,3603,2266,0.628920344,0.063695355,0.037081154,0.026464135,0.256618729,70.057407237,3059,0.877910468,554.322199668,873.786316642,1257.419605110,0.206410871,0.181210265,0.000000594,0.000000992,0.000003210,0.104448683,-0.068362557,0.992177924,0.000000001,0.000000002,0.000000004,0.270490126,0.962381492,0.025631149,0.000000000,0.375639753,0.050688592,5.029350534,0.009075643,68.628652195,0,1000,948,52,0.277546489,256,0,0,0,0,0,2347,256,72146,140881,42215,0,0,667641
305,1624181120.861102343,1624181120.961045980,310,309,0,1,0,0,1,0.035587845,4.737506598,-13.911060130,0.038002080,0.040055479,0.003090091,0.998469755,3602,2290,0.635757912,0.060898950,0.035210050,0.025549204,0.246801492,69.747445132,3053,0.876606055,557.832079149,872.481066553,1245.965141402,0.208435753,0.182716043,0.000000586,0.000000976,0.000003342,0.110825562,-0.067319943,0.991557220,0.000000001,0.000000002,0.000000004,0.329252902,0.943738807,0.030815428,0.000000000,0.365205615,0.050676838,5.185318704,0.009266650,68.644389510,0,973,920,53,0.270127707,245,0,0,0,0,0,2382,247,72629,141854,42460,0,0,670023
306,1624181120.961099863,1624181121.061111927,311,310,0,1,0,0,1,0.043597947,5.025830338,-14.122135137,0.034597102,0.042034855,0.003480610,0.998510890,3642,2323,0.637836354,0.064313741,0.038008628,0.027067256,0.246653339,68.460170851,3077,0.879089065,581.821688194,897.960417618,1225.174946058,0.215094612,0.189087321,0.000000585,0.000000940,0.000003349,0.115232498,-0.050962820,0.992030374,0.000000001,0.000000002,0.000000005,0.347349974,0.937692239,0.009014481,0.000000000,0.356025761,0.052338337,5.326438905,0.009384531,68.407974028,0,998,935,63,0.274025261,265,0,0,0,0,0,2379,265,73139,142852,42725,0,0,672402
307,1624181121.061097383,1624181121.161114216,312,311,0,1,0,0,1,0.058312473,5.320319423,-14.251250628,0.034951493,0.043707851,0.003564392,0.998426418,3592,2283,0.635579065,0.062907575,0.036894762,0.026307169,0.261635237,68.333293683,3011,0.875527137,576.197336254,879.611037462,1180.403834979,0.218570165,0.191364110,0.000000597,0.000000948,0.000003511,0.112641269,-0.035942171,0.992985451,0.000000002,0.000000002,0.000000004,0.393618244,0.919084229,0.018677720,0.000000000,0.347372519,0.051386134,5.438579792,0.009597154,68.704291866,0,969,915,54,0.269766147,257,0,0,0,0,0,2366,257,73619,143821,42982,0,0,674768
308,1624181121.161094904,1624181121.261069298,313,312,0,1,0,0,1,0.069892419,5.614671197,-14.432462530,0.030035536,0.044715324,0.003974729,0.998540239,3600,2312,0.642222222,0.064737483,0.038350268,0.025801643,0.239391318,70.892527411,3019,0.880283166,539.168568030,935.868821801,1182.537487429,0.202879916,0.178591775,0.000000598,0.000000915,0.000003631,0.109111079,-0.049585836,0.992792031,0.000000002,0.000000002,0.000000005,0.229259594,0.973322291,0.009151848,0.000000000,0.337100053,0.051974007,5.562211967,0.008964726,69.027157655,0,1063,1002,61,0.295277778,254,0,0,0,0,0,2283,254,74184,144884,43236,0,0,677051
309,1624181121.261092663,1624181121.361019850,314,313,0,1,0,0,1,0.078980449,5.917789581,-14.637915501,0.026873153,0.045537166,0.004507111,0.998590950,3566,2306,0.646662928,0.062743337,0.038235020,0.026443895,0.251056105,65.200012039,3028,0.882650264,536.319220162,916.042957235,1220.302821563,0.200668329,0.177119954,0.000000601,0.000000903,0.000003430,0.103669631,-0.049373160,0.993385574,0.000000002,0.000000002,0.000000005,0.344480782,0.938483197,0.024130484,0.000000000,0.328171699,0.051394448,5.714055028,0.009346355,68.709950847,0,1056,996,60,0.296130118,262,0,0,0,0,0,2248,262,74739,145940,43498,0,0,679299
310,1624181121.361090183,1624181121.461015463,315,314,0,1,0,0,1,0.096367576,6.224338426,-14.808289437,0.022741423,0.048037728,0.004231860,0.998577636,3524,2272,0.644721907,0.066591281,0.038107339,0.026094493,0.262382081,61.680092018,2949,0.880485337,529.447321670,895.695511932,1171.408425020,0.203904052,0.179534528,0.000000608,0.000000906,0.000003109,0.099816541,-0.053685835,0.993556485,0.000000001,0.000000002,0.000000005,0.188644943,0.982027093,0.005989451,0.000000000,0.319938955,0.050763921,5.844083709,0.009784569,68.309063075,0,1027,950,77,0.291430193,277,0,0,0,0,0,2220,277,75264,146967,43775,0,0,681519
311,1624181121.461087704,1624181121.561001301,316,315,0,1,0,0,1,0.112836233,6.526615759,-14.958996391,0.014430821,0.049630773,0.004457629,0.998653427,3641,2279,0.625926943,0.062469666,0.036499811,0.025331020,0.239807453,62.482058935,3075,0.874660880,553.464665342,930.953139552,1205.164400953,0.205780907,0.179988509,0.000000605,0.000000907,0.000003051,0.098264132,-0.035472775,0.994527950,0.000000001,0.000000002,0.000000005,0.132823468,0.991132546,0.003768642,0.000000000,0.310077197,0.050639615,5.932196166,0.009848657,67.943921899,0,1025,949,76,0.281516067,235,0,0,0,0,0,2381,235,75826,147992,44010,0,0,683900
312,1624181121.561085224,1624181121.660914183,317,316,0,1,0,0,1,0.132543800,6.833365230,-15.042909412,0.006622133,0.050721855,0.004796462,0.998679345,3540,2242,0.633333333,0.066251645,0.039811443,0.026622273,0.243987899,59.186286729,3007,0.878947806,539.900493044,917.532495454,1185.563063493,0.204275936,0.179547886,0.000000620,0.000000902,0.000002983,0.109845714,-0.026257259,0.993601769,0.000000002,0.000000002,0.000000005,0.107683675,0.993798962,0.027710093,0.000000000,0.300095620,0.052587030,6.012946643,0.009875535,67.127331925,0,1012,940,72,0.285875706,255,0,0,0,0,0,2272,256,76330,149004,44265,0,0,686172
313,1624181121.661082745,1624181121.760714293,318,317,0,1,0,0,1,0.147659564,7.129806884,-15.163526974,0.000710453,0.052941471,0.004991088,0.998584891,3538,2203,0.622668174,0.061766154,0.035932162,0.024901403,0.259940340,59.505466814,2930,0.873773027,559.823553279,900.950286748,1099.381128718,0.218667839,0.191066059,0.000000634,0.000000928,0.000003026,0.105458676,-0.020791285,0.994206312,0.000000002,0.000000002,0.000000006,0.172270330,0.985045026,0.003038140,0.000000000,0.292114618,0.048777070,6.111389287,0.009988699,66.366740132,0,1015,938,77,0.286885246,219,0,0,0,0,0,2303,220,76882,150019,44484,0,0,688475
