frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
283,1706584533.672596931,1706584533.772420406,324,323,0,0.013243174,0.019377543,1,0,1,0,0,1,0.071485926,0.053046327,0.015406684,-0.009400311,-0.000365084,-0.018077758,0.999792326,1166,820,0.703259005,0.020124123,0.011878737,0.008134769,0.042008547,93.918972098,922,0.920855786,21.459261688,322.925252958,504.644519971,0.025275062,0.023274687,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003811,0.000005433,0.000020789,0.957998036,-0.286313894,-0.016251700,0.000000011,0.000000026,0.000001138,0.983519780,-0.180508856,0.010266249,0.000000000,0.038152997,0.051363367,0.130944530,0.003704192,100.570274345,0,0.024361107,0.022321969,1.000000000,17,17,0,0.014579760,0,0,0,0,0,0,0,1149,0,4872,15824,146,0,0,0,326673
284,1706584533.772431135,1706584533.872278214,325,324,0,0.011452541,0.018307066,1,0,1,0,0,1,0.066785376,0.054399308,0.013777981,-0.009411385,-0.000529963,-0.017826566,0.999796659,1153,788,0.683434519,0.019139769,0.010508915,0.007428067,0.031185350,101.200062242,914,0.920302062,17.931410730,311.895463338,511.329210439,0.021317578,0.019618611,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003999,0.000005443,0.000023607,0.965546791,-0.259990925,-0.011140610,0.000000014,0.000000026,0.000001092,0.982249306,-0.186790167,0.017196910,0.000000000,0.037920415,0.051546085,0.127829079,0.004014146,100.316262193,0,0.024094083,0.022080593,1.000000000,12,12,0,0.010407632,0,0,0,0,0,0,0,1141,0,4872,15836,146,0,0,0,327814
285,1706584533.873089314,1706584533.972918510,326,325,0,0.012368347,0.019211066,1,0,1,0,0,1,0.066871474,0.051480345,0.013861060,-0.008608240,-0.000613366,-0.017805185,0.999804230,1167,801,0.686375321,0.019992056,0.011583245,0.007902591,0.033310866,111.405167022,931,0.923966301,20.689326100,317.868937245,521.654362581,0.024051409,0.022222692,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003721,0.000005374,0.000024611,0.962830036,-0.270072028,0.004407019,0.000000009,0.000000025,0.000001173,0.984335468,-0.175559386,0.016204554,0.000000000,0.037810768,0.046222749,0.128710201,0.003897146,101.297964420,0,0.024185267,0.022175004,1.000000000,13,12,1,0.011139674,0,0,0,0,0,0,0,1154,0,4875,15849,146,0,0,0,328968
286,1706584533.972929716,1706584534.072759151,327,326,0,0.014025754,0.020508761,1,0,1,0,0,1,0.069075155,0.049730701,0.015362439,-0.008927819,-0.000354552,-0.017948976,0.999798981,1116,744,0.666666667,0.019212298,0.010113578,0.007331139,0.032983596,100.712273282,900,0.914691438,20.057525621,307.910836764,495.253931578,0.024364653,0.022286140,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003986,0.000005519,0.000026320,0.965071594,-0.260958732,0.023180993,0.000000014,0.000000029,0.000001208,0.984017945,-0.176962435,0.019823716,0.000000000,0.037273152,0.042940747,0.125537779,0.003800682,101.732933272,0,0.023989324,0.021999667,1.000000000,18,16,2,0.016129032,0,0,0,0,0,0,0,1098,0,4880,15867,146,0,0,0,330066
287,1706584534.072782993,1706584534.172612190,328,327,0,0.008577908,0.013683115,1,0,1,0,0,1,0.083164016,0.047746294,0.015324411,-0.009069899,-0.000529265,-0.017781934,0.999800610,1131,779,0.688770999,0.019270411,0.011548547,0.008310557,0.038448332,96.764434884,909,0.917722621,21.004636514,309.991997029,503.213228878,0.025179080,0.023107411,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004020,0.000005680,0.000025265,0.970024359,-0.241772155,0.024473803,0.000000013,0.000000024,0.000001235,0.983186830,-0.181936424,0.015581856,0.000000000,0.037296857,0.042831919,0.131369109,0.004104956,101.285447195,0,0.024109059,0.022105054,1.000000000,19,17,2,0.016799293,0,0,0,0,0,0,0,1112,0,4883,15886,146,0,0,0,331178
288,1706584534.172624588,1706584534.272441626,329,328,0,0.013005636,0.019015742,1,0,1,0,0,1,0.097753739,0.044142222,0.013338479,-0.008678812,-0.000671351,-0.017948610,0.999801018,1130,744,0.658407080,0.019225729,0.010881178,0.007693292,0.033506687,110.250475912,900,0.915710318,17.381970185,299.710784668,507.046531205,0.021091059,0.019313300,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004009,0.000005904,0.000026391,0.969445505,-0.244222756,0.023036011,0.000000011,0.000000028,0.000001288,0.983692831,-0.179068501,0.016819219,0.000000000,0.036870923,0.043226423,0.144280557,0.004170578,102.249625574,0,0.023726035,0.021755156,1.000000000,13,11,2,0.011504425,0,0,0,0,0,0,0,1117,0,4886,15899,146,0,0,0,332295
289,1706584534.272454262,1706584534.372270107,330,329,0,0.009943918,0.014047931,1,0,1,0,0,1,0.099028486,0.044559655,0.011890794,-0.008163964,-0.000671039,-0.017818620,0.999807680,1141,765,0.670464505,0.018662189,0.010971068,0.007635685,0.029306614,110.161680315,891,0.916800381,18.818002299,307.234720122,490.816417311,0.023036740,0.021120092,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003877,0.000005959,0.000027801,0.967337307,-0.252617058,0.021051277,0.000000012,0.000000029,0.000001262,0.984856581,-0.172930931,0.012345378,0.000000000,0.036731071,0.044847108,0.140139571,0.004288181,101.991761189,0,0.023850351,0.021866906,1.000000000,18,18,0,0.015775635,0,0,0,0,0,0,0,1123,0,4889,15917,146,0,0,0,333418
290,1706584534.373079538,1706584534.471013546,331,330,0,0.013608624,0.019402778,1,0,1,0,0,1,0.094135345,0.043571487,0.008541913,-0.009043919,-0.000783646,-0.017896988,0.999798625,1120,759,0.677678571,0.019274978,0.011536592,0.008088708,0.033695830,101.828390198,865,0.912673852,17.634109082,293.919058724,477.909714344,0.022336844,0.020386253,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004030,0.000005996,0.000027599,0.969280603,-0.244416059,0.027493669,0.000000014,0.000000030,0.000001301,0.983993565,-0.176898023,0.021534937,0.000000000,0.036571754,0.044981583,0.141631899,0.004240485,101.784995523,0,0.023657521,0.021682814,1.000000000,3,3,0,0.002678571,0,0,0,0,0,0,0,1117,0,4889,15920,146,0,0,0,334535
291,1706584534.472922087,1706584534.569662809,332,331,0,0.013406683,0.020399471,1,0,1,0,0,1,0.083559462,0.049551270,0.013794834,-0.008899247,-0.000473698,-0.017974701,0.999798724,1138,782,0.687170475,0.020781935,0.011962376,0.008365896,0.026754749,119.853682054,906,0.917659288,17.488855406,317.013941132,496.896517990,0.021035446,0.019303372,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003879,0.000005896,0.000029014,0.967670610,-0.251808182,0.014360694,0.000000011,0.000000030,0.000001284,0.984381200,-0.175720175,0.010773703,0.000000000,0.035636334,0.046508500,0.142877038,0.004088325,102.989208311,0,0.023442508,0.021486002,1.000000000,11,11,0,0.009666081,0,0,0,0,0,0,0,1127,0,4890,15931,146,0,0,0,335662
292,1706584534.572770357,1706584534.672594786,333,332,0,0.011480160,0.017005037,1,0,1,0,0,1,0.080600772,0.050193489,0.014069299,-0.008395568,-0.000568312,-0.017918015,0.999804049,1175,768,0.653617021,0.018077253,0.011219251,0.007561671,0.038659772,97.822756388,910,0.908308096,20.169987591,305.703645209,500.686734398,0.024402316,0.022164822,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003892,0.000006098,0.000026019,0.966938978,-0.254987092,-0.003255154,0.000000011,0.000000032,0.000001332,0.984212427,-0.175553223,0.022515872,0.000000000,0.035527820,0.044017197,0.143326579,0.003844272,103.148400424,0,0.023457636,0.021486588,1.000000000,7,7,0,0.005957447,0,0,0,0,0,0,0,1168,0,4891,15938,146,0,0,0,336830
293,1706584534.672606468,1706584534.772436619,334,333,0,0.015216636,0.020600017,1,0,1,0,0,1,0.073173769,0.052225512,0.015001332,-0.008668560,-0.000772154,-0.018007264,0.999799979,1162,790,0.679862306,0.021815156,0.012296036,0.008991614,0.040693130,100.139019128,931,0.917702838,19.209886470,321.833539530,513.337915721,0.022483972,0.020633605,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003687,0.000005852,0.000023382,0.962145380,-0.271996489,-0.017151615,0.000000009,0.000000031,0.000001214,0.984937705,-0.172816373,0.005676115,0.000000000,0.035588297,0.049249947,0.146745325,0.003968568,103.134476135,0,0.023356066,0.021391253,1.000000000,9,9,0,0.007745267,0,0,0,0,0,0,0,1153,0,4892,15947,146,0,0,0,337983
294,1706584534.772447824,1706584534.872276783,335,334,0,0.019086040,0.030820272,1,0,1,0,0,1,0.082534139,0.047547352,0.011462006,-0.010359053,-0.000835400,-0.018158921,0.999781099,1148,758,0.660278746,0.020171517,0.010895803,0.007619104,0.040836082,95.796926529,915,0.910560629,21.650808777,309.376861118,502.135305415,0.025986283,0.023662086,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003786,0.000005652,0.000022689,0.963532491,-0.267546464,-0.004901872,0.000000011,0.000000026,0.000001305,0.982614190,-0.184777646,0.018071390,0.000000000,0.035819863,0.049534520,0.152215248,0.004046934,102.732766883,0,0.023599730,0.021605344,1.000000000,12,11,1,0.010452962,0,0,0,0,0,0,0,1136,0,4895,15959,146,0,0,0,339119
295,1706584534.873086691,1706584534.972925186,336,335,0,0.026833681,0.033286067,1,0,1,0,0,1,0.081797570,0.050618465,0.010936635,-0.009729364,-0.000826170,-0.018793302,0.999775709,1166,811,0.695540309,0.019740789,0.011246537,0.007717764,0.038634372,111.215972715,933,0.918720022,20.180040700,325.942451191,511.043288845,0.023542751,0.021629197,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003506,0.000005451,0.000022888,0.967430387,-0.252849686,0.012061635,0.000000008,0.000000025,0.000001143,0.983696889,-0.179694529,0.007092684,0.000000000,0.036251357,0.047259636,0.147719099,0.004855440,102.810439310,0,0.023630263,0.021639853,1.000000000,15,15,0,0.012864494,0,0,0,0,0,0,0,1151,0,4899,15974,146,0,0,0,340270
296,1706584534.972936869,1706584535.072775126,337,336,0,0.040480407,0.060400011,1,0,1,0,0,1,0.101070502,0.044340926,0.012174337,-0.008509955,-0.001378317,-0.019241610,0.999777696,1145,759,0.662882096,0.018325399,0.010490603,0.007828613,0.034333514,98.526189591,906,0.919496687,20.927077898,314.716419101,497.420501212,0.025120613,0.023098320,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003870,0.000005764,0.000024341,0.968952768,-0.247245749,-0.000270742,0.000000013,0.000000030,0.000001224,0.985111130,-0.171518517,0.011724343,0.000000000,0.036488634,0.048562950,0.164849097,0.005624048,102.063949685,0,0.023758558,0.021767038,1.000000000,13,13,0,0.011353712,0,0,0,0,0,0,0,1132,0,4903,15987,146,0,0,0,341402
297,1706584535.072786093,1706584535.172613859,338,337,0,0.047571183,0.079193871,1,0,1,0,0,1,0.110967342,0.045108829,0.015812404,-0.007409296,-0.000110847,-0.019659282,0.999779277,1158,789,0.681347150,0.019637208,0.012143231,0.008299070,0.038461153,103.903490394,901,0.923025105,17.959110361,322.676936871,491.009572673,0.021594667,0.019932420,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003763,0.000005187,0.000023623,0.965420729,-0.260063823,-0.018155563,0.000000009,0.000000022,0.000001139,0.983590421,-0.180121059,0.010309651,0.000000000,0.036868273,0.045471702,0.156469490,0.006304545,101.798253207,0,0.023750532,0.021771698,1.000000000,21,21,0,0.018134715,0,0,0,0,0,0,0,1137,0,4904,16008,146,0,0,0,342539
298,1706584535.172626257,1706584535.272460699,339,338,0,0.074437833,0.126262086,1,0,1,0,0,1,0.140238492,0.037611040,0.013109223,-0.006122029,0.000922189,-0.020962067,0.999761102,1172,780,0.665529010,0.018805392,0.011031272,0.007762231,0.044626453,84.934938786,938,0.913813826,23.548649802,317.157374415,516.451344590,0.027472960,0.025105170,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004051,0.000005532,0.000022008,0.968975863,-0.247028557,-0.007916360,0.000000014,0.000000026,0.000001227,0.985170189,-0.169853264,0.024281022,0.000000000,0.037483961,0.046011033,0.176492802,0.008869256,100.586805054,0,0.023971425,0.021973102,1.000000000,12,11,1,0.010238908,0,0,0,0,0,0,0,1160,0,4904,16020,146,0,0,0,343699
299,1706584535.272471905,1706584535.371716022,340,339,0,0.078877847,0.121672976,1,0,1,0,0,1,0.173208021,0.034942773,0.016702949,-0.003279281,0.002726123,-0.022913465,0.999728357,1135,769,0.677533040,0.019462508,0.011849959,0.008525165,0.038249846,101.708750627,855,0.921097792,19.103432799,285.715781791,482.719397312,0.024257138,0.022343196,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003857,0.000005820,0.000022300,0.965609880,-0.258676873,-0.026150243,0.000000010,0.000000029,0.000001269,0.986640769,-0.162056363,0.016665190,0.000000000,0.037035267,0.042971448,0.201696328,0.012750959,101.311451653,0,0.023918995,0.021924615,1.000000000,21,17,4,0.018502203,0,0,0,0,0,0,0,1114,0,4910,16041,146,0,0,0,344813
300,1706584535.372713566,1706584535.472538233,341,340,0,0.107544814,0.145849019,1,0,1,0,0,1,0.204888377,0.031979431,0.013446054,-0.005622297,0.002000467,-0.026608310,0.999628124,1128,737,0.653368794,0.018843478,0.011285160,0.008014185,0.031992674,98.346243720,864,0.907652155,18.403787019,285.751103367,480.056571560,0.023467888,0.021300679,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004081,0.000005956,0.000024569,0.963961570,-0.265037046,-0.023096649,0.000000014,0.000000029,0.000001324,0.986584336,-0.161345523,0.024879120,0.000000000,0.036572895,0.043825159,0.226743179,0.019976520,101.419565050,0,0.023856754,0.021860401,1.000000000,23,21,2,0.020390071,0,0,0,0,0,0,0,1105,0,4913,16064,146,0,0,0,345918
301,1706584535.472550869,1706584535.572381496,342,341,0,0.109630412,0.127924441,1,0,1,0,0,1,0.229535617,0.029425631,0.009186907,-0.007954931,0.003078236,-0.029664795,0.999523508,1202,824,0.685524126,0.019396796,0.011766511,0.007982553,0.035596070,103.748238388,927,0.917885701,21.346579694,306.199079642,523.334385428,0.025087649,0.023027594,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003898,0.000005813,0.000024175,0.962043724,-0.272786581,0.007704240,0.000000011,0.000000029,0.000001157,0.987970093,-0.153654672,0.017473901,0.000000000,0.036477219,0.042421669,0.243166700,0.026108635,101.633236997,0,0.023979396,0.021976104,1.000000000,14,13,1,0.011647255,0,0,0,0,0,0,0,1188,0,4915,16078,146,0,0,0,347106
302,1706584535.572393179,1706584535.671993017,343,342,0,0.106952151,0.132640720,1,0,1,0,0,1,0.283125795,0.014554224,0.004196864,-0.006744371,0.004469601,-0.032916602,0.999425352,1183,789,0.666948436,0.021644041,0.013474451,0.009279185,0.038857037,104.707562726,902,0.912669115,17.517091438,308.341421427,497.369029035,0.021278554,0.019420279,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003585,0.000005473,0.000023316,0.963098597,-0.269132325,-0.002980465,0.000000009,0.000000021,0.000001270,0.986628241,-0.160868514,0.026192272,0.000000000,0.036107034,0.048523375,0.294373135,0.032275828,102.347261350,0,0.023619133,0.021647496,1.000000000,30,30,0,0.025359256,0,0,0,0,0,0,0,1153,0,4917,16108,146,0,0,0,348259
303,1706584535.673029661,1706584535.770652056,344,343,0,0.094000973,0.123698657,1,0,1,0,0,1,0.315152461,0.014816257,0.004608598,-0.005126671,0.005317877,-0.036406974,0.999309747,1160,793,0.683620690,0.022617842,0.014136807,0.010242231,0.048570768,99.590417841,913,0.915406903,25.768410844,305.295325849,504.702766036,0.030832069,0.028223889,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003525,0.000005412,0.000020992,0.965779982,-0.259352888,0.002259499,0.000000008,0.000000024,0.000001200,0.988934077,-0.146866384,0.020968006,0.000000000,0.036435145,0.058608280,0.321248095,0.038751104,102.630833637,0,0.023896983,0.021894956,1.000000000,30,30,0,0.025862069,0,0,0,0,0,0,0,1130,0,4921,16138,146,0,0,0,349389
304,1706584535.772862911,1706584535.869320154,345,344,0,0.083919958,0.105371532,1,0,1,0,0,1,0.353651596,0.006307147,0.007104564,-0.006330484,0.005140717,-0.039074435,0.999203026,1189,746,0.627417998,0.021169710,0.011474031,0.008235392,0.042600528,98.353476337,933,0.898544688,21.099177270,318.249920692,498.993096117,0.025167739,0.022614338,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003802,0.000005669,0.000021337,0.962613038,-0.270758870,0.008110045,0.000000010,0.000000029,0.000001323,0.990708517,-0.134414848,0.020719161,0.000000000,0.037005904,0.060052990,0.357833872,0.044056650,102.488504342,0,0.024089492,0.022044743,1.000000000,16,16,0,0.013456686,0,0,0,0,0,0,0,1173,0,4925,16154,146,0,0,0,350562
305,1706584535.872703791,1706584535.972525597,346,345,0,0.091720990,0.131109311,1,0,1,0,0,1,0.390719836,0.001462223,0.005719608,-0.003561020,0.005359298,-0.042220118,0.999087613,1239,823,0.664245359,0.021452013,0.012700256,0.008372239,0.048019124,93.389379939,949,0.919134918,26.179855038,327.622900279,518.456281575,0.030013854,0.027586781,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003816,0.000005533,0.000019874,0.956446797,-0.291779196,-0.008627026,0.000000010,0.000000025,0.000001171,0.990297133,-0.137316791,0.021346841,0.000000000,0.037741317,0.062487849,0.392053744,0.050036204,101.587714988,0,0.024387614,0.022312947,1.000000000,21,21,0,0.016949153,0,0,0,0,0,0,0,1218,0,4931,16175,146,0,0,0,351780
306,1706584535.972537279,1706584536.072359085,347,346,0,0.092101142,0.110920548,1,0,1,0,0,1,0.427750008,-0.002652729,0.008941626,-0.004820088,0.005282969,-0.044613175,0.998978739,1210,780,0.644628099,0.022086942,0.013067736,0.009204444,0.041292233,99.966541680,948,0.909743610,19.288813764,336.905706342,506.242422206,0.022365477,0.020346850,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003840,0.000005506,0.000020959,0.960345305,-0.278603529,0.010815248,0.000000010,0.000000024,0.000001288,0.991584640,-0.126056875,0.029488390,0.000000000,0.038156748,0.065951851,0.415222931,0.054501700,101.550428408,0,0.024287655,0.022215983,1.000000000,21,19,2,0.017355372,0,0,0,0,0,0,0,1189,0,4935,16196,146,0,0,0,352969
307,1706584536.072770357,1706584536.172593355,348,347,0,0.080148877,0.089509658,1,0,1,0,0,1,0.465245476,-0.006163321,0.009642341,-0.007283160,0.006935045,-0.047242668,0.998832814,1221,809,0.662571663,0.021179588,0.012811724,0.009276254,0.040798145,108.323521420,925,0.911662635,23.072733992,326.478467326,493.736736202,0.027360446,0.024943496,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003646,0.000005164,0.000021505,0.961974870,-0.272508882,0.018527238,0.000000008,0.000000022,0.000001128,0.991582852,-0.127043991,0.024965402,0.000000000,0.038274239,0.066190670,0.437729968,0.059486230,102.128382734,0,0.024396723,0.022307787,1.000000000,28,26,2,0.022932023,0,0,0,0,0,0,0,1193,0,4938,16224,146,0,0,0,354162
308,1706584536.172604799,1706584536.272435904,349,348,0,0.062082993,0.078213673,1,0,1,0,0,1,0.481822372,-0.013275694,0.007518370,-0.004410110,0.006728361,-0.049053999,0.998763728,1233,799,0.648012976,0.021419156,0.012976138,0.009441293,0.042074993,94.624964919,939,0.912274242,21.892788163,329.158294298,505.574430381,0.025557012,0.023315003,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003758,0.000005417,0.000021256,0.959148266,-0.282732224,0.009853613,0.000000010,0.000000025,0.000001260,0.993528814,-0.109966278,0.028423828,0.000000000,0.038702654,0.066436008,0.453919278,0.062813817,101.347107185,0,0.024620021,0.022507872,1.000000000,17,17,0,0.013787510,0,0,0,0,0,0,0,1216,0,4938,16241,146,0,0,0,355378
309,1706584536.272447586,1706584536.372277260,350,349,0,0.079708111,0.099958285,1,0,1,0,0,1,0.513104587,-0.016326801,0.010808555,-0.005892641,0.005429765,-0.051730679,0.998628926,1247,832,0.667201283,0.020515189,0.011820597,0.008867162,0.040775789,99.196851920,962,0.915632005,21.648680747,339.522004128,519.667303786,0.024577370,0.022503826,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003869,0.000005526,0.000021209,0.963596260,-0.267218281,0.008754352,0.000000010,0.000000024,0.000001164,0.993092475,-0.114194707,0.026961172,0.000000000,0.039276113,0.063763858,0.479510494,0.068022373,100.798865765,0,0.024697052,0.022577059,1.000000000,21,20,1,0.016840417,0,0,0,0,0,0,0,1226,0,4941,16262,146,0,0,0,356604
310,1706584536.373088360,1706584536.472919703,351,350,0,0.087230573,0.121007065,1,0,1,0,0,1,0.542003357,-0.021007862,0.014301912,-0.006507229,0.004563953,-0.054593581,0.998477024,1316,845,0.642097264,0.021420130,0.011885564,0.008867851,0.042826380,110.930305720,1010,0.908297824,25.165742918,341.041396850,551.173662109,0.027432167,0.024916577,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003607,0.000005290,0.000020506,0.960792909,-0.277092519,0.009834684,0.000000007,0.000000020,0.000001215,0.993605552,-0.110803701,0.021692112,0.000000000,0.039732641,0.063319892,0.495757297,0.073588796,101.253961541,0,0.024951818,0.022803575,1.000000000,41,40,1,0.031155015,0,0,0,0,0,0,0,1275,0,4947,16303,146,0,0,0,357879
311,1706584536.472932100,1706584536.572532415,352,351,0,0.088859167,0.132322890,1,0,1,0,0,1,0.581874338,-0.030039261,0.015984640,-0.006216246,0.004395484,-0.057358959,0.998324590,1286,836,0.650077760,0.021876440,0.014234315,0.009404250,0.032974057,123.115555828,1000,0.911915536,20.936180845,353.144933741,537.834420950,0.022958465,0.020936181,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003561,0.000005122,0.000022533,0.962867573,-0.269935579,0.004562916,0.000000008,0.000000019,0.000001203,0.993373952,-0.110942823,0.029998020,0.000000000,0.040043606,0.064930335,0.533632973,0.079009156,101.417055230,0,0.025047969,0.022885216,1.000000000,29,27,2,0.022550544,0,0,0,0,0,0,0,1257,0,4951,16332,146,0,0,0,359136
312,1706584536.572757006,1706584536.671114922,353,352,0,0.107413625,0.136199025,1,0,1,0,0,1,0.630455855,-0.038034529,0.013285892,-0.005366993,0.002211412,-0.061186724,0.998109458,1296,828,0.638888889,0.020346224,0.012701629,0.008633458,0.047033012,105.767495197,1018,0.911287096,26.111323441,349.461804118,552.117135876,0.028146596,0.025649630,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003449,0.000005268,0.000020451,0.960902506,-0.276382654,0.016703390,0.000000007,0.000000021,0.000001254,0.995112675,-0.096626162,0.020350630,0.000000000,0.040462268,0.058816824,0.575185741,0.086470861,101.814292170,0,0.025235183,0.023059456,1.000000000,34,28,6,0.026234568,0,0,0,0,0,0,0,1262,0,4960,16366,146,0,0,0,360398
313,1706584536.672586441,1706584536.772409201,354,353,0,0.082845077,0.114090368,1,0,1,0,0,1,0.695933041,-0.054326894,0.007325903,-0.003501090,0.000391660,-0.063938113,0.997947647,1313,856,0.651942117,0.023185035,0.013130075,0.009490467,0.053210716,98.855379858,1065,0.914289332,26.823297101,365.104138854,581.790702557,0.027547291,0.025186194,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003505,0.000005175,0.000018156,0.959954985,-0.279688354,0.016150906,0.000000007,0.000000021,0.000001169,0.996085553,-0.087339179,0.013617597,0.000000000,0.041088147,0.063531600,0.631875522,0.091664852,101.750110207,0,0.025488349,0.023287085,1.000000000,28,26,2,0.021325209,0,0,0,0,0,0,0,1285,0,4962,16394,146,0,0,0,361683
314,1706584536.772421360,1706584536.872262955,355,354,0,0.138864119,0.160309032,1,0,1,0,0,1,0.764804329,-0.066961246,0.007597914,-0.003525656,-0.004173129,-0.067513901,0.997703377,1382,900,0.651230101,0.021234685,0.011917534,0.008678641,0.040562378,124.288601981,1069,0.911593290,23.348742436,368.306865509,582.837618988,0.023959882,0.021841667,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003446,0.000004867,0.000018935,0.960367910,-0.278701132,0.004376690,0.000000006,0.000000020,0.000001120,0.996583491,-0.082296457,0.006974194,0.000000000,0.041074462,0.063391554,0.698695022,0.097533111,103.174693979,0,0.025387029,0.023196064,1.000000000,32,32,0,0.023154848,0,0,0,0,0,0,0,1350,0,4963,16426,146,0,0,0,363033
315,1706584536.873074293,1706584536.971727848,356,355,0,0.079318228,0.119103617,1,0,1,0,0,1,0.823614090,-0.079113100,0.005002635,-0.004107629,-0.005287861,-0.070643072,0.997479184,1390,868,0.624460432,0.021514253,0.013313438,0.009343362,0.045999641,111.029739692,1094,0.903963266,26.761271960,389.079744674,573.094796103,0.027060676,0.024461857,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003427,0.000004925,0.000018728,0.959786600,-0.280722844,-0.002089756,0.000000007,0.000000021,0.000001142,0.996939217,-0.077695257,0.008697370,0.000000000,0.041442726,0.062682625,0.738495911,0.102904781,103.165382328,0,0.025562926,0.023337697,1.000000000,29,27,2,0.020863309,0,0,0,0,0,0,0,1361,0,4968,16455,146,0,0,0,364394
316,1706584536.972913265,1706584537.070409775,357,356,0,0.080350137,0.094106884,1,0,1,0,0,1,0.883175323,-0.089043184,0.014741315,-0.004369943,-0.004703585,-0.073441865,0.997278834,1400,933,0.666428571,0.021200343,0.012747207,0.009106450,0.059502105,98.963896198,1094,0.908825523,29.304234271,381.306774232,583.644113456,0.029473556,0.026786320,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003394,0.000004797,0.000016052,0.959485160,-0.281435172,-0.013508241,0.000000006,0.000000019,0.000001058,0.997076018,-0.076233326,0.005281546,0.000000000,0.042701155,0.056077168,0.789087276,0.107660527,103.187267659,0,0.025780573,0.023522097,1.000000000,20,20,0,0.014285714,0,0,0,0,0,0,0,1380,0,4970,16475,146,0,0,0,365774
