frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
822,1706584587.572596550,1706584587.672426224,863,862,0,0.186005779,0.230422440,0,1,0,0,1,40.358688910,-9.664800533,-0.184601894,-0.029004361,-0.006585994,-0.176465826,0.983857299,1321,414,0.313398940,0.033882483,0.025839401,0.017992858,0.228922783,48.450749959,1011,0.854469903,57.749510738,327.632313643,478.487247759,0.066849842,0.057121178,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007085,0.000009392,0.000010093,-0.783783857,0.616407369,0.075662547,0.000000018,0.000000031,0.000002146,0.998470235,0.055052049,0.005144151,0.000000000,0.281353218,0.061315502,1.493683658,0.196827095,53.221618185,0,65,55,10,0.049205148,0,0,0,0,0,0,1256,0,10402,42224,0,0,0,954724
823,1706584587.672438860,1706584587.772258759,864,863,0,0.185404745,0.258620259,0,1,0,0,1,40.439139663,-9.693064048,-0.179908158,-0.023376465,-0.005227702,-0.182329611,0.982945637,1297,410,0.316114109,0.039141586,0.028052766,0.018778526,0.223449634,47.229467837,1008,0.848852333,57.989192466,327.909235690,469.744723201,0.067772637,0.057528961,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006888,0.000009482,0.000010812,0.716613645,-0.686460652,-0.123436854,0.000000021,0.000000033,0.000002067,0.997421109,0.071640588,0.004331028,0.000000000,0.279710357,0.060857099,1.513344374,0.199116446,52.813154101,0,70,60,10,0.053970702,0,0,0,0,0,0,1227,0,10427,42294,0,0,0,955951
824,1706584587.773068666,1706584587.872905493,865,864,0,0.176823379,0.273644721,0,1,0,0,1,40.512263657,-9.727855220,-0.177342681,-0.023075943,-0.006885816,-0.189136048,0.981655562,1256,351,0.279458599,0.032073293,0.022791013,0.014317043,0.222106738,53.056408475,935,0.842451041,58.003679416,300.563082702,429.124961616,0.073637538,0.062036021,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007690,0.000009931,0.000012124,0.756745188,-0.653183110,0.026240143,0.000000019,0.000000032,0.000002576,0.996130444,0.087734376,0.005178517,0.000000000,0.279066526,0.068031839,1.532699083,0.204012981,53.081953303,0,84,51,33,0.066878981,0,0,0,0,0,0,1172,0,10463,42378,0,0,0,957123
825,1706584587.872917414,1706584587.971896172,866,865,0,0.221156576,0.300890579,0,1,0,0,1,40.580755760,-9.753173943,-0.173384894,-0.026896670,-0.010512290,-0.196505106,0.980077448,1184,380,0.320945946,0.031978138,0.022865330,0.015485477,0.270459685,46.522054996,912,0.855007696,60.522840610,292.629837362,426.614341198,0.077616569,0.066362764,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000008259,0.000009628,0.000011333,0.685353956,-0.728209598,-0.000858117,0.000000021,0.000000045,0.000002446,0.995051234,0.099310143,-0.003246132,0.000000000,0.278712769,0.075326342,1.528532608,0.215255851,53.032143158,0,46,34,12,0.038851351,0,0,0,0,0,0,1138,0,10481,42424,0,0,0,958261
826,1706584587.972756863,1706584588.070525169,867,866,0,0.174687583,0.231760223,0,1,0,0,1,40.649319489,-9.786496420,-0.166370108,-0.028076026,-0.012601346,-0.202246068,0.978851097,1151,341,0.296264118,0.033781703,0.024541713,0.017489649,0.210740847,53.044951914,909,0.851254449,51.212326353,299.083100618,423.494867591,0.066183728,0.056339193,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007988,0.000009840,0.000012598,0.786071474,-0.617781764,0.020912434,0.000000022,0.000000032,0.000002737,0.992774136,0.119723367,-0.008113626,0.000000000,0.278004288,0.077985319,1.526151140,0.216337332,52.841409330,0,36,34,2,0.031277150,0,0,0,0,0,0,1115,0,10485,42460,0,0,0,959376
827,1706584588.072586536,1706584588.169063568,868,867,0,0.202284730,0.265468038,0,1,0,0,1,40.712456990,-9.830256441,-0.165165651,-0.022338787,-0.015838461,-0.205986909,0.978171516,1114,344,0.308797127,0.033534708,0.026029268,0.016809914,0.239510604,44.734163465,859,0.845516010,50.068436299,268.128397778,408.101418504,0.068936468,0.058286887,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000008340,0.000009729,0.000012505,0.809742797,-0.585020829,0.045466831,0.000000025,0.000000040,0.000002653,0.992866784,0.119193358,-0.002914150,0.000000000,0.277688824,0.079866657,1.526988505,0.214325342,52.441078581,0,44,37,7,0.039497307,0,0,0,0,0,0,1070,0,10497,42504,0,0,0,960446
828,1706584588.172418833,1706584588.272238016,869,868,0,0.248670341,0.315176254,0,1,0,0,1,40.778497446,-9.878883749,-0.170085774,-0.014432607,-0.023589592,-0.204948205,0.978382065,1114,355,0.318671454,0.033498946,0.023849661,0.017578627,0.265151649,43.163351850,853,0.855994669,47.828019881,269.789895424,412.545537609,0.065503169,0.056070363,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000008029,0.000009849,0.000012000,0.727414933,-0.686116352,-0.010576676,0.000000026,0.000000038,0.000002412,0.992200029,0.122757312,-0.021673599,0.000000000,0.275752866,0.082103007,1.522855528,0.203249745,51.796078380,0,53,45,8,0.047576302,0,0,0,0,0,0,1061,0,10512,42557,0,0,0,961507
829,1706584588.273047686,1706584588.372886181,870,869,0,0.077927765,0.170983306,0,1,0,0,1,40.846898155,-9.915044656,-0.160763202,-0.011803888,-0.026154133,-0.204294371,0.978488855,1162,377,0.324440620,0.030078368,0.022183188,0.014815491,0.177715261,49.337661560,890,0.852101892,41.730391069,286.415273682,430.225019080,0.055026377,0.046888080,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007212,0.000010247,0.000012985,0.778297619,-0.624018055,-0.069672689,0.000000024,0.000000035,0.000002505,0.990993645,0.129453015,-0.034256574,0.000000000,0.270826950,0.089940376,1.517295741,0.194779172,51.671657989,0,29,26,3,0.024956971,0,0,0,0,0,0,1133,0,10518,42586,0,0,0,962640
830,1706584588.372898340,1706584588.472109795,871,870,0,0.087505901,0.141257404,0,1,0,0,1,40.916011539,-9.943038984,-0.161578150,-0.013109197,-0.028211357,-0.202055760,0.978879839,1175,351,0.298723404,0.032914274,0.022734326,0.016440044,0.249837615,45.809186396,870,0.849540391,45.763604327,274.558756558,418.777779056,0.061918003,0.052601844,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007762,0.000010054,0.000012739,0.722317140,-0.691018244,0.027417779,0.000000025,0.000000038,0.000002376,0.992776721,0.113867929,-0.037795207,0.000000000,0.267918944,0.086415328,1.504210928,0.190783003,51.302568907,0,50,43,7,0.042553191,0,0,0,0,0,0,1125,0,10535,42636,0,0,0,963765
831,1706584588.472745895,1706584588.571211100,872,871,0,0.079336245,0.131608531,0,1,0,0,1,40.986181255,-9.978088688,-0.159665739,-0.010679064,-0.027360534,-0.201409235,0.979066739,1177,391,0.332200510,0.030454048,0.020202652,0.014648633,0.209169621,48.749233064,887,0.868604652,41.936489452,296.156521058,432.359315473,0.054430999,0.047279019,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007697,0.000009693,0.000012502,0.816502446,-0.577327300,0.004116371,0.000000022,0.000000039,0.000002455,0.993340737,0.112231420,-0.026043986,0.000000000,0.262733885,0.092423456,1.499192050,0.180777642,50.991167359,0,45,39,6,0.038232795,0,0,0,0,0,0,1132,0,10552,42681,0,0,0,964897
832,1706584588.572595119,1706584588.672422647,873,872,0,0.182916360,0.242558186,0,1,0,0,1,41.060725541,-10.007168080,-0.150458941,-0.014974582,-0.023889685,-0.204000643,0.978564654,1143,358,0.313210849,0.031512548,0.024415030,0.016654786,0.216318929,48.097551522,860,0.850582428,47.743033795,277.043566493,406.714287432,0.065267226,0.055515156,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007526,0.000009632,0.000013453,0.716995701,-0.692062787,-0.083464147,0.000000028,0.000000032,0.000002771,0.992351978,0.119472162,-0.031047612,0.000000000,0.258981398,0.095778934,1.504064868,0.177776450,50.819542261,0,36,35,1,0.031496063,0,0,0,0,0,0,1107,0,10559,42717,0,0,0,966004
833,1706584588.672434807,1706584588.772273540,874,873,0,0.124145621,0.185437054,0,1,0,0,1,41.137035975,-10.042260941,-0.144224469,-0.016572722,-0.022689882,-0.205469457,0.978260097,1132,361,0.318904594,0.032502123,0.021626010,0.015804572,0.227954349,46.075629956,867,0.856748866,49.087393940,280.723551691,412.990321203,0.066084155,0.056617525,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007759,0.000009794,0.000012856,0.749005870,-0.654260205,-0.104564770,0.000000024,0.000000041,0.000002542,0.991187276,0.130518866,-0.022640881,0.000000000,0.254869540,0.094213510,1.520193153,0.172400052,50.561436234,0,46,41,5,0.040636042,0,0,0,0,0,0,1086,0,10569,42763,0,0,0,967090
834,1706584588.773083925,1706584588.872919083,875,874,0,0.139133767,0.199296720,0,1,0,0,1,41.221063115,-10.083411815,-0.143563014,-0.015022412,-0.019859393,-0.208422698,0.977721796,1128,348,0.308510638,0.034197647,0.023077872,0.016565257,0.193821147,49.217852262,854,0.843066647,45.578863533,281.167801967,393.232250886,0.063305831,0.053371035,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007422,0.000010053,0.000013555,0.828314892,-0.559419094,0.030736265,0.000000024,0.000000034,0.000002470,0.990308197,0.136919757,-0.023294942,0.000000000,0.248310681,0.092537743,1.546868763,0.167663490,50.085397507,0,39,36,3,0.034574468,0,0,0,0,0,0,1089,0,10579,42802,0,0,0,968179
835,1706584588.872931480,1706584588.972757339,876,875,0,0.087105867,0.145278408,0,1,0,0,1,41.295951144,-10.112490998,-0.142344639,-0.015581086,-0.017004830,-0.208458685,0.977759194,1149,357,0.310704961,0.030442511,0.021022789,0.013630088,0.192509694,47.437267179,864,0.850633825,43.543255745,284.878803244,406.525566040,0.059246747,0.050397287,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007795,0.000010367,0.000014021,0.808400357,-0.585550553,-0.060161559,0.000000029,0.000000051,0.000002618,0.992375283,0.123056734,-0.006952485,0.000000000,0.239522023,0.094318622,1.559428878,0.154683025,49.689429989,0,68,35,33,0.059181897,0,0,0,0,0,0,1081,0,10620,42870,0,0,0,969260
836,1706584588.972769976,1706584589.072601557,877,876,0,0.083628547,0.152141385,0,1,0,0,1,41.379449391,-10.137310731,-0.133690187,-0.018163290,-0.014513704,-0.207218872,0.978018296,1153,360,0.312228968,0.031625872,0.022235950,0.014837467,0.222628944,47.670127875,854,0.856324573,49.684979113,272.713587571,408.902618762,0.067940515,0.058179132,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007547,0.000009883,0.000013516,0.735552940,-0.675263324,-0.054601431,0.000000025,0.000000042,0.000002392,0.991244223,0.131919537,-0.005667943,0.000000000,0.236131354,0.090800858,1.568084173,0.146271185,49.015601388,0,70,37,33,0.060711188,0,0,0,0,0,0,1083,0,10661,42940,0,0,0,970343
837,1706584589.072613478,1706584589.172435999,878,877,0,0.069712827,0.119271250,0,1,0,0,1,41.458118032,-10.173625369,-0.130417680,-0.018278793,-0.015354734,-0.204308669,0.978615392,1170,366,0.312820513,0.031659797,0.019384165,0.014275568,0.229190194,47.578362807,904,0.855252114,54.008998929,290.475992939,428.662919355,0.069855972,0.059744468,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007670,0.000009667,0.000012530,0.768964177,-0.638553329,-0.030720368,0.000000022,0.000000044,0.000002417,0.992232100,0.124057095,-0.009235637,0.000000000,0.232522939,0.070534498,1.581247705,0.138770453,48.616981243,0,68,42,26,0.058119658,0,0,0,0,0,0,1102,0,10698,43008,0,0,0,971445
838,1706584589.172448158,1706584589.271524906,879,878,0,0.157232905,0.220031429,0,1,0,0,1,41.534389533,-10.205131059,-0.123509335,-0.015471358,-0.018434171,-0.198995364,0.979704886,1163,370,0.318142734,0.032138141,0.020516059,0.014900315,0.226076404,49.639478099,885,0.850125630,53.267123583,282.549240929,416.544818149,0.070799936,0.060188840,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007848,0.000009292,0.000012576,0.768670401,-0.635595719,-0.071860259,0.000000022,0.000000051,0.000002461,0.994515361,0.102511182,-0.020752196,0.000000000,0.228714724,0.065692033,1.563274473,0.137049413,48.381577540,0,50,37,13,0.042992261,0,0,0,0,0,0,1113,0,10717,43058,0,0,0,972558
839,1706584589.273085356,1706584589.370098829,880,879,0,0.162050080,0.205155380,0,1,0,0,1,41.608473310,-10.233666229,-0.117273232,-0.016363051,-0.019672758,-0.191584244,0.981142554,1191,389,0.326616289,0.031211627,0.021954535,0.014742179,0.216106338,45.476377093,899,0.855281724,48.483585569,298.164746744,422.249937608,0.063055917,0.053930573,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007781,0.000009324,0.000012539,0.793162538,-0.608522430,0.024364740,0.000000027,0.000000040,0.000002264,0.995118051,0.098645238,-0.003030044,0.000000000,0.226098164,0.059409428,1.551787803,0.142648545,47.921323727,0,46,34,12,0.038623006,0,0,0,0,0,0,1145,0,10732,43104,0,0,0,973703
840,1706584589.372929811,1706584589.472758055,881,880,0,0.190409642,0.224912307,0,1,0,0,1,41.691366119,-10.259623397,-0.123190904,-0.019148685,-0.018134727,-0.183570139,0.982652768,1244,401,0.322347267,0.035109848,0.022367749,0.015778447,0.214766453,46.926801685,934,0.856315742,61.609004012,307.942663794,430.247234908,0.077030618,0.065962531,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007371,0.000009258,0.000012180,0.795574612,-0.605493378,0.020947678,0.000000022,0.000000036,0.000002231,0.996518159,0.081892534,-0.015657983,0.000000000,0.224672460,0.060211701,1.553032237,0.146822435,47.742999014,0,50,45,5,0.040192926,0,0,0,0,0,0,1194,0,10749,43154,0,0,0,974897
841,1706584589.472769499,1706584589.572585106,882,881,0,0.163739595,0.240852017,0,1,0,0,1,41.751590561,-10.283251102,-0.121390655,-0.020093360,-0.019111815,-0.175797735,0.984035646,1295,424,0.327413127,0.032621074,0.023166582,0.014383023,0.243478887,49.318622126,979,0.852256914,56.562689535,321.685588189,456.111240742,0.067791747,0.057775985,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007109,0.000008750,0.000011248,0.709041723,-0.703816609,-0.043612100,0.000000018,0.000000034,0.000002033,0.998235886,0.057068092,-0.016381366,0.000000000,0.223995789,0.060218881,1.533203345,0.149884994,47.876765006,0,61,59,2,0.047104247,0,0,0,0,0,0,1234,0,10756,43215,0,0,0,976131
842,1706584589.572609425,1706584589.672431946,883,882,0,0.147454431,0.226389036,0,1,0,0,1,41.818268499,-10.306237198,-0.125671560,-0.019934058,-0.017524135,-0.168890516,0.985277388,1398,442,0.316165951,0.034489746,0.026354394,0.016616204,0.262194424,48.031189559,1068,0.843129600,66.740598960,343.445966418,490.275847239,0.074118140,0.062491198,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006832,0.000008585,0.000010450,0.442533005,-0.896633000,0.014621981,0.000000019,0.000000032,0.000002048,0.998781326,0.045696087,-0.018647544,0.000000000,0.225659371,0.060842966,1.518461795,0.151790752,47.855786986,0,65,62,3,0.046494993,0,0,0,0,0,0,1333,0,10772,43280,0,0,0,977464
843,1706584589.672444344,1706584589.772221327,884,883,0,0.173579344,0.233227221,0,1,0,0,1,41.884556917,-10.331501190,-0.118002375,-0.021864046,-0.019436179,-0.161617739,0.986419741,1400,454,0.324285714,0.032892014,0.022694220,0.015487583,0.260094622,44.506328185,1086,0.848049715,71.116258415,339.272444364,510.593287657,0.077217860,0.065484584,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006335,0.000008255,0.000009482,0.560620780,-0.820906131,-0.108708161,0.000000019,0.000000028,0.000002165,0.999383160,0.031709756,-0.015092760,0.000000000,0.227491620,0.041703418,1.508795428,0.152870286,47.719630004,0,61,49,12,0.043571429,0,0,0,0,0,0,1339,0,10795,43341,0,0,0,978803
844,1706584589.773081541,1706584589.872908592,885,884,0,0.170692089,0.209885605,0,1,0,0,1,41.960398437,-10.350468040,-0.107282808,-0.024592214,-0.017852549,-0.155277154,0.987403421,1476,469,0.317750678,0.033621377,0.022177075,0.015310461,0.223551072,51.770337235,1124,0.841526928,68.007942131,360.673768282,517.194556404,0.071899406,0.060505287,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005629,0.000008024,0.000009562,0.776367985,-0.622407075,-0.099308528,0.000000014,0.000000019,0.000001890,0.999221609,0.029081147,-0.026654514,0.000000000,0.227563837,0.042255182,1.514575019,0.151002248,47.655326441,0,61,60,1,0.041327913,0,0,0,0,0,0,1415,0,10810,43402,0,0,0,980218
845,1706584589.872919798,1706584589.972746611,886,885,0,0.088511655,0.144035522,0,1,0,0,1,42.027973157,-10.365004997,-0.100351256,-0.028114090,-0.016838309,-0.152995317,0.987683402,1503,471,0.313373253,0.032902230,0.022909952,0.015274699,0.290690683,53.708034390,1166,0.843664079,79.760021810,366.044848287,537.907446390,0.081080638,0.068404821,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006125,0.000007782,0.000009086,0.513737582,-0.851299645,-0.106595548,0.000000013,0.000000022,0.000002135,0.999490940,0.026058941,-0.018406292,0.000000000,0.228575387,0.042095792,1.507487944,0.144127935,48.014625411,0,69,60,9,0.045908184,0,0,0,0,0,0,1434,0,10832,43471,0,0,0,981652
846,1706584589.972758532,1706584590.072577238,887,886,0,0.117133975,0.163575762,0,1,0,0,1,42.098787242,-10.396403348,-0.096838341,-0.024442483,-0.015107617,-0.154762588,0.987533729,1538,487,0.316644993,0.031951451,0.022917109,0.014898131,0.294218759,51.131217250,1198,0.845520310,77.677165140,386.167484665,549.088681614,0.076685368,0.064839036,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006051,0.000007320,0.000008488,0.572026689,-0.819895385,-0.023601359,0.000000012,0.000000022,0.000001920,0.999666879,0.018521894,-0.017974170,0.000000000,0.232749282,0.041482377,1.508201141,0.140151863,47.918938678,0,67,67,0,0.043563069,0,0,0,0,0,0,1471,0,10843,43538,0,0,0,983123
847,1706584590.072588682,1706584590.172421932,888,887,0,0.139388867,0.160594171,0,1,0,0,1,42.174225575,-10.424820403,-0.100441146,-0.019008603,-0.013450425,-0.156455342,0.987410495,1511,447,0.295830576,0.034761957,0.027377828,0.018494079,0.253654102,51.592409323,1160,0.846471716,76.313210924,367.301330105,538.292649549,0.077719373,0.065787251,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006327,0.000007715,0.000008917,0.756556882,-0.651101575,-0.060732391,0.000000014,0.000000022,0.000001895,0.999469499,0.027527970,-0.017404903,0.000000000,0.233456457,0.043653614,1.506735320,0.141953122,48.261850971,0,79,67,12,0.052283256,0,0,0,0,0,0,1432,0,10870,43617,0,0,0,984555
848,1706584590.172433853,1706584590.272257090,889,888,0,0.120902937,0.211675425,0,1,0,0,1,42.253699135,-10.458758015,-0.096426094,-0.019665062,-0.014857233,-0.155175147,0.987579476,1514,482,0.318361955,0.034452963,0.025155366,0.017192542,0.208403829,56.822738527,1152,0.848842747,73.198830289,371.278114557,533.389900203,0.074855621,0.063540651,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006106,0.000007836,0.000009900,0.780983878,-0.621362162,-0.063033684,0.000000014,0.000000024,0.000001701,0.999524368,0.028232876,-0.012407392,0.000000000,0.230619066,0.045032942,1.515314424,0.143412661,48.944820305,0,92,70,22,0.060766182,0,0,0,0,0,0,1422,0,10909,43709,0,0,0,985977
849,1706584590.273066759,1706584590.372896433,890,889,0,0.197855882,0.235111620,0,1,0,0,1,42.339942527,-10.479121622,-0.093964268,-0.019823555,-0.013375324,-0.146952225,0.988854474,1551,504,0.324951644,0.034818370,0.024487395,0.015414490,0.255645524,51.037631132,1210,0.850346113,77.359138980,384.501016118,567.058641930,0.075184883,0.063933173,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006091,0.000007925,0.000009158,0.661754026,-0.726292896,-0.185957626,0.000000014,0.000000023,0.000001736,0.999788516,0.013436096,-0.015569052,0.000000000,0.234515579,0.043474089,1.529391349,0.155393214,49.029818783,0,64,53,11,0.041263701,0,0,0,0,0,0,1487,0,10934,43773,0,0,0,987464
850,1706584590.372907877,1706584590.472588062,891,890,0,0.229790734,0.274228750,0,1,0,0,1,42.421555121,-10.500025792,-0.090620492,-0.017973643,-0.009946352,-0.136486838,0.990428877,1551,497,0.320438427,0.034302745,0.025806874,0.016643165,0.306267025,53.090741842,1185,0.844493407,83.870693306,381.434210355,535.419783577,0.083809957,0.070776956,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005736,0.000007257,0.000008246,0.613144928,-0.785148744,-0.087147844,0.000000011,0.000000016,0.000001717,0.999970732,-0.004162601,-0.006419283,0.000000000,0.237337050,0.044492574,1.535245212,0.175202865,49.393896556,0,71,70,1,0.045776918,0,0,0,0,0,0,1480,0,10944,43844,0,0,0,988944
851,1706584590.472724915,1706584590.571140766,892,891,0,0.263834310,0.311566434,0,1,0,0,1,42.500268643,-10.512133622,-0.091430247,-0.019901501,-0.009884588,-0.124249051,0.992002217,1548,486,0.313953488,0.033689033,0.024181440,0.015099747,0.316360528,51.691594840,1210,0.825707563,94.882030682,384.167856321,520.056264123,0.094966917,0.078414901,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005817,0.000007072,0.000008038,0.541767732,-0.831594451,-0.122222720,0.000000011,0.000000017,0.000001854,0.999807842,-0.017869394,-0.008060048,0.000000000,0.242696595,0.041179904,1.534345306,0.194885919,49.541014644,0,79,77,2,0.051033592,0,0,0,0,0,0,1469,0,10965,43923,0,0,0,990413
852,1706584590.572573662,1706584590.669707298,893,892,0,0.226660744,0.285463828,0,1,0,0,1,42.569366836,-10.523850835,-0.090276612,-0.019577218,-0.006871021,-0.113375690,0.993335530,1538,479,0.311443433,0.038122776,0.025837848,0.016738345,0.376174209,56.366302978,1211,0.835781111,100.190500206,385.522782462,526.417643293,0.098989664,0.082733691,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005966,0.000006788,0.000007265,-0.352703128,0.894504992,0.274702243,0.000000008,0.000000019,0.000001819,0.999206268,-0.039392827,-0.005919442,0.000000000,0.250689359,0.051148103,1.520215548,0.213756701,49.954452217,0,78,75,3,0.050715215,0,0,0,0,0,0,1460,0,10979,44001,0,0,0,991873
853,1706584590.672414780,1706584590.772245169,894,893,0,0.235479513,0.291305792,0,1,0,0,1,42.625706300,-10.521404573,-0.087562449,-0.019976653,-0.008307332,-0.101538711,0.994596306,1525,478,0.313442623,0.034197368,0.023564382,0.014918913,0.318030856,53.232471311,1203,0.836167713,85.513068048,394.041543726,526.355146754,0.085010675,0.071083182,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006010,0.000007133,0.000007332,0.668442608,-0.698583435,-0.255275662,0.000000009,0.000000022,0.000002025,0.998142905,-0.060465329,-0.007394994,0.000000000,0.255193185,0.050917081,1.483108465,0.231504263,50.312294285,0,67,65,2,0.043934426,0,0,0,0,0,0,1458,0,10995,44068,0,0,0,993331
854,1706584590.773055792,1706584590.872882366,895,894,0,0.189486739,0.218223518,0,1,0,0,1,42.672777730,-10.525717613,-0.083699549,-0.024064820,-0.007093836,-0.092411046,0.995404822,1512,470,0.310846561,0.036843688,0.025967997,0.017330686,0.292829506,58.038524109,1197,0.839841994,81.599590978,383.330982482,540.360293534,0.081170131,0.068170084,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006125,0.000007264,0.000008050,0.578882843,-0.806407975,-0.120833903,0.000000010,0.000000019,0.000002047,0.996662165,-0.081056951,-0.009710833,0.000000000,0.260143603,0.055133858,1.450189776,0.249810608,50.753327877,0,64,62,2,0.042328042,0,0,0,0,0,0,1448,0,11011,44132,0,0,0,994779
855,1706584590.872893572,1706584590.972718954,896,895,0,0.164055442,0.192345936,0,1,0,0,1,42.699996822,-10.530634097,-0.078802710,-0.020860356,-0.009108828,-0.084802499,0.996137747,1474,479,0.324966079,0.035451990,0.023283888,0.015297325,0.253729523,53.653561335,1158,0.844792690,72.341443882,386.395372258,519.533118564,0.073948346,0.062471022,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006461,0.000007470,0.000008580,0.713947105,-0.694977749,-0.085354906,0.000000013,0.000000027,0.000001734,0.995422555,-0.095020760,-0.010246543,0.000000000,0.263204594,0.051554106,1.390741596,0.262504118,51.064142585,0,47,45,2,0.031886024,0,0,0,0,0,0,1427,0,11020,44179,0,0,0,996206
856,1706584590.972730160,1706584591.071343422,897,896,0,0.104854867,0.154634146,0,1,0,0,1,42.725983387,-10.541399193,-0.075839056,-0.018723274,-0.007492409,-0.080945072,0.996514525,1432,439,0.306564246,0.033054476,0.023844239,0.016471257,0.299399945,50.831890937,1130,0.839846221,76.690755375,368.107505738,504.227968316,0.080809943,0.067867925,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006899,0.000007961,0.000008936,0.452141630,-0.882291929,-0.130877420,0.000000015,0.000000029,0.000001871,0.995327985,-0.095770821,-0.012253681,0.000000000,0.267043144,0.049553231,1.332317720,0.264180172,51.222230738,0,50,50,0,0.034916201,0,0,0,0,0,0,1382,0,11027,44229,0,0,0,997588
857,1706584591.072567701,1706584591.172405720,898,897,0,0.058513400,0.076287657,0,1,0,0,1,42.749118619,-10.539321511,-0.067460739,-0.019954105,-0.007722202,-0.080244856,0.996545515,1397,401,0.287043665,0.033006686,0.023488221,0.015560594,0.254905589,52.546379666,1087,0.832482727,66.958833381,348.616693246,489.333197284,0.073995124,0.061599663,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007861,0.000008862,0.000010309,0.644382447,-0.756384120,0.112491442,0.000000019,0.000000048,0.000002055,0.996721859,-0.080003179,-0.012042701,0.000000000,0.268328914,0.047512361,1.274199792,0.254832228,51.470631581,0,53,53,0,0.037938440,0,0,0,0,0,0,1344,0,11036,44282,0,0,0,998932
