frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,pos_x,pos_y,pos_z,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
119,1732437242.241294384,1732437242.341634035,0,0,3.858009141,0.186718202,2.035967098,793,572,0.000000000,0.015223355,0.008236035,0.005961186,0.000000000,23,23,0,0.029003783,0,0,0,0,0,770,0,2234,6439,0,0,93822
120,1732437242.341389894,1732437242.441634655,0,0,3.864446560,0.189143202,2.037903744,803,589,0.000000000,0.016855173,0.009180089,0.006257254,0.000000000,22,22,0,0.027397260,0,0,0,0,0,781,0,2237,6461,0,0,94603
121,1732437242.441445112,1732437242.541631699,0,0,3.868925645,0.189697859,2.043057246,800,578,0.000000000,0.015793629,0.008244416,0.005983942,0.000000000,19,19,0,0.023750000,0,0,0,0,0,781,0,2241,6480,0,0,95384
122,1732437242.541359425,1732437242.641552925,0,0,3.878449070,0.190370137,2.049000589,805,599,0.000000000,0.016894806,0.008773570,0.005873178,0.000000000,20,19,1,0.024844720,0,0,0,0,0,785,0,2245,6500,0,0,96169
123,1732437242.641309738,1732437242.741554737,0,0,3.890183068,0.192620653,2.056500452,827,603,0.000000000,0.016330263,0.009149703,0.006315027,0.000000000,31,31,0,0.037484885,0,0,0,0,0,796,0,2251,6531,0,0,96965
124,1732437242.741288424,1732437242.841427803,0,0,3.904339823,0.198592829,2.065241449,798,587,0.000000000,0.017252986,0.009296675,0.006371093,0.000000000,36,36,0,0.045112782,0,0,0,0,0,762,0,2256,6567,0,0,97727
125,1732437242.841193914,1732437242.941510201,0,0,3.926084151,0.204995749,2.077096115,812,606,0.000000000,0.017755121,0.008899819,0.006595689,0.000000000,35,35,0,0.043103448,0,0,0,0,0,777,0,2265,6602,0,0,98504
126,1732437242.941285610,1732437243.041379929,0,0,3.952079729,0.216376361,2.090131248,799,592,0.000000000,0.016533981,0.008931328,0.005952254,0.000000000,43,43,0,0.053817272,0,0,0,0,0,756,0,2268,6645,0,0,99260
127,1732437243.041174412,1732437243.141528606,0,0,3.976974960,0.225692542,2.103309832,792,584,0.000000000,0.015843654,0.009319100,0.006455239,0.000000000,38,38,0,0.047979798,0,0,0,0,0,754,0,2274,6683,0,0,100014
128,1732437243.141307116,1732437243.241588831,0,0,4.007710751,0.240649004,2.119924897,816,589,0.000000000,0.015740359,0.007728717,0.005553283,0.000000000,34,30,4,0.041666667,0,0,0,0,0,782,0,2286,6717,0,0,100796
129,1732437243.241326809,1732437243.341314554,0,0,4.040068300,0.260946084,2.134942319,808,597,0.000000000,0.016551935,0.008217475,0.006428598,0.000000000,35,33,2,0.043316832,0,0,0,0,0,773,0,2293,6752,0,0,101569
130,1732437243.341279984,1732437243.441464901,0,0,4.076571958,0.283227272,2.153097741,784,581,0.000000000,0.016734189,0.008073084,0.005988761,0.000000000,29,29,0,0.036989796,0,0,0,0,0,755,0,2298,6781,0,0,102324
131,1732437243.441225529,1732437243.541414976,0,0,4.110350279,0.304651630,2.170123930,810,612,0.000000000,0.017651433,0.008478407,0.006404466,0.000000000,25,24,1,0.030864198,0,0,0,0,0,785,0,2301,6806,0,0,103109
132,1732437243.541278362,1732437243.641617060,0,0,4.142999516,0.323772461,2.189575246,799,593,0.000000000,0.016289473,0.007683591,0.005558697,0.000000000,21,21,0,0.026282854,0,0,0,0,0,778,0,2303,6827,0,0,103887
133,1732437243.641344786,1732437243.741616726,0,0,4.176655249,0.345868965,2.207961030,794,589,0.000000000,0.016113229,0.007877055,0.006084105,0.000000000,28,28,0,0.035264484,0,0,0,0,0,766,0,2308,6855,0,0,104653
134,1732437243.741363764,1732437243.841551304,0,0,4.208654717,0.367365503,2.225682257,805,600,0.000000000,0.016649137,0.008042178,0.005971732,0.000000000,22,21,1,0.027329193,0,0,0,0,0,783,0,2311,6877,0,0,105436
135,1732437243.841282129,1732437243.941606998,0,0,4.235814089,0.387866956,2.239642934,814,613,0.000000000,0.017492238,0.008646681,0.006141017,0.000000000,11,11,0,0.013513514,0,0,0,0,0,803,0,2311,6888,0,0,106239
136,1732437243.941359043,1732437244.041550398,0,0,4.260135013,0.405175902,2.254344556,793,585,0.000000000,0.016180286,0.008042045,0.005735261,0.000000000,15,14,1,0.018915511,0,0,0,0,0,778,0,2313,6903,0,0,107017
137,1732437244.041295052,1732437244.141432524,0,0,4.282856566,0.422240476,2.266832490,802,607,0.000000000,0.016856618,0.008361129,0.006241328,0.000000000,20,19,1,0.024937656,0,0,0,0,0,782,0,2318,6923,0,0,107799
138,1732437244.141208410,1732437244.241526604,0,0,4.300477383,0.439193681,2.275475514,788,597,0.000000000,0.016642148,0.008684921,0.006438191,0.000000000,27,26,1,0.034263959,0,0,0,0,0,761,0,2321,6950,0,0,108560
139,1732437244.241305113,1732437244.341490507,0,0,4.318518314,0.453581275,2.289833172,814,612,0.000000000,0.016509140,0.008654694,0.006176583,0.000000000,25,25,0,0.030712531,0,0,0,0,0,789,0,2324,6975,0,0,109349
140,1732437244.341267824,1732437244.441550016,0,0,4.338320799,0.473041349,2.303429911,800,601,0.000000000,0.016766830,0.008717829,0.006323635,0.000000000,14,14,0,0.017500000,0,0,0,0,0,786,0,2324,6989,0,0,110135
141,1732437244.441268444,1732437244.541646242,0,0,4.356528593,0.492023002,2.313663957,801,607,0.000000000,0.017032925,0.009613839,0.006596853,0.000000000,15,15,0,0.018726592,0,0,0,0,0,786,0,2327,7004,0,0,110921
142,1732437244.541402817,1732437244.641617537,0,0,4.375391080,0.512879483,2.324995762,798,593,0.000000000,0.016800710,0.008594173,0.006169180,0.000000000,15,15,0,0.018796992,0,0,0,0,0,783,0,2330,7019,0,0,111704
143,1732437244.641359091,1732437244.741561890,0,0,4.394053993,0.533755423,2.335028149,793,602,0.000000000,0.018000162,0.009565564,0.007410887,0.000000000,14,14,0,0.017654477,0,0,0,0,0,779,0,2331,7033,0,0,112483
144,1732437244.741277218,1732437244.841628790,0,0,4.410938056,0.555712059,2.340956204,808,604,0.000000000,0.018781531,0.010941401,0.007606524,0.000000000,20,20,0,0.024752475,0,0,0,0,0,788,0,2334,7053,0,0,113271
145,1732437244.841381788,1732437244.941534758,0,0,4.431205468,0.576925718,2.351463305,806,591,0.000000000,0.018479203,0.011210219,0.007318491,0.000000000,21,21,0,0.026054591,0,0,0,0,0,785,0,2339,7074,0,0,114056
146,1732437244.941290855,1732437245.041411161,0,0,4.452343662,0.599193372,2.363025878,801,591,0.000000000,0.017364095,0.009990201,0.007065868,0.000000000,23,23,0,0.028714107,0,0,0,0,0,778,0,2341,7097,0,0,114834
147,1732437245.041247129,1732437245.141517878,0,0,4.474260099,0.626793158,2.374518697,795,577,0.000000000,0.018045234,0.010021203,0.007298665,0.000000000,22,22,0,0.027672956,0,0,0,0,0,773,0,2341,7119,0,0,115607
148,1732437245.141297817,1732437245.241700411,0,0,4.498676663,0.655306598,2.387539792,801,594,0.000000000,0.017238164,0.009951998,0.006936641,0.000000000,28,28,0,0.034956305,0,0,0,0,0,773,0,2349,7147,0,0,116380
149,1732437245.241493225,1732437245.341482401,0,0,4.525877769,0.684348053,2.402038876,822,618,0.000000000,0.018658415,0.009482877,0.006933639,0.000000000,29,29,0,0.035279805,0,0,0,0,0,793,0,2351,7176,0,0,117173
150,1732437245.341265202,1732437245.441674471,0,0,4.550255536,0.716254597,2.414622336,820,608,0.000000000,0.016852057,0.010214387,0.007239740,0.000000000,26,26,0,0.031707317,0,0,0,0,0,794,0,2356,7202,0,0,117967
151,1732437245.441402912,1732437245.541499376,0,0,4.573675299,0.749913754,2.428487187,827,614,0.000000000,0.017119144,0.009993652,0.006495171,0.000000000,26,26,0,0.031438936,0,0,0,0,0,801,0,2359,7228,0,0,118768
152,1732437245.541295528,1732437245.641488791,0,0,4.599903409,0.787123014,2.442729004,828,589,0.000000000,0.017026590,0.009793113,0.007306074,0.000000000,21,20,1,0.025362319,0,0,0,0,0,807,0,2363,7249,0,0,119575
153,1732437245.641266346,1732437245.741480827,0,0,4.623510081,0.829607214,2.453615765,812,591,0.000000000,0.018142761,0.009097747,0.006966548,0.000000000,29,29,0,0.035714286,0,0,0,0,0,783,0,2369,7278,0,0,120358
154,1732437245.741309643,1732437245.841605663,0,0,4.647682731,0.872820804,2.468056842,821,593,0.000000000,0.018497696,0.010006384,0.007116976,0.000000000,20,20,0,0.024360536,0,0,0,0,0,801,0,2373,7298,0,0,121159
155,1732437245.841360569,1732437245.941619158,0,0,4.671889035,0.919631688,2.482872468,821,592,0.000000000,0.019368300,0.010428953,0.008095731,0.000000000,27,27,0,0.032886724,0,0,0,0,0,794,0,2377,7325,0,0,121953
156,1732437245.941386461,1732437246.041634560,0,0,4.697796690,0.966283080,2.495049148,826,592,0.000000000,0.018171555,0.010531927,0.007748526,0.000000000,28,28,0,0.033898305,0,0,0,0,0,798,0,2382,7353,0,0,122751
157,1732437246.041385412,1732437246.141644478,0,0,4.723546513,1.014496659,2.509855112,829,615,0.000000000,0.019250247,0.009544961,0.007120605,0.000000000,26,26,0,0.031363088,0,0,0,0,0,803,0,2385,7379,0,0,123554
158,1732437246.141422749,1732437246.241738319,0,0,4.744392405,1.067001452,2.520355870,838,605,0.000000000,0.017568596,0.009374126,0.007118777,0.000000000,24,24,0,0.028639618,0,0,0,0,0,814,0,2390,7403,0,0,124368
159,1732437246.241476297,1732437246.341695070,0,0,4.766797137,1.112788067,2.533513242,830,603,0.000000000,0.018952147,0.010891872,0.008098829,0.000000000,33,32,1,0.039759036,0,0,0,0,0,797,0,2398,7436,0,0,125165
160,1732437246.341457367,1732437246.441419125,0,0,4.783510934,1.154115820,2.542024917,829,592,0.000000000,0.019064289,0.009228656,0.006637712,0.000000000,25,25,0,0.030156815,0,0,0,0,0,804,0,2403,7461,0,0,125969
161,1732437246.441255093,1732437246.541568518,0,0,4.798669796,1.194922872,2.550665761,832,622,0.000000000,0.018375367,0.010227410,0.007639005,0.000000000,36,35,1,0.043269231,0,0,0,0,0,796,0,2409,7497,0,0,126765
162,1732437246.541337013,1732437246.641544819,0,0,4.811414657,1.233343638,2.557442055,850,619,0.000000000,0.019942832,0.010734937,0.007763692,0.000000000,33,33,0,0.038823529,0,0,0,0,0,817,0,2414,7530,0,0,127582
163,1732437246.641323328,1732437246.741453648,0,0,4.824600615,1.268452365,2.565614190,839,610,0.000000000,0.019045093,0.010072356,0.007287487,0.000000000,26,26,0,0.030989273,0,0,0,0,0,813,0,2417,7556,0,0,128395
164,1732437246.741294384,1732437246.841696978,0,0,4.836835447,1.296926028,2.573696401,847,612,0.000000000,0.019807091,0.010843962,0.007563329,0.000000000,20,20,0,0.023612751,0,0,0,0,0,827,0,2423,7576,0,0,129222
165,1732437246.841516256,1732437246.941517591,0,0,4.846794235,1.315253256,2.580609467,834,621,0.000000000,0.018418223,0.010719408,0.007625233,0.000000000,31,31,0,0.037170264,0,0,0,0,0,803,0,2425,7607,0,0,130025
166,1732437246.941307068,1732437247.041611195,0,0,4.853327897,1.324340902,2.585826940,827,597,0.000000000,0.017456721,0.010222903,0.007200007,0.000000000,22,22,0,0.026602177,0,0,0,0,0,805,0,2426,7629,0,0,130830
167,1732437247.041391611,1732437247.141613007,0,0,4.854280666,1.325280034,2.587770911,840,617,0.000000000,0.018109655,0.009748311,0.006816391,0.000000000,19,18,1,0.022619048,0,0,0,0,0,821,0,2430,7648,0,0,131651
168,1732437247.141461611,1732437247.241658449,0,0,4.851630194,1.320972750,2.588332960,848,613,0.000000000,0.017053497,0.009278081,0.006830435,0.000000000,18,17,1,0.021226415,0,0,0,0,0,830,0,2432,7666,0,0,132481
169,1732437247.241437912,1732437247.341590643,0,0,4.847927260,1.313843506,2.585181096,864,622,0.000000000,0.017941048,0.010080771,0.007349459,0.000000000,20,20,0,0.023148148,0,0,0,0,0,844,0,2432,7686,0,0,133325
170,1732437247.341376543,1732437247.441592216,0,0,4.841349798,1.303251136,2.581161452,850,620,0.000000000,0.017945044,0.009946954,0.007369727,0.000000000,15,15,0,0.017647059,0,0,0,0,0,835,0,2432,7701,0,0,134160
171,1732437247.441369295,1732437247.541454554,0,0,4.833905156,1.291699263,2.577113442,855,620,0.000000000,0.017636050,0.010240328,0.006844096,0.000000000,11,11,0,0.012865497,0,0,0,0,0,844,0,2432,7712,0,0,135004
172,1732437247.541312933,1732437247.641530514,0,0,4.821105935,1.276262829,2.566478386,849,618,0.000000000,0.017812445,0.009909844,0.007206072,0.000000000,8,8,0,0.009422850,0,0,0,0,0,841,0,2432,7720,0,0,135845
173,1732437247.641318083,1732437247.741623402,0,0,4.809945325,1.256198217,2.560101599,864,620,0.000000000,0.016673146,0.010313287,0.007489026,0.000000000,14,14,0,0.016203704,0,0,0,0,0,850,0,2431,7734,0,0,136695
174,1732437247.741398573,1732437247.841421366,0,0,4.793630267,1.236179127,2.551197476,856,625,0.000000000,0.019089852,0.009914771,0.007331017,0.000000000,23,23,0,0.026869159,0,0,0,0,0,833,0,2434,7757,0,0,137528
175,1732437247.841287851,1732437247.941642523,0,0,4.780464433,1.208147184,2.542900711,859,624,0.000000000,0.019154608,0.010149204,0.007336960,0.000000000,17,17,0,0.019790454,0,0,0,0,0,842,0,2435,7774,0,0,138370
176,1732437247.941431046,1732437248.041665792,0,0,4.760370319,1.178582205,2.532438775,863,633,0.000000000,0.018681617,0.010631075,0.007900598,0.000000000,12,12,0,0.013904983,0,0,0,0,0,851,0,2435,7786,0,0,139221
177,1732437248.041438580,1732437248.141600609,0,0,4.741775958,1.142012283,2.523329116,853,615,0.000000000,0.017973775,0.010451845,0.007715305,0.000000000,19,19,0,0.022274326,0,0,0,0,0,834,0,2435,7805,0,0,140055
178,1732437248.141373396,1732437248.241652250,0,0,4.722206019,1.105821683,2.514726896,862,631,0.000000000,0.017009655,0.009034176,0.006110496,0.000000000,19,18,1,0.022041763,0,0,0,0,0,843,0,2438,7824,0,0,140898
179,1732437248.241453409,1732437248.341573715,0,0,4.699371990,1.067832660,2.502682006,855,626,0.000000000,0.018344707,0.009772395,0.006856480,0.000000000,22,22,0,0.025730994,0,0,0,0,0,833,0,2440,7846,0,0,141731
180,1732437248.341354609,1732437248.441623211,0,0,4.675752904,1.025764791,2.490880979,883,652,0.000000000,0.020059224,0.010995579,0.007585129,0.000000000,19,19,0,0.021517554,0,0,0,0,0,864,0,2445,7865,0,0,142595
181,1732437248.441390991,1732437248.541665077,0,0,4.652413990,0.980982794,2.477140089,927,670,0.000000000,0.021897991,0.011531369,0.008430384,0.000000000,26,26,0,0.028047465,0,0,0,0,0,901,0,2449,7891,0,0,143496
182,1732437248.541447878,1732437248.641600847,0,0,4.627702006,0.933854769,2.462144524,919,661,0.000000000,0.019841116,0.011216117,0.008338180,0.000000000,28,27,1,0.030467900,0,0,0,0,0,891,0,2457,7919,0,0,144387
183,1732437248.641372204,1732437248.741590977,0,0,4.605517094,0.882543178,2.447283514,941,671,0.000000000,0.018903936,0.011475639,0.008047075,0.000000000,22,22,0,0.023379384,0,0,0,0,0,919,0,2460,7941,0,0,145306
184,1732437248.741369247,1732437248.841589689,0,0,4.577756392,0.830119004,2.431559030,938,664,0.000000000,0.019994070,0.010919585,0.007687915,0.000000000,24,24,0,0.025586354,0,0,0,0,0,914,0,2465,7965,0,0,146220
185,1732437248.841402769,1732437248.941578865,0,0,4.553559723,0.773023427,2.420119464,927,641,0.000000000,0.018549318,0.010398603,0.007154399,0.000000000,35,35,0,0.037756203,0,0,0,0,0,892,0,2471,8000,0,0,147112
186,1732437248.941359758,1732437249.041503906,0,0,4.528810631,0.720383104,2.405330719,975,675,0.000000000,0.019179457,0.010616342,0.007562103,0.000000000,38,37,1,0.038974359,0,0,0,0,0,937,0,2486,8038,0,0,148049
187,1732437249.041318178,1732437249.141651154,0,0,4.505599051,0.662408912,2.393584222,968,678,0.000000000,0.019039654,0.009884871,0.007202728,0.000000000,26,26,0,0.026859504,0,0,0,0,0,942,0,2495,8064,0,0,148991
188,1732437249.141441584,1732437249.241598368,0,0,4.485236172,0.605893994,2.382364596,964,675,0.000000000,0.020123988,0.010647246,0.007416567,0.000000000,31,30,1,0.032157676,0,0,0,0,0,933,0,2500,8095,0,0,149924
189,1732437249.241368532,1732437249.341740131,0,0,4.468100428,0.549278720,2.373084451,1005,709,0.000000000,0.021668947,0.012021169,0.008652613,0.000000000,33,33,0,0.032835821,0,0,0,0,0,972,0,2515,8128,0,0,150896
190,1732437249.341522455,1732437249.441570997,0,0,4.445751535,0.493849294,2.362962189,1004,706,0.000000000,0.021392291,0.010735140,0.008238003,0.000000000,49,49,0,0.048804781,0,0,0,0,0,955,0,2522,8177,0,0,151851
191,1732437249.441354990,1732437249.541512012,0,0,4.427200939,0.440884789,2.352745930,1024,729,0.000000000,0.022380057,0.012407366,0.008890703,0.000000000,41,40,1,0.040039062,0,0,0,0,0,983,0,2536,8218,0,0,152834
192,1732437249.541357040,1732437249.641707420,0,0,4.413693382,0.386167402,2.344202188,1057,743,0.000000000,0.021451108,0.011137231,0.007914572,0.000000000,41,40,1,0.038789026,0,0,0,0,0,1016,0,2548,8259,0,0,153850
193,1732437249.641494513,1732437249.741620302,0,0,4.401435923,0.337663193,2.336984451,1054,738,0.000000000,0.018850240,0.010887664,0.007285760,0.000000000,41,38,3,0.038899431,0,0,0,0,0,1013,0,2559,8300,0,0,154863
194,1732437249.741403580,1732437249.841594458,0,0,4.392795391,0.287452281,2.331075849,1058,741,0.000000000,0.020336207,0.010084228,0.006940551,0.000000000,26,25,1,0.024574669,0,0,0,0,0,1032,0,2564,8326,0,0,155895
195,1732437249.841390848,1732437249.941645861,0,0,4.385693374,0.251356173,2.327351500,1047,744,0.000000000,0.019452704,0.010179656,0.007246443,0.000000000,29,28,1,0.027698185,0,0,0,0,0,1018,0,2568,8355,0,0,156913
196,1732437249.941422701,1732437250.041534424,0,0,4.384373383,0.226300983,2.327120387,1044,748,0.000000000,0.018610472,0.009796156,0.007053412,0.000000000,30,30,0,0.028735632,0,0,0,0,0,1014,0,2569,8385,0,0,157927
197,1732437250.041377306,1732437250.141649008,0,0,4.384195885,0.212891922,2.327185968,1023,739,0.000000000,0.019795661,0.011224175,0.007795182,0.000000000,23,21,2,0.022482893,0,0,0,0,0,1000,0,2578,8408,0,0,158927
198,1732437250.141421795,1732437250.241735458,0,0,4.385142483,0.213672288,2.326969385,994,700,0.000000000,0.018394146,0.010330537,0.007330005,0.000000000,21,20,1,0.021126761,0,0,0,0,0,973,0,2579,8429,0,0,159900
199,1732437250.241501808,1732437250.341585636,0,0,4.387716229,0.224410400,2.327768248,1031,738,0.000000000,0.020537462,0.009893682,0.006964049,0.000000000,24,24,0,0.023278371,0,0,0,0,0,1007,0,2579,8453,0,0,160907
200,1732437250.341397285,1732437250.441638470,0,0,4.388680325,0.234813189,2.328733266,1009,712,0.000000000,0.018851159,0.010304673,0.007640343,0.000000000,28,28,0,0.027750248,0,0,0,0,0,981,0,2582,8481,0,0,161888
201,1732437250.441404343,1732437250.541592121,0,0,4.389691785,0.249517592,2.329945235,985,694,0.000000000,0.019108346,0.010173087,0.007090830,0.000000000,14,13,1,0.014213198,0,0,0,0,0,971,0,2584,8495,0,0,162859
202,1732437250.541370630,1732437250.641552448,0,0,4.385351208,0.268678854,2.330714951,961,664,0.000000000,0.019708901,0.010438667,0.007575588,0.000000000,19,19,0,0.019771072,0,0,0,0,0,942,0,2586,8514,0,0,163801
203,1732437250.641337156,1732437250.741662025,0,0,4.385216087,0.294955166,2.330704699,974,688,0.000000000,0.020664406,0.011332477,0.008562663,0.000000000,17,17,0,0.017453799,0,0,0,0,0,957,0,2587,8531,0,0,164758
204,1732437250.741472483,1732437250.841631413,0,0,4.384480531,0.323939612,2.329482767,980,674,0.000000000,0.018930985,0.010536354,0.007764731,0.000000000,21,20,1,0.021428571,0,0,0,0,0,959,0,2590,8552,0,0,165717
205,1732437250.841408730,1732437250.941719532,0,0,4.384886821,0.353183987,2.329669709,977,677,0.000000000,0.018852700,0.010485736,0.007536967,0.000000000,32,32,0,0.032753327,0,0,0,0,0,945,0,2597,8584,0,0,166662
206,1732437250.941511869,1732437251.041732073,0,0,4.381813203,0.387500622,2.328475828,987,679,0.000000000,0.019470612,0.009924504,0.007224992,0.000000000,28,27,1,0.028368794,0,0,0,0,0,959,0,2603,8612,0,0,167621
207,1732437251.041510820,1732437251.141553879,0,0,4.381362794,0.427146066,2.328681581,968,692,0.000000000,0.019927569,0.010718884,0.007576262,0.000000000,23,21,2,0.023760331,0,0,0,0,0,945,0,2605,8635,0,0,168566
208,1732437251.141384125,1732437251.241700172,0,0,4.380857734,0.469717053,2.329049612,966,668,0.000000000,0.021871836,0.010466062,0.007624953,0.000000000,29,29,0,0.030020704,0,0,0,0,0,937,0,2609,8664,0,0,169503
209,1732437251.241456985,1732437251.341717958,0,0,4.378408555,0.515187354,2.326686191,958,674,0.000000000,0.018879587,0.009754839,0.007041481,0.000000000,26,26,0,0.027139875,0,0,0,0,0,932,0,2614,8690,0,0,170435
210,1732437251.341501713,1732437251.441769361,0,0,4.372938342,0.564593632,2.325049744,944,662,0.000000000,0.020420774,0.010226526,0.007317803,0.000000000,22,21,1,0.023305085,0,0,0,0,0,922,0,2621,8712,0,0,171357
211,1732437251.441542864,1732437251.541682005,0,0,4.369432347,0.610947849,2.324721953,986,689,0.000000000,0.020658357,0.010508352,0.007323086,0.000000000,35,31,4,0.035496957,0,0,0,0,0,951,0,2629,8747,0,0,172308
212,1732437251.541460752,1732437251.641589165,0,0,4.362884207,0.662566855,2.324326511,973,693,0.000000000,0.019260004,0.009693427,0.006857040,0.000000000,26,26,0,0.026721480,0,0,0,0,0,947,0,2633,8773,0,0,173255
213,1732437251.641446829,1732437251.741546392,0,0,4.357722163,0.709322335,2.321944747,944,672,0.000000000,0.019964055,0.011379019,0.007867366,0.000000000,28,28,0,0.029661017,0,0,0,0,0,916,0,2637,8801,0,0,174171
214,1732437251.741374254,1732437251.841672421,0,0,4.352403026,0.757788226,2.320462492,904,630,0.000000000,0.018832152,0.009686655,0.006543279,0.000000000,21,19,2,0.023230088,0,0,0,0,0,883,0,2639,8822,0,0,175054
215,1732437251.841495275,1732437251.941777229,0,0,4.347591118,0.804336849,2.318326806,900,623,0.000000000,0.019489589,0.010237816,0.007515083,0.000000000,16,16,0,0.017777778,0,0,0,0,0,884,0,2644,8838,0,0,175938
216,1732437251.941541433,1732437252.041722536,0,0,4.339199092,0.846299179,2.312694429,913,648,0.000000000,0.017956280,0.009295284,0.006777293,0.000000000,23,22,1,0.025191676,0,0,0,0,0,890,0,2649,8861,0,0,176828
217,1732437252.041521549,1732437252.141776085,0,0,4.331769264,0.885961288,2.309250142,921,649,0.000000000,0.019599301,0.010076077,0.007367079,0.000000000,20,20,0,0.021715527,0,0,0,0,0,901,0,2649,8881,0,0,177729
218,1732437252.141541481,1732437252.241721869,0,0,4.327166566,0.923942290,2.305502218,922,665,0.000000000,0.019237956,0.010406884,0.007339305,0.000000000,24,22,2,0.026030369,0,0,0,0,0,898,0,2653,8905,0,0,178627
219,1732437252.241489649,1732437252.341728687,0,0,4.322286258,0.961540591,2.303172747,916,654,0.000000000,0.017841168,0.010015986,0.007288743,0.000000000,17,17,0,0.018558952,0,0,0,0,0,899,0,2656,8922,0,0,179526
220,1732437252.341469765,1732437252.441790104,0,0,4.314290790,0.997614610,2.301131069,871,623,0.000000000,0.017157325,0.009096464,0.006538631,0.000000000,17,16,1,0.019517796,0,0,0,0,0,854,0,2659,8939,0,0,180380
221,1732437252.441521168,1732437252.541724443,0,0,4.308779366,1.029415020,2.300138431,851,629,0.000000000,0.018746023,0.010063131,0.007295865,0.000000000,15,15,0,0.017626322,0,0,0,0,0,836,0,2664,8954,0,0,181216
222,1732437252.541484833,1732437252.641598701,0,0,4.299586010,1.061429676,2.297019890,847,618,0.000000000,0.019053111,0.010791821,0.007159948,0.000000000,23,23,0,0.027154664,0,0,0,0,0,824,0,2667,8977,0,0,182040
223,1732437252.641378880,1732437252.741652489,0,0,4.293827307,1.092460467,2.292731321,880,622,0.000000000,0.018975634,0.010791929,0.007621220,0.000000000,19,19,0,0.021590909,0,0,0,0,0,861,0,2670,8996,0,0,182901
224,1732437252.741415739,1732437252.841780901,0,0,4.288757093,1.120802323,2.290377098,875,632,0.000000000,0.018814066,0.009982230,0.007346504,0.000000000,17,17,0,0.019428571,0,0,0,0,0,858,0,2675,9013,0,0,183759
225,1732437252.841535568,1732437252.941751242,0,0,4.283552783,1.148378710,2.289351387,865,629,0.000000000,0.017815946,0.010084117,0.007481568,0.000000000,34,33,1,0.039306358,0,0,0,0,0,831,0,2684,9047,0,0,184590
226,1732437252.941478968,1732437253.041749954,0,0,4.278969319,1.174098945,2.286450440,874,630,0.000000000,0.019826721,0.011266489,0.007945530,0.000000000,29,29,0,0.033180778,0,0,0,0,0,845,0,2688,9076,0,0,185435
227,1732437253.041506290,1732437253.141688824,0,0,4.270731834,1.200534346,2.282432314,864,653,0.000000000,0.021102934,0.011013117,0.007992649,0.000000000,26,26,0,0.030092593,0,0,0,0,0,838,0,2694,9102,0,0,186273
228,1732437253.141449213,1732437253.241804361,0,0,4.263104038,1.226501262,2.279000227,875,648,0.000000000,0.019787174,0.010440237,0.007630339,0.000000000,26,25,1,0.029714286,0,0,0,0,0,849,0,2701,9128,0,0,187122
229,1732437253.241552353,1732437253.341751099,0,0,4.256993896,1.250170606,2.276249105,878,660,0.000000000,0.020579788,0.011783689,0.007787751,0.000000000,32,32,0,0.036446469,0,0,0,0,0,846,0,2708,9160,0,0,187968
230,1732437253.341480494,1732437253.441621780,0,0,4.247216250,1.274730700,2.271950355,904,666,0.000000000,0.018267337,0.009750230,0.006986535,0.000000000,34,34,0,0.037610619,0,0,0,0,0,870,0,2712,9194,0,0,188838
231,1732437253.441382647,1732437253.541808605,0,0,4.238385535,1.301028961,2.267661913,913,666,0.000000000,0.019080200,0.010335786,0.007038786,0.000000000,30,30,0,0.032858708,0,0,0,0,0,883,0,2716,9224,0,0,189721
232,1732437253.541554451,1732437253.641732454,0,0,4.227868757,1.328504759,2.262697676,997,720,0.000000000,0.019721901,0.010343184,0.007069293,0.000000000,29,29,0,0.029087262,0,0,0,0,0,968,0,2718,9253,0,0,190689
233,1732437253.641461134,1732437253.741672277,0,0,4.217525369,1.354233710,2.257038274,998,728,0.000000000,0.020315164,0.010142738,0.007498916,0.000000000,15,15,0,0.015030060,0,0,0,0,0,983,0,2719,9268,0,0,191672
234,1732437253.741413116,1732437253.841820240,0,0,4.205201165,1.379382811,2.251279805,1051,753,0.000000000,0.020165664,0.010856879,0.008282620,0.000000000,27,27,0,0.025689819,0,0,0,0,0,1024,0,2727,9295,0,0,192696
235,1732437253.841577768,1732437253.941673279,0,0,4.192591833,1.403116806,2.244864131,1046,764,0.000000000,0.021204289,0.011644250,0.008569161,0.000000000,27,27,0,0.025812620,0,0,0,0,0,1019,0,2734,9322,0,0,193715
236,1732437253.941411257,1732437254.041562319,0,0,4.182868263,1.428557406,2.240376333,1002,733,0.000000000,0.019981118,0.010854855,0.008454937,0.000000000,29,27,2,0.028942116,0,0,0,0,0,973,0,2741,9351,0,0,194688
237,1732437254.041381359,1732437254.141710043,0,0,4.167695109,1.455247261,2.231260484,992,721,0.000000000,0.021723191,0.010902343,0.007813674,0.000000000,38,38,0,0.038306452,0,0,0,0,0,954,0,2742,9389,0,0,195642
