frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_pause_frames_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
322,1624181125.960978270,1624181126.060674906,326,326,0,0.243165326,0.284698881,1,0,1,1,1,0.460498456,16.125569309,-20.051431141,0.121981886,0.051717981,0.005409690,0.991169211,3083,1684,0.546221213,0.163300002,0.067238795,0.050730194,0.309326135,56.770937553,2465,0.872141435,484.470276432,760.449007590,904.909352520,0.225352974,0.196539666,0,0,0,0,1.000000000,0,1,0.089215199,0.023393376,0.089215199,0.023393376,0.100000000,0.030000000,1.083137040,0.163300002,0.000000000,0.000000870,0.000001592,0.000003370,0.089126098,0.111781963,0.989727908,0.000000000,0.000000002,0.000000007,0.185316010,-0.972070225,0.144005050,0.100000000,0.225977389,0.309440633,6.189971597,0.028941768,67.522096800,1,0.185983449,0.162413291,364,336,28,0.118066818,459,777,78,0,50,50,1355,1364,78660,147652,44087,208,0,643166
323,1624181126.060975790,1624181126.160885572,328,327,0,0.280037835,0.363308806,1,0,1,1,1,0.476822114,16.438380858,-20.082469677,0.117217923,0.050565430,0.004493143,0.991807899,3061,1696,0.554067298,0.153315114,0.070629417,0.054066517,0.411739080,49.147580679,2520,0.872541690,524.283347730,694.222896481,980.298813419,0.238440123,0.208048948,1,1,1,1,4.000000000,5,1,0.101419591,0.018579859,0.051020032,0.019074243,0.100000000,0.030000000,1.148911405,0.150984714,0.153315114,0.000001746,0.000002778,0.000004637,-0.077622183,-0.094453518,-0.992498529,0.000000007,0.000000010,0.000000035,0.101030519,-0.991402207,0.083153465,0.150000000,0.235697945,0.320937836,6.259698264,0.030819548,66.980563757,2,0.189450668,0.165403848,0,0,0,0.000000000,0,0,0,0,0,0,0,3061,78660,147652,44087,208,0,643166
324,1624181126.160973310,1624181126.260569334,328,328,0,0.270358046,0.324869542,1,0,0,0,1,0.488603101,16.795637223,-20.101428678,0.105229027,0.048023263,0.005000966,0.993275193,3002,1732,0.576948701,0.101627447,0.063661177,0.043871404,0.452949268,53.234341584,2443,0.873792135,534.304300730,664.842863085,935.527022661,0.250297823,0.218708269,1,0,0,0,1.000000000,4,1,0.058411809,0.003808288,0.058411809,0.003808288,0.100000000,0.030000000,1.205308994,0.101627447,0.000000000,0.000000969,0.000001611,0.000002850,-0.039888680,0.010892785,-0.999144754,0.000000002,0.000000003,0.000000010,0.110577637,-0.993271309,0.034419361,0.150000000,0.247576510,0.308476221,6.143590559,0.029585090,66.679166160,0,0.193232093,0.168724491,0,0,0,0.000000000,0,0,0,0,0,0,0,3002,78660,147652,44087,208,0,643166
325,1624181126.360968590,1624181126.460834980,330,329,0,0.328310358,0.381821598,1,0,0,0,1,0.491932465,17.547921187,-20.335720748,0.075469549,0.045703209,0.005552438,0.996084702,2984,1634,0.547587131,0.100384866,0.063487477,0.041921805,0.292532882,54.252487504,2420,0.866812276,452.934102577,687.305641529,957.445964474,0.215920860,0.187162852,1,0,0,0,1.000000000,3,1,0.146373648,0.007340048,0.146373648,0.007340048,0.100000000,0.030000000,1.031461090,0.100384866,0.000000000,0.000001018,0.000001708,0.000003774,0.066527492,-0.047205772,0.996667300,0.000000002,0.000000003,0.000000010,0.102276650,-0.993533240,0.049307074,0.150000000,0.252633789,0.296110110,6.709643048,0.030862627,66.080968491,0,0.196027642,0.171089833,0,0,0,0.000000000,0,0,0,0,0,0,0,2984,78660,147652,44087,208,0,643166
326,1624181126.460966110,1624181126.560901403,330,330,0,0.238367152,0.291403641,1,0,0,0,1,0.493145533,17.938348322,-20.476171342,0.063063064,0.041945280,0.005759670,0.997111062,2976,1657,0.556787634,0.092515984,0.057607699,0.038240058,0.252910509,53.722164572,2424,0.871394731,403.327485126,735.560768602,973.372573354,0.190945872,0.166389227,1,0,0,0,1.000000000,2,1,0.046891082,0.005754737,0.046891082,0.005754737,0.100000000,0.030000000,0.916976904,0.092515984,0.000000000,0.000000843,0.000001310,0.000003284,0.085080155,-0.065721563,0.994204226,0.000000002,0.000000003,0.000000010,0.031206435,-0.998117963,0.052789115,0.150000000,0.255172677,0.282929469,6.905187829,0.031971087,65.269953220,0,0.197228943,0.172114774,0,0,0,0.000000000,0,0,0,0,0,0,0,2976,78660,147652,44087,208,0,643166
327,1624181126.560963631,1624181126.660894394,332,331,0,0.116380576,0.184645072,1,0,0,0,1,0.501616833,18.345133863,-20.619468990,0.051887907,0.040248925,0.005687967,0.997825293,2936,1592,0.542234332,0.099718397,0.060573539,0.041391674,0.208053539,57.563770183,2345,0.865019435,354.802156502,713.486135224,960.182282989,0.174911168,0.151301559,1,0,0,0,1.000000000,1,1,0.037042200,0.010579477,0.037042200,0.010579477,0.100000000,0.030000000,0.833828237,0.099718397,0.000000000,0.000000842,0.000001288,0.000003448,0.094004675,-0.035408991,0.994941870,0.000000002,0.000000003,0.000000011,0.081424746,-0.994852412,0.060321555,0.150000000,0.255547596,0.267798512,6.897295880,0.032276781,64.568732519,0,0.197747969,0.172538072,0,0,0,0.000000000,0,0,0,0,0,0,0,2936,78660,147652,44087,208,0,643166
328,1624181126.660961151,1624181126.760979891,333,332,0,0.072061252,0.139782216,1,0,0,0,1,0.502349554,18.736324189,-20.803683537,0.044080487,0.038338073,0.005689108,0.998275882,2855,1518,0.531698774,0.094095899,0.060693915,0.039718511,0.213274943,50.354718970,2257,0.862949044,355.745438846,684.995350499,906.935203244,0.182651242,0.157618715,0,0,0,0,1.000000000,0,1,0.065464975,0.008664720,0.065464975,0.008664720,0.100000000,0.030000000,0.868642303,0.094095899,0.000000000,0.000000862,0.000001339,0.000003398,0.089943018,-0.032369878,0.995420737,0.000000002,0.000000004,0.000000011,0.039610936,-0.997595631,0.056867661,0.150000000,0.256048047,0.261980793,6.884606730,0.031394056,63.621968710,0,0.198525823,0.173088572,1182,1033,149,0.414010508,321,0,0,0,0,0,1352,321,79425,148834,44408,208,0,644518
329,1624181126.760958672,1624181126.860913038,334,333,0,0.290834772,0.459308540,1,0,0,0,1,0.498230895,19.137030139,-21.038397416,0.030981400,0.037774191,0.005755146,0.998789338,2816,1533,0.544389205,0.099112993,0.058195260,0.039913644,0.219348187,50.708197350,2276,0.864984995,349.142308051,682.608770301,936.954769256,0.177346102,0.153401717,0,0,0,0,1.000000000,0,1,0.095031044,0.004662392,0.095031044,0.004662392,0.100000000,0.030000000,0.853366617,0.099112993,0.000000000,0.000000847,0.000001327,0.000003168,0.092725125,0.005673319,0.995675582,0.000000002,0.000000003,0.000000009,0.047310144,0.998663077,-0.020828075,0.150000000,0.257332885,0.262562877,6.916286742,0.031026951,62.869885708,0,0.198987934,0.173347338,1121,1009,112,0.398082386,333,0,0,0,0,0,1362,333,80144,149955,44741,208,0,645880
330,1624181126.860956192,1624181126.960807085,335,334,0,0.351784047,0.556995161,1,0,0,0,1,0.495824212,19.532331626,-21.168588910,0.021673603,0.037838984,0.005860667,0.999031591,2846,1558,0.547434996,0.111376510,0.065574306,0.044051742,0.253015917,44.863668240,2296,0.866683870,383.188912354,679.963464932,926.753787437,0.192566323,0.166894126,0,0,0,0,1.000000000,0,1,0.040987690,0.017385866,0.040987690,0.017385866,0.100000000,0.030000000,0.933595166,0.111376510,0.000000000,0.000000855,0.000001308,0.000002818,0.079042975,-0.014050348,0.996772189,0.000000002,0.000000003,0.000000008,0.020893611,-0.999776350,-0.003272006,0.150000000,0.260822166,0.256415683,7.139296938,0.031208486,62.020644959,0,0.200575662,0.174607803,1080,935,145,0.379479972,358,0,0,0,0,0,1408,358,80795,151035,45099,208,0,647288
331,1624181126.960953951,1624181127.060844898,336,335,0,0.618825327,0.677874192,1,0,0,0,1,0.489919793,19.881418594,-21.302891240,-0.001566325,0.030517748,0.007138614,0.999507506,2815,1512,0.537122558,0.108163316,0.066969832,0.044709714,0.213511221,49.760357034,2320,0.861681198,354.151119755,693.095003418,951.854255071,0.177155246,0.152651345,0,0,0,0,1.000000000,0,1,0.050532471,0.015260917,0.050532471,0.015260917,0.110387919,0.030000000,0.861038205,0.108163316,0.000000000,0.000000871,0.000001349,0.000002992,0.100981243,-0.025216317,0.994568713,0.000000002,0.000000003,0.000000012,0.053043795,0.998233027,-0.026780224,0.150000000,0.262305339,0.256472457,7.099334083,0.029740883,61.492425922,0,0.201362690,0.175134413,1066,988,78,0.378685613,373,0,0,0,0,0,1376,373,81414,152101,45472,208,0,648664
332,1624181127.060951471,1624181127.160847664,336,336,0,0.577469331,0.647958551,1,0,0,0,1,0.488673856,20.283499713,-21.402611414,-0.019998172,0.023857099,0.006885639,0.999491621,2742,1518,0.553610503,0.087148071,0.054123978,0.036968467,0.167351950,55.116288216,2269,0.866843716,323.284074187,640.314439203,1003.269877775,0.164364873,0.142478658,0,0,0,0,1.000000000,0,1,0.050833171,0.021967910,0.050833171,0.021967910,0.121372703,0.030000000,0.815421794,0.087148071,0.000000000,0.000000852,0.000001391,0.000003521,0.127368005,0.022846996,0.991592359,0.000000002,0.000000003,0.000000014,0.138407139,0.990291117,-0.012921561,0.150000000,0.260431250,0.257178829,7.292056001,0.030518785,61.105248394,0,0.201214406,0.174830251,1000,912,88,0.364697301,245,0,0,0,0,0,1497,245,81980,153101,45717,208,0,650161
333,1624181127.260946512,1624181127.360857487,337,337,0,0.383993166,0.441545250,1,0,0,0,1,0.503763482,21.102691186,-21.664282381,-0.052101284,-0.006649307,0.006555788,0.998598150,2692,1345,0.499628529,0.128682600,0.066628807,0.046057391,0.124196838,67.186125267,2190,0.878677325,389.509870533,574.923226602,959.870245493,0.202416044,0.177858388,0,0,0,0,1.000000000,0,1,0.085326977,0.019924438,0.085326977,0.019924438,0.121372703,0.030000000,1.032989588,0.128682600,0.000000000,0.000001202,0.000002015,0.000006340,0.140032819,0.029778736,0.989698962,0.000000002,0.000000006,0.000000019,0.256503231,0.966470482,-0.011870110,0.150000000,0.256202018,0.246458496,7.960932056,0.030290080,61.473401228,0,0.202949739,0.176358847,1250,1070,180,0.464338782,344,0,0,0,0,0,1098,344,82807,154351,46061,208,0,651259
334,1624181127.560939312,1624181127.660940647,339,338,0,0.133498776,0.417930929,1,0,0,0,1,0.552931817,22.190713631,-22.016725550,-0.064661973,-0.029770362,0.006745484,0.997440250,2499,1230,0.492196879,0.135319635,0.090841195,0.056958254,0.105325193,74.150172977,2010,0.883008779,330.589793342,525.474808557,918.783043521,0.186263759,0.164472534,0,0,0,0,1.000000000,0,1,0.066429037,0.025226553,0.066429037,0.025226553,0.121372703,0.030000000,0.953880898,0.135319635,0.000000000,0.000001552,0.000002733,0.000009687,0.172055764,0.041646868,0.984206458,0.000000000,0.000000005,0.000000023,0.334889470,0.941164948,-0.045360591,0.150000000,0.252100795,0.246566923,8.936990035,0.032589241,61.869972735,0,0.204083531,0.177429801,1147,967,180,0.458983593,325,0,0,0,0,0,1027,325,83636,155498,46386,208,0,652286
335,1624181127.660936832,1624181127.760899782,340,339,0,0.204556328,0.283131537,1,0,0,0,1,0.599400563,22.466006217,-22.064654439,-0.065766833,-0.027705686,0.007431103,0.997422627,2495,1342,0.537875752,0.090473601,0.062765096,0.039631005,0.108774849,70.780854015,2072,0.866968855,209.252295195,630.872055435,956.235117822,0.116486872,0.100990490,0,0,0,0,1.000000000,0,1,0.096570206,0.017003555,0.096570206,0.017003555,0.123788130,0.030000000,0.597757920,0.090473601,0.000000000,0.000001080,0.000001939,0.000006984,0.170001704,0.070279250,0.982934508,0.000000000,0.000000005,0.000000018,0.309621841,0.949790338,-0.045084682,0.150000000,0.247858568,0.242662717,8.456596767,0.027682120,62.315618448,0,0.201765659,0.175323527,900,835,65,0.360721443,216,0,0,0,0,0,1378,217,84187,156398,46602,208,0,653664
336,1624181127.760934353,1624181127.860847473,340,340,0,0.281662865,0.336408773,1,0,0,0,1,0.673153663,22.702721548,-22.114842307,-0.066978641,-0.024011951,0.007117342,0.997440039,2499,1350,0.540216086,0.085911272,0.058465053,0.036648209,0.161481618,63.208092601,2108,0.856360329,302.898486364,559.709604966,942.599482268,0.167791500,0.143689984,0,0,0,0,1.000000000,0,1,0.080471074,0.021473103,0.080471074,0.021473103,0.141232288,0.030000000,0.867256737,0.085911272,0.000000000,0.000001021,0.000001755,0.000005540,0.162651757,0.102380626,0.981357536,0.000000002,0.000000003,0.000000017,0.174810287,0.983937759,-0.036164196,0.150000000,0.242767359,0.241644792,8.440569457,0.026464350,61.439504944,0,0.200343152,0.174011006,789,729,60,0.315726291,220,0,0,0,0,0,1490,220,84616,157187,46822,208,0,655154
337,1624181127.960929632,1624181128.060917377,342,341,0,0.189984417,0.317567372,1,0,0,0,1,0.849611031,23.158338887,-22.275878573,-0.057821801,-0.006501705,0.007164696,0.998280038,2536,1403,0.553233438,0.078960988,0.053529433,0.035358742,0.196285103,67.300162139,2118,0.868674077,319.345864141,618.874675238,901.631156107,0.173571525,0.150777084,0,0,0,0,1.000000000,0,1,0.032062609,0.008931225,0.032062609,0.008931225,0.141232288,0.031986183,0.932116031,0.078960988,0.000000000,0.000001251,0.000001887,0.000006675,0.151989008,0.092479344,0.984046194,0.000000002,0.000000004,0.000000019,0.207386768,0.977998200,-0.022588691,0.150000000,0.238283414,0.242210556,8.707202524,0.028240651,61.176893062,0,0.198597766,0.172527254,805,746,59,0.317429022,206,0,0,0,0,0,1525,206,85056,157992,47028,208,0,656679
338,1624181128.060927153,1624181128.160907745,343,342,0,0.115477983,0.188680186,1,0,0,0,1,0.959061527,23.364688296,-22.371087098,-0.052060581,-0.000570845,0.006797828,0.998620628,2541,1457,0.573396301,0.071972547,0.046950067,0.030480286,0.223143492,62.530458255,2167,0.870644323,330.778523187,644.591281022,911.316443935,0.175322486,0.152643527,0,0,0,0,1.000000000,0,1,0.019497371,0.007490595,0.019497371,0.007490595,0.141232288,0.039188619,0.960579965,0.071972547,0.000000000,0.000001003,0.000001431,0.000004981,0.134042535,0.083287971,0.987469348,0.000000002,0.000000003,0.000000015,0.234945644,0.971244585,-0.038529208,0.150000000,0.234631824,0.244814051,8.747583569,0.028280686,60.221812190,0,0.196293413,0.170579382,830,758,72,0.326643054,187,0,0,0,0,0,1524,187,85509,158822,47215,208,0,658203
339,1624181128.160924673,1624181128.260921955,344,343,0,0.139846718,0.167720743,1,0,0,0,1,1.065913426,23.575418505,-22.442533082,-0.047699861,0.002692699,0.006968280,0.998833778,2558,1436,0.561376075,0.069473617,0.047395592,0.030928664,0.206797162,62.162116692,2187,0.863723716,330.584202667,648.639316537,909.740248320,0.175008229,0.151158758,0,0,0,0,1.000000000,0,1,0.020998666,0.002361582,0.020998666,0.002361582,0.123788130,0.039229419,0.972018183,0.069473617,0.000000000,0.000000974,0.000001385,0.000004462,0.140684680,0.074937830,0.987214335,0.000000002,0.000000003,0.000000017,0.190465441,0.981638049,-0.010471648,0.150000000,0.230381146,0.255999695,8.723504181,0.026185573,59.513434442,0,0.193643851,0.168263317,747,700,47,0.292025020,166,0,0,0,0,0,1645,166,85918,159569,47381,208,0,659848
340,1624181128.260922194,1624181128.360801935,345,344,0,0.183066318,0.292746642,1,0,0,0,1,1.164893664,23.778588344,-22.545187009,-0.040688519,0.007957679,0.006696432,0.999117750,2571,1443,0.561260210,0.070400904,0.047008081,0.031145121,0.216770957,60.044071973,2187,0.866579673,329.812849874,660.776769596,904.620125990,0.174024459,0.150806058,0,0,0,0,1.000000000,0,1,0.032695475,0.000576309,0.032695475,0.000576309,0.123788130,0.041200005,0.981798571,0.070400904,0.000000000,0.000000963,0.000001352,0.000004111,0.151789581,0.098434641,0.983499133,0.000000002,0.000000003,0.000000014,0.190514783,0.979976013,-0.057888955,0.100000000,0.224039147,0.249178812,8.456725734,0.024991287,58.495561744,0,0.190154891,0.165265966,785,736,49,0.305328666,174,0,0,0,0,0,1612,174,86336,160354,47555,208,0,661460
341,1624181128.360919714,1624181128.460769892,346,345,0,0.281985503,0.325981248,1,0,0,0,1,1.281229652,23.989008943,-22.583950985,-0.033628496,0.010865474,0.006785686,0.999352300,2611,1467,0.561853696,0.080999882,0.053439455,0.034808798,0.160183790,63.901131399,2221,0.861652880,268.037221370,717.871786379,927.822037678,0.140060027,0.120683125,0,0,0,0,1.000000000,0,1,0.053214996,0.012105961,0.053214996,0.012105961,0.123169786,0.039079506,0.790600410,0.080999882,0.000000000,0.000000943,0.000001268,0.000004150,0.134792615,0.060076335,0.989050952,0.000000002,0.000000005,0.000000014,0.207670181,0.978136319,-0.011065166,0.100000000,0.224848632,0.252400893,8.454652806,0.023850964,58.337884860,0,0.185044875,0.160713751,809,739,70,0.309842972,225,0,0,0,0,0,1575,227,86714,161163,47780,208,0,663035
342,1624181128.460917473,1624181128.560833216,347,346,0,0.242194950,0.277789894,1,0,0,0,1,1.396511638,24.173779660,-22.707621148,-0.023211435,0.014694615,0.006789791,0.999599518,2559,1435,0.560765924,0.072293559,0.043787620,0.029440270,0.211441490,55.272272358,2163,0.859855245,304.979716638,670.300174087,884.587003972,0.163979324,0.140998482,0,0,0,0,1.000000000,0,1,0.055924223,0.001999122,0.055924223,0.001999122,0.133995602,0.043188885,0.924765336,0.072293559,0.000000000,0.000000952,0.000001292,0.000003880,0.115105140,0.081237750,0.990025876,0.000000002,0.000000004,0.000000015,0.100104770,0.994707010,-0.023173257,0.050000000,0.219954399,0.226699135,8.390330117,0.021321494,58.262951600,0,0.181976193,0.157936692,753,698,55,0.294255569,177,0,0,0,0,0,1629,177,87111,161916,47957,208,0,664664
343,1624181128.560914993,1624181128.660852194,347,347,0,0.228314233,0.283593357,1,0,0,0,1,1.526125072,24.343215322,-22.788315656,-0.012406941,0.016336737,0.007212943,0.999763548,2626,1472,0.560548363,0.069940740,0.045328253,0.030688856,0.186362669,61.437559666,2253,0.863617210,290.645759211,735.576234211,919.507581720,0.149376235,0.129003888,0,0,0,0,1.000000000,0,1,0.013805975,0.001925636,0.013805975,0.001925636,0.144330950,0.043051036,0.850236373,0.069940740,0.000000000,0.000000964,0.000001178,0.000003996,0.109604197,0.076494425,0.991027509,0.000000002,0.000000004,0.000000013,0.268026430,0.959940783,-0.081703889,0.000000000,0.208685579,0.198569513,8.260455376,0.021709734,58.877450550,0,0.177522998,0.153984439,809,761,48,0.308073115,189,0,0,0,0,0,1626,191,87506,162725,48146,208,0,666290
344,1624181128.760910034,1624181128.860889435,349,348,0,0.222527818,0.275550271,1,0,0,0,1,1.779953118,24.662427799,-22.961111134,0.003869266,0.026570022,0.007965200,0.999607732,2693,1523,0.565540290,0.073961495,0.046167249,0.031759327,0.209135831,58.993604195,2243,0.858317139,294.249469662,736.786356652,894.169516274,0.152840564,0.131185675,0,0,0,0,1.000000000,0,1,0.020349519,0.006941243,0.020349519,0.006941243,0.151253215,0.044263652,0.868880534,0.073961495,0.000000000,0.000001207,0.000001420,0.000004713,0.084342953,0.034062983,0.995854397,0.000000002,0.000000005,0.000000014,0.132561494,0.989299425,-0.060943399,0.000000000,0.196494907,0.204824198,7.915450660,0.021739417,59.165413680,0,0.172650135,0.149608310,846,782,64,0.314147791,200,0,0,0,0,0,1646,201,87977,163571,48346,208,0,667936
345,1624181128.860907555,1624181128.960946560,350,349,0,0.269921703,0.326760912,1,0,0,0,1,1.905834339,24.838800843,-23.023256410,0.013308641,0.035293231,0.007823463,0.999257755,2653,1432,0.539766302,0.084596421,0.050976406,0.034504351,0.201138025,60.525583710,2281,0.855551354,319.875729981,740.595726236,891.041182868,0.163911688,0.140234866,0,0,0,0,1.000000000,0,1,0.029348241,0.011421322,0.029348241,0.011421322,0.148726423,0.044263652,0.929991412,0.084596421,0.000000000,0.000001025,0.000001208,0.000004035,0.095293884,0.051015553,0.994141081,0.000000002,0.000000005,0.000000013,0.084293664,0.993369286,-0.078179532,0.000000000,0.191925164,0.205750872,7.725950635,0.021003751,59.479068491,0,0.170049677,0.147261910,859,793,66,0.323784395,231,0,0,0,0,0,1563,231,88424,164430,48577,208,0,669499
346,1624181128.960905313,1624181129.060856104,350,350,0,0.461117014,0.624569693,1,0,0,0,1,2.042591319,25.018323202,-23.003482537,0.027014378,0.044507956,0.008060509,0.998611182,2656,1425,0.536521084,0.102591712,0.051109929,0.036071417,0.277218742,51.943158524,2242,0.855944123,360.259150821,717.499875372,841.267698495,0.187730137,0.160686508,0,0,0,0,1.000000000,0,1,0.093836207,0.012255859,0.093836207,0.012255859,0.144330950,0.044906884,1.074772626,0.102591712,0.000000000,0.000001023,0.000001212,0.000003237,0.097634811,0.033855949,0.994646278,0.000000002,0.000000004,0.000000009,0.200239374,0.973473977,-0.110691504,0.000000000,0.193140576,0.206704174,7.521123250,0.021707405,59.390118188,0,0.169888890,0.146976774,869,791,78,0.327183735,309,0,0,0,0,0,1478,309,88919,165299,48886,208,0,670977
347,1624181129.160900354,1624181129.260702372,352,351,0,0.565496063,0.625771428,1,0,0,0,1,2.281921578,25.353207204,-23.155373146,0.071363969,0.055792987,0.007203697,0.995862658,2637,1228,0.465680698,0.130351202,0.073948025,0.049130666,0.210149806,57.427591572,2101,0.858853539,350.744774082,655.987350572,797.719161626,0.194377524,0.166941825,0,0,0,0,1.000000000,0,1,0.087722735,0.021178073,0.087722735,0.021178073,0.159398104,0.044486081,1.116612128,0.130351202,0.000000000,0.000001431,0.000001715,0.000005070,0.085143308,-0.000172333,0.996368701,0.000000001,0.000000005,0.000000010,0.097119923,-0.991403357,0.087676136,0.000000000,0.193245389,0.223103202,7.527473113,0.024783100,59.383309258,0,0.170862208,0.147758788,1184,1006,178,0.448995070,334,0,0,0,0,0,1119,334,89709,166483,49220,208,0,672096
348,1624181129.260897875,1624181129.360692024,352,352,0,0.493250544,0.551317807,1,0,0,0,1,2.394988432,25.530006516,-23.260263141,0.089811572,0.062293266,0.007758474,0.993978489,2634,1320,0.501138952,0.096511538,0.051582699,0.039539150,0.330405275,46.954393242,2206,0.841377467,371.001378972,668.083036025,816.994276176,0.199884510,0.168178322,0,0,0,0,1.000000000,0,1,0.047725837,0.015408887,0.047725837,0.015408887,0.176256090,0.052367825,1.124882602,0.096511538,0.000000000,0.000001192,0.000001374,0.000003431,0.098201543,-0.033626597,0.994598265,0.000000001,0.000000002,0.000000009,0.426056276,-0.900528698,0.086741649,0.000000000,0.199101906,0.222998908,7.297681849,0.028246281,59.213292971,0,0.171723871,0.148286768,910,837,73,0.345482156,275,0,0,0,0,0,1446,278,90196,167393,49495,208,0,673542
349,1624181129.360895395,1624181129.460795164,353,353,0,0.340132083,0.471853332,1,0,0,0,1,2.484338986,25.731513858,-23.390426159,0.109708872,0.065353847,0.007621853,0.991783618,2719,1271,0.467451269,0.084478634,0.045168808,0.032084438,0.342835929,47.176164456,2205,0.836127195,396.401282349,669.305439497,777.953743679,0.215007747,0.179773824,0,0,0,0,1.000000000,0,1,0.061517333,0.009332373,0.061517333,0.009332373,0.179647007,0.055259664,1.192200749,0.084478634,0.000000000,0.000001204,0.000001370,0.000003105,0.106947084,-0.038223824,0.993529698,0.000000003,0.000000004,0.000000011,0.361882185,-0.923847150,0.124690525,0.000000000,0.205276293,0.224875681,7.137476634,0.030647353,59.036691327,0,0.173606954,0.149605373,977,844,133,0.359323281,227,0,0,0,0,0,1513,229,90806,168370,49722,208,0,675055
350,1624181129.560890675,1624181129.660864830,355,354,0,0.209424321,0.305534315,1,0,0,0,1,2.688917409,26.225238878,-23.467897316,0.137242414,0.066116301,0.006767378,0.988305296,2750,1218,0.442909091,0.133158062,0.064842378,0.047747445,0.359224841,45.072430762,2203,0.853204563,458.675909705,652.388945335,768.544796946,0.244027216,0.208205134,0,0,0,0,1.000000000,0,1,0.115946918,0.016383249,0.115946918,0.016383249,0.188725419,0.048502415,1.380747823,0.133158062,0.000000000,0.000001689,0.000001880,0.000004075,0.106074210,-0.070142620,0.991881180,0.000000002,0.000000005,0.000000011,0.200508140,-0.958362593,0.203316566,0.000000000,0.210586739,0.238730381,7.303416652,0.031922322,59.047129453,0,0.176179998,0.151670924,1166,914,252,0.424000000,301,0,0,0,0,0,1281,303,91596,169536,50023,208,0,676336
351,1624181129.660888195,1624181129.760895967,356,355,0,0.189848431,0.250015703,1,0,0,0,1,2.765796606,26.461958473,-23.509309908,0.149479274,0.066711721,0.006948576,0.986487309,2794,1322,0.473156764,0.086465399,0.050923754,0.035607174,0.536820043,50.956459885,2276,0.848998394,511.251989100,664.919646002,756.148710400,0.264579313,0.224627412,0,0,0,0,1.000000000,0,1,0.044403201,0.009411805,0.044403201,0.009411805,0.224251113,0.050241487,1.487772084,0.086465399,0.000000000,0.000001378,0.000001556,0.000003013,0.119621852,-0.151993390,0.981116008,0.000000002,0.000000003,0.000000008,0.401411603,-0.905422800,0.138124139,0.000000000,0.226752180,0.238821676,7.141464840,0.032697224,59.106934595,0,0.180551202,0.155269727,1045,911,134,0.374015748,245,0,0,0,0,0,1504,245,92240,170581,50268,208,0,677840
352,1624181129.760885715,1624181129.860889196,356,356,0,0.207381463,0.250077271,1,0,0,0,1,2.840559972,26.736597283,-23.563622750,0.159541347,0.065252062,0.006625813,0.985010064,2775,1276,0.459819820,0.080420426,0.047282740,0.033308018,0.469224584,50.503214768,2285,0.836894543,498.888508547,663.144432096,750.271091091,0.260883468,0.218331951,0,0,0,0,1.000000000,0,1,0.012586256,0.001709322,0.012586256,0.001709322,0.199492954,0.045131032,1.437329226,0.080420426,0.000000000,0.000001345,0.000001468,0.000003192,0.123286594,-0.139878512,0.982463444,0.000000003,0.000000003,0.000000009,0.444230935,-0.884192233,0.144440199,0.000000000,0.241845812,0.240997969,6.571132387,0.031943376,58.876280923,0,0.185377131,0.159062392,1047,924,123,0.377297297,207,0,0,0,0,0,1520,208,92871,171628,50475,208,0,679360
