frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
916,1624181183.959566832,1624181184.059634924,921,920,0,0.103544330,0.176720233,1,0,0,1,1.515680386,11.801298355,-32.791686370,0.131359199,0.039847619,-0.045214698,0.989501167,2140,934,0.436448598,0.065824495,0.045372579,0.029928689,0.753801070,86.218069157,1968,0.806987590,461.990331771,535.446145548,590.715100248,0.290898135,0.234751185,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001849,0.000002536,0.000006067,0.044074245,0.350883592,-0.935381294,0.000000002,0.000000003,0.000000008,0.683237675,-0.727801108,0.059091686,0.000000000,0.603772461,0.131811988,2.605033773,0.014857327,76.885553951,0,360,331,29,0.168224299,68,0,0,0,0,0,1709,71,202814,411577,116609,24,0,1576903
917,1624181184.059564352,1624181184.159631729,922,921,0,0.115515525,0.184068775,1,0,0,1,1.556936764,12.087352610,-32.832562031,0.125688208,0.040936916,-0.045480866,0.990180859,2161,937,0.433595558,0.063455332,0.045244605,0.030100497,0.783559519,73.906387598,1988,0.796237921,467.035847861,530.703256198,585.181883751,0.295046848,0.234927489,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001838,0.000002520,0.000005482,-0.026678383,-0.370575950,0.928418941,0.000000002,0.000000004,0.000000006,0.769196054,-0.630146924,0.106076788,0.000000000,0.620706938,0.135595963,2.781976602,0.015411989,77.403943352,0,374,348,26,0.173068024,72,0,0,0,0,0,1714,73,202976,411951,116681,24,0,1578617
918,1624181184.159561872,1624181184.259549618,923,922,0,0.073474104,0.123117938,1,0,0,1,1.603482510,12.393914657,-32.914847739,0.123203223,0.041946220,-0.044793463,0.990482219,2058,881,0.428085520,0.065550998,0.043003144,0.028489614,0.787746641,75.883197338,1893,0.798267397,457.508672813,513.507272662,540.104236349,0.302761275,0.241684455,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001935,0.000002536,0.000005373,-0.012368339,-0.380969180,0.924505007,0.000000002,0.000000004,0.000000007,0.781929131,-0.621344477,0.050178440,0.000000000,0.638984052,0.138339292,2.987139454,0.016149768,77.832614977,0,360,341,19,0.174927114,73,0,0,0,0,0,1625,73,203109,412311,116754,24,0,1580242
919,1624181184.259559393,1624181184.359474897,924,923,0,0.052383269,0.097163252,1,0,0,1,1.645403769,12.711137984,-32.953180070,0.117034525,0.043008014,-0.045287022,0.991162104,2050,855,0.417073171,0.075756928,0.051825495,0.034031380,0.743865131,83.527181942,1890,0.792981696,439.648687132,519.353675539,539.733042024,0.293346434,0.232618353,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001988,0.000002529,0.000005682,-0.043700402,-0.370037058,0.927988605,0.000000002,0.000000004,0.000000007,0.754735523,-0.653192950,0.060936527,0.000000000,0.655895575,0.134378520,3.218983697,0.017421475,78.790989292,0,350,330,20,0.170731707,78,0,0,0,0,0,1621,79,203246,412661,116832,24,0,1581863
920,1624181184.359556913,1624181184.459501743,925,924,0,0.065134593,0.112490159,1,0,0,1,1.683123341,13.054693405,-32.998767003,0.114137573,0.043149078,-0.045344478,0.991491124,2023,828,0.409293129,0.065367668,0.043737341,0.030000310,0.775193705,76.077899386,1876,0.789720118,431.596692721,497.081844364,552.836404809,0.291321188,0.230062203,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002009,0.000002796,0.000005586,-0.019003071,-0.391909313,0.919807574,0.000000003,0.000000004,0.000000006,0.750170477,-0.654164198,0.096506260,0.000000000,0.671482063,0.131249315,3.455289603,0.016997325,79.006287577,0,325,301,24,0.160652496,71,0,0,0,0,0,1627,71,203367,412986,116903,24,0,1583490
921,1624181184.459554672,1624181184.559415340,926,925,0,0.108045674,0.179985642,1,0,0,1,1.719990581,13.410929694,-33.049317303,0.109250866,0.044142641,-0.045720801,0.991980486,2032,831,0.408956693,0.065327867,0.043254931,0.029321335,0.772669280,80.174896501,1853,0.789623261,432.113113900,503.226805762,527.831982334,0.295326279,0.233196500,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002040,0.000002831,0.000005830,-0.024823704,-0.367459351,0.929708239,0.000000003,0.000000004,0.000000007,0.773256095,-0.632177480,0.049260988,0.000000000,0.692312825,0.133329644,3.730502285,0.017856749,79.229744330,0,343,326,17,0.168799213,77,0,0,0,0,0,1611,78,203506,413329,116980,24,0,1585101
922,1624181184.559552193,1624181184.659424543,927,926,0,0.173291140,0.219375632,1,0,0,1,1.765306613,13.793841993,-33.082527295,0.104196845,0.042134856,-0.045599228,0.992616936,2027,829,0.408978786,0.075579649,0.054957352,0.034588773,0.819264573,74.397885364,1870,0.796176942,451.523699902,496.715654040,540.611527867,0.303269928,0.241456524,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002038,0.000002852,0.000005826,-0.032243806,-0.325384632,0.945031840,0.000000003,0.000000004,0.000000007,0.807119854,-0.588202846,0.050743996,0.000000000,0.714514199,0.115029701,3.973443490,0.018127200,79.499563391,0,342,322,20,0.168722250,102,0,0,0,0,0,1583,102,203627,413671,117082,24,0,1586684
923,1624181184.659549713,1624181184.759481430,928,927,0,0.147039647,0.216772795,1,0,0,1,1.803808467,14.200872445,-33.105721248,0.097639802,0.042507548,-0.045729606,0.993261487,1985,801,0.403526448,0.067409245,0.042994529,0.029541005,0.678248926,81.510488924,1831,0.790842041,421.882914806,499.253142196,526.895719382,0.291349210,0.230411204,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001997,0.000002944,0.000005999,-0.026960022,-0.343098190,0.938912557,0.000000002,0.000000004,0.000000007,0.654854209,-0.755156924,0.030066357,0.000000000,0.731294621,0.116476432,4.322807705,0.018078233,79.935835689,0,318,296,22,0.160201511,81,0,0,0,0,0,1586,81,203755,413989,117163,24,0,1588270
924,1624181184.759547234,1624181184.859491825,929,928,0,0.140154068,0.190830360,1,0,0,1,1.841293531,14.597342379,-33.087100643,0.089579028,0.042650022,-0.045781799,0.994012374,1962,854,0.435270133,0.066641733,0.042672658,0.030030587,0.779820197,66.100224200,1818,0.799139736,446.846869060,497.405417895,508.583753909,0.307568684,0.245790357,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002008,0.000002781,0.000004955,-0.027275924,-0.395313637,0.918141140,0.000000003,0.000000003,0.000000006,0.619983697,-0.784580476,-0.007327519,0.000000000,0.745957617,0.118481258,4.638386656,0.018618754,80.124768119,0,308,287,21,0.156982671,80,0,0,0,0,0,1571,83,203865,414297,117243,24,0,1589841
925,1624181184.859544754,1624181184.959443808,930,929,0,0.211286617,0.319502144,1,0,0,1,1.873697689,15.017129291,-33.104241311,0.079189564,0.041609082,-0.046056020,0.994925394,1913,822,0.429691584,0.068456461,0.046673310,0.030904446,0.707101203,68.585451148,1747,0.803968945,407.363844228,491.935629327,505.234273911,0.290034928,0.233179075,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001950,0.000002952,0.000004743,-0.018240382,-0.443237268,0.896218730,0.000000003,0.000000005,0.000000006,0.942603897,-0.332204293,0.033737241,0.000000000,0.760290190,0.101698107,4.979522471,0.018429699,79.705113097,0,309,286,23,0.161526398,70,0,0,0,0,0,1533,71,204008,414606,117313,24,0,1591374
926,1624181184.959542274,1624181185.059448719,931,930,0,0.225498333,0.268935347,1,0,0,1,1.908208045,15.447018224,-33.108350814,0.071842835,0.040687975,-0.046273835,0.995510838,1921,817,0.425299323,0.070459808,0.050905586,0.031639147,0.684996225,70.731778111,1774,0.793115708,417.060040928,481.389730098,508.537495437,0.296420622,0.235095852,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001921,0.000003090,0.000004885,-0.028403174,-0.341865523,0.939319554,0.000000003,0.000000005,0.000000006,0.956351909,-0.290598023,0.030721578,0.000000000,0.767280379,0.088939311,5.291731676,0.019550487,79.511002514,0,329,303,26,0.171264966,68,0,0,0,0,0,1524,68,204129,414935,117381,24,0,1592898
927,1624181185.059540033,1624181185.159428835,932,931,0,0.201253826,0.263525129,1,0,0,1,1.946664220,15.880571041,-33.124300945,0.061113039,0.040194845,-0.046087074,0.996255767,1905,823,0.432020997,0.066729668,0.043932124,0.029813624,0.614884666,68.162841783,1762,0.800864762,390.131614579,502.405745507,518.586349730,0.276468755,0.221414083,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001878,0.000002945,0.000004746,-0.028222794,-0.245597209,0.968961034,0.000000002,0.000000005,0.000000007,0.962944695,0.268972535,-0.019781034,0.000000000,0.766104995,0.089903401,5.625775441,0.019721173,79.108065585,0,300,282,18,0.157480315,74,0,0,0,0,0,1529,76,204248,415235,117455,24,0,1594427
928,1624181185.159537554,1624181185.259376764,933,932,0,0.204795800,0.290560494,1,0,0,1,1.991313746,16.318219776,-33.110133467,0.048719546,0.039609435,-0.045821486,0.996974368,1918,811,0.422836288,0.070131343,0.044784214,0.030075186,0.475165667,83.184168201,1761,0.804599912,350.890715046,517.381439685,548.628290501,0.247646697,0.199256511,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001883,0.000002908,0.000005426,-0.051028448,-0.194039673,0.979665608,0.000000002,0.000000006,0.000000009,0.819268024,0.573389592,-0.004927540,0.000000000,0.754242127,0.086663951,5.943154662,0.020275098,79.110891121,0,292,272,20,0.152241919,85,0,0,0,0,0,1540,86,204371,415527,117540,24,0,1595967
929,1624181185.259535074,1624181185.359312773,934,933,0,0.213880983,0.302184937,1,0,0,1,2.031546548,16.749932566,-33.115302878,0.038280561,0.039157782,-0.045070738,0.997481777,1908,817,0.428197065,0.066230005,0.044454698,0.029027639,0.513272589,71.593543851,1755,0.802636394,342.930936241,508.137913063,557.558022640,0.243450514,0.195402243,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001897,0.000002751,0.000005048,0.058712595,0.137174527,-0.988805330,0.000000002,0.000000006,0.000000008,0.440420812,0.893559068,-0.087072953,0.000000000,0.740983351,0.076696108,6.246344533,0.020713462,78.299425041,0,292,280,12,0.153039832,71,0,0,0,0,0,1545,71,204480,415819,117611,24,0,1597512
930,1624181185.359532595,1624181185.459424973,935,934,0,0.237133348,0.305174893,1,0,0,1,2.067601559,17.201950764,-33.136920676,0.028689079,0.038037041,-0.045415964,0.997831404,1855,800,0.431266846,0.069018126,0.048462983,0.031279398,0.495341827,71.747367491,1699,0.800677003,333.128268915,503.399325705,523.822633488,0.244884194,0.196073142,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001929,0.000002883,0.000004948,-0.068264712,-0.117379940,0.990738047,0.000000002,0.000000006,0.000000008,0.882656476,0.468095463,-0.042475680,0.000000000,0.725952260,0.047684593,6.560460723,0.020596167,77.549003171,0,294,267,27,0.158490566,65,0,0,0,0,0,1496,65,204620,416113,117676,24,0,1599008
931,1624181185.459530115,1624181185.559568167,936,935,0,0.152148563,0.232671125,1,0,0,1,2.099141517,17.653075460,-33.141493024,0.017857220,0.038573686,-0.044740539,0.998093921,1832,829,0.452510917,0.066613215,0.046607325,0.030186368,0.415266430,84.334163117,1671,0.813027669,286.588812523,513.030182873,558.950239299,0.210948993,0.171507368,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001850,0.000002694,0.000005641,0.047916938,0.050175007,-0.997590315,0.000000002,0.000000006,0.000000010,0.856013028,0.512612485,-0.066859069,0.000000000,0.705850957,0.047781986,6.857327964,0.020204268,77.338393889,0,281,248,33,0.153384279,66,0,0,0,0,0,1483,68,204750,416394,117742,24,0,1600491
932,1624181185.559527874,1624181185.659599543,937,936,0,0.096334227,0.136074670,1,0,0,1,2.136239232,18.107080088,-33.170589544,0.010264160,0.039501405,-0.044829963,0.998160589,1917,845,0.440792906,0.069502269,0.050089386,0.034136608,0.391508031,80.761706636,1751,0.809777653,302.595705422,511.998440681,603.326524652,0.213408064,0.172813081,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001794,0.000002515,0.000005423,0.051583043,0.001614232,-0.998667404,0.000000002,0.000000005,0.000000008,0.562137007,0.825137658,-0.056123354,0.000000000,0.684204061,0.047286312,7.117241530,0.019279621,77.251576000,0,287,259,28,0.149713093,70,0,0,0,0,0,1558,72,204879,416681,117812,24,0,1602049
933,1624181185.659525394,1624181185.759489298,938,937,0,0.065638136,0.099231174,1,0,0,1,2.171209243,18.535796726,-33.177335581,0.005799570,0.040211265,-0.044338424,0.998190124,1800,877,0.487222222,0.065341362,0.049063094,0.030581748,0.321061048,81.232802544,1636,0.824936808,235.733020338,488.686866594,625.176731400,0.174669243,0.144091088,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001831,0.000002244,0.000005820,0.049986066,-0.096264765,-0.994099838,0.000000002,0.000000005,0.000000009,0.533829412,0.844915231,-0.033829159,0.000000000,0.658172954,0.046398369,7.320564702,0.018122919,77.081900887,0,295,279,16,0.163888889,70,0,0,0,0,0,1435,70,205002,416976,117882,24,0,1603484
934,1624181185.759522915,1624181185.859526396,939,938,0,0.071314131,0.122102256,1,0,0,1,2.200831947,18.947261133,-33.217895644,0.002185156,0.040465026,-0.044061382,0.998206593,1732,860,0.496535797,0.074528897,0.054978810,0.037063651,0.325263084,87.832015170,1580,0.825269495,224.715032199,459.233873645,619.976896117,0.172337285,0.142224704,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001872,0.000002330,0.000005988,0.048901004,-0.039462993,-0.998023729,0.000000002,0.000000006,0.000000008,0.737488920,0.673062059,-0.055655703,0.000000000,0.631984063,0.050875915,7.482032710,0.016912795,77.372071630,0,253,238,15,0.146073903,75,0,0,0,0,0,1403,76,205121,417229,117957,24,0,1604887
935,1624181185.859520435,1624181185.959554911,940,939,0,0.066473010,0.120476482,1,0,0,1,2.222682734,19.364561611,-33.243372658,0.004426347,0.042624558,-0.044019065,0.998111154,1766,820,0.464326161,0.071007564,0.045512633,0.029876109,0.343623117,83.349769153,1624,0.823467909,247.910488426,487.276025906,602.125369564,0.185379709,0.152654242,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001944,0.000002406,0.000005984,0.049071492,-0.031171168,-0.998308743,0.000000002,0.000000005,0.000000008,0.758585264,0.644732482,-0.094172315,0.000000000,0.609082646,0.050692887,7.628469328,0.015835868,77.465591881,0,269,255,14,0.152321631,89,0,0,0,0,0,1408,89,205236,417498,118046,24,0,1606295
936,1624181185.959517956,1624181186.059628725,941,940,0,0.071812994,0.111317873,1,0,0,1,2.246489658,19.778639654,-33.281257063,0.004866224,0.043315911,-0.043983757,0.998080899,1727,824,0.477127968,0.069607326,0.051429079,0.034869698,0.341467727,83.930678549,1604,0.820429478,241.596557504,474.575170393,599.797154805,0.183588351,0.150621295,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001988,0.000002318,0.000006053,0.039960547,-0.032144678,-0.998684071,0.000000002,0.000000005,0.000000007,0.742857565,0.667225162,-0.054527254,0.000000000,0.588465979,0.049893428,7.753067475,0.015157860,77.351222350,0,265,241,24,0.153445281,83,0,0,0,0,0,1379,83,205348,417763,118129,24,0,1607674
937,1624181186.059515715,1624181186.159534216,942,941,0,0.092587022,0.175524447,1,0,0,1,2.277623068,20.179833668,-33.343004846,0.002670593,0.041271851,-0.043832361,0.998182461,1754,846,0.482326112,0.070919516,0.052047609,0.033679264,0.370759828,89.033898561,1635,0.826482477,256.047888041,487.614522474,607.636439403,0.189482799,0.156604213,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001972,0.000002348,0.000006333,0.052367333,-0.052136409,-0.997265991,0.000000002,0.000000005,0.000000008,0.733944923,0.675675476,-0.069191767,0.000000000,0.567825995,0.046970672,7.839369737,0.013904999,78.107597899,0,236,227,9,0.134549601,80,0,0,0,0,0,1436,82,205450,417999,118209,24,0,1609110
938,1624181186.159513235,1624181186.259458780,943,942,0,0.060604988,0.146020175,1,0,0,1,2.302898243,20.604252747,-33.361515836,0.004800437,0.042656251,-0.043838441,0.998116021,1782,854,0.479236813,0.076812390,0.057423992,0.036793545,0.361564436,79.528014244,1643,0.828239225,269.433973196,469.938209934,621.424863961,0.197997177,0.163989028,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002006,0.000002221,0.000005697,0.064500199,-0.066474320,-0.995701205,0.000000002,0.000000005,0.000000008,0.742458890,0.665642532,-0.075331371,0.000000000,0.546516884,0.051094801,7.942674381,0.012735674,78.289838744,0,288,262,26,0.161616162,100,0,0,0,0,0,1394,100,205549,418287,118309,24,0,1610504
939,1624181186.259510756,1624181186.359397173,944,943,0,0.107014079,0.176340590,1,0,0,1,2.325752489,21.016309800,-33.399491154,0.002480061,0.042951212,-0.044222814,0.998094878,1754,800,0.456100342,0.069820225,0.048950967,0.032223932,0.353416216,83.463081306,1622,0.814102763,256.934303787,449.320002678,614.220375646,0.194577228,0.158405859,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002077,0.000002300,0.000005937,0.077019181,-0.077416693,-0.994019467,0.000000002,0.000000005,0.000000008,0.767661024,0.637599648,-0.064523186,0.000000000,0.526994439,0.047083299,8.008494938,0.013343826,78.286633712,0,271,248,23,0.154503991,82,0,0,0,0,0,1401,82,205660,418558,118391,24,0,1611905
940,1624181186.359508276,1624181186.459375381,945,944,0,0.061311674,0.129317682,1,0,0,1,2.341214908,21.452704624,-33.404465894,-0.001827364,0.043203305,-0.044275098,0.998083088,1816,809,0.445484581,0.079632505,0.050932791,0.033942822,0.318430364,87.301794054,1672,0.809097952,238.824537028,490.139052897,623.848185061,0.176539369,0.142837642,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001969,0.000002311,0.000006294,0.039689459,-0.113973487,-0.992690683,0.000000002,0.000000005,0.000000008,0.850755265,0.519862354,-0.077192045,0.000000000,0.504156272,0.054837596,8.083503102,0.012805968,78.847828445,0,294,264,30,0.161894273,91,0,0,0,0,0,1431,91,205775,418852,118482,24,0,1613336
941,1624181186.459505796,1624181186.559425831,946,945,0,0.109722364,0.217374819,1,0,0,1,2.366891936,21.882947810,-33.417485919,-0.000162489,0.044045057,-0.044182254,0.998052070,1737,750,0.431778929,0.071897247,0.047050390,0.031649547,0.301676615,91.783455140,1595,0.803127722,229.959464464,465.022757137,586.006495277,0.179517166,0.144175213,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002148,0.000002417,0.000006951,0.045084887,-0.119340231,-0.991829251,0.000000002,0.000000006,0.000000009,0.609127207,0.786603990,-0.101085155,0.000000000,0.480606638,0.052673576,8.127696441,0.012473959,79.428256377,0,268,249,19,0.154289004,80,0,0,0,0,0,1389,80,205877,419120,118562,24,0,1614725
942,1624181186.559503555,1624181186.659456253,947,946,0,0.056983356,0.129726892,1,0,0,1,2.384652000,22.274883535,-33.448571631,0.000399366,0.043694628,-0.044579207,0.998049755,1728,754,0.436342593,0.064239451,0.046124128,0.029859299,0.313014561,90.633099371,1603,0.801169567,233.562573228,469.367017413,581.345224980,0.181863391,0.145703414,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002122,0.000002517,0.000007360,0.061810977,-0.092192761,-0.993820858,0.000000002,0.000000007,0.000000010,0.726544125,0.684938676,-0.054705060,0.000000000,0.455294138,0.053372952,8.111759161,0.012412088,80.240017078,0,250,237,13,0.144675926,53,0,0,0,0,0,1424,54,205972,419370,118615,24,0,1616149
943,1624181186.659501076,1624181186.759395599,948,947,0,0.056315553,0.099024629,1,0,0,1,2.401598658,22.666034731,-33.460786120,0.003730076,0.045053215,-0.045154322,0.997956603,1746,794,0.454753723,0.065875374,0.045575909,0.030070125,0.346224526,86.150948960,1619,0.809350234,236.639644859,468.110796870,605.587586323,0.180594350,0.146164080,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002126,0.000002387,0.000006818,0.086213243,-0.094792059,-0.991756897,0.000000002,0.000000005,0.000000008,0.545501321,0.835991913,-0.059546875,0.000000000,0.438692918,0.054331656,8.104794648,0.012445646,80.472040080,0,256,232,24,0.146620848,63,0,0,0,0,0,1425,65,206087,419626,118678,24,0,1617574
944,1624181186.759498596,1624181186.859339476,949,948,0,0.096173679,0.164636094,1,0,0,1,2.407307972,23.044777826,-33.433108528,0.004156248,0.042810572,-0.045935709,0.998017981,1704,786,0.461267606,0.066539510,0.050215976,0.031402304,0.319701853,88.800080719,1573,0.809104762,228.486681594,441.432482820,602.802626957,0.179526023,0.145255360,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002104,0.000002353,0.000006869,0.071343227,-0.131144922,-0.988792776,0.000000002,0.000000006,0.000000008,0.644497349,0.763159430,-0.047019693,0.000000000,0.415687001,0.054395302,8.063206131,0.012296972,81.607032906,0,235,225,10,0.137910798,56,0,0,0,0,0,1413,56,206174,419861,118734,24,0,1618987
945,1624181186.859496117,1624181186.959404469,950,949,0,0.104904695,0.180232079,1,0,0,1,2.425137519,23.418521504,-33.453586818,0.007372180,0.044278254,-0.046873274,0.997891769,1711,772,0.451198130,0.064425129,0.050359959,0.030725815,0.305819050,84.112247924,1597,0.808750327,218.178903834,451.216329623,622.179038920,0.168924783,0.136617974,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002155,0.000002423,0.000006566,0.072164852,-0.101978056,-0.992165667,0.000000002,0.000000005,0.000000009,0.755082176,0.654285123,-0.041974829,0.000000000,0.395622893,0.056896723,8.006643332,0.012676710,82.383372744,0,255,234,21,0.149035652,48,0,0,0,0,0,1407,49,206271,420116,118782,24,0,1620394
946,1624181186.959493637,1624181187.059449196,951,950,0,0.110870885,0.160560752,1,0,0,1,2.435846931,23.792100870,-33.460188499,0.009384333,0.042555951,-0.048944155,0.997850387,1760,823,0.467613636,0.060945135,0.044358735,0.026972001,0.297675158,95.473751304,1622,0.819674282,244.605810261,434.118976607,650.786899209,0.183981693,0.150805062,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002167,0.000002324,0.000007043,0.071166574,-0.081472958,-0.994131518,0.000000002,0.000000006,0.000000009,0.748140375,0.660290210,-0.065595871,0.000000000,0.376256840,0.063142087,7.944887311,0.016046062,83.620471404,0,232,217,15,0.131818182,56,0,0,0,0,0,1471,57,206365,420348,118838,24,0,1621865
947,1624181187.059491396,1624181187.159426451,952,951,0,0.113623160,0.157523491,1,0,0,1,2.438941369,24.171564333,-33.456197031,0.010215465,0.040256804,-0.051611714,0.997803220,1743,772,0.442914515,0.062282986,0.045971508,0.027410759,0.330928500,88.464444799,1611,0.819959926,258.477106174,450.969684447,611.508650341,0.195674357,0.160445131,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002132,0.000002458,0.000007368,0.060607889,-0.058743228,-0.996431592,0.000000002,0.000000006,0.000000010,0.893861925,0.444274408,-0.060258685,0.000000000,0.362059031,0.066512852,7.884235870,0.020771371,84.635551555,0,221,210,11,0.126792886,47,0,0,0,0,0,1475,47,206442,420569,118885,24,0,1623340
948,1624181187.159488916,1624181187.259471416,953,952,0,0.101170446,0.159995746,1,0,0,1,2.440181940,24.566937881,-33.454496292,0.011859039,0.037760302,-0.054787499,0.997713312,1796,802,0.446547884,0.061450595,0.043606927,0.029922378,0.369984274,73.916064678,1670,0.810071369,256.788035185,471.621691079,624.409460152,0.189816967,0.153765291,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002131,0.000002345,0.000005837,0.054505930,-0.066279882,-0.996311237,0.000000002,0.000000004,0.000000007,0.685764694,0.723698485,-0.077377564,0.000000000,0.356799962,0.070664774,7.846000753,0.026433245,84.172146379,0,242,225,17,0.134743875,53,0,0,0,0,0,1500,54,206542,420811,118938,24,0,1624840
949,1624181187.259486437,1624181187.359477282,954,953,0,0.103023677,0.138644445,1,0,0,1,2.441257638,24.949791135,-33.446440342,0.011036191,0.034698466,-0.057293381,0.997693183,1831,843,0.460404151,0.064711836,0.048710632,0.029906913,0.316977131,86.152912817,1698,0.812207186,248.834019894,491.946972198,638.346809860,0.180428543,0.146545359,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001989,0.000002418,0.000006079,0.064852883,-0.055994910,-0.996322575,0.000000002,0.000000006,0.000000008,0.707746767,0.700149224,-0.094263342,0.000000000,0.346985189,0.071391116,7.774971385,0.030031004,84.900114827,0,269,244,25,0.146914255,71,0,0,0,0,0,1491,71,206646,421080,119009,24,0,1626331
950,1624181187.359483957,1624181187.459390640,955,954,0,0.156690462,0.216349340,1,0,0,1,2.445013849,25.312661417,-33.450969939,0.007272573,0.033541572,-0.059627174,0.997630529,1821,882,0.484349259,0.067701014,0.049321500,0.031074643,0.339377630,84.090641112,1681,0.820887253,255.522838274,475.585533843,648.803100853,0.185173356,0.152006448,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001951,0.000002316,0.000006088,0.068496374,-0.039316804,-0.996876339,0.000000002,0.000000006,0.000000007,0.676848954,0.731284111,-0.084255814,0.000000000,0.339186979,0.071433507,7.685640366,0.034459242,85.517278508,0,277,260,17,0.152114223,69,0,0,0,0,0,1475,69,206745,421357,119078,24,0,1627806
951,1624181187.459481478,1624181187.559374809,956,955,0,0.083376447,0.192636496,1,0,0,1,2.447148122,25.684621300,-33.433181130,0.005412827,0.030771809,-0.060116193,0.997702280,1783,801,0.449242849,0.063614101,0.043824883,0.026848354,0.429650381,82.013613860,1648,0.809159556,270.508428203,464.105580472,598.880939517,0.202856733,0.164143464,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002024,0.000002549,0.000005998,0.103115009,-0.021948645,-0.994427248,0.000000002,0.000000006,0.000000009,0.837441857,0.537046020,-0.101354374,0.000000000,0.339906176,0.072937362,7.601585383,0.034799074,85.401251045,0,256,230,26,0.143578239,61,0,0,0,0,0,1465,62,206869,421613,119139,24,0,1629271
