frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
477,1517157270.826190948,1517157270.927030325,497,496,0,0.086696116,0.188910696,1,1,0,0,0,1,115.442969794,47.302916107,-3.930995806,0.019901463,-0.014274563,0.209175791,0.977571305,788,450,0.571065990,0.032634082,0.019388179,0.014117479,0.132959465,31.928959271,596,0.899650321,33.850977489,150.676191877,351.664422229,0.063132242,0.056796942,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003489,0.000004713,0.000010526,0.891341773,0.450077936,-0.054218958,0.000000026,0.000000046,0.000006066,0.996565194,-0.031161984,-0.076725119,0.000000000,0.142118317,0.065499404,6.537046134,0.045000524,31.110843712,0,0.065532171,0.059835721,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,68,68,0,0.086294416,13,0,0,0,0,0,0,707,13,11854,37539,7730,0,0,0,336617
478,1517157270.927051067,1517157271.027829409,498,497,0,0.088638752,0.167276924,1,1,0,0,0,1,115.738808919,47.438084465,-3.936764964,0.022333318,-0.014332825,0.209346763,0.977481317,787,441,0.560355781,0.029379383,0.015701764,0.011764189,0.132126693,33.495275359,583,0.907768868,33.156023216,144.086338583,351.986888402,0.062649642,0.056871395,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003439,0.000004506,0.000010922,0.889009312,0.450488069,-0.081993551,0.000000025,0.000000036,0.000006046,0.996294150,-0.032284010,-0.079722706,0.000000000,0.140824836,0.069067991,6.561586911,0.044655871,31.243021450,0,0.064909070,0.059230543,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,73,73,0,0.092757306,19,0,0,0,0,0,0,695,19,11874,37612,7749,0,0,0,337312
479,1517157271.027849913,1517157271.128689289,499,498,0,0.135100756,0.181856270,1,1,0,0,0,1,116.027288769,47.572083024,-3.958387272,0.028143301,-0.009352654,0.210132575,0.977222996,788,425,0.539340102,0.030632798,0.018523835,0.012604510,0.127611894,37.177451850,591,0.903172390,35.045126587,158.625180153,340.104575928,0.065655256,0.059298015,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003561,0.000004264,0.000011538,0.883270260,0.461751746,-0.081357070,0.000000022,0.000000032,0.000005807,0.996963979,-0.028622696,-0.072412471,0.000000000,0.139600829,0.066878151,6.586941745,0.043135641,31.621419009,0,0.064768532,0.059083853,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,77,75,2,0.097715736,19,0,0,0,0,0,0,692,19,11888,37689,7768,0,0,0,338004
480,1517157271.128710032,1517157271.229549408,499,499,0,0.195050260,0.237075340,1,1,0,0,0,1,116.322947388,47.720049195,-3.964895608,0.026015883,-0.003360295,0.217859955,0.975627451,769,407,0.529258778,0.029702812,0.015927764,0.011057899,0.174554392,28.191591882,582,0.901080978,42.359922593,143.967165787,338.102040852,0.080773398,0.072783372,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003685,0.000004468,0.000010633,0.881892858,0.454812753,-0.124138420,0.000000030,0.000000086,0.000006457,0.997273328,-0.046423935,-0.057364869,0.000000000,0.140509665,0.065717360,6.611234318,0.057451562,31.523651102,0,0.065292333,0.059536892,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,71,70,1,0.092327698,18,0,0,0,0,0,0,680,18,11901,37760,7786,0,0,0,338684
481,1517157271.330430031,1517157271.431269407,501,500,0,0.173002609,0.306877819,1,1,0,0,0,1,116.916262427,48.014868345,-3.991565240,0.023961490,-0.007383457,0.225931570,0.973820444,788,431,0.546954315,0.033648001,0.016342922,0.011964990,0.234399391,25.071161216,581,0.908052948,45.022579578,147.480464647,335.075718665,0.085338120,0.077491531,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005012,0.000006037,0.000011238,0.865487753,0.497435866,-0.059063595,0.000000029,0.000000039,0.000006616,0.996567273,-0.057275291,-0.059776344,0.000000000,0.144524192,0.065297353,6.969930364,0.068784585,31.316322080,0,0.066412430,0.060536544,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,80,75,5,0.101522843,21,0,0,0,0,0,0,685,23,11927,37840,7807,0,0,0,339369
482,1517157271.431289911,1517157271.532129288,502,501,0,0.097227608,0.153385007,1,1,0,0,0,1,117.206118422,48.168241716,-4.003054201,0.019014896,-0.008516206,0.223906664,0.974387866,788,394,0.500000000,0.031616394,0.018278793,0.011560229,0.202047284,26.863598331,583,0.899802532,50.620291931,146.026635495,327.937948661,0.096495904,0.086827259,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004068,0.000005349,0.000010120,0.855224445,0.517336748,-0.030884278,0.000000030,0.000000064,0.000005430,0.996803607,-0.044112139,-0.066608474,0.000000000,0.148010915,0.065283161,6.993353753,0.070910196,30.963295324,0,0.068176176,0.062081146,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,74,73,1,0.093908629,14,0,0,0,0,0,0,698,16,11953,37914,7821,0,0,0,340067
483,1517157271.532150030,1517157271.632989407,503,502,0,0.154397505,0.305979567,1,1,0,0,0,1,117.499785429,48.309672333,-4.021534736,0.022234856,-0.009391267,0.226751812,0.973653445,817,430,0.526315789,0.034135433,0.018896648,0.012740850,0.278304657,24.351496675,584,0.897506903,45.488508859,157.308493991,321.347028356,0.086786277,0.077891282,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003532,0.000004780,0.000008099,0.873871707,0.486041634,-0.010572108,0.000000026,0.000000043,0.000004485,0.996301167,-0.058373576,-0.063059580,0.000000000,0.155143868,0.063456751,7.017554133,0.076103568,30.650418468,0,0.069761773,0.063457538,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,93,92,1,0.113831089,17,0,0,0,0,0,0,706,18,11986,38007,7838,0,0,0,340773
484,1517157271.633009911,1517157271.733849287,504,503,0,0.611729692,0.839008830,1,1,0,0,0,1,117.776136432,48.442653038,-4.040048757,0.005421058,0.001691655,0.207171158,0.978288230,812,425,0.523399015,0.040505155,0.022935932,0.016374796,0.259951866,24.366128590,601,0.908362402,53.877680177,153.359972028,338.688151375,0.098690481,0.089646722,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003222,0.000004529,0.000007793,0.868158280,0.486689859,-0.097129723,0.000000030,0.000000038,0.000002894,0.999296445,-0.008495980,-0.036529897,0.000000000,0.160944024,0.081343429,6.697145684,0.109816400,30.331041205,0,0.071516800,0.065028393,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,131,129,2,0.161330049,35,0,0,0,0,0,0,645,36,12024,38138,7873,0,0,0,341418
485,1517157271.733870029,1517157271.834709406,505,504,0,0.868305947,1.243449466,1,1,0,0,0,1,118.060507208,48.562993074,-4.015977076,-0.015021381,0.008243817,0.175615815,0.984309648,845,447,0.528994083,0.035293139,0.020175967,0.014757749,0.229904070,25.469627479,603,0.906483594,51.178348480,169.612271946,325.818986685,0.093628703,0.084872883,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003015,0.000004284,0.000007826,0.876651389,0.478847862,-0.046766084,0.000000028,0.000000047,0.000003474,0.998831419,0.044149412,-0.019662783,0.000000000,0.165221387,0.082208479,6.693509786,0.174351718,30.139174346,0,0.072974283,0.066321157,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,113,110,3,0.133727811,29,0,0,0,0,0,0,703,29,12070,38251,7902,0,0,0,342121
486,1517157271.834729910,1517157271.935569286,506,505,0,1.005085428,1.256854834,1,1,0,0,0,1,118.336210212,48.682622605,-4.037803840,-0.015458665,-0.000105250,0.125979229,0.991912422,870,477,0.548275862,0.033895400,0.017605527,0.012375574,0.238408943,23.430532630,637,0.905976125,56.141132047,174.246345811,346.719313959,0.097280318,0.088133645,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003004,0.000004014,0.000007388,0.887329832,0.458432306,-0.049855691,0.000000029,0.000000041,0.000003538,0.989494353,0.141195639,-0.031059884,0.000000000,0.171296016,0.082102223,6.686757195,0.271896348,29.589920406,0,0.074622636,0.067773316,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,105,101,4,0.120689655,26,0,0,0,0,0,0,738,27,12112,38356,7928,0,0,0,342859
487,1517157271.935590029,1517157272.036367178,507,506,0,0.297637026,0.583531336,1,1,0,0,0,1,118.626081869,48.776936353,-4.054319388,0.000021668,0.001534906,0.130361977,0.991465279,902,460,0.509977827,0.030967622,0.016899939,0.012371267,0.266910730,21.372146640,649,0.902037064,63.911800512,163.946318870,357.563934973,0.109172178,0.098477351,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002998,0.000004191,0.000007020,0.888967702,0.455872111,-0.043784041,0.000000033,0.000000047,0.000003489,0.990058280,0.136502957,-0.033934431,0.000000000,0.178323182,0.082676095,6.672838194,0.279891497,29.041236638,0,0.076987031,0.069857561,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,138,137,1,0.152993348,20,0,0,0,0,0,0,743,21,12141,38494,7948,0,0,0,343602
488,1517157272.036389112,1517157272.137227297,507,507,0,0.645917741,0.765951567,1,1,0,0,0,1,118.918565505,48.863793630,-4.067921766,0.024208931,0.000171399,0.157509646,0.987220649,891,477,0.535353535,0.028521589,0.017715642,0.011259369,0.236593285,23.877865072,666,0.907901120,60.711591249,174.274015870,369.676538941,0.100405808,0.091158545,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002807,0.000004361,0.000007004,0.886783296,0.454368339,-0.084645133,0.000000027,0.000000046,0.000002833,0.995611999,0.076017870,-0.054571340,0.000000000,0.184249549,0.086546381,6.673315692,0.328024143,28.508187872,0,0.079104071,0.071767060,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,109,104,5,0.122334456,12,0,0,0,0,0,0,770,12,12172,38603,7960,0,0,0,344372
489,1517157272.238109112,1517157272.338948250,509,508,0,0.766374984,0.911033936,1,1,0,0,0,1,119.507968701,49.076260770,-4.095849516,0.041198692,0.001507106,0.229043563,0.972542772,904,467,0.516592920,0.028955780,0.016638324,0.011889993,0.232688060,22.868464673,656,0.909579575,56.951781533,184.308335194,355.424084757,0.095447108,0.086816740,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003761,0.000005441,0.000009497,0.898511941,0.428102942,-0.096975058,0.000000031,0.000000036,0.000003694,0.996427015,-0.069868525,-0.047450955,0.000000000,0.189647146,0.090022161,6.982605849,0.472784252,28.011128989,0,0.080709481,0.073187521,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,99,96,3,0.109513274,22,0,0,0,0,0,0,783,22,12200,38702,7982,0,0,0,345155
490,1517157272.338968992,1517157272.439808369,509,509,0,0.153098553,0.276494480,1,1,0,0,0,1,119.793960200,49.212239530,-4.104933051,0.039897962,-0.003246511,0.229556267,0.972471867,906,459,0.506622517,0.030750173,0.017407702,0.011913174,0.322220547,21.749624029,645,0.902398005,65.102783354,173.338624777,343.605305100,0.111851475,0.100934548,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003239,0.000004537,0.000007192,0.869065913,0.464269510,-0.170816451,0.000000027,0.000000040,0.000003372,0.996784772,-0.061145178,-0.051782102,0.000000000,0.200210857,0.085991053,6.680904009,0.469176461,27.299221471,0,0.083672250,0.075820405,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,89,86,3,0.098233996,16,0,0,0,0,0,0,801,16,12224,38791,7998,0,0,0,345956
491,1517157272.540688992,1517157272.641528368,511,510,0,0.186001151,0.258603736,1,1,0,0,0,1,120.363314047,49.506567611,-4.121956234,0.026230828,-0.006480190,0.218667656,0.975425244,847,454,0.536009445,0.026979547,0.015248039,0.011039813,0.330397327,19.844061973,629,0.907121904,69.628242800,174.677151148,326.274283971,0.122030709,0.110696729,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003919,0.000005686,0.000008519,0.847489583,0.512276710,-0.139046680,0.000000035,0.000000059,0.000002912,0.996566966,-0.056337819,-0.060665739,0.000000000,0.209059915,0.089070888,7.006660736,0.490565977,26.812518157,0,0.086193022,0.078097637,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,98,95,3,0.115702479,19,0,0,0,0,0,0,729,20,12248,38889,8017,0,0,0,346685
492,1517157272.641549110,1517157272.742388248,512,511,0,0.389381145,0.585254543,1,1,0,0,0,1,120.651913168,49.652247797,-4.130466917,0.013692739,-0.008896345,0.203326886,0.978974740,841,429,0.510107015,0.030069854,0.016110439,0.011714496,0.300503464,23.220812226,622,0.891464776,69.721113709,154.359151395,330.410825540,0.125738925,0.112091823,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003488,0.000004861,0.000007359,0.852359324,0.507322838,-0.126913833,0.000000027,0.000000045,0.000003795,0.997914670,-0.014582361,-0.062878187,0.000000000,0.216309995,0.090201827,7.018255942,0.519339206,26.449885022,0,0.088832263,0.080353968,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,127,125,2,0.151010702,12,0,0,0,0,0,0,701,13,12272,39016,8029,0,0,0,347386
493,1517157272.742408991,1517157272.843248367,513,512,0,0.678863448,0.721593623,1,1,0,0,0,1,120.928791338,49.785255771,-4.139604026,-0.000379985,-0.013739559,0.171039850,0.985168234,839,422,0.502979738,0.031365493,0.014615660,0.010527276,0.284154405,22.962205408,628,0.893075453,69.181012758,153.564476436,338.105895395,0.123349990,0.110160848,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003355,0.000004667,0.000007130,0.862907098,0.495856654,-0.097557774,0.000000029,0.000000073,0.000003718,0.996819102,0.049757347,-0.062256605,0.000000000,0.222184763,0.090151450,7.001942069,0.581328906,26.177113406,0,0.091078569,0.082310704,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,101,98,3,0.120381406,18,0,0,0,0,0,0,719,19,12305,39117,8047,0,0,0,348105
494,1517157272.843269110,1517157272.944108248,514,513,0,0.491883513,0.685680746,1,1,0,0,0,1,121.218998839,49.913946554,-4.150251465,0.005436467,-0.005724775,0.156831363,0.987593841,795,429,0.539622642,0.027060781,0.016911251,0.011909488,0.302927884,24.511422587,606,0.903115089,67.792749362,152.362240652,327.132754127,0.123870396,0.111869223,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003191,0.000004621,0.000006790,0.878155473,0.472156438,-0.076884747,0.000000023,0.000000060,0.000003210,0.996270102,0.071811678,-0.047843142,0.000000000,0.229623714,0.096238724,6.997406079,0.607522904,25.953442978,0,0.093909653,0.084831589,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,94,91,3,0.118238994,17,0,0,0,0,0,0,682,19,12338,39211,8064,0,0,0,348787
495,1517157272.944128990,1517157273.044906378,515,514,0,1.016344410,1.426162540,1,1,0,0,0,1,121.509413984,50.034912449,-4.166492845,0.036789233,0.000451623,0.204759651,0.978120562,841,454,0.539833532,0.028570496,0.017533073,0.012777791,0.281863693,23.536922637,602,0.905273819,63.454992216,154.113684808,327.406161870,0.116436554,0.105406964,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003054,0.000004306,0.000006647,0.883710383,0.464886581,-0.054188809,0.000000025,0.000000036,0.000003279,0.998333787,-0.028127364,-0.050383544,0.000000000,0.235918271,0.098697866,6.984954876,0.704446966,25.671038701,0,0.096213706,0.086894624,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,102,99,3,0.121284185,14,0,0,0,0,0,0,725,14,12369,39313,8078,0,0,0,349512
496,1517157273.044926882,1517157273.145766258,516,515,0,1.520387705,1.580894260,1,1,0,0,0,1,121.809012985,50.165225662,-4.189759141,0.054580183,0.015254546,0.278450560,0.958777132,913,520,0.569550931,0.028674514,0.017350176,0.011561946,0.302664393,21.571809505,650,0.913182530,60.791350844,194.400673825,338.376619610,0.102416715,0.093525155,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003001,0.000003588,0.000006181,0.874473536,0.479430224,-0.073774625,0.000000026,0.000000031,0.000003105,0.984629266,-0.173973739,-0.015438503,0.000000000,0.243559622,0.100262896,6.997464223,0.856838572,25.293057902,0,0.098057510,0.088587549,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,114,113,1,0.124863089,14,0,0,0,0,0,0,783,16,12401,39427,8092,0,0,0,350295
497,1517157273.145787001,1517157273.246626377,517,516,0,0.795404181,1.344870862,1,1,0,0,0,1,122.084321538,50.310368721,-4.193547099,0.052214899,0.014767156,0.312801855,0.948267122,923,511,0.553629469,0.032995534,0.022228902,0.013877804,0.370546624,20.536371113,685,0.905536084,75.170651610,189.570195229,355.551370719,0.121185869,0.109738178,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003076,0.000003390,0.000005558,0.875546547,0.476677569,-0.078719369,0.000000025,0.000000032,0.000003490,0.969212085,-0.245903979,-0.012616193,0.000000000,0.255438980,0.100508063,6.983405901,0.928346045,24.723428494,0,0.100960191,0.091234610,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,110,109,1,0.119176598,17,0,0,0,0,0,0,796,17,12439,39537,8109,0,0,0,351091
498,1517157273.246646881,1517157273.347486258,518,517,0,0.295604250,0.710002565,1,1,0,0,0,1,122.347983271,50.489920571,-4.205185147,0.036681154,0.012453671,0.311419221,0.949482737,924,512,0.554112554,0.026113426,0.014408679,0.009983448,0.385619278,20.971072876,667,0.902094725,73.868927948,190.696721180,337.131532730,0.122767615,0.110748018,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003038,0.000003451,0.000005204,0.870837197,0.490373891,-0.034293205,0.000000023,0.000000027,0.000003569,0.970834187,-0.239160831,-0.016824938,0.000000000,0.268113609,0.106527114,6.983794695,0.929871690,24.097218369,0,0.103966090,0.093928442,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,110,108,2,0.119047619,15,0,0,0,0,0,0,799,15,12474,39647,8124,0,0,0,351890
499,1517157273.347507000,1517157273.448346376,519,518,0,1.106381689,1.553863237,1,1,0,0,0,1,122.594861965,50.669603841,-4.213938957,0.001557307,0.002249129,0.267292020,0.963611692,889,471,0.529808774,0.028011023,0.014087650,0.009734683,0.333935305,22.060194583,630,0.904180465,69.338477771,162.367612817,337.927602430,0.121724678,0.110061076,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003145,0.000003915,0.000005428,0.887797304,0.459809562,-0.019776579,0.000000024,0.000000048,0.000004369,0.989028829,-0.144906716,-0.028705737,0.000000000,0.278429780,0.109058698,6.958582824,1.006480335,23.341355506,0,0.106769561,0.096466595,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,106,103,3,0.119235096,14,0,0,0,0,0,0,768,15,12508,39753,8138,0,0,0,352658
500,1517157273.448367119,1517157273.549206257,520,519,0,1.671017418,1.724172831,1,1,0,0,0,1,122.849106018,50.847545570,-4.218560021,-0.043455190,0.001479079,0.192604164,0.980312754,887,452,0.509582864,0.024794968,0.012214352,0.009173729,0.328868748,24.846279825,649,0.896722942,75.235229613,156.991456487,349.746502963,0.129276109,0.115924853,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003207,0.000004541,0.000005723,0.904760337,0.424619462,-0.033272278,0.000000024,0.000000053,0.000004753,0.999842506,0.009233944,-0.015155795,0.000000000,0.286145498,0.118001960,6.605882108,1.144040749,23.174089903,0,0.109194697,0.098623669,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,116,114,2,0.130777903,22,0,0,0,0,0,0,749,22,12540,39869,8160,0,0,0,353407
501,1517157273.549226999,1517157273.650066376,521,520,0,1.505794414,1.671951148,1,1,0,0,0,1,123.106413147,50.989210664,-4.223577176,-0.064149187,0.003325055,0.120772745,0.990599702,992,527,0.531250000,0.026717858,0.014340956,0.009073575,0.399306254,21.052674308,688,0.902518231,72.146364421,194.950360708,353.835817485,0.116190342,0.104863902,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002934,0.000004126,0.000005194,0.895241186,0.444658033,-0.028678435,0.000000024,0.000000031,0.000004094,0.988696773,0.149812616,0.005905174,0.000000000,0.294390841,0.120265114,6.571518703,1.285897137,22.973165558,0,0.110737308,0.099992287,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,154,147,7,0.155241935,27,0,0,0,0,0,0,811,27,12594,40023,8187,0,0,0,354218
502,1517157273.650087118,1517157273.750926256,522,521,0,1.250693939,1.362314671,1,1,0,0,0,1,123.371136012,51.078998353,-4.238921928,-0.062928543,0.007302301,0.058958745,0.996248233,1045,586,0.560765550,0.029164946,0.016766908,0.011620925,0.502507056,20.995416471,717,0.897579595,93.247798978,200.485519621,349.831250722,0.144892686,0.130052718,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002720,0.000003902,0.000004275,-0.779295736,-0.600629481,-0.178724321,0.000000025,0.000000044,0.000003740,0.958784702,0.283036671,0.024942685,0.000000000,0.309413829,0.120583781,6.525002168,1.404547074,22.679756465,0,0.113157147,0.102153560,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,165,153,12,0.157894737,29,0,0,0,0,0,0,850,30,12651,40188,8216,0,0,0,355068
503,1517157273.750946999,1517157273.851786375,523,522,0,0.620916167,1.020651505,1,1,0,0,0,1,123.632203833,51.137266370,-4.243029035,-0.046937143,0.006385806,0.034801844,0.998270984,1198,660,0.550918197,0.033167433,0.019092815,0.013847140,0.437381119,21.345192724,821,0.903590951,107.122806508,258.758014628,375.967349789,0.144399906,0.130478449,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002428,0.000003518,0.000003944,-0.873347308,-0.486641395,-0.021086313,0.000000017,0.000000025,0.000002138,0.945971724,0.324096363,0.009952104,0.000000000,0.317367652,0.119223021,6.485284791,1.412763489,22.529441267,0,0.116037828,0.104782919,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,207,200,7,0.172787980,32,0,0,0,0,0,0,959,32,12719,40395,8248,0,0,0,356027
504,1517157273.851807117,1517157273.952646255,524,523,0,0.679789535,1.237227457,1,1,0,0,0,1,123.898307716,51.151022159,-4.243463864,-0.013005373,0.003488276,0.042624687,0.999000415,1068,567,0.530898876,0.033394690,0.019958811,0.013291595,0.441587734,19.303988314,760,0.891418201,112.160748071,199.527218538,365.789865909,0.165556337,0.147579932,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002320,0.000003699,0.000004072,-0.887583695,-0.460501023,-0.011575545,0.000000022,0.000000039,0.000001423,0.952149675,0.305116365,-0.017748243,0.000000000,0.326449446,0.094559662,6.442022024,1.364445442,22.276334254,0,0.119381121,0.107679579,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,175,172,3,0.163857678,25,0,0,0,0,0,0,868,25,12780,40570,8273,0,0,0,356895
505,1517157273.952666998,1517157274.053444386,525,524,0,0.955172480,1.209404087,1,1,0,0,0,1,124.167898551,51.166258361,-4.246652939,0.017979943,0.010932014,0.076410809,0.996854353,1028,559,0.543774319,0.027198488,0.014595656,0.010656562,0.461650876,18.181871114,744,0.895572930,115.750792929,181.961977597,368.593489329,0.173720104,0.155579023,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002449,0.000003838,0.000004012,-0.878203136,-0.464590265,0.113644789,0.000000024,0.000000039,0.000002248,0.970126251,0.241410866,-0.023996902,0.000000000,0.338036786,0.087279543,6.410731875,1.332404017,21.911946435,0,0.123385691,0.111214886,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,138,135,3,0.134241245,21,0,0,0,0,0,0,869,21,12810,40708,8294,0,0,0,357764
506,1517157274.053464890,1517157274.154304266,526,525,0,0.583111368,0.716836764,1,1,0,0,0,1,124.424800218,51.208697340,-4.263369173,0.023963823,0.007760805,0.101990813,0.994466379,999,533,0.533533534,0.025979636,0.016423878,0.011526399,0.374041391,20.045936456,722,0.896202987,106.856726734,169.908937564,370.292892563,0.165142282,0.148001007,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002533,0.000004160,0.000004382,-0.822031064,-0.361935025,0.439622529,0.000000024,0.000000046,0.000002287,0.982429160,0.183735607,-0.032774566,0.000000000,0.344818409,0.084285501,6.366375359,1.374838111,21.742716627,0,0.126778789,0.114208254,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,128,127,1,0.128128128,17,0,0,0,0,0,0,853,18,12841,40836,8311,0,0,0,358617
507,1517157274.154325962,1517157274.255164385,527,526,0,0.322323978,0.403124852,1,1,0,0,0,1,124.679555341,51.261232479,-4.274041468,0.021002511,0.002922543,0.112041826,0.993477218,1039,559,0.538017324,0.026924608,0.013429490,0.009902382,0.374669985,19.771488764,718,0.903569420,108.072887720,176.246246030,364.443710114,0.166583041,0.150519342,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002610,0.000004115,0.000004370,0.225114706,0.054557869,-0.972803582,0.000000023,0.000000042,0.000002754,0.984577523,0.170945494,-0.037212092,0.000000000,0.350206371,0.084663092,6.321298765,1.340018860,21.662683733,0,0.129649333,0.116810354,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,118,114,4,0.113570741,22,0,0,0,0,0,0,897,24,12880,40954,8333,0,0,0,359514
