frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
502,1624181140.560622931,1624181140.660578251,1,0,0,1,10.615871476,60.196836264,-25.560439820,0.060568229,0.046380656,-0.061836958,0.995166576,2025,767,0.378765432,0.077693161,0.047482531,0.032238535,0.377846537,50.402641044,1659,0.810646684,284.392279423,390.534128738,669.936441334,0.211465637,0.171423918,0.000001743,0.000002883,0.000004799,-0.113900353,-0.065759021,-0.991313503,0.000000002,0.000000004,0.000000012,0.059730903,0.979854449,-0.190571451,0.200000000,0.420341873,0.455567367,5.910672551,0.018469443,62.298827209,0,503,433,70,0.248395062,100,0,0,0,0,0,1422,100,135165,266780,80237,34,0,1026859
503,1624181140.660620451,1624181140.760565519,1,0,0,1,10.659150769,60.404764070,-25.580074716,0.074727168,0.044109938,-0.062006256,0.994296429,2086,809,0.387823586,0.083915373,0.054604802,0.033211727,0.443321006,53.053338334,1721,0.822218812,346.172799208,394.737019461,674.128756152,0.244638419,0.201146310,0.000001639,0.000002696,0.000004136,-0.082113633,-0.059131022,-0.994867264,0.000000003,0.000000003,0.000000008,0.082557811,-0.943277225,0.321577805,0.200000000,0.423793539,0.447183058,5.744001445,0.018387792,62.139494224,0,570,500,70,0.273250240,123,0,0,0,0,0,1393,123,135529,267350,80360,34,0,1028252
504,1624181140.760617971,1624181140.860518456,1,0,0,1,10.699481325,60.628003269,-25.591699355,0.086771540,0.041004304,-0.062563483,0.993415904,2130,797,0.374178404,0.095749376,0.059219489,0.036332892,0.485671852,52.285344035,1756,0.812174792,356.083119458,413.293656395,656.802158437,0.249676328,0.202780820,0.000001696,0.000002661,0.000003757,-0.070741087,-0.013305990,-0.997405960,0.000000003,0.000000004,0.000000009,0.043949539,-0.977150274,0.207956198,0.200000000,0.429646143,0.435653753,5.594511539,0.018736807,61.944787938,0,618,528,90,0.290140845,137,0,0,0,0,0,1372,140,135916,267968,80497,34,0,1029624
505,1624181140.860615492,1624181140.960554838,1,0,0,1,10.733051672,60.845815371,-25.578515294,0.092957730,0.040393187,-0.062541241,0.992882593,2153,858,0.398513702,0.080336954,0.051245142,0.033380032,0.512697743,55.662132048,1777,0.827957413,364.999289844,425.447777211,680.833256730,0.248082764,0.205401964,0.000001621,0.000002610,0.000003618,-0.008045973,0.050478829,-0.998692721,0.000000002,0.000000003,0.000000009,0.020451847,0.975613743,-0.218539578,0.200000000,0.436209754,0.430186231,5.438342715,0.018841076,61.804673060,0,570,504,66,0.264746865,120,0,0,0,0,0,1463,120,136299,268538,80617,34,0,1031087
506,1624181140.960613251,1624181141.060585737,1,0,0,1,10.760422585,61.099652856,-25.610874854,0.092707366,0.038872112,-0.062306013,0.992981502,2173,867,0.398987575,0.084417051,0.052153450,0.036246232,0.465251269,50.031357138,1779,0.825794680,358.878595409,416.838748998,693.371391270,0.244286534,0.201730520,0.000001563,0.000002518,0.000003601,0.000431191,0.046459085,-0.998920101,0.000000003,0.000000003,0.000000008,0.007869270,-0.965105528,0.261742993,0.200000000,0.436550099,0.422046251,5.316443935,0.018893226,61.553660652,0,607,522,85,0.279337322,151,0,0,0,0,0,1415,151,136738,269145,80768,34,0,1032502
507,1624181141.060610771,1624181141.160553932,1,0,0,1,10.788630589,61.371553177,-25.607553462,0.091571714,0.037595674,-0.062461806,0.993126230,2185,862,0.394508009,0.110164186,0.060293559,0.042383955,0.506888614,51.582502288,1821,0.824731647,361.669745373,447.495220829,692.671362883,0.240818349,0.198610514,0.000001593,0.000002476,0.000003537,0.029587239,0.158856706,-0.986858218,0.000000003,0.000000003,0.000000007,0.049595204,-0.994877874,0.088081395,0.200000000,0.443290982,0.408354096,5.227558454,0.019496785,61.148475605,0,536,480,56,0.245308924,168,0,0,0,0,0,1478,171,137068,269681,80936,34,0,1033980
508,1624181141.160608292,1624181141.260577679,1,0,0,1,10.830359990,61.655324671,-25.543299120,0.088351185,0.037854745,-0.062503457,0.993405458,2167,869,0.401015228,0.075758338,0.048428163,0.030179494,0.515496450,58.258522806,1813,0.828024180,360.437601248,430.342830259,710.427407430,0.240098401,0.198807281,0.000001578,0.000002517,0.000003576,0.038031217,0.148682212,-0.988153443,0.000000002,0.000000003,0.000000009,-0.015082228,-0.974118883,0.225532541,0.200000000,0.449963419,0.407110485,5.155377856,0.019571820,60.940576348,0,582,536,46,0.268574066,116,0,0,0,0,0,1468,117,137414,270263,81052,34,0,1035448
509,1624181141.260605812,1624181141.360529423,1,0,0,1,10.880310947,61.955953930,-25.530782533,0.077489408,0.037980792,-0.062304886,0.994319341,2157,812,0.376448771,0.073044781,0.048363789,0.029697191,0.423217023,49.529348170,1811,0.820733568,361.680941417,424.790476402,699.877073760,0.243335223,0.199713386,0.000001636,0.000002541,0.000003710,0.002251501,0.073937195,-0.997260358,0.000000003,0.000000004,0.000000008,0.097018941,0.957769170,-0.270676085,0.200000000,0.447895328,0.404453854,5.119883003,0.018648461,60.526987447,0,620,564,56,0.287436254,108,0,0,0,0,0,1427,110,137789,270883,81160,34,0,1036875
510,1624181141.460601091,1624181141.560503006,1,0,0,1,10.954435157,62.597461694,-25.547437075,0.055083345,0.035187674,-0.062351469,0.995911616,2097,822,0.391988555,0.090747617,0.054071679,0.036548591,0.331744377,57.549680223,1759,0.828681705,316.852879679,423.048128552,717.750110254,0.217372234,0.180132393,0.000001949,0.000003204,0.000005889,-0.031600694,0.049866496,-0.998255843,0.000000003,0.000000004,0.000000012,0.052988033,0.996263945,-0.068193997,0.200000000,0.440509807,0.395242436,5.434342859,0.020242853,60.486268983,0,532,472,60,0.253695756,126,0,0,0,0,0,1435,130,138122,271415,81286,34,0,1038310
511,1624181141.560598612,1624181141.660506725,1,0,0,1,10.990817994,62.917312551,-25.547480090,0.040097978,0.032873020,-0.062251050,0.996712759,2019,749,0.370975731,0.078443491,0.047711076,0.033694694,0.366672270,53.702691056,1707,0.819752119,309.663594222,380.306134114,709.347138276,0.221296264,0.181408081,0.000001664,0.000002895,0.000004632,-0.071298869,0.052223789,-0.996086917,0.000000003,0.000000004,0.000000008,0.065000544,-0.992552182,0.103029589,0.200000000,0.435092208,0.390075226,5.431437254,0.020808635,60.365552576,0,489,441,48,0.242199108,102,0,0,0,0,0,1428,102,138437,271904,81388,34,0,1039738
512,1624181141.660596132,1624181141.760538816,1,0,0,1,11.026532595,63.246251063,-25.538826588,0.021829137,0.027877047,-0.061985131,0.997448847,1889,711,0.376389624,0.075697649,0.044696654,0.031070728,0.287872717,58.984169042,1583,0.818399254,258.307946737,354.435320640,682.782751274,0.199384608,0.163176214,0.000001630,0.000002869,0.000004631,-0.057863422,0.038561185,-0.997579500,0.000000003,0.000000004,0.000000012,0.218533795,-0.968061696,0.122880159,0.200000000,0.425336202,0.387052360,5.443192787,0.021376187,60.211264835,0,417,384,33,0.220751720,97,0,0,0,0,0,1374,98,138658,272321,81485,34,0,1041112
513,1624181141.760593653,1624181141.860472441,1,0,0,1,11.079360930,63.587729744,-25.513006731,0.004516110,0.023006627,-0.061722987,0.997817906,1771,680,0.383963862,0.078598467,0.042941716,0.028792731,0.266091006,56.909559941,1508,0.815166369,214.213454470,334.943994054,680.113435186,0.174260578,0.142051362,0.000001667,0.000002916,0.000004850,-0.053938706,0.009248678,-0.998501416,0.000000003,0.000000007,0.000000014,0.186599608,-0.980640428,0.059371177,0.200000000,0.415472688,0.381607337,5.478368460,0.020883243,59.615807279,0,327,292,35,0.184641446,90,0,0,0,0,0,1353,91,138830,272648,81575,34,0,1042465
514,1624181141.860591173,1624181141.960510492,1,0,0,1,11.136648867,63.928720192,-25.497465504,-0.013246623,0.017214230,-0.061142449,0.997892679,1762,704,0.399545970,0.073880926,0.045329241,0.028956724,0.252547219,57.792734528,1520,0.819258730,222.664190355,315.865669771,706.743409159,0.178807492,0.146489599,0.000001602,0.000002975,0.000005231,-0.082022975,-0.054187872,-0.995156222,0.000000004,0.000000007,0.000000014,0.108819419,-0.992190309,0.060964952,0.200000000,0.405499203,0.394204865,5.519230649,0.020041087,59.392764143,0,306,279,27,0.173666288,77,0,0,0,0,0,1378,78,138986,272954,81652,34,0,1043843
515,1624181141.960588932,1624181142.060498238,1,0,0,1,11.191373991,64.267652765,-25.455832917,-0.027353642,0.014865869,-0.061107429,0.997645561,1788,737,0.412192394,0.075616401,0.047892314,0.030643834,0.283930473,58.143369212,1523,0.824930825,256.637913849,293.027446958,706.704285770,0.204269432,0.168508151,0.000001516,0.000003126,0.000005163,-0.103526577,-0.085043347,-0.990984297,0.000000003,0.000000005,0.000000012,-0.009893535,-0.994459534,0.104653488,0.200000000,0.390986918,0.398190944,5.595678217,0.018440623,58.532089484,0,332,306,26,0.185682327,81,0,0,0,0,0,1375,81,139142,273286,81733,34,0,1045218
516,1624181142.060586452,1624181142.160465717,1,0,0,1,11.250486165,64.604006411,-25.444141708,-0.037289035,0.013812099,-0.060915122,0.997350541,1844,770,0.417570499,0.077614348,0.050176787,0.032651825,0.273454281,73.873484412,1610,0.826177763,255.996664149,337.822467646,736.327066992,0.192457539,0.159004139,0.000001495,0.000002949,0.000006028,-0.118335012,-0.092530192,-0.988653118,0.000000003,0.000000004,0.000000011,0.044010232,0.996328256,-0.073437764,0.200000000,0.374933358,0.408960115,5.660635718,0.018395598,57.245760948,0,373,345,28,0.202277657,89,0,0,0,0,0,1379,92,139297,273659,81822,34,0,1046597
517,1624181142.160583973,1624181142.260464668,1,0,0,1,11.314307846,64.923458656,-25.449311492,-0.044013626,0.013703188,-0.060676541,0.997092463,1813,757,0.417539989,0.072455990,0.049535809,0.030206594,0.299320649,67.546040485,1591,0.828693968,265.563260061,306.471960453,746.416881793,0.201420484,0.166915940,0.000001473,0.000003091,0.000006009,-0.116536154,-0.108696093,-0.987220585,0.000000003,0.000000004,0.000000010,0.092458905,0.991564769,-0.090833137,0.150000000,0.369379734,0.414316762,5.780412953,0.018532836,57.522303926,0,331,302,29,0.182570325,76,0,0,0,0,0,1405,77,139457,273990,81898,34,0,1048002
518,1624181142.260581493,1624181142.360426188,1,0,0,1,11.379999897,65.219379912,-25.466794158,-0.046792376,0.017029799,-0.060107076,0.996949146,1791,772,0.431044109,0.071285810,0.046748898,0.031194382,0.311556591,87.422650557,1542,0.839974352,260.725044274,302.858167847,731.657238841,0.201294705,0.169082389,0.000001466,0.000003175,0.000006830,-0.106577043,-0.121926090,-0.986800569,0.000000003,0.000000003,0.000000013,0.239314757,0.968498458,-0.068841723,0.100000000,0.367387576,0.368423411,5.908982420,0.019132441,58.957269075,0,326,304,22,0.182021217,84,0,0,0,0,0,1380,85,139597,274316,81982,34,0,1049382
519,1624181142.360579014,1624181142.460448265,1,0,0,1,11.453494128,65.502114977,-25.496237618,-0.052037275,0.021716991,-0.060495026,0.996574556,1779,751,0.422147274,0.069096343,0.046326298,0.029286999,0.295768661,74.012299249,1562,0.835754474,270.462133029,301.281051088,733.705304314,0.207179475,0.173151174,0.000001486,0.000003129,0.000006798,-0.139146412,-0.141143268,-0.980161647,0.000000003,0.000000004,0.000000012,0.216167828,0.968118839,-0.126559802,0.050000000,0.365929623,0.298907114,6.021581632,0.016055222,59.495699564,0,331,306,25,0.186059584,76,0,0,0,0,0,1372,76,139747,274647,82058,34,0,1050754
520,1624181142.460576773,1624181142.560596943,1,0,0,1,11.519608527,65.762076112,-25.538944752,-0.055082744,0.028596342,-0.060212204,0.996254300,1821,762,0.418451400,0.070598665,0.046917696,0.030036969,0.338342888,76.263825439,1593,0.830969166,288.735003345,330.188887520,704.809990068,0.218121639,0.181252356,0.000001509,0.000003214,0.000006164,-0.161445284,-0.173295979,-0.971547180,0.000000003,0.000000003,0.000000013,0.261878880,0.962015736,-0.077104965,0.000000000,0.367306120,0.204947055,5.877847397,0.013214209,60.225939158,0,366,328,38,0.200988468,71,0,0,0,0,0,1384,71,139919,275013,82129,34,0,1052138
521,1624181142.560574293,1624181142.660644293,1,0,0,1,11.585017795,66.022024694,-25.541314987,-0.057493322,0.037731331,-0.059584160,0.995851692,1832,776,0.423580786,0.069106622,0.048516396,0.030970534,0.306796609,81.160659778,1608,0.830772381,296.229768914,332.127334335,707.524884697,0.221748457,0.184222493,0.000001472,0.000003131,0.000006677,-0.119062689,-0.130889739,-0.984221496,0.000000003,0.000000004,0.000000010,0.232926882,0.972271840,-0.020797535,0.000000000,0.367224412,0.123425487,5.932670527,0.011991775,61.208317489,0,339,320,19,0.185043668,91,0,0,0,0,0,1401,92,140088,275352,82220,34,0,1053539
522,1624181142.660571814,1624181142.760670662,1,0,0,1,11.654272938,66.262539281,-25.516068978,-0.057080715,0.046165114,-0.059028137,0.995553240,1866,757,0.405680600,0.094394603,0.052006707,0.035306977,0.413849477,87.968839363,1631,0.829610717,298.451859647,357.360202786,697.283017031,0.220569762,0.182987038,0.000001584,0.000003169,0.000006388,-0.125775199,-0.140746032,-0.982024009,0.000000003,0.000000003,0.000000010,0.278969450,0.954734383,-0.103239060,0.000000000,0.369024559,0.128801618,5.970937542,0.011256073,63.086627405,0,389,361,28,0.208467310,103,0,0,0,0,0,1373,104,140280,275741,82323,34,0,1054912
523,1624181142.760569334,1624181142.860605478,1,0,0,1,11.729414590,66.498780949,-25.521816576,-0.051387597,0.051268492,-0.059189891,0.995604044,1858,734,0.395048439,0.073630765,0.042278775,0.027823451,0.354445294,103.855708793,1623,0.823079567,293.019422184,328.272101683,714.566613632,0.219349206,0.180541850,0.000001604,0.000003116,0.000007147,-0.139115304,-0.122365396,-0.982686950,0.000000003,0.000000003,0.000000011,0.172671823,0.983558398,-0.052889681,0.000000000,0.364580773,0.130269992,5.991757495,0.011282733,65.626745928,0,371,342,29,0.199677072,82,0,0,0,0,0,1405,82,140477,276112,82405,34,0,1056317
524,1624181142.860566854,1624181142.960552454,1,0,0,1,11.794196592,66.719284100,-25.505227089,-0.042943316,0.054394197,-0.058925110,0.995853892,1832,733,0.400109170,0.071874213,0.043331943,0.029490312,0.372243647,77.774907155,1604,0.817522237,282.976664620,329.935579281,698.393423817,0.215797637,0.176419367,0.000001636,0.000003049,0.000006538,-0.109108106,-0.077300313,-0.991019719,0.000000003,0.000000003,0.000000010,0.144754583,0.980184483,-0.135220153,0.000000000,0.358909363,0.124876497,6.001399949,0.011785339,66.901224084,0,343,317,26,0.187227074,84,0,0,0,0,0,1405,84,140631,276455,82489,34,0,1057722
525,1624181142.960564613,1624181143.060430527,1,0,0,1,11.851683616,66.923224340,-25.513842093,-0.032222533,0.055680791,-0.059263713,0.996167240,1829,729,0.398578458,0.068848335,0.040710635,0.028775381,0.349448487,73.898199052,1574,0.816758020,279.729305747,328.403493388,677.444324928,0.217590451,0.177718746,0.000001613,0.000002934,0.000006146,-0.132310771,-0.109688704,-0.985120423,0.000000003,0.000000003,0.000000009,0.148070974,0.981230586,-0.123537538,0.000000000,0.350746900,0.128383765,5.956111204,0.011924328,67.813027434,0,363,328,35,0.198469109,79,0,0,0,0,0,1385,81,140815,276818,82568,34,0,1059107
526,1624181143.060562134,1624181143.160396576,1,0,0,1,11.914202316,67.128061471,-25.516215486,-0.021235402,0.056080765,-0.059473936,0.996427045,1814,706,0.389195149,0.074052678,0.045676220,0.030488299,0.359721815,56.982880299,1557,0.805606328,277.949970198,317.039798212,659.339283892,0.221592548,0.178516359,0.000001621,0.000003030,0.000005017,-0.140338751,-0.115655525,-0.983325396,0.000000003,0.000000003,0.000000007,0.080444378,0.986098622,-0.145389854,0.000000000,0.345470427,0.128077100,5.896910013,0.012033706,68.160603592,0,360,335,25,0.198456450,80,0,0,0,0,0,1371,83,140996,277178,82648,34,0,1060478
527,1624181143.160559654,1624181143.258903027,1,0,0,1,11.969619594,67.317788277,-25.501933723,-0.009206575,0.054760359,-0.059915344,0.996657761,1733,692,0.399307559,0.077159333,0.042354442,0.029652399,0.332206218,65.506253052,1516,0.814362249,256.710621047,316.338694808,661.523853586,0.207934716,0.169334183,0.000001625,0.000003109,0.000005043,-0.149871978,-0.119814179,-0.981418847,0.000000003,0.000000004,0.000000009,0.121046573,-0.978318738,0.168048128,0.000000000,0.336736308,0.084675955,5.801147555,0.012203217,68.856791131,0,288,265,23,0.166185805,91,0,0,0,0,0,1351,94,141131,277466,82739,34,0,1061829
528,1624181143.260557175,1624181143.360464573,1,0,0,1,12.011696761,67.494731885,-25.519776153,0.005625387,0.053313209,-0.060745552,0.996712614,1725,661,0.383188406,0.073221544,0.045076682,0.030445593,0.273717340,57.027589911,1458,0.812950570,213.982299950,301.951521763,669.348108949,0.180532829,0.146764266,0.000001655,0.000003206,0.000005045,-0.127997245,-0.081322543,-0.988434798,0.000000003,0.000000005,0.000000015,0.175636911,-0.982788890,0.057250960,0.000000000,0.324647352,0.085091397,5.678890697,0.011726028,68.795244486,0,371,339,32,0.215072464,66,0,0,0,0,0,1288,66,141330,277837,82805,34,0,1063117
529,1624181143.360554695,1624181143.459895849,1,0,0,1,12.045494510,67.678056899,-25.535972669,0.018633479,0.051212884,-0.060909429,0.996654441,1747,687,0.393245564,0.072240550,0.045096843,0.030140049,0.341875034,54.242258569,1479,0.816374689,256.416465660,305.865594722,645.136105298,0.212367573,0.173371512,0.000001686,0.000003046,0.000004541,-0.141503562,-0.080328214,-0.986673259,0.000000003,0.000000005,0.000000010,0.382148733,-0.922095722,0.060842623,0.000000000,0.320580253,0.085369359,5.220016740,0.010517586,69.030890006,0,372,333,39,0.212936463,75,0,0,0,0,0,1298,77,141551,278209,82880,34,0,1064415
530,1624181143.460552216,1624181143.560524940,1,0,0,1,12.086869676,67.878990411,-25.551888057,0.032352128,0.049390825,-0.061718130,0.996345702,1739,702,0.403680276,0.072810301,0.043682496,0.028692490,0.317002906,51.656055473,1481,0.815748865,240.467372412,330.248441910,637.408255069,0.199041951,0.162368246,0.000001654,0.000002955,0.000004393,-0.103081176,-0.066091020,-0.992474810,0.000000003,0.000000005,0.000000011,0.098620926,-0.987513210,0.122847765,0.000000000,0.319843179,0.072586974,5.103868864,0.009690018,68.736208768,0,385,342,43,0.221391604,82,0,0,0,0,0,1270,84,141768,278594,82962,34,0,1065685
531,1624181143.560549974,1624181143.660546780,1,0,0,1,12.122727084,68.075122272,-25.594953222,0.044355489,0.047980333,-0.061888538,0.995941910,1840,717,0.389673913,0.074662801,0.044125646,0.030422425,0.324135639,55.960397964,1555,0.822124685,241.929455834,357.561635146,678.912794513,0.189243367,0.155581644,0.000001642,0.000002831,0.000004403,-0.071109069,-0.038485701,-0.996725815,0.000000003,0.000000004,0.000000011,0.357868588,-0.919479410,0.162750388,0.000000000,0.317716348,0.071769965,4.976864591,0.009594839,68.849094114,0,425,380,45,0.230978261,97,0,0,0,0,0,1313,102,142009,279019,83059,34,0,1066998
532,1624181143.660547495,1624181143.760491610,1,0,0,1,12.169685501,68.289131518,-25.635798848,0.051131853,0.045857259,-0.061830024,0.995720690,1879,756,0.402341671,0.075190044,0.045920578,0.030126344,0.275750287,55.985877302,1574,0.826332399,258.680627788,352.591710388,689.374858222,0.198886084,0.164346015,0.000001555,0.000002717,0.000004630,-0.043310504,0.027535426,-0.998682132,0.000000003,0.000000004,0.000000011,0.078132274,-0.993885446,0.078019658,0.000000000,0.317110226,0.071723121,4.853235688,0.009760533,68.699179527,0,493,448,45,0.262373603,94,0,0,0,0,0,1291,95,142319,279512,83153,34,0,1068289
533,1624181143.760545015,1624181143.860497952,1,0,0,1,12.212328525,68.503141169,-25.653358181,0.056783127,0.045520850,-0.061958699,0.995421844,1944,784,0.403292181,0.074566289,0.042947415,0.028580820,0.360851180,50.994559346,1639,0.825918645,303.136826829,350.205025014,700.338807510,0.223935257,0.184952304,0.000001543,0.000002754,0.000004224,-0.002205866,0.072976898,-0.997331192,0.000000003,0.000000004,0.000000010,0.086998119,-0.983502420,0.158601125,0.000000000,0.321848235,0.070700335,4.726039428,0.009467283,68.403429497,0,535,476,59,0.275205761,101,0,0,0,0,0,1307,102,142625,280047,83254,34,0,1069596
534,1624181143.860542536,1624181143.960486412,1,0,0,1,12.254898013,68.734010413,-25.634360163,0.059043655,0.044471612,-0.062156706,0.995325407,1885,781,0.414323607,0.079395434,0.047391519,0.031769554,0.393344561,46.638574624,1617,0.827953339,317.791344449,346.330136698,674.679067645,0.237370193,0.196531444,0.000001571,0.000002818,0.000003740,-0.014625013,0.083930156,-0.996364310,0.000000003,0.000000004,0.000000009,0.059590875,-0.986392378,0.153228604,0.000000000,0.328888102,0.072105549,4.615730724,0.009514437,67.845721502,0,463,409,54,0.245623342,119,0,0,0,0,0,1303,119,142902,280510,83373,34,0,1070899
535,1624181143.960540056,1624181144.060432673,1,0,0,1,12.297516254,68.965809053,-25.621659366,0.059713781,0.043411022,-0.061886271,0.995349103,1925,781,0.405714286,0.070742484,0.042143168,0.029660300,0.421796621,56.392413140,1630,0.832635981,326.911435061,349.890705194,680.394508746,0.240872563,0.200559163,0.000001592,0.000002854,0.000003833,-0.025897150,0.103003162,-0.994343847,0.000000003,0.000000004,0.000000009,0.026016947,-0.990366070,0.136007964,0.000000000,0.335781409,0.073007202,4.510048128,0.009797275,67.758173698,0,460,427,33,0.238961039,103,0,0,0,0,0,1360,105,143184,280970,83476,34,0,1072259
536,1624181144.060537815,1624181144.160443783,1,0,0,1,12.344143855,69.208377872,-25.633304915,0.057723177,0.042039728,-0.062424231,0.995491794,1920,803,0.418229167,0.069541615,0.043734221,0.028637791,0.404446963,53.896038314,1646,0.829281326,323.163482896,356.248953951,685.584626501,0.236750314,0.196332614,0.000001584,0.000002776,0.000003749,-0.048413767,0.073440883,-0.996123759,0.000000003,0.000000003,0.000000009,0.082650941,-0.989890600,0.115262406,0.000000000,0.342331043,0.073777517,4.431525957,0.010864548,66.759301393,0,449,414,35,0.233854167,94,0,0,0,0,0,1374,97,143444,281419,83570,34,0,1073633
537,1624181144.160535336,1624181144.260434389,1,0,0,1,12.383915429,69.451681387,-25.612622228,0.057406089,0.043240436,-0.062285056,0.995467417,1915,775,0.404699739,0.071994296,0.048609156,0.029724865,0.359949204,52.153211187,1648,0.830196939,315.334610226,345.623245770,707.206699291,0.230480032,0.191343817,0.000001561,0.000002792,0.000003927,-0.074057176,0.031431162,-0.996758555,0.000000003,0.000000004,0.000000009,0.058320513,0.992197873,-0.110191191,0.000000000,0.345362471,0.073887307,4.375295878,0.010482510,65.989659928,0,462,431,31,0.241253264,97,0,0,0,0,0,1353,100,143688,281881,83667,34,0,1074986
538,1624181144.260532856,1624181144.360495329,1,0,0,1,12.430874141,69.705906835,-25.613369312,0.053754597,0.042424053,-0.062468109,0.995694922,1910,779,0.407853403,0.072166391,0.044043005,0.027337187,0.333305122,55.493304993,1625,0.830739797,289.763739240,361.885682531,698.302747577,0.214647412,0.178316147,0.000001556,0.000002739,0.000004312,-0.095486719,-0.012849739,-0.995347764,0.000000003,0.000000004,0.000000008,0.147663334,0.976462737,-0.157213433,0.000000000,0.346449898,0.073621899,4.340211941,0.009824399,64.393192650,0,482,430,52,0.252356021,98,0,0,0,0,0,1329,99,143997,282363,83765,34,0,1076315
539,1624181144.360530376,1624181144.460480928,1,0,0,1,12.475818657,69.973588031,-25.615522004,0.051406320,0.040864258,-0.062087155,0.995907972,1901,807,0.424513414,0.075153051,0.042994031,0.029113448,0.334605071,55.470683961,1614,0.831213062,281.953589092,357.794582406,701.829709981,0.210165651,0.174692434,0.000001504,0.000002574,0.000004365,-0.094406682,-0.017659895,-0.995377067,0.000000003,0.000000004,0.000000009,0.121119380,0.983943322,-0.131093993,0.000000000,0.348391718,0.071959555,4.340033434,0.009875691,63.466111886,0,468,435,33,0.246186218,122,0,0,0,0,0,1309,124,144282,282831,83887,34,0,1077624
540,1624181144.460527897,1624181144.560504198,1,0,0,1,12.519195343,70.253446275,-25.608263027,0.047357288,0.039971023,-0.062128064,0.996142414,1906,763,0.400314795,0.076191203,0.044079563,0.027861556,0.326710692,54.549505442,1627,0.827636014,291.353667199,370.920210993,684.289915899,0.216368262,0.179074165,0.000001573,0.000002639,0.000004536,-0.089544150,-0.000913572,-0.995982435,0.000000003,0.000000004,0.000000010,0.227092788,-0.972720908,0.047359268,0.000000000,0.347810108,0.071113330,4.355264295,0.010363148,62.380395886,0,470,420,50,0.246589717,98,0,0,0,0,0,1337,99,144569,283301,83985,34,0,1078961
541,1624181144.560525656,1624181144.660553455,1,0,0,1,12.556191257,70.538051223,-25.591588598,0.044462596,0.039713744,-0.062186827,0.996282437,1858,771,0.414962325,0.075618505,0.041400696,0.028252865,0.411960657,54.216316153,1609,0.830361231,301.870533945,350.703940562,683.476745589,0.225942336,0.187613756,0.000001604,0.000002828,0.000004236,-0.053891237,0.041379904,-0.997689049,0.000000003,0.000000004,0.000000009,0.269884946,-0.962378049,0.031473899,0.000000000,0.353068311,0.069009594,4.391190749,0.010695947,61.033178705,0,454,416,38,0.244348762,112,0,0,0,0,0,1290,114,144829,283755,84097,34,0,1080251
542,1624181144.660523176,1624181144.760510683,1,0,0,1,12.596234026,70.816430738,-25.589629081,0.038988595,0.039566571,-0.062076387,0.996524409,1775,735,0.414084507,0.064539252,0.038036484,0.026523304,0.381026651,51.547533241,1516,0.830047793,277.608293627,313.350807503,667.393353676,0.220612510,0.183118927,0.000001580,0.000003106,0.000004179,0.005427828,0.095652945,-0.995399946,0.000000003,0.000000004,0.000000010,0.155535846,-0.982271102,0.104652197,0.000000000,0.351427169,0.043240787,4.424471648,0.010491228,59.212113399,0,384,358,26,0.216338028,75,0,0,0,0,0,1315,76,145030,284139,84172,34,0,1081566
543,1624181144.760520697,1624181144.860523701,1,0,0,1,12.656143017,71.107514513,-25.588923959,0.034283195,0.039894730,-0.063787615,0.996576246,1787,718,0.401790711,0.075725848,0.045377398,0.030034782,0.299016459,49.371157040,1527,0.826175567,247.883336530,332.625558512,681.061195125,0.196487962,0.162333554,0.000001590,0.000003092,0.000004267,-0.050930111,0.026255316,-0.998357041,0.000000004,0.000000005,0.000000011,0.175743685,-0.976665479,0.123445124,0.000000000,0.348655728,0.043827291,4.491236967,0.013284207,56.487885811,0,419,377,42,0.234471181,93,0,0,0,0,0,1275,93,145272,284558,84265,34,0,1082841
544,1624181144.860518217,1624181144.960533381,1,0,0,1,12.708423772,71.406559017,-25.567781800,0.030229945,0.039260360,-0.066375430,0.996563634,1769,729,0.412097230,0.069053873,0.041163370,0.026646499,0.340244188,51.548136397,1525,0.823858501,259.368720383,325.259366301,671.756128006,0.206440607,0.170077849,0.000001632,0.000003019,0.000004298,-0.024574710,0.032915406,-0.999155974,0.000000003,0.000000004,0.000000008,0.051698452,-0.998549363,-0.015047902,0.000000000,0.347055755,0.045532671,4.583489679,0.018523151,55.176547273,0,422,394,28,0.238552855,82,0,0,0,0,0,1264,83,145500,284980,84347,34,0,1084105
