frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,dynamic_threshold_ready,dynamic_normal_ratio_threshold,dynamic_condition_threshold,dynamic_normal_ratio_mean,dynamic_normal_ratio_std,dynamic_condition_mean,dynamic_condition_std,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
448,1517157269.313352108,1517157269.414191246,1,0,0,1,111.888046863,42.889035428,-6.072765855,0.016356950,-0.001383893,0.184841509,0.982631239,773,442,0.571798189,0.026881157,0.015850043,0.009951335,0.178432776,27.002819775,0.000000000,0.148253937,0.073135876,6.236616108,0.269013013,28.878473881,0,1,0.080000000,40.000000000,0.131613356,0.028859289,31.263220831,3.282298299,72,71,1,0.093143596,11,0,0,0,0,688,13,11343,36160,10028,0,313256
449,1517157269.414211988,1517157269.515051365,1,0,0,1,112.169369500,43.004861615,-6.086244720,0.012996102,0.000972267,0.185222240,0.982610237,754,431,0.571618037,0.024447007,0.014191753,0.008906830,0.144102327,30.756399632,0.000000000,0.148852161,0.073084567,6.199869936,0.224579209,29.028884850,0,1,0.080000000,40.000000000,0.131576801,0.028841126,31.285469194,3.271228558,61,58,3,0.080901857,10,0,0,0,0,682,11,11352,36221,10038,0,313938
450,1517157269.515072107,1517157269.615911245,1,0,0,1,112.452798601,43.120226947,-6.098519929,0.013190948,0.003132323,0.187722796,0.982128474,769,443,0.576072822,0.024895730,0.012716742,0.009012185,0.149795671,29.331355899,0.000000000,0.149254388,0.070817552,6.174333157,0.163278109,29.077153563,0,1,0.080000000,40.000000000,0.131506065,0.028787632,31.274284335,3.275975280,60,57,3,0.078023407,14,0,0,0,0,693,16,11368,36281,10052,0,314631
451,1517157269.716792107,1517157269.817631245,1,0,0,1,113.012011950,43.356891693,-6.125761799,0.013793266,-0.001079907,0.189026276,0.981874557,774,439,0.567183463,0.026219586,0.015625207,0.009443910,0.139946696,29.519463127,0.000000000,0.149441435,0.071514015,6.457714326,0.125904319,29.113686224,0,1,0.080000000,40.000000000,0.131686851,0.028783304,31.243567927,3.277884131,71,71,0,0.091731266,14,0,0,0,0,689,14,11378,36352,10066,0,315320
452,1517157269.817651987,1517157269.918491364,1,0,0,1,113.295971159,43.482053748,-6.149586003,0.016020487,-0.001492141,0.188570085,0.981927920,766,461,0.601827676,0.030337618,0.016245029,0.011060696,0.153893488,30.337296555,0.000000000,0.150208299,0.086421133,6.447614397,0.109075521,29.161977416,0,1,0.080000000,40.000000000,0.132282529,0.028619862,31.176382187,3.226514390,55,55,0,0.071801567,19,0,0,0,0,692,19,11391,36407,10085,0,316012
453,1517157269.918512106,1517157270.019289255,1,0,0,1,113.574413613,43.605067359,-6.167375604,0.019037308,-0.001135289,0.191281241,0.981349978,772,442,0.572538860,0.029968823,0.015358274,0.010395049,0.146120051,30.107519405,0.000000000,0.151125540,0.095336625,6.430768951,0.103811823,29.197179327,0,1,0.080000000,40.000000000,0.132505954,0.028639798,31.200304466,3.209588139,56,55,1,0.072538860,18,0,0,0,0,698,18,11403,36463,10103,0,316710
454,1517157270.019310951,1517157270.120149374,1,0,0,1,113.858580936,43.726982113,-6.178761254,0.019360090,-0.004799189,0.191505848,0.981288778,764,452,0.591623037,0.023997201,0.014048059,0.009548553,0.148439014,30.793178071,0.000000000,0.151941706,0.094052610,6.432103630,0.074383886,29.220393455,0,1,0.080000000,40.000000000,0.132866296,0.028611296,31.197692761,3.209812096,56,56,0,0.073298429,9,0,0,0,0,699,9,11414,36519,10112,0,317409
455,1517157270.120171070,1517157270.221010208,1,0,0,1,114.145255521,43.848847926,-6.193650450,0.013126126,0.000735387,0.193795281,0.980953900,772,445,0.576424870,0.026275203,0.015140343,0.010608758,0.175654572,30.373307293,0.000000000,0.151753917,0.088306960,6.432779833,0.066287169,29.457671627,0,1,0.080000000,40.000000000,0.133445353,0.028884147,31.178711627,3.209018636,43,43,0,0.055699482,8,0,0,0,0,721,8,11427,36562,10120,0,318130
456,1517157270.221030951,1517157270.321870327,1,0,0,1,114.433018076,43.972387254,-6.205530702,0.013178970,0.000351429,0.193288034,0.981053478,790,464,0.587341772,0.032157561,0.016584722,0.011174047,0.205048935,27.804532807,0.000000000,0.153814413,0.103622277,6.440828871,0.054561238,29.414310279,0,1,0.080000000,40.000000000,0.134185522,0.029748253,31.146151199,3.226523158,49,47,2,0.062025316,15,0,0,0,0,725,16,11434,36611,10135,0,318855
457,1517157270.321891069,1517157270.422730207,1,0,0,1,114.731480884,44.107730245,-6.217179107,0.014306791,0.002087457,0.193862122,0.980922237,790,476,0.602531646,0.026804191,0.015966192,0.010421384,0.183834137,29.610435384,0.000000000,0.155762702,0.099642841,6.462227662,0.050973125,29.540495520,0,1,0.080000000,40.000000000,0.134978705,0.030002939,31.093056441,3.207616596,47,46,1,0.059493671,6,0,0,0,0,735,8,11443,36658,10141,0,319590
458,1517157270.422750950,1517157270.523590326,1,0,0,1,115.027102764,44.238363952,-6.229591810,0.011555922,-0.000547400,0.195450736,0.980645283,783,446,0.569604087,0.025426874,0.016505048,0.010341692,0.190631760,26.918537018,0.000000000,0.159148478,0.093246372,6.480425637,0.045904284,29.368921124,0,1,0.080000000,40.000000000,0.134968483,0.029983796,31.089948817,3.211506580,59,59,0,0.075351213,7,0,0,0,0,715,9,11455,36717,10148,0,320305
459,1517157270.523611069,1517157270.624450207,1,0,0,1,115.324482548,44.366784372,-6.253486503,0.018466550,-0.001216130,0.196854511,0.980258032,770,450,0.584415584,0.027581026,0.016380547,0.011800741,0.172274270,27.893272647,0.000000000,0.161369016,0.092010453,6.501720095,0.046057851,29.288003637,0,1,0.080000000,40.000000000,0.134940089,0.029947087,31.097447875,3.203146979,48,48,0,0.062337662,12,0,0,0,0,710,12,11472,36765,10160,0,321015
460,1517157270.624470949,1517157270.725310326,1,0,0,1,115.625010976,44.501425282,-6.268442130,0.019645030,-0.000286964,0.198170339,0.979970667,769,436,0.566970091,0.028096511,0.016933763,0.011793129,0.157322438,30.158681475,0.000000000,0.162104486,0.090384260,6.221325945,0.047188783,29.263038961,0,1,0.080000000,40.000000000,0.134904456,0.029918300,31.105403221,3.199815949,54,51,3,0.070221066,12,0,0,0,0,703,12,11487,36819,10172,0,321718
461,1517157270.826190948,1517157270.927030325,1,0,0,1,116.219920195,44.772171438,-6.305735246,0.020808238,-0.003394044,0.198162114,0.979942485,779,442,0.567394095,0.029653013,0.017479399,0.011129987,0.179092899,27.948953483,0.000000000,0.163046888,0.093557484,6.560927488,0.044173870,29.282148990,0,1,0.080000000,40.000000000,0.135273296,0.030231792,31.078239201,3.214930723,76,73,3,0.097560976,13,0,0,0,0,690,13,11513,36895,10185,0,322408
462,1517157270.927051067,1517157271.027829409,1,0,0,1,116.517212804,44.904451290,-6.317789491,0.021506366,-0.004159988,0.198546133,0.979846725,778,430,0.552699229,0.027128369,0.017726472,0.010249392,0.157089417,29.860959962,0.000000000,0.163239695,0.091735824,6.579123221,0.044832882,29.315891399,0,1,0.080000000,40.000000000,0.135595482,0.030290836,31.044673440,3.209938422,76,76,0,0.097686375,9,0,0,0,0,693,9,11531,36971,10194,0,323101
463,1517157271.027849913,1517157271.128689289,1,0,0,1,116.813798932,45.029860007,-6.336721656,0.024346931,-0.001707728,0.199446541,0.979604710,786,448,0.569974555,0.031752666,0.016537065,0.011290334,0.173307710,29.570170984,0.000000000,0.163695703,0.099184543,6.595373805,0.042828091,29.364246745,0,1,0.080000000,40.000000000,0.135710484,0.030411724,31.056685356,3.202141248,68,68,0,0.086513995,22,0,0,0,0,696,22,11549,37039,10216,0,323797
464,1517157271.128710032,1517157271.229549408,1,0,0,1,117.115598769,45.173219783,-6.351053681,0.023274231,0.005973158,0.207419325,0.977956980,767,424,0.552803129,0.031797995,0.018555156,0.012777464,0.213479184,27.635700743,0.000000000,0.166416575,0.105195316,6.628018782,0.058162850,29.274291499,0,1,0.080000000,40.000000000,0.136381875,0.031365140,31.033194963,3.218493043,81,76,5,0.105606258,14,0,0,0,0,672,14,11572,37120,10230,0,324469
465,1517157271.229569912,1517157271.330409288,1,0,0,1,117.413612860,45.316034386,-6.378450806,0.018733563,0.005320918,0.217478541,0.975870804,817,451,0.552019584,0.034979418,0.017921297,0.011796272,0.212399429,27.213507641,0.000000000,0.168401329,0.112735121,6.650964215,0.072569072,29.229231149,0,1,0.080000000,40.000000000,0.137151694,0.032263862,30.986027312,3.239494607,79,78,1,0.096695226,26,0,0,0,0,712,26,11600,37199,10256,0,325181
466,1517157271.330430031,1517157271.431269407,1,0,0,1,117.707996373,45.459849515,-6.396335690,0.023151146,0.001748841,0.215260871,0.976280556,786,426,0.541984733,0.033334011,0.017492285,0.012677441,0.273386086,23.137030555,0.000000000,0.175322804,0.114881820,6.671127010,0.076305914,28.784279548,0,1,0.080000000,40.000000000,0.138653854,0.034962030,30.883644386,3.323074359,71,69,2,0.090330789,27,0,0,0,0,687,28,11623,37270,10283,0,325868
467,1517157271.431289911,1517157271.532129288,1,0,0,1,118.011731385,45.607633743,-6.412383427,0.016379387,0.000934805,0.213161602,0.976879201,787,435,0.552731893,0.031900967,0.018481040,0.012096868,0.259690715,23.591628913,0.000000000,0.180697079,0.109041854,6.710445128,0.080128541,28.478237568,0,1,0.080000000,40.000000000,0.139878868,0.036977299,30.803562993,3.400443608,73,70,3,0.092757306,20,0,0,0,0,691,23,11642,37343,10303,0,326559
468,1517157271.532150030,1517157271.632989407,1,0,0,1,118.303830266,45.741589605,-6.434253111,0.018219337,0.000004782,0.216263694,0.976164981,817,448,0.548347613,0.029968739,0.018457441,0.011818247,0.269218903,22.806133134,0.000000000,0.185236385,0.107884845,6.728006494,0.085581944,28.268403236,0,1,0.080000000,40.000000000,0.141260721,0.039139713,30.709867785,3.489269328,103,100,3,0.126070991,12,0,0,0,0,700,14,11671,37446,10315,0,327259
469,1517157271.633009911,1517157271.733849287,1,0,0,1,118.586794262,45.871744738,-6.465486080,0.002262440,0.010242189,0.196909930,0.980365472,812,455,0.560344828,0.031371392,0.018685706,0.013203278,0.279405749,23.402608946,0.000000000,0.192001556,0.102323859,6.734776595,0.119826323,27.900713702,0,1,0.080000000,40.000000000,0.142984787,0.041328521,30.581001595,3.518673283,130,125,5,0.160098522,26,0,0,0,0,654,28,11715,37576,10341,0,327913
470,1517157271.733870029,1517157271.834709406,1,0,0,1,118.874419243,45.988478458,-6.450665147,-0.017396739,0.018500116,0.164964685,0.985972491,844,481,0.569905213,0.032046290,0.018193884,0.013319625,0.236293536,26.462335027,0.000000000,0.196326449,0.097410821,6.437699063,0.182841862,27.757262658,0,1,0.080000000,40.000000000,0.144010328,0.042346256,30.474224686,3.479811274,97,96,1,0.114928910,32,0,0,0,0,713,34,11756,37673,10373,0,328626
471,1517157271.935590029,1517157272.036367178,1,0,0,1,119.438290350,46.180432954,-6.499793631,-0.008430550,0.010237409,0.120312404,0.992647494,900,524,0.582222222,0.029842268,0.016480077,0.011536598,0.223921016,23.576396554,0.000000000,0.200525165,0.093367984,6.724137202,0.271770052,27.460109330,0,1,0.080000000,40.000000000,0.145104708,0.042978439,30.374332787,3.532611394,128,126,2,0.142222222,33,0,0,0,0,738,34,11805,37801,10406,0,329364
472,1517157272.036389112,1517157272.137227297,1,0,0,1,119.734087198,46.262762002,-6.519505782,0.018680895,0.008262241,0.146813308,0.988953291,892,497,0.557174888,0.029418853,0.016269161,0.011349581,0.246297808,23.820539093,0.000000000,0.205145381,0.093411944,6.726885171,0.320159802,27.134271457,0,1,0.080000000,40.000000000,0.146344719,0.044077285,30.255848344,3.551688833,125,123,2,0.140134529,17,0,0,0,0,750,17,11840,37926,10423,0,330114
473,1517157272.137248993,1517157272.238088369,1,0,0,1,120.028117255,46.351527256,-6.540681090,0.037977083,0.009754710,0.184423031,0.982064526,880,494,0.561363636,0.027629429,0.016037224,0.011504285,0.286051563,23.727513890,0.000000000,0.212141957,0.094941422,6.725325826,0.396316723,26.815271181,0,1,0.080000000,40.000000000,0.148035861,0.046113763,30.180328921,3.608947791,115,111,4,0.130681818,18,0,0,0,0,747,18,11879,38041,10441,0,330861
474,1517157272.238109112,1517157272.338948250,1,0,0,1,120.328541786,46.462516122,-6.554765374,0.038350212,0.010040018,0.217917690,0.975161699,907,506,0.557883131,0.031125799,0.017945253,0.012626614,0.315215821,22.032500424,0.000000000,0.220480797,0.084070798,6.734048436,0.459802515,26.377237299,0,1,0.080000000,40.000000000,0.150360067,0.048559296,30.023886506,3.619660059,109,106,3,0.120176406,19,0,0,0,0,779,19,11912,38150,10460,0,331640
475,1517157272.338968992,1517157272.439808369,1,0,0,1,120.610854594,46.587943145,-6.571946268,0.037461683,0.006570586,0.218039205,0.975198623,904,506,0.559734513,0.028822772,0.016896015,0.011679914,0.340583818,21.290652059,0.000000000,0.228727260,0.079513402,6.730061902,0.458785063,25.923104537,0,1,0.080000000,40.000000000,0.152887035,0.051715003,29.862118001,3.644775649,95,94,1,0.105088496,20,0,0,0,0,789,20,11927,38245,10480,0,332429
476,1517157272.439829111,1517157272.540668249,1,0,0,1,120.893667701,46.726563847,-6.584497616,0.026731772,0.004491035,0.216836371,0.975831559,875,503,0.574857143,0.026563031,0.013230247,0.010305722,0.334099028,20.659735285,0.000000000,0.235179764,0.082364714,6.717347599,0.460138967,25.565864661,0,1,0.080000000,40.000000000,0.154833912,0.054746810,29.769744604,3.758015826,85,78,7,0.097142857,12,0,0,0,0,777,13,11953,38330,10492,0,333206
477,1517157272.540688992,1517157272.641528368,1,0,0,1,121.182701444,46.866171763,-6.598525687,0.021334257,0.002746872,0.207758275,0.977943661,849,475,0.559481743,0.027189381,0.015181282,0.010133165,0.325289757,20.044537543,0.000000000,0.242252545,0.081576082,6.715201149,0.475599310,25.087569769,0,1,0.080000000,40.000000000,0.156292568,0.057267710,29.699353250,3.871869667,95,93,2,0.111896349,16,0,0,0,0,737,17,11971,38425,10508,0,333943
478,1517157272.641549110,1517157272.742388248,1,0,0,1,121.469950756,47.002741607,-6.612814859,0.009575270,0.000244214,0.192822211,0.981186959,844,483,0.572274882,0.028345512,0.016143162,0.011346978,0.272164251,21.789451966,0.000000000,0.246329170,0.074984449,6.708780266,0.503329809,24.831115516,0,1,0.080000000,40.000000000,0.156817720,0.058081296,29.678555308,3.908542702,91,90,1,0.107819905,12,0,0,0,0,739,14,11996,38516,10520,0,334682
479,1517157272.742408991,1517157272.843248367,1,0,0,1,121.761373257,47.132100962,-6.631621327,-0.004467866,-0.004315281,0.160212476,0.987063007,837,460,0.549581840,0.030487328,0.014325306,0.009767715,0.269027091,23.577224508,0.000000000,0.251166811,0.072512553,6.698527422,0.566832282,24.615313109,0,1,0.080000000,40.000000000,0.157174607,0.058657181,29.682332809,3.902456825,92,91,1,0.109916368,21,0,0,0,0,723,22,12024,38608,10541,0,335405
480,1517157272.843269110,1517157272.944108248,1,0,0,1,122.049887995,47.253412731,-6.645994164,0.001759436,0.003517740,0.146160059,0.989253136,793,470,0.592686003,0.026681670,0.014840871,0.010641517,0.305613610,22.476198092,0.000000000,0.258581370,0.075492748,6.357154499,0.595160071,24.231188940,0,1,0.080000000,40.000000000,0.157740092,0.059801737,29.677883040,3.910409274,84,83,1,0.105926860,12,0,0,0,0,695,14,12046,38692,10553,0,336100
481,1517157273.044926882,1517157273.145766258,1,0,0,1,122.658860481,47.496777642,-6.699077683,0.055202992,0.024380401,0.267163890,0.961759680,908,524,0.577092511,0.031895190,0.018678302,0.011364396,0.299157782,26.160072539,0.000000000,0.264584614,0.076379673,6.689483073,0.843976521,24.141744893,0,1,0.080000000,40.000000000,0.159043862,0.061427344,29.682492881,3.905985316,112,110,2,0.123348018,17,0,0,0,0,779,17,12089,38804,10570,0,336879
482,1517157273.145787001,1517157273.246626377,1,0,0,1,122.940327371,47.634662267,-6.705842639,0.045296913,0.023475491,0.301710269,0.952033615,924,524,0.567099567,0.033280551,0.020017481,0.013394363,0.362830438,21.774918446,0.000000000,0.274871665,0.075328137,6.680415514,0.913804564,23.737442817,0,1,0.080000000,40.000000000,0.161396126,0.064600236,29.600349369,3.984260276,129,128,1,0.139610390,21,0,0,0,0,774,21,12125,38933,10591,0,337653
483,1517157273.246646881,1517157273.347486258,1,0,0,1,123.205867260,47.813736258,-6.721070528,0.033226056,0.021235189,0.300648772,0.952919415,924,534,0.577922078,0.026447613,0.014156501,0.010234062,0.371037155,20.454160775,0.000000000,0.284758137,0.080424711,6.666631032,0.899815587,23.281642307,0,1,0.080000000,40.000000000,0.164217290,0.067469982,29.410724742,3.963749203,121,118,3,0.130952381,17,0,0,0,0,786,17,12170,39054,10608,0,338439
484,1517157273.347507000,1517157273.448346376,1,0,0,1,123.454320090,47.990797091,-6.737017872,0.000664327,0.011904775,0.256554132,0.966456317,886,507,0.572234763,0.027465853,0.015132367,0.010945337,0.334672602,21.278853134,0.000000000,0.290817808,0.082238671,6.640535941,0.972255440,22.963799926,0,1,0.080000000,40.000000000,0.166620080,0.069196977,29.280013073,4.013916937,113,112,1,0.127539503,18,0,0,0,0,753,20,12208,39167,10626,0,339192
485,1517157273.448367119,1517157273.549206257,1,0,0,1,123.704604008,48.164713598,-6.752443976,-0.044520828,0.011591390,0.181934184,0.982233927,892,494,0.553811659,0.026678929,0.013584735,0.009501047,0.333652263,24.751977266,0.000000000,0.296880450,0.076877933,6.617580630,1.121913106,22.840723407,0,1,0.080000000,40.000000000,0.168918305,0.070869676,29.166068808,3.978957621,114,111,3,0.127802691,17,0,0,0,0,761,17,12241,39281,10643,0,339953
486,1517157273.549226999,1517157273.650066376,1,0,0,1,123.960192529,48.304393078,-6.763894025,-0.064493207,0.013056327,0.110288341,0.991719033,997,564,0.565697091,0.027944288,0.013984910,0.009461841,0.406024845,22.226432897,0.000000000,0.303512388,0.072339426,6.570910834,1.263306508,22.795193525,0,1,0.080000000,40.000000000,0.172129381,0.074187825,28.989694013,3.890776603,147,139,8,0.147442327,28,0,0,0,0,822,28,12299,39428,10671,0,340775
487,1517157273.650087118,1517157273.750926256,1,0,0,1,124.228529292,48.389772268,-6.788053672,-0.062055244,0.018851619,0.048203887,0.996729727,1043,607,0.581975072,0.026555564,0.013017525,0.008611277,0.459529782,22.130878322,0.000000000,0.313504341,0.072540458,6.531444160,1.382002670,22.722155995,0,1,0.080000000,40.000000000,0.175679960,0.079192433,28.871662938,3.917931158,164,149,15,0.157238734,23,0,0,0,0,855,24,12359,39592,10694,0,341630
488,1517157273.750946999,1517157273.851786375,1,0,0,1,124.494212967,48.433237527,-6.799173660,-0.049121049,0.016305232,0.024473314,0.998359814,1198,704,0.587646077,0.032385200,0.016729874,0.012395724,0.448552349,20.188347940,0.000000000,0.322471013,0.076325330,6.487864599,1.389280038,22.591266735,0,1,0.080000000,40.000000000,0.178985251,0.083497706,28.744903381,3.991078096,189,183,6,0.157762938,30,0,0,0,0,979,30,12427,39781,10724,0,342609
489,1517157273.851807117,1517157273.952646255,1,0,0,1,124.758365222,48.435118483,-6.805227949,-0.015724368,0.013163082,0.032018358,0.999276890,1070,609,0.569158879,0.034613719,0.020648199,0.013433910,0.396005192,20.403573948,0.000000000,0.328300985,0.084854193,6.441328458,1.340054510,22.441314985,0,1,0.080000000,40.000000000,0.181810154,0.085976739,28.621808604,4.056090212,165,160,5,0.154205607,30,0,0,0,0,875,30,12485,39946,10754,0,343484
490,1517157273.952666998,1517157274.053444386,1,0,0,1,125.030014505,48.436498418,-6.812546677,0.012570388,0.018632967,0.065321150,0.997611119,1031,572,0.554801164,0.024116877,0.012761396,0.009569680,0.467154093,18.440319475,0.000000000,0.339844013,0.091334376,6.115408702,1.317784062,22.040214208,0,1,0.080000000,40.000000000,0.185206854,0.090361277,28.492087983,4.170586841,146,144,2,0.141610087,21,0,0,0,0,864,21,12519,40092,10775,0,344348
491,1517157274.154325962,1517157274.255164385,1,0,0,1,125.551430599,48.518215102,-6.840847679,0.016021668,0.011128549,0.101122107,0.994682754,1040,595,0.572115385,0.028422465,0.013485417,0.009825128,0.420952733,18.765818070,0.000000000,0.349695599,0.091284899,6.336274963,1.335581242,21.799685284,0,1,0.080000000,40.000000000,0.188238716,0.093092683,28.343821932,4.249433004,158,154,4,0.151923077,32,0,0,0,0,849,33,12569,40250,10807,0,345197
492,1517157274.255186081,1517157274.356025219,1,0,0,1,125.808390939,48.580694893,-6.863915293,0.010824322,0.007016983,0.096549458,0.995244592,998,580,0.581162325,0.029693640,0.014788874,0.010878351,0.388960716,19.455852320,0.000000000,0.356828744,0.091376526,6.293860601,1.268488145,21.581450945,0,1,0.080000000,40.000000000,0.191088680,0.094815593,28.189965111,4.289727997,137,135,2,0.137274549,27,0,0,0,0,834,27,12592,40387,10834,0,346031
493,1517157274.356045961,1517157274.456885338,1,0,0,1,126.066417901,48.638785269,-6.881291427,0.000797088,0.008495296,0.082310986,0.996570166,982,575,0.585539715,0.027816949,0.014514003,0.010156201,0.432587053,20.534428217,0.000000000,0.364155519,0.091210988,6.238335542,1.228835352,21.421796661,0,1,0.080000000,40.000000000,0.194273430,0.097487511,28.081515959,4.344462703,109,104,5,0.110997963,25,0,0,0,0,847,26,12620,40496,10859,0,346878
494,1517157274.456906080,1517157274.557743073,1,0,0,1,126.329250725,48.676752803,-6.903234740,0.003100583,0.009925429,0.072338506,0.997325931,951,542,0.569926393,0.029720011,0.014066048,0.010117435,0.376924331,20.138432487,0.000000000,0.367240944,0.089904496,6.195402714,1.248763514,21.327093264,0,1,0.080000000,40.000000000,0.196943002,0.098788796,27.934938708,4.362674972,109,108,1,0.114616193,30,0,0,0,0,812,30,12641,40605,10889,0,347690
495,1517157274.557765961,1517157274.658605337,1,0,0,1,126.585357139,48.724755252,-6.917654949,0.003649170,0.007618339,0.076774684,0.997012684,930,532,0.572043011,0.027079988,0.013560889,0.009647759,0.348067906,23.393871679,0.000000000,0.367615149,0.091068484,6.141158959,1.255078761,21.432254245,0,1,0.080000000,40.000000000,0.199384408,0.099474287,27.821079189,4.331011121,96,96,0,0.103225806,21,0,0,0,0,812,22,12664,40701,10910,0,348502
496,1517157274.658626080,1517157274.759465218,1,0,0,1,126.829968244,48.768870578,-6.934089428,0.006922611,0.005119626,0.079031174,0.996834961,880,509,0.578409091,0.027054526,0.014151615,0.010780870,0.273354021,23.696418925,0.000000000,0.364577898,0.090374094,6.068968415,1.240967569,21.584088427,0,1,0.080000000,40.000000000,0.200837576,0.099482827,27.748069717,4.338383015,77,77,0,0.087500000,15,0,0,0,0,788,15,12680,40778,10925,0,349290
497,1517157274.759485960,1517157274.860325336,1,0,0,1,127.069818028,48.811924324,-6.948802036,0.005277700,0.005680648,0.082435781,0.996566214,858,494,0.575757576,0.024384583,0.012144279,0.009318918,0.283571035,22.974205738,0.000000000,0.362491962,0.096040444,5.994712542,1.217265455,21.730571837,0,1,0.080000000,40.000000000,0.202586969,0.099384111,27.612652936,4.273450784,90,88,2,0.104895105,13,0,0,0,0,755,13,12690,40868,10938,0,350045
498,1517157274.860346079,1517157274.961185217,1,0,0,1,127.310824796,48.843635010,-6.963303278,0.026609686,0.015889194,0.094358573,0.995055736,879,511,0.581342435,0.025410854,0.016154556,0.011115598,0.193234384,29.065421607,0.000000000,0.358545469,0.099508288,5.918831448,1.175767823,22.094370319,0,1,0.080000000,40.000000000,0.203281364,0.099073267,27.591421962,4.260888175,69,69,0,0.078498294,12,0,0,0,0,798,12,12705,40937,10950,0,350843
499,1517157274.961205959,1517157275.061985254,1,0,0,1,127.546679209,48.886060173,-6.981850746,0.049081533,0.031117506,0.145515723,0.987647649,877,502,0.572405929,0.027118325,0.013904485,0.010273161,0.222862172,25.887736164,0.000000000,0.356237223,0.099083190,5.845876713,1.252545400,22.209895902,0,1,0.080000000,40.000000000,0.204416320,0.098640044,27.503210294,4.203549314,80,78,2,0.091220068,14,0,0,0,0,783,14,12720,41017,10964,0,351626
500,1517157275.062005997,1517157275.162845373,1,0,0,1,127.756525680,48.968428422,-6.998738572,0.051402022,0.040802257,0.217219747,0.973914056,910,499,0.548351648,0.029258039,0.017779636,0.011284964,0.191347171,29.102607151,0.000000000,0.350523901,0.098091460,5.413996301,1.150183228,22.541216355,0,1,0.080000000,40.000000000,0.205194351,0.098226184,27.438116043,4.127183101,81,81,0,0.089010989,21,0,0,0,0,808,21,12736,41098,10985,0,352434
501,1517157275.263725996,1517157275.364565372,1,0,0,1,128.090063183,49.175450233,-7.017847634,0.041688988,0.032355078,0.269854681,0.961453914,877,485,0.553021665,0.026206411,0.013023879,0.008883682,0.237567516,23.739285050,0.000000000,0.347444388,0.096031802,5.493524719,1.185395004,22.420176981,0,1,0.080000000,40.000000000,0.206482017,0.097797180,27.335344548,4.089883755,69,69,0,0.078677309,14,0,0,0,0,794,14,12751,41167,10999,0,353228
502,1517157275.364586115,1517157275.465425253,1,0,0,1,128.235369637,49.285610937,-7.026724588,0.037783053,0.023061332,0.283482005,0.957955410,885,497,0.561581921,0.024694419,0.012644906,0.009231621,0.177942072,28.197761778,0.000000000,0.338199970,0.090850375,5.355443442,1.209929939,22.741319147,0,1,0.080000000,40.000000000,0.207083432,0.097434224,27.286996101,4.050637142,74,73,1,0.083615819,21,0,0,0,0,790,21,12766,41241,11020,0,354018
503,1517157275.465445995,1517157275.566285372,1,0,0,1,128.383414779,49.398533325,-7.031017238,0.031743385,0.011635345,0.288324372,0.956935752,869,495,0.569620253,0.023930333,0.011044292,0.007962590,0.201353406,26.519343227,0.000000000,0.329715782,0.095536463,5.236183005,1.125974752,23.044578270,0,1,0.080000000,40.000000000,0.208090296,0.096847808,27.190865940,3.952456027,76,74,2,0.087456847,19,0,0,0,0,773,20,12785,41317,11039,0,354791
504,1517157275.566306114,1517157275.667145252,1,0,0,1,128.539545012,49.512544499,-7.036352811,0.030344327,0.007564666,0.290185571,0.956459268,885,497,0.561581921,0.023379966,0.012606979,0.008590137,0.161555824,30.025165048,0.000000000,0.321059943,0.101784906,5.124416184,0.975223268,23.481893865,0,1,0.080000000,40.000000000,0.208568280,0.096498380,27.163723881,3.923473639,63,62,1,0.071186441,19,0,0,0,0,803,19,12802,41380,11058,0,355594
505,1517157275.667165995,1517157275.768005371,1,0,0,1,128.698439222,49.626168528,-7.040799059,0.025819134,0.005190993,0.293399718,0.955627036,874,507,0.580091533,0.021489065,0.010678252,0.007988749,0.177285362,27.755019916,0.000000000,0.313241598,0.112973808,5.028316057,0.836136520,23.632045998,0,1,0.080000000,40.000000000,0.209341217,0.095933504,27.111730992,3.880609451,70,70,0,0.080091533,10,0,0,0,0,794,10,12812,41450,11068,0,356388
506,1517157275.768026114,1517157275.868865252,1,0,0,1,128.858243251,49.739034049,-7.048490696,0.025908045,0.004002365,0.292256822,0.955980494,852,485,0.569248826,0.022436346,0.011571472,0.008316825,0.197927365,26.240978311,0.000000000,0.302836724,0.119829433,4.941482798,0.713580475,23.832773269,0,1,0.080000000,40.000000000,0.210235765,0.095404375,27.047876291,3.841681052,50,47,3,0.058685446,12,0,0,0,0,790,12,12818,41500,11080,0,357178
