frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_pause_frames_remaining,transition_guard_history_ready,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
203,1624181112.361309290,1624181112.461316586,207,206,0,0.206602725,0.258170552,1,0,0,0,1,0.062899726,0.157324708,-0.758525009,0.002604665,0.046366591,-0.000074074,0.998921093,3077,1784,0.579785505,0.088420287,0.044762507,0.031432756,0.450407515,36.143363069,2224,0.897467574,436.534627970,630.754890022,928.678367612,0.218708242,0.196283556,0,0,0,0,1.000000000,0,1,0.018160755,0.009397353,0.100000000,0.030000000,2.487224181,0.088420287,0.000000000,0.000000905,0.000001118,0.000001905,0.119404749,0.992161813,0.036843482,0.000000002,0.000000004,0.000000005,-0.096130271,-0.652851909,0.751361002,0.000000000,0.221354963,0.622549568,0.981425378,0.014337998,83.934604231,0,0.129159168,0.119784760,1117,994,123,0.363015925,316,0,0,0,0,0,1643,317,16551,39708,13564,0,0,425725
204,1624181112.461306810,1624181112.561329603,208,207,0,0.241465994,0.282508179,1,0,0,0,1,0.073720573,0.196981186,-0.872456113,-0.008862976,0.042279239,0.000060267,0.999066519,3186,1884,0.591337100,0.089443633,0.049168393,0.036250327,0.457117426,37.433950848,2301,0.890151795,447.261804069,631.361565412,969.615910547,0.218364040,0.194377142,0,0,0,0,1.000000000,0,1,0.007792143,0.001705435,0.100000000,0.030000000,2.439390802,0.089443633,0.000000000,0.000000870,0.000001105,0.000001749,0.125872160,0.990916483,0.047336266,0.000000002,0.000000004,0.000000004,-0.037823238,-0.776033632,0.629556355,0.000000000,0.238068883,0.574203890,1.100305427,0.014925388,80.240468520,0,0.136026442,0.125588058,1137,975,162,0.356873823,411,0,0,0,0,0,1638,411,17271,40845,13975,0,0,427363
205,1624181112.561304331,1624181112.661329508,209,208,0,0.165692881,0.241192991,1,0,0,0,1,0.087031197,0.222691063,-0.987900305,-0.013991123,0.041510573,-0.000305843,0.999040053,3406,2038,0.598355843,0.089593398,0.045013234,0.033268376,0.424885701,34.339034153,2516,0.896987847,506.363456929,685.613328734,1064.844636963,0.224370192,0.201257336,0,0,0,0,1.000000000,0,1,0.010347927,0.006787238,0.100000000,0.030000000,2.480654295,0.089593398,0.000000000,0.000000842,0.000001034,0.000001642,-0.054236150,-0.997589614,-0.043282823,0.000000002,0.000000003,0.000000003,0.077702988,-0.632442664,0.770700021,0.000000000,0.253438252,0.525458718,1.211933360,0.015769422,76.156968246,0,0.143272047,0.131816644,1286,1143,143,0.377568996,449,0,0,0,0,0,1671,449,18152,42131,14424,0,0,429034
206,1624181112.661301851,1624181112.761291027,210,209,0,0.131460783,0.175744546,1,0,0,0,1,0.081293385,0.231436330,-1.125899759,-0.023593006,0.038500727,0.000185075,0.998979995,3523,2125,0.603179109,0.092679454,0.044986757,0.033411796,0.404991300,38.231913751,2639,0.896496556,522.166551805,709.110933741,1134.576925505,0.220709503,0.197865310,0,0,0,0,1.000000000,0,1,0.034221166,0.007597965,0.100000000,0.030000000,2.369552788,0.092679454,0.000000000,0.000000811,0.000001030,0.000001579,-0.055838110,-0.995711876,-0.073756115,0.000000002,0.000000003,0.000000003,0.037992114,-0.477424352,0.877851119,0.000000000,0.267482366,0.480501226,1.325625211,0.015784741,72.509021404,0,0.150270360,0.137807091,1388,1242,146,0.393982401,451,0,0,0,0,0,1681,454,19074,43519,14875,0,0,430715
207,1624181112.761299372,1624181112.861262798,211,210,0,0.034645729,0.081103731,1,0,0,0,1,0.086264890,0.243846306,-1.243059729,-0.027749800,0.037550969,0.000041655,0.998909341,3589,2194,0.611312343,0.091697958,0.047509246,0.035625423,0.406394811,37.831187828,2708,0.899229988,529.441203985,720.607017693,1185.066585624,0.217419401,0.195510046,0,0,0,0,1.000000000,0,1,0.013061639,0.007051506,0.100000000,0.030000000,2.310194245,0.091697958,0.000000000,0.000000793,0.000001053,0.000001520,-0.079643853,-0.993730241,-0.078466961,0.000000002,0.000000002,0.000000003,0.120029424,-0.429038681,0.895275794,0.000000000,0.281458209,0.451020300,1.435956845,0.015246146,68.835930511,0,0.156723901,0.143324922,1326,1191,135,0.369462246,491,0,0,0,0,0,1772,491,19920,44845,15366,0,0,432487
208,1624181112.861296892,1624181112.961204290,212,211,0,0.120657925,0.194959912,1,0,0,0,1,0.086054470,0.250032421,-1.371847788,-0.027955178,0.037621176,0.000369772,0.998900905,3655,2237,0.612038304,0.087056769,0.047775216,0.034752777,0.412004535,37.007890024,2743,0.895228327,552.952884487,711.792815363,1190.865600564,0.225179321,0.201586906,0,0,0,0,1.000000000,0,1,0.009677096,0.011635284,0.100000000,0.030000000,2.374069676,0.087056769,0.000000000,0.000000772,0.000001040,0.000001463,-0.063367932,-0.993488175,-0.094687654,0.000000002,0.000000002,0.000000003,0.035148153,-0.500596323,0.864967010,0.000000000,0.295786862,0.414803992,1.556911908,0.015503473,65.120366744,0,0.163583210,0.149174866,1248,1135,113,0.341450068,425,0,0,0,0,0,1982,425,20736,46093,15791,0,0,434469
209,1624181112.961294651,1624181113.061163664,213,212,0,0.203876449,0.252409866,1,0,0,0,1,0.094974626,0.264409126,-1.512058829,-0.025462775,0.037678281,0.000182159,0.998965445,3705,2310,0.623481781,0.084275781,0.048320080,0.033605998,0.414403478,37.586700064,2842,0.890720774,569.084560476,697.153808563,1265.190070620,0.224807682,0.200240873,0,0,0,0,1.000000000,0,1,0.019622687,0.014471977,0.100000000,0.030000000,2.345033239,0.084275781,0.000000000,0.000000763,0.000001011,0.000001397,-0.050168034,-0.994978286,-0.086610495,0.000000002,0.000000002,0.000000003,-0.091593393,0.777764775,-0.621846127,0.000000000,0.310101411,0.379916488,1.694452148,0.015068908,61.521698522,0,0.170399859,0.154953385,1322,1234,88,0.356815115,454,0,0,0,0,0,1929,454,21580,47415,16245,0,0,436398
210,1624181113.061292171,1624181113.161159515,214,213,0,0.275471806,0.349832144,1,0,0,0,1,0.094363782,0.269127657,-1.665993850,-0.015408813,0.037985891,0.000511813,0.999159336,3723,2301,0.618049960,0.072115787,0.035947339,0.026113010,0.410773219,34.770798893,2879,0.895521609,577.395755241,723.250265102,1277.560690809,0.223952468,0.200554274,0,0,0,0,1.000000000,0,1,0.021759234,0.006590366,0.100000000,0.030000000,1.902309997,0.072115787,0.000000000,0.000000766,0.000001011,0.000001389,-0.084587673,-0.993809365,-0.072026885,0.000000002,0.000000002,0.000000003,-0.005512913,0.269553149,-0.962969733,0.000000000,0.323999529,0.341743063,1.842434289,0.016304035,57.945166595,0,0.177119339,0.160699834,1324,1204,120,0.355627182,339,0,0,0,0,0,2060,339,22419,48739,16584,0,0,438458
211,1624181113.161289692,1624181113.261308908,214,214,0,0.264348107,0.371972017,1,0,0,0,1,0.096440381,0.258579153,-1.841816692,-0.005024653,0.037474079,0.000559093,0.999284811,3820,2375,0.621727749,0.078445546,0.044474180,0.030331263,0.444758558,37.615730501,2943,0.898010078,602.296235029,769.587114379,1270.960310956,0.227897035,0.204653835,0,0,0,0,1.000000000,0,1,0.031681050,0.004844474,0.100000000,0.030000000,1.547400817,0.078445546,0.000000000,0.000000787,0.000000952,0.000001332,-0.058256474,-0.992104195,-0.111065072,0.000000002,0.000000002,0.000000003,-0.179845469,0.702976720,-0.688098350,0.000000000,0.339839238,0.293375592,2.009657390,0.016275568,54.509040309,0,0.184494956,0.167070970,1341,1231,110,0.351047120,391,0,0,0,0,0,2088,391,23326,50080,16975,0,0,440546
212,1624181113.261287212,1624181113.361310244,216,215,0,0.130591479,0.203886187,1,0,0,0,1,0.105760017,0.279388375,-2.012887141,0.003248556,0.037317216,0.000326564,0.999298137,3779,2341,0.619476052,0.071670562,0.041615965,0.028929237,0.437091789,33.982075617,2926,0.892139548,601.436112672,767.827090928,1241.137113646,0.230399954,0.205548911,0,0,0,0,1.000000000,0,1,0.027447313,0.006214518,0.100000000,0.030000000,1.396623826,0.071670562,0.000000000,0.000000804,0.000000932,0.000001358,-0.045478853,-0.988154621,-0.146567798,0.000000002,0.000000002,0.000000003,-0.054888371,0.582382055,-0.811060053,0.000000000,0.355448108,0.240960282,2.162373765,0.014826172,50.786759614,0,0.191850279,0.173356262,1293,1183,110,0.342154009,324,0,0,0,0,0,2161,325,24150,51373,17299,0,0,442707
213,1624181113.361284733,1624181113.461304665,217,216,0,0.069218102,0.118311611,1,0,0,0,1,0.117762181,0.293014914,-2.157675894,0.011052753,0.038216509,0.000460996,0.999208248,3879,2385,0.614849188,0.082947775,0.046285223,0.033038442,0.464903131,36.938595860,2993,0.894300565,630.250003829,798.205994174,1248.185592605,0.235462979,0.210574676,0,0,0,0,1.000000000,0,1,0.023442380,0.013050613,0.100000000,0.030000000,1.287531855,0.082947775,0.000000000,0.000000801,0.000000931,0.000001295,-0.054600378,-0.991765533,-0.115844403,0.000000002,0.000000002,0.000000003,-0.112071239,0.853062001,-0.509632475,0.000000000,0.372470533,0.201035204,2.293836169,0.015312240,47.180263483,0,0.199557428,0.179985764,1415,1280,135,0.364784738,458,0,0,0,0,0,2005,459,25034,52788,17757,0,0,444712
214,1624181113.461282492,1624181113.561260700,218,217,0,0.075374709,0.126699994,1,0,0,0,1,0.131334954,0.304669949,-2.283878146,0.012978030,0.040466312,0.000301949,0.999096570,3902,2441,0.625576627,0.063897096,0.038219501,0.025172845,0.472409920,34.068541910,3086,0.897594597,673.657351571,820.427478326,1275.892095176,0.243199626,0.218294670,0,0,0,0,1.000000000,0,1,0.028503444,0.006877041,0.100000000,0.030000000,1.259184468,0.063897096,0.000000000,0.000000787,0.000000913,0.000001276,0.095413204,0.986739626,0.131305872,0.000000002,0.000000002,0.000000003,-0.143178787,0.498385261,-0.855050856,0.000000000,0.389862990,0.205361933,2.368327889,0.013851921,43.604000695,0,0.207402622,0.186779576,1396,1297,99,0.357765249,317,0,0,0,0,0,2189,317,25867,54184,18074,0,0,446901
215,1624181113.561280012,1624181113.661221981,219,218,0,0.068456867,0.103075595,1,0,0,0,1,0.146046532,0.309001605,-2.399924773,0.013073457,0.042697565,0.000544727,0.999002355,3964,2628,0.662966700,0.059018317,0.034362376,0.022318555,0.466952796,36.398560976,3162,0.901067267,676.536170530,850.818736812,1321.819792286,0.237449873,0.213958308,0,0,0,0,1.000000000,0,1,0.024151051,0.005738574,0.100000000,0.030000000,1.212992935,0.059018317,0.000000000,0.000000734,0.000000874,0.000001195,-0.052305726,-0.989340558,-0.135902062,0.000000001,0.000000002,0.000000003,-0.123841412,0.636809919,-0.761010139,0.000000000,0.403762139,0.185872957,2.412872141,0.013021430,42.195625213,0,0.212598470,0.191216086,1303,1241,62,0.328708375,297,0,0,0,0,0,2364,297,26540,55487,18371,0,0,449265
216,1624181113.661277533,1624181113.761155844,220,219,0,0.075703497,0.111497940,1,0,0,0,1,0.157803276,0.297222794,-2.523744784,0.010574658,0.044862009,0.000586482,0.998937051,4034,2626,0.650966782,0.057657322,0.029335884,0.019847174,0.524439337,34.873750703,3180,0.898161441,722.487327170,797.811725161,1335.854330774,0.252958168,0.227197273,0,0,0,0,1.000000000,0,1,0.023570350,0.002531096,0.100000000,0.030000000,1.259956561,0.057657322,0.000000000,0.000000764,0.000000866,0.000001101,-0.004886276,-0.988017322,-0.154265669,0.000000001,0.000000002,0.000000003,-0.044042724,0.733302253,-0.678474792,0.000000000,0.418918617,0.162843661,2.463324561,0.012483398,40.412928127,0,0.217820189,0.195611704,1381,1323,58,0.342340109,278,0,0,0,0,0,2373,280,27298,56868,18649,0,0,451638
217,1624181113.761275053,1624181113.861126661,221,220,0,0.083149166,0.142333909,1,0,0,0,1,0.170308182,0.310258854,-2.653553926,0.007538094,0.046052546,0.000334271,0.998910521,4034,2648,0.656420426,0.057461957,0.028956886,0.019301478,0.497073616,35.117081031,3199,0.902207885,699.983866073,842.253579029,1343.925579490,0.242530952,0.218813337,0,0,0,0,1.000000000,0,1,0.013580896,0.002273378,0.100000000,0.030000000,1.189714704,0.057461957,0.000000000,0.000000746,0.000000850,0.000001120,-0.023794594,-0.989579071,-0.142010843,0.000000001,0.000000002,0.000000002,-0.109999865,0.444604920,-0.888946846,0.000000000,0.430524159,0.152378915,2.498948901,0.013092300,38.848085945,0,0.221474229,0.198799059,1339,1242,97,0.331928607,270,0,0,0,0,0,2424,271,28065,58207,18919,0,0,454062
218,1624181113.861272573,1624181113.961143017,222,221,0,0.089069716,0.182003967,1,0,0,0,1,0.183935432,0.309066000,-2.770853873,0.003876290,0.045339611,0.000595669,0.998963933,4058,2637,0.649827501,0.064263010,0.035273546,0.024406303,0.456440991,34.873955344,3267,0.898991400,699.284705374,855.240476323,1382.479723414,0.238094497,0.214044905,0,0,0,0,1.000000000,0,1,0.010694979,0.002473483,0.100000000,0.030000000,1.128535026,0.064263010,0.000000000,0.000000720,0.000000862,0.000001165,-0.016137739,-0.989358243,-0.144602349,0.000000002,0.000000002,0.000000002,0.148903968,-0.329503557,0.932338465,0.000000000,0.436483242,0.158522147,2.507127168,0.011583357,37.843131387,0,0.223946710,0.200899706,1348,1253,95,0.332183342,338,0,0,0,0,0,2371,339,28860,59555,19257,0,0,456433
219,1624181113.961270332,1624181114.061200142,223,222,0,0.144987364,0.193563600,1,0,0,0,1,0.203929098,0.321639362,-2.905677674,-0.001188489,0.043386912,0.000558788,0.999057481,4097,2679,0.653893093,0.073423660,0.045373254,0.031333900,0.474006732,34.181251872,3301,0.902296457,725.161501636,865.451486439,1387.867615294,0.243466921,0.219679340,0,0,0,0,1.000000000,0,1,0.023933469,0.008516195,0.100000000,0.030000000,1.117375732,0.073423660,0.000000000,0.000000714,0.000000848,0.000001152,-0.035547423,-0.984897274,-0.169451293,0.000000002,0.000000002,0.000000003,0.191950804,-0.395978414,0.897973265,0.000000000,0.442573194,0.153988210,2.520734241,0.010846345,37.007097277,0,0.226551971,0.203149077,1347,1263,84,0.328777154,441,0,0,0,0,0,2309,441,29659,60902,19698,0,0,458742
220,1624181114.061267853,1624181114.161135435,224,223,0,0.187941042,0.276245200,1,0,0,0,1,0.214721927,0.350529714,-3.080471151,-0.006799582,0.041308163,0.000749889,0.999123035,4148,2705,0.652121504,0.077640082,0.045464596,0.033137201,0.486733605,35.822352505,3397,0.900398791,726.021739238,899.755825178,1432.877129085,0.237366363,0.213724386,0,0,0,0,1.000000000,0,1,0.053515468,0.007496613,0.100000000,0.030000000,1.086165251,0.077640082,0.000000000,0.000000737,0.000000830,0.000001117,-0.041080326,-0.982776701,-0.180173145,0.000000001,0.000000002,0.000000002,-0.022935402,0.377944224,-0.925544235,0.000000000,0.447279576,0.148246263,2.567909781,0.010616118,36.435298319,0,0.228261341,0.204684067,1358,1280,78,0.327386692,461,0,0,0,0,0,2328,462,30438,62260,20159,0,0,461070
221,1624181114.161265373,1624181114.261066198,225,224,0,0.137924687,0.267206170,1,0,0,0,1,0.233969119,0.370056828,-3.176863890,-0.009809232,0.038489434,0.000724884,0.999210597,4184,2692,0.643403442,0.061743070,0.035978296,0.023346325,0.564325540,32.283898454,3434,0.902098097,794.406518666,910.261432445,1393.136914784,0.256441756,0.231335620,0,0,0,0,1.000000000,0,1,0.057517795,0.008307912,0.100000000,0.030000000,1.167188892,0.061743070,0.000000000,0.000000740,0.000000834,0.000001032,0.095711873,0.980325475,0.172630240,0.000000002,0.000000002,0.000000002,-0.104347610,0.829386663,-0.548843639,0.000000000,0.454954864,0.155504319,2.574982015,0.010568572,35.915425123,0,0.231165640,0.207346570,1554,1451,103,0.371414914,301,0,0,0,0,0,2327,303,31340,63814,20460,0,0,463397
222,1624181114.261262894,1624181114.361134291,226,225,0,0.096706504,0.130816959,1,0,0,0,1,0.247846963,0.372653655,-3.301644266,-0.018975671,0.036817126,0.000918978,0.999141421,4135,2613,0.631922612,0.065744138,0.035809316,0.024427424,0.555180779,32.254313617,3423,0.894008166,751.739217474,917.268271271,1391.182464791,0.245651162,0.219614145,0,0,0,0,1.000000000,0,1,0.014967943,0.008471288,0.100000000,0.030000000,1.103294320,0.065744138,0.000000000,0.000000768,0.000000829,0.000001068,0.051964475,0.972179579,0.228400000,0.000000002,0.000000002,0.000000002,-0.244685981,0.474174436,-0.845746638,0.000000000,0.461264739,0.159242808,2.574056456,0.009713196,35.587747351,0,0.233221507,0.209255742,1402,1308,94,0.339056832,330,0,0,0,0,0,2403,330,32120,65216,20790,0,0,465800
223,1624181114.361260414,1624181114.461207151,227,226,0,0.067159731,0.107187533,1,0,0,0,1,0.266799773,0.371950500,-3.422730261,-0.023656283,0.035454689,0.000744192,0.999090983,4159,2679,0.644145227,0.058483494,0.032820592,0.023677462,0.514326134,35.204344592,3445,0.893988537,754.800808980,904.945430366,1420.044270587,0.245081867,0.219100380,0,0,0,0,1.000000000,0,1,0.006974861,0.004085332,0.100000000,0.030000000,1.093328038,0.058483494,0.000000000,0.000000720,0.000000834,0.000001084,0.049639246,0.974955743,0.216788477,0.000000001,0.000000002,0.000000002,0.219269201,-0.541008569,0.811930259,0.000000000,0.464460670,0.164573007,2.575498901,0.009619181,35.540796427,0,0.234540188,0.210396584,1402,1313,89,0.337100264,294,0,0,0,0,0,2463,294,32866,66618,21084,0,0,468263
224,1624181114.461258173,1624181114.561321497,228,227,0,0.172334115,0.253692805,1,0,0,0,1,0.282934435,0.362790231,-3.492468441,-0.020766538,0.036287351,0.001288984,0.999124776,4119,2656,0.644816703,0.083706789,0.051352930,0.037746065,0.525152549,34.210080114,3435,0.897061714,771.183991515,897.755105886,1412.467891457,0.250270086,0.224507712,0,0,0,0,1.000000000,0,1,0.056962404,0.010848635,0.100000000,0.030000000,1.114347344,0.083706789,0.000000000,0.000000711,0.000000830,0.000001086,-0.035924194,-0.978986764,-0.200734572,0.000000001,0.000000002,0.000000002,-0.241243923,0.586566202,-0.773137413,0.000000000,0.467862426,0.161082194,2.528643922,0.009733982,35.379602890,0,0.236135490,0.211903112,1284,1194,90,0.311726147,467,0,0,0,0,0,2367,468,33612,67902,21551,0,0,470630
225,1624181114.561255693,1624181114.661296844,229,228,0,0.280261312,0.342482412,1,0,0,0,1,0.297560017,0.360125384,-3.619174192,-0.017092191,0.035820528,0.001271186,0.999211254,4090,2644,0.646454768,0.103776715,0.064224052,0.048371134,0.573442230,33.181864805,3436,0.898670202,793.524490699,941.894456512,1352.411867728,0.256984446,0.230944264,0,0,0,0,1.000000000,0,1,0.031554324,0.019715457,0.100000000,0.030000000,1.142186081,0.103776715,0.000000000,0.000000737,0.000000810,0.000001059,0.030625957,0.972625294,0.230352095,0.000000001,0.000000002,0.000000002,-0.587956470,0.505779797,-0.631263801,0.000000000,0.475290253,0.176811025,2.517823554,0.009654262,35.321744423,0,0.237766203,0.213387458,1178,1093,85,0.288019560,609,0,0,0,0,0,2303,609,34290,69080,22160,0,0,472933
226,1624181114.661253214,1624181114.761234999,230,229,0,0.251509326,0.334317499,1,0,0,0,1,0.312517988,0.368546881,-3.801990381,-0.008877354,0.036386514,0.000788419,0.999298050,4111,2655,0.645828266,0.065240633,0.038622533,0.026994590,0.595685025,34.480076262,3429,0.898573996,801.576156086,925.163371200,1354.470704832,0.260149777,0.233763825,0,0,0,0,1.000000000,0,1,0.071716767,0.007927382,0.100000000,0.030000000,1.148370574,0.065240633,0.000000000,0.000000773,0.000000810,0.000001034,0.056113029,0.956472625,0.286376407,0.000000001,0.000000002,0.000000002,-0.169194295,0.613064583,-0.771702733,0.000000000,0.484824939,0.172453685,2.583523637,0.009486070,35.134152549,0,0.239738217,0.215182384,1427,1342,85,0.347117490,348,0,0,0,0,0,2336,348,35057,70507,22508,0,0,475269
227,1624181114.761250734,1624181114.861188412,231,230,0,0.257805124,0.373675525,1,0,0,0,1,0.329346541,0.383549185,-4.034793482,0.001661847,0.043228948,0.000650175,0.999063598,4114,2599,0.631745260,0.101932681,0.049831266,0.038818474,0.616949851,34.045052727,3397,0.898645993,801.850364549,914.900771097,1335.949302406,0.262669194,0.236046619,0,0,0,0,1.000000000,0,1,0.076989931,0.014509431,0.100000000,0.030000000,1.146283744,0.101932681,0.000000000,0.000000817,0.000000823,0.000001021,0.011141249,0.963374083,0.267929559,0.000000001,0.000000002,0.000000002,-0.124915789,0.770659549,-0.624883914,0.000000000,0.495352691,0.183808519,2.688479105,0.009364182,34.944845794,0,0.242000706,0.217209213,1303,1178,125,0.316723384,558,0,0,0,0,0,2252,559,35850,71810,23066,0,0,477521
228,1624181114.861248255,1624181114.961206198,231,231,0,0.386136348,0.459401090,1,0,0,0,1,0.352444045,0.380493402,-4.196116547,0.008053958,0.052985479,0.000454645,0.998562700,4145,2668,0.643667069,0.095383536,0.057630465,0.045140955,0.626115727,34.689387373,3412,0.902709470,815.426738801,922.971226209,1341.646746953,0.264745098,0.238987907,0,0,0,0,1.000000000,0,1,0.046138830,0.021821043,0.100000000,0.030000000,1.136579363,0.095383536,0.000000000,0.000000801,0.000000817,0.000001009,0.088213851,0.941081498,0.326471944,0.000000001,0.000000002,0.000000002,-0.299542217,0.760242747,-0.576459388,0.000000000,0.506058250,0.189919560,2.710247760,0.009496653,34.828920661,0,0.243978995,0.219079263,1276,1187,89,0.307840772,547,0,0,0,0,0,2321,548,36623,73086,23613,0,0,479842
229,1624181114.961246014,1624181115.061183453,232,232,0,0.371944696,0.434896354,1,0,0,0,1,0.370276420,0.367812237,-4.313647472,0.008025986,0.065298939,0.000979580,0.997832988,4156,2681,0.645091434,0.070713583,0.044496451,0.030733663,0.571874362,34.845428755,3430,0.894142586,797.847633607,891.698481819,1377.362953904,0.260147143,0.232608640,0,0,0,0,1.000000000,0,1,0.068479303,0.013594427,0.100000000,0.030000000,1.096437210,0.070713583,0.000000000,0.000000791,0.000000833,0.000001023,0.041205178,0.964193507,0.261979035,0.000000001,0.000000002,0.000000002,-0.072741694,0.515394230,-0.853860313,0.000000000,0.513931795,0.189094543,2.675789734,0.009343184,34.691857096,0,0.245745968,0.220697651,1329,1255,74,0.319778633,429,0,0,0,0,0,2398,429,37368,74415,24042,0,0,482240
230,1624181115.161241055,1624181115.261049986,234,233,0,0.175962799,0.309748132,1,0,0,0,1,0.387479198,0.333080630,-4.559776196,0.006130885,0.077773848,0.000808988,0.996951848,4144,2551,0.615588803,0.123354878,0.089131044,0.054560064,0.658843591,34.474184160,3360,0.901094840,768.878212154,906.846210979,1351.954240193,0.253949741,0.228832801,1,1,1,0,1.000000000,5,1,0.039458713,0.038756147,0.100000000,0.030000000,1.069675895,0.123354878,0.123562925,0.000001004,0.000001121,0.000001323,-0.104051749,-0.882228893,-0.459179064,0.000000001,0.000000002,0.000000003,0.122671873,-0.989455042,0.077008647,0.000000000,0.526335313,0.232484644,2.748800239,0.008882802,34.677026359,0,0.247245832,0.222111578,0,0,0,0.000000000,0,0,0,0,0,0,0,4144,37368,74415,24042,0,0,482240
231,1624181115.261238575,1624181115.361067533,235,234,0,0.308917591,0.389205229,1,0,0,0,1,0.389235375,0.325721514,-4.636707643,0.006605871,0.076050221,0.001042960,0.997081561,4168,2737,0.656669866,0.087768344,0.052644009,0.036302845,0.619327780,34.427656231,3365,0.904497508,812.778982084,887.235172735,1343.619958538,0.267042276,0.241539073,1,0,0,0,1.000000000,4,1,0.042032269,0.027512366,0.100000000,0.030000000,1.124823695,0.087768344,0.000000000,0.000000824,0.000000925,0.000001049,0.059220056,0.833396028,0.549494355,0.000000000,0.000000001,0.000000003,0.051094662,-0.996119501,0.071660834,0.000000000,0.535063774,0.233494462,2.653519566,0.009250629,34.517622645,0,0.249203094,0.223955840,0,0,0,0.000000000,0,0,0,0,0,0,0,4168,37368,74415,24042,0,0,482240
232,1624181115.361236095,1624181115.461111784,236,235,0,0.321097082,0.409613288,1,0,0,0,1,0.394975322,0.333281937,-4.780762151,0.006796714,0.064195325,0.000166136,0.997914193,4167,2698,0.647468203,0.067097083,0.040237818,0.026618011,0.634860805,35.522689177,3382,0.898995996,795.454930652,911.649213089,1333.300316063,0.261627998,0.235202522,1,0,0,0,1.000000000,3,1,0.049060744,0.008717809,0.100000000,0.030000000,1.099892633,0.067097083,0.000000000,0.000000801,0.000000872,0.000001017,0.044247635,0.839927865,0.540891235,0.000000001,0.000000002,0.000000002,0.026957989,0.972790319,-0.230113585,0.000000000,0.544952225,0.235340131,2.651963503,0.010283484,34.594653323,0,0.250764496,0.225438520,0,0,0,0.000000000,0,0,0,0,0,0,0,4167,37368,74415,24042,0,0,482240
233,1624181115.461233854,1624181115.561171293,237,236,0,0.201583028,0.256193208,1,0,0,0,1,0.390564465,0.353076092,-4.946800054,0.006332063,0.052062298,0.000286749,0.998623723,4215,2611,0.619454330,0.076143364,0.042312729,0.031491889,0.660202155,36.590747616,3418,0.889875176,795.076886331,942.979060838,1303.537403602,0.261401441,0.232614654,1,0,0,0,1.000000000,2,1,0.040923499,0.004645816,0.100000000,0.030000000,1.087790817,0.076143364,0.000000000,0.000000783,0.000000910,0.000001060,-0.135933432,-0.751513618,-0.645561294,0.000000001,0.000000002,0.000000002,-0.137313742,0.902799903,-0.407550329,0.000000000,0.554717176,0.235478843,2.691771298,0.010195910,34.577260911,0,0.252061419,0.226540519,0,0,0,0.000000000,0,0,0,0,0,0,0,4215,37368,74415,24042,0,0,482240
234,1624181115.561231375,1624181115.661216736,238,237,0,0.104566897,0.149055917,1,0,0,0,1,0.381204845,0.371472041,-5.091775683,0.005730430,0.040669756,-0.000146575,0.999156200,4232,2504,0.591682420,0.073601342,0.040343644,0.028153567,0.646954133,35.737696693,3436,0.886630168,792.056114161,956.438182808,1297.966959381,0.259992184,0.230516913,1,0,0,0,1.000000000,1,1,0.014866350,0.012891806,0.100000000,0.030000000,1.077981019,0.073601342,0.000000000,0.000000800,0.000000914,0.000001057,0.098379423,0.896711874,0.431542934,0.000000001,0.000000002,0.000000002,-0.072663380,0.725657497,-0.684208470,0.000000000,0.563444387,0.231388622,2.721153216,0.010707162,34.660718650,0,0.252901047,0.227151631,0,0,0,0.000000000,0,0,0,0,0,0,0,4232,37368,74415,24042,0,0,482240
