frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_map_pause_enable,transition_guard_measurement_weight_enable,transition_guard_map_pause_active,transition_guard_selective_recovery_active,transition_guard_consecutive_pause_frames,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
815,1624181172.959834337,1624181173.059814692,819,819,0,0.336752687,0.421986019,1,1,0,0,0,1,8.825146182,40.745413046,-31.115235658,0.015218230,0.051607790,-0.047896278,0.997402119,2053,926,0.451047248,0.063739591,0.039286493,0.028056567,0.433958891,68.879345204,1851,0.806000493,311.189369526,484.951966162,695.765576097,0.208584977,0.168119595,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001770,0.000002221,0.000004548,0.090674541,-0.025011210,-0.995566455,0.000000002,0.000000006,0.000000007,-0.986614830,0.121751056,0.108479753,0.000000000,0.569866785,0.109987968,7.900478833,0.011248279,66.694153355,0,0.255188982,0.208328315,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,343,315,28,0.167072577,77,0,0,0,0,0,0,1633,77,188398,375387,109957,0,0,0,1424240
816,1624181173.159829617,1624181173.259773016,821,820,0,0.220876806,0.349597515,1,1,0,0,0,1,8.744919703,40.123334868,-31.080466744,0.001082800,0.074060828,-0.047841185,0.996104935,1939,878,0.452810727,0.074292124,0.045948014,0.030919327,0.357071525,66.648384020,1748,0.807092566,294.787173845,444.955812822,671.054819011,0.208950689,0.168642548,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002224,0.000003165,0.000005834,0.030049109,-0.118892540,-0.992452324,0.000000002,0.000000005,0.000000007,0.888236585,0.436091404,-0.144430109,0.000000000,0.557074499,0.107738487,8.078004619,0.011864943,66.613072335,0,0.251491254,0.205092989,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,348,319,29,0.179473956,89,0,0,0,0,0,0,1499,92,188552,375735,110046,0,0,0,1425739
817,1624181173.259827137,1624181173.359808683,822,821,0,0.062601522,0.148991621,1,1,0,0,0,1,8.695490942,39.821649806,-31.054145850,-0.003339933,0.078831087,-0.047871985,0.995732282,1905,876,0.459842520,0.083670532,0.050526023,0.034479543,0.239789114,78.844987292,1753,0.809710996,245.204400102,473.594310687,700.624665737,0.172749304,0.139877011,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001732,0.000002535,0.000005627,0.004111548,-0.114633702,-0.993399320,0.000000002,0.000000006,0.000000007,-0.989887742,0.055626312,0.130491273,0.000000000,0.534262734,0.116697512,7.944268160,0.011434701,67.271099826,0,0.245479639,0.200032028,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,344,319,25,0.180577428,120,0,0,0,0,0,0,1440,121,188702,376079,110166,0,0,0,1427179
818,1624181173.359824657,1624181173.459781408,823,822,0,0.072475820,0.144103228,1,1,0,0,0,1,8.633972051,39.515655846,-31.045338789,-0.004655123,0.082628934,-0.047994403,0.995413144,1875,792,0.422400000,0.078929685,0.044382620,0.030990785,0.211304796,86.406652495,1723,0.799655239,241.507194924,454.066896850,682.231885784,0.175283893,0.140166683,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001739,0.000002585,0.000006172,-0.027923165,-0.144477293,-0.989114052,0.000000002,0.000000007,0.000000008,-0.990154085,0.079500626,0.115215185,0.000000000,0.510425349,0.119283767,7.814781329,0.011982274,68.089006569,0,0.239561449,0.195015307,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,349,311,38,0.186133333,100,0,0,0,0,0,0,1423,103,188830,376428,110266,0,0,0,1428602
819,1624181173.459822178,1624181173.559813738,824,823,0,0.082125206,0.137938643,1,1,0,0,0,1,8.555271984,39.203516118,-31.063475783,-0.006475441,0.080899992,-0.047120122,0.995586739,1844,819,0.444143167,0.068266196,0.042102052,0.029905217,0.199014201,85.097671464,1687,0.803542255,219.325461468,434.408863311,701.841458582,0.161795057,0.130009165,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001732,0.000002589,0.000006585,-0.013283349,-0.133992952,-0.990893254,0.000000002,0.000000008,0.000000008,0.497002214,-0.867701175,0.009136168,0.000000000,0.487582764,0.116143976,7.679693749,0.013067197,68.965753344,0,0.233235062,0.189640633,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,278,250,28,0.150759219,82,0,0,0,0,0,0,1483,83,188960,376706,110348,0,0,0,1430085
820,1624181173.559819937,1624181173.659829140,825,824,0,0.092870835,0.189534283,1,1,0,0,0,1,8.473376119,38.895967336,-31.077737854,-0.007414238,0.080471853,-0.046986212,0.995621216,1904,850,0.446428571,0.074344015,0.044244751,0.030750897,0.244879920,82.142305057,1762,0.807454031,254.900924329,445.975028831,721.858049977,0.179162741,0.144665678,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001646,0.000002514,0.000006284,-0.024072643,-0.164668538,-0.986055161,0.000000002,0.000000005,0.000000008,0.633159628,0.761973367,-0.136034824,0.000000000,0.464924067,0.116107184,7.539648025,0.013085114,69.725104419,0,0.228136018,0.185250513,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,298,269,29,0.156512605,82,0,0,0,0,0,0,1523,83,189087,377004,110430,0,0,0,1431608
821,1624181173.659817457,1624181173.759846687,826,825,0,0.108254901,0.226369017,1,1,0,0,0,1,8.379058399,38.603851283,-31.021115557,-0.009623877,0.076937442,-0.046338462,0.995912023,1886,848,0.449628844,0.068457685,0.042858773,0.029058734,0.225037753,92.084720867,1731,0.808777854,239.972094506,454.578494139,705.443877085,0.171409317,0.138632059,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001648,0.000002410,0.000006882,0.035584080,0.156056853,0.987106900,0.000000002,0.000000007,0.000000009,0.656356711,0.752170299,-0.058614924,0.000000000,0.445038802,0.115511748,7.387530549,0.013395941,70.895318897,0,0.222669468,0.180643762,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,315,296,19,0.167020148,89,0,0,0,0,0,0,1482,89,189219,377319,110519,0,0,0,1433090
822,1624181173.759814978,1624181173.859805346,827,826,0,0.234219207,0.299586119,1,1,0,0,0,1,8.261486824,38.295264239,-31.041811701,-0.015473575,0.074960536,-0.046177406,0.995996553,1891,834,0.441036489,0.090212199,0.056835137,0.039111391,0.213095264,81.668075726,1745,0.800187948,241.927066011,438.554297912,715.846605154,0.173259486,0.138640152,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001644,0.000002457,0.000006666,-0.023885006,-0.149801050,-0.988427616,0.000000002,0.000000006,0.000000008,0.796911458,0.594322451,-0.108226390,0.000000000,0.424272098,0.127347966,7.259895397,0.012391805,71.729889570,0,0.217360521,0.176055145,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,392,369,23,0.207297726,110,0,0,0,0,0,0,1387,112,189358,377711,110629,0,0,0,1434477
823,1624181173.859812498,1624181173.959753990,828,827,0,0.133109365,0.221069087,1,1,0,0,0,1,8.146494601,38.008998107,-31.058375762,-0.018430865,0.074216146,-0.046318512,0.995995413,1983,961,0.484619264,0.073358085,0.047792540,0.030056512,0.293069221,78.841814373,1837,0.818564842,297.417306784,477.764772547,728.521535197,0.197789846,0.161903814,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001549,0.000002268,0.000005866,0.031833171,0.167950958,0.985281241,0.000000002,0.000000005,0.000000007,0.690715467,0.717558900,-0.089562092,0.000000000,0.408100950,0.127251812,7.115680347,0.012651409,72.365520267,0,0.214298214,0.173557325,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,367,338,29,0.185073122,103,0,0,0,0,0,0,1513,103,189530,378078,110732,0,0,0,1435990
824,1624181173.959810019,1624181174.059642076,828,828,0,0.106447239,0.166230873,1,1,0,0,0,1,8.027198958,37.736742990,-30.972320486,-0.024940985,0.068016119,-0.046038782,0.996309282,1986,965,0.485901309,0.122188033,0.063738192,0.044701913,0.321150504,80.132231818,1811,0.818455987,305.659803523,446.262555678,730.301433146,0.206217040,0.168779571,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001509,0.000002300,0.000005716,0.013866064,-0.178135190,-0.983908322,0.000000002,0.000000006,0.000000007,0.607407721,0.788993120,-0.092443052,0.000000000,0.401910951,0.192338093,6.991699565,0.012599493,72.816761394,0,0.213288628,0.172802991,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,571,515,56,0.287512588,146,0,0,0,0,0,0,1269,146,189696,378649,110878,0,0,0,1437259
825,1624181174.159805298,1624181174.259613276,830,829,0,0.300229645,0.429782820,1,1,0,0,0,1,7.777163942,37.097087788,-30.938526512,-0.046220519,0.071840332,-0.045700099,0.995296002,2041,917,0.449289564,0.113959082,0.067154252,0.048053177,0.236285145,85.137811732,1852,0.807006102,273.774761796,474.132258033,746.668280641,0.183178968,0.147826545,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002116,0.000002931,0.000008077,-0.034047639,-0.185080552,-0.982133365,0.000000002,0.000000006,0.000000008,0.696614393,0.712470097,-0.084348971,0.000000000,0.388136397,0.217798458,7.249201360,0.014128669,73.951657341,0,0.210410052,0.170357361,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,520,458,62,0.254777070,186,0,0,0,0,0,0,1334,187,189940,379169,111064,0,0,0,1438593
826,1624181174.259802818,1624181174.359714508,831,830,0,0.341210508,0.392644893,1,1,0,0,0,1,7.639625697,36.828256148,-30.895112051,-0.056807270,0.070503306,-0.045401636,0.994857231,2022,1014,0.501483680,0.087682864,0.055409986,0.040091034,0.319573515,84.406187630,1855,0.823663114,305.302382755,475.729276886,746.863417686,0.199818945,0.164583495,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001512,0.000002356,0.000006657,0.074024638,0.217835999,0.973174101,0.000000001,0.000000003,0.000000007,0.638075489,0.766279931,-0.075330858,0.000000000,0.380739859,0.219052245,7.124015071,0.014173708,74.528577706,0,0.208631601,0.169091418,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,405,369,36,0.200296736,144,0,0,0,0,0,0,1473,144,190115,379574,111208,0,0,0,1440066
827,1624181174.359800339,1624181174.459774494,832,831,0,0.263045986,0.312779497,1,1,0,0,0,1,7.503544607,36.554211131,-30.869129206,-0.071789992,0.065423126,-0.044725499,0.994266384,2075,966,0.465542169,0.076486329,0.050195862,0.034446332,0.338200010,81.162116610,1884,0.818593547,330.224027618,472.750998833,739.255215953,0.214121095,0.175278146,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001429,0.000002350,0.000006110,0.063491072,0.215605116,0.974414346,0.000000002,0.000000004,0.000000007,0.512283057,0.858412439,-0.026346799,0.000000000,0.375569241,0.215105548,7.008069936,0.014221189,74.848871506,0,0.208443520,0.169035041,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,367,345,22,0.176867470,115,0,0,0,0,0,0,1593,115,190282,379941,111323,0,0,0,1441659
828,1624181174.459797859,1624181174.559868574,833,832,0,0.180721758,0.259087837,1,1,0,0,0,1,7.355766907,36.253772139,-30.861071869,-0.082137382,0.057556602,-0.044299872,0.993970930,2096,1060,0.505725191,0.070809250,0.046586558,0.031078077,0.445750563,81.528646827,1918,0.831239533,397.180783586,463.426829263,733.709812001,0.249122777,0.207080701,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001378,0.000002288,0.000005804,-0.028639825,-0.223997512,-0.974168812,0.000000002,0.000000002,0.000000008,0.439199571,0.898337158,0.009699830,0.000000000,0.370488563,0.212734213,6.936032670,0.014854572,75.484984581,0,0.208628231,0.169395204,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,385,355,30,0.183683206,115,0,0,0,0,0,0,1594,117,190451,380326,111438,0,0,0,1443253
829,1624181174.559795380,1624181174.659874439,834,833,0,0.175907034,0.264656892,1,1,0,0,0,1,7.213398019,35.944312373,-30.856043124,-0.090456273,0.051842812,-0.043561522,0.993595682,2138,1025,0.479420019,0.067359286,0.046527949,0.030029123,0.454916120,84.120688488,1944,0.825735694,416.141214834,484.218292573,704.870681837,0.259240835,0.214064411,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001431,0.000002259,0.000005968,-0.023328736,-0.241753490,-0.970057225,0.000000002,0.000000003,0.000000008,0.497923267,0.867221087,-0.000075928,0.000000000,0.368805901,0.208047099,6.896078171,0.015675217,76.327876394,0,0.209771241,0.170357580,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,432,406,26,0.202057998,102,0,0,0,0,0,0,1603,103,190638,380758,111540,0,0,0,1444856
830,1624181174.659793139,1624181174.759808302,835,834,0,0.174243232,0.240188898,1,1,0,0,0,1,7.053866814,35.608050574,-30.838510955,-0.098227276,0.048310867,-0.042844049,0.993066891,2216,1105,0.498646209,0.068085124,0.045249924,0.029490736,0.480137950,81.484924321,2022,0.828174734,442.945810944,478.792316187,752.831184693,0.264513274,0.219063210,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001361,0.000002172,0.000005757,-0.020299379,-0.270566697,-0.962487194,0.000000002,0.000000003,0.000000009,0.536682551,0.841723146,-0.058940516,0.000000000,0.364070794,0.206330853,6.893457285,0.016048286,77.203961053,0,0.210076067,0.170866189,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,410,388,22,0.185018051,98,0,0,0,0,0,0,1708,98,190810,381168,111638,0,0,0,1446564
831,1624181174.759790659,1624181174.859748363,836,835,0,0.153178691,0.239215789,1,1,0,0,0,1,6.898500697,35.253700128,-30.816853030,-0.106091472,0.048409627,-0.042917265,0.992249573,2177,1018,0.467615985,0.068292522,0.044543142,0.028874349,0.526109327,75.087326108,1983,0.822421485,452.592493821,481.969032702,696.300278058,0.277517379,0.228236255,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001476,0.000002294,0.000005586,-0.032328997,-0.287238064,-0.957313496,0.000000002,0.000000003,0.000000007,0.537626362,0.843021589,-0.016507414,0.000000000,0.361283437,0.203448471,6.918986534,0.016878288,77.957129995,0,0.211619841,0.172329691,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,398,370,28,0.182820395,101,0,0,0,0,0,0,1678,101,190974,381566,111739,0,0,0,1448242
832,1624181174.859788179,1624181174.959710121,837,836,0,0.058325809,0.117317742,1,1,0,0,0,1,6.737344742,34.882112756,-30.759478790,-0.112462289,0.050389830,-0.042134254,0.991482629,2323,1151,0.495479983,0.075747385,0.045858320,0.030646165,0.519473811,75.589226375,2128,0.830954691,476.345897062,520.951655069,770.974030110,0.269385032,0.223846756,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001333,0.000002196,0.000005120,0.046682683,0.290653353,0.955688943,0.000000002,0.000000002,0.000000007,0.614621989,0.788820927,0.001164204,0.000000000,0.359844120,0.194868399,6.971701648,0.017366944,78.661969705,0,0.212951874,0.173729331,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,411,391,20,0.176926388,130,0,0,0,0,0,0,1781,131,191122,381977,111869,0,0,0,1450023
833,1624181174.959785700,1624181175.059624195,838,837,0,0.106606778,0.198705760,1,1,0,0,0,1,6.569191913,34.495972359,-30.724596081,-0.114669480,0.051805951,-0.042492484,0.991141485,2236,1107,0.495080501,0.079601106,0.050818942,0.033411590,0.553975523,78.954485006,2036,0.831237479,462.437719789,524.295275217,705.666511463,0.273243828,0.227130511,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001399,0.000002253,0.000005127,0.063392822,0.291711940,0.954403214,0.000000002,0.000000002,0.000000008,0.544927552,0.838357254,-0.014528514,0.000000000,0.359444810,0.185710575,7.051247898,0.018294437,79.393706472,0,0.214657196,0.175376681,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,387,360,27,0.173076923,108,0,0,0,0,0,0,1741,108,191262,382364,111977,0,0,0,1451764
834,1624181175.059783220,1624181175.159699440,839,838,0,0.196358953,0.235283062,1,1,0,0,0,1,6.403903425,34.098639281,-30.699731423,-0.110489632,0.052346307,-0.042179462,0.991601129,2261,1128,0.498894295,0.067699459,0.044220418,0.030828760,0.490059522,76.217712768,2068,0.829820378,457.787269459,489.575263977,768.706007485,0.266765143,0.221367152,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001323,0.000002222,0.000005076,0.042804713,0.267602046,0.962578257,0.000000002,0.000000003,0.000000007,0.569533900,0.821558994,0.025922113,0.000000000,0.355142634,0.189083405,7.147901286,0.018285829,80.221765709,0,0.215605481,0.176395673,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,379,355,24,0.167624945,109,0,0,0,0,0,0,1772,110,191411,382743,112086,0,0,0,1453536
835,1624181175.159780979,1624181175.259730577,840,839,0,0.203643749,0.253156494,1,1,0,0,0,1,6.236110790,33.683583906,-30.697626602,-0.102551280,0.053624994,-0.043107761,0.992345361,2128,1091,0.512687970,0.065806239,0.043156497,0.027765608,0.534109206,77.333964072,1967,0.833454192,454.273630209,482.534129699,702.596636100,0.277096750,0.230947448,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001440,0.000002196,0.000005195,-0.029631667,-0.284036347,-0.958355528,0.000000002,0.000000002,0.000000008,0.534520339,0.844732147,-0.026750830,0.000000000,0.360150150,0.187601862,6.967402130,0.017941487,80.644496652,0,0.219031070,0.179537066,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,391,367,24,0.183740602,109,0,0,0,0,0,0,1628,109,191553,383134,112195,0,0,0,1455164
836,1624181175.259778500,1624181175.359680653,841,840,0,0.252315875,0.330550743,1,1,0,0,0,1,6.067313490,33.241297679,-30.684452260,-0.094133279,0.057783262,-0.043380241,0.992934124,2175,1097,0.504367816,0.067905099,0.045943046,0.029114019,0.411162322,83.331083015,2000,0.833722959,397.625838722,481.293904863,788.526174527,0.238464009,0.198812919,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001346,0.000002190,0.000005387,0.040931570,0.284233780,0.957880872,0.000000002,0.000000003,0.000000008,0.499601705,0.866222180,-0.007567831,0.000000000,0.362854689,0.190421936,7.134149096,0.017647987,81.478631602,0,0.220506736,0.181045584,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,395,375,20,0.181609195,90,0,0,0,0,0,0,1689,91,191718,383529,112285,0,0,0,1456853
837,1624181175.359776020,1624181175.459556103,842,841,0,0.140032609,0.198320807,1,1,0,0,0,1,5.891754564,32.797097149,-30.623979635,-0.085507296,0.061376185,-0.043229053,0.993505267,2104,1052,0.500000000,0.065289330,0.041577078,0.026631922,0.421790913,80.888664785,1905,0.836334535,392.818722694,456.013536445,744.385029464,0.246556904,0.206204054,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001411,0.000002223,0.000005645,0.048553778,0.268650348,0.962013264,0.000000002,0.000000003,0.000000009,0.507631916,0.861429875,-0.015760963,0.000000000,0.371954779,0.195440283,7.303355898,0.017617967,81.580815477,0,0.224197116,0.184361936,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,359,340,19,0.170627376,93,0,0,0,0,0,0,1652,93,191864,383888,112378,0,0,0,1458505
838,1624181175.459773540,1624181175.559688091,843,842,0,0.073376990,0.128304138,1,1,0,0,0,1,5.708009159,32.331968183,-30.601418389,-0.079788137,0.064735840,-0.043612601,0.993751008,2079,1033,0.496873497,0.076110655,0.054503824,0.035135822,0.376286288,85.173526058,1892,0.830362381,355.282377669,447.782358159,767.980889014,0.226143896,0.187781384,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001422,0.000002264,0.000006096,0.035250090,0.259972165,0.964972489,0.000000002,0.000000003,0.000000008,0.548867898,0.835369288,-0.030036357,0.000000000,0.380203854,0.195788255,7.481553090,0.016796511,81.519159155,0,0.226740116,0.186742671,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,361,334,27,0.173641174,104,0,0,0,0,0,0,1614,104,191996,384249,112482,0,0,0,1460119
839,1624181175.559771061,1624181175.659704447,844,843,0,0.148954384,0.255676774,1,1,0,0,0,1,5.518147810,31.865207373,-30.549194481,-0.076086219,0.061841255,-0.043651043,0.994223885,2122,1073,0.505655042,0.072611195,0.049066822,0.031319945,0.337294502,84.840055621,1962,0.831303340,350.527171355,476.862975998,803.627006019,0.214913234,0.178658089,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001326,0.000002212,0.000006081,0.045805771,0.245616298,0.968284290,0.000000002,0.000000003,0.000000007,0.693810736,0.717860152,-0.057475775,0.000000000,0.387117869,0.193932478,7.669564596,0.017536926,81.506278363,0,0.229396025,0.189175118,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,361,340,21,0.170122526,114,0,0,0,0,0,0,1646,115,192159,384610,112596,0,0,0,1461765
840,1624181175.659768820,1624181175.759719372,845,844,0,0.372400900,0.431847016,1,1,0,0,0,1,5.326857375,31.392962260,-30.480084560,-0.072075039,0.054373447,-0.043979618,0.994944476,2118,1090,0.514636449,0.110442900,0.064083376,0.046298047,0.363124929,77.734267927,1943,0.833933173,369.316316604,462.981077630,788.034760880,0.227926302,0.190075304,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001314,0.000002210,0.000005556,0.028955525,0.229281745,0.972929318,0.000000002,0.000000003,0.000000007,0.479386932,0.876435948,-0.045257020,0.000000000,0.393030119,0.209457058,7.871603386,0.017454575,81.285876506,0,0.231834203,0.191445599,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,486,442,44,0.229461756,165,0,0,0,0,0,0,1467,165,192304,385096,112761,0,0,0,1463232
841,1624181175.759766340,1624181175.859784842,846,845,0,0.342553551,0.394314100,1,1,0,0,0,1,5.141394961,30.908363066,-30.474175198,-0.066475468,0.042649789,-0.043912746,0.995908469,1996,1033,0.517535070,0.071634454,0.047332115,0.030673138,0.317076851,83.007259870,1815,0.828465267,313.952921847,443.734347301,745.977191103,0.208791875,0.172976816,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001418,0.000002195,0.000005732,-0.004941562,-0.209164682,-0.977867944,0.000000002,0.000000004,0.000000008,0.441947798,0.897024445,0.005411890,0.000000000,0.397632074,0.207902898,8.059639757,0.019418269,80.832003456,0,0.233703331,0.193162837,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,333,315,18,0.166833667,113,0,0,0,0,0,0,1548,115,192446,385429,112874,0,0,0,1464780
842,1624181175.859763861,1624181175.959668636,847,846,0,0.265004288,0.347911272,1,1,0,0,0,1,4.956150525,30.414371927,-30.464415083,-0.059093291,0.028665436,-0.044133990,0.996864317,2130,1106,0.519248826,0.075063970,0.051595553,0.033728393,0.415876877,78.117426981,1937,0.839238862,364.443463825,439.365127403,821.797083661,0.224189340,0.188148407,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001320,0.000002188,0.000005424,0.017157330,-0.217474969,-0.975915090,0.000000002,0.000000003,0.000000009,0.465967760,0.883209863,-0.053050763,0.000000000,0.407771155,0.207885249,8.278368848,0.020670961,80.654471019,0,0.236249824,0.195638249,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,374,348,26,0.175586854,121,0,0,0,0,0,0,1632,124,192638,385803,112995,0,0,0,1466412
843,1624181175.959761381,1624181176.059719086,848,847,0,0.179906572,0.237023856,1,1,0,0,0,1,4.779323924,29.908099761,-30.456532225,-0.053749675,0.017231743,-0.044249670,0.997424687,2125,1130,0.531764706,0.066940794,0.046096019,0.028603417,0.445628564,74.420473622,1924,0.835519524,367.760335570,446.012094733,793.767132972,0.228772183,0.191143626,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001413,0.000002158,0.000004971,0.083437183,-0.203725067,-0.975466213,0.000000002,0.000000005,0.000000009,0.489530877,0.870115107,-0.057089590,0.000000000,0.415399122,0.210844762,8.505240032,0.021969072,80.433403982,0,0.237798941,0.197100240,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,398,382,16,0.187294118,95,0,0,0,0,0,0,1632,95,192802,386201,113090,0,0,0,1468044
844,1624181176.059758902,1624181176.159657955,849,848,0,0.125259344,0.180195483,1,1,0,0,0,1,4.602913198,29.400642205,-30.445021717,-0.047836192,0.009534980,-0.044335814,0.997825194,2222,1207,0.543204320,0.069215781,0.044892201,0.028767600,0.415562235,71.191784012,1987,0.840313066,379.771785361,454.373735035,835.556542467,0.227448833,0.191128226,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000001418,0.000002095,0.000004643,0.107765564,-0.177580431,-0.978188005,0.000000002,0.000000005,0.000000009,0.336859346,0.940946318,-0.033849779,0.000000000,0.420119709,0.174751866,8.354992071,0.020143685,79.986381591,0,0.238860530,0.198217673,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,384,369,15,0.172817282,113,0,0,0,0,0,0,1725,113,192968,386585,113203,0,0,0,1469769
