frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
224,1517157243.999084949,1517157244.099854231,245,244,0,0.084908227,0.141333570,0,1,0,0,1,44.691174243,17.942564371,-1.396988424,0.006446418,-0.009508520,0.172675048,0.984911854,871,451,0.517795637,0.028201294,0.017508772,0.011247294,0.135296047,32.406579319,683,0.899308590,41.217287997,153.811955501,419.198523318,0.067104241,0.060347420,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002261,0.000004904,0.000010097,0.918013085,0.395366989,-0.030609155,0.000000023,0.000000037,0.000001477,0.998395810,-0.007887078,-0.056067821,0.000000000,0.143222762,0.101401824,5.777766865,0.394382838,32.331726608,0,91,81,10,0.104477612,0,0,0,0,0,0,780,0,7505,21168,0,0,0,154124
225,1517157244.099875927,1517157244.200714350,246,245,0,0.178379278,0.304005133,0,1,0,0,1,44.977931650,18.064571943,-1.407156201,0.018326026,-0.003824816,0.180604160,0.983377682,849,449,0.528857479,0.027802344,0.016290635,0.009983690,0.159974992,29.676380333,669,0.907812885,46.421706301,149.892507229,411.012606719,0.076436121,0.069389696,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002860,0.000004792,0.000009695,0.916720900,0.398155069,-0.033095809,0.000000024,0.000000064,0.000005081,0.998751971,0.016994653,-0.046964686,0.000000000,0.142956164,0.101171132,5.792368273,0.403090041,31.734054440,0,72,72,0,0.084805654,0,0,0,0,0,0,777,0,7522,21240,0,0,0,154901
226,1517157244.200736046,1517157244.301575184,247,246,0,0.149853638,0.255761052,0,1,0,0,1,45.257317305,18.188932111,-1.423983808,0.014550121,-0.006527706,0.187104755,0.982210514,848,441,0.520047170,0.025727142,0.015106625,0.010050218,0.150222075,36.471783482,675,0.890817327,45.578362957,158.540956274,397.182376683,0.075799492,0.067523501,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003152,0.000004718,0.000009875,0.905362608,0.418053803,-0.074495414,0.000000018,0.000000030,0.000005960,0.998380118,0.009458608,-0.056104134,0.000000000,0.142749918,0.099909895,5.794312632,0.412339038,31.570679551,0,53,49,4,0.062500000,0,0,0,0,0,0,795,0,7547,21293,0,0,0,155696
227,1517157244.301595926,1517157244.402435303,248,247,0,0.139786219,0.187298518,0,1,0,0,1,45.537067103,18.313407580,-1.431762143,0.017138693,-0.009944559,0.183932483,0.982739138,840,439,0.522619048,0.024696456,0.013380514,0.009523218,0.151040287,28.807862453,670,0.898245360,50.368894055,148.522361278,402.933135757,0.083693673,0.075177454,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003139,0.000005047,0.000009833,0.906091850,0.417055372,-0.071150380,0.000000028,0.000000073,0.000005909,0.997923464,0.024560167,-0.059544592,0.000000000,0.141490400,0.100894355,5.795987058,0.413968326,31.643742922,0,52,51,1,0.061904762,0,0,0,0,0,0,788,0,7561,21345,0,0,0,156484
228,1517157244.402456045,1517157244.503295183,249,248,0,0.123632358,0.163120828,0,1,0,0,1,45.812440187,18.427456649,-1.442479601,0.018748586,-0.012307791,0.179847934,0.983438727,831,451,0.542719615,0.025229956,0.017636039,0.010986406,0.175816702,27.060797858,650,0.896567990,51.197779231,131.545255570,400.026158759,0.087852583,0.078765814,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003186,0.000005107,0.000009061,0.906343682,0.414367952,-0.082706293,0.000000026,0.000000053,0.000005846,0.997225003,0.036391075,-0.064946006,0.000000000,0.144416721,0.102062671,5.773136035,0.418061279,31.302054319,0,73,72,1,0.087845969,0,0,0,0,0,0,758,0,7585,21418,0,0,0,157242
229,1517157244.503315926,1517157244.604155302,250,249,0,0.066154071,0.114397914,0,1,0,0,1,46.100358728,18.542136365,-1.458404249,0.016897502,-0.010477251,0.179044799,0.983640006,833,450,0.540216086,0.024279566,0.014734698,0.009984311,0.136010227,30.765717980,673,0.900782759,46.400145835,138.396032618,421.430618675,0.076539252,0.068945239,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003140,0.000005278,0.000009573,0.912021803,0.403906186,-0.071246218,0.000000025,0.000000039,0.000005405,0.997616735,0.033191003,-0.060491388,0.000000000,0.145411561,0.101725226,5.778791421,0.415264003,31.105012987,0,74,70,4,0.088835534,0,0,0,0,0,0,759,0,7611,21492,0,0,0,158001
230,1517157244.604176044,1517157244.705015182,251,250,0,0.102997721,0.222619540,0,1,0,0,1,46.383665449,18.654377119,-1.473862130,0.020548837,-0.012349951,0.181011236,0.983188769,838,432,0.515513126,0.025770492,0.016418473,0.011392780,0.148306403,30.696357176,664,0.895356163,48.728784623,138.907631609,406.880076064,0.081963722,0.073386724,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002417,0.000004905,0.000009990,0.917029872,0.393850958,-0.062750599,0.000000026,0.000000030,0.000000794,0.994871365,0.085997821,-0.053247932,0.000000000,0.147046955,0.100715470,5.765139361,0.418130650,31.058354546,0,69,67,2,0.082338902,0,0,0,0,0,0,769,0,7631,21561,0,0,0,158770
231,1517157244.705035925,1517157244.805875301,252,251,0,0.035359130,0.056645651,0,1,0,0,1,46.668521899,18.771440272,-1.486241160,0.021382363,-0.011115559,0.181638652,0.983070007,839,451,0.537544696,0.023656957,0.014938959,0.010614973,0.164039685,28.289059921,669,0.895573981,51.339230942,132.941817584,414.857944907,0.085688349,0.076740256,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002348,0.000005000,0.000009464,0.923315099,0.377356376,-0.071353995,0.000000026,0.000000055,0.000001877,0.997583888,0.051648670,-0.046462912,0.000000000,0.147751558,0.101783072,5.764826574,0.418856867,31.047987799,0,79,78,1,0.094159714,0,0,0,0,0,0,760,0,7654,21640,0,0,0,159530
232,1517157244.805896044,1517157244.906735182,253,252,0,0.075578926,0.137278950,0,1,0,0,1,46.958498474,18.882938235,-1.496055023,0.018173538,-0.015051320,0.182986627,0.982832170,826,431,0.521791768,0.024452094,0.014376030,0.009454243,0.133606036,30.656165597,667,0.899998525,42.216642535,144.241592387,413.840781061,0.070326023,0.063293317,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002806,0.000004799,0.000010233,0.911163025,0.408781745,-0.051763182,0.000000029,0.000000035,0.000004321,0.996579942,0.030761097,-0.076695334,0.000000000,0.146639239,0.101844747,5.772932511,0.420788671,31.170899260,0,68,67,1,0.082324455,0,0,0,0,0,0,758,0,7672,21708,0,0,0,160288
233,1517157244.906755924,1517157245.007535219,254,253,0,0.101942605,0.195022610,0,1,0,0,1,47.259932558,19.000819366,-1.504496552,0.015418900,-0.011228020,0.182680743,0.982987251,871,452,0.518943743,0.028722881,0.016663258,0.010421317,0.169209316,30.910245953,679,0.895336591,48.267349834,152.733542536,406.932653251,0.079395766,0.071085935,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002872,0.000004725,0.000009707,0.891039233,0.449025915,-0.066519264,0.000000023,0.000000035,0.000003893,0.997052201,0.032094653,-0.069691045,0.000000000,0.147960134,0.101001990,5.794855390,0.408095894,31.202878093,0,97,94,3,0.111366246,0,0,0,0,0,0,774,0,7696,21805,0,0,0,161062
234,1517157245.007555962,1517157245.108395338,255,254,0,0.064770242,0.164679380,0,1,0,0,1,47.561038395,19.118057028,-1.516483473,0.011263514,-0.011203567,0.182168660,0.983138949,856,431,0.503504673,0.022242971,0.013920935,0.009008451,0.138376363,30.389482858,673,0.899412860,45.443535887,145.355018629,414.506300124,0.075075453,0.067523827,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003156,0.000005278,0.000009985,0.904290174,0.418860596,-0.082553517,0.000000027,0.000000036,0.000005756,0.997966984,0.027146043,-0.057662729,0.000000000,0.146324124,0.106753610,5.812038797,0.319648456,31.296848610,0,62,62,0,0.072429907,0,0,0,0,0,0,794,0,7713,21867,0,0,0,161856
235,1517157245.108416080,1517157245.209255219,256,255,0,0.069289382,0.131249134,0,1,0,0,1,47.862045192,19.235974520,-1.526280122,0.011049433,-0.013754911,0.180643902,0.983390306,865,450,0.520231214,0.027467542,0.016181351,0.010137888,0.139729822,31.453462759,677,0.894807953,46.309130662,145.497416614,413.978436844,0.076444831,0.068403443,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003122,0.000005197,0.000010064,0.906444371,0.412057433,-0.092559568,0.000000024,0.000000048,0.000004935,0.997866650,0.026053306,-0.059861282,0.000000000,0.146149920,0.104097883,5.829454861,0.242610608,31.135388830,0,77,75,2,0.089017341,0,0,0,0,0,0,788,0,7729,21944,0,0,0,162644
236,1517157245.209275961,1517157245.310115337,257,256,0,0.081861767,0.132263858,0,1,0,0,1,48.157051938,19.360688656,-1.542314616,0.021303773,-0.011650219,0.182244314,0.982953423,850,433,0.509411765,0.024831683,0.014355436,0.009538593,0.136299669,31.446944053,656,0.893057226,44.420305489,136.888114646,404.537119843,0.075822555,0.067713880,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002309,0.000005127,0.000010408,0.906515546,0.412015264,-0.092048833,0.000000026,0.000000052,0.000000352,0.976338611,0.206548212,-0.064037120,0.000000000,0.145970816,0.103791041,5.839748910,0.202104159,31.180035603,0,81,80,1,0.095294118,0,0,0,0,0,0,769,0,7746,22025,0,0,0,163413
237,1517157245.310136080,1517157245.410975218,258,257,0,0.086526451,0.132110622,0,1,0,0,1,48.453774154,19.490765091,-1.549504458,0.026617320,-0.007556658,0.182787353,0.982763043,808,423,0.523514851,0.025244574,0.017894684,0.010774875,0.111833527,33.979708081,643,0.897539257,39.022695934,135.988644641,402.106401488,0.067616524,0.060688485,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002147,0.000005326,0.000011266,0.919114083,0.390405411,-0.053036941,0.000000026,0.000000051,0.000000624,0.994696304,0.089295538,-0.051044786,0.000000000,0.144334887,0.104311729,5.861403238,0.201430880,31.371872792,0,61,59,2,0.075495050,0,0,0,0,0,0,747,0,7754,22086,0,0,0,164160
238,1517157245.410995960,1517157245.511835337,259,258,0,0.133339213,0.182777071,0,1,0,0,1,48.748142375,19.607073870,-1.563346468,0.020048114,-0.015861154,0.184389849,0.982520677,844,416,0.492890995,0.025074939,0.015192686,0.010256904,0.134447953,31.014861957,665,0.901909287,45.589759325,142.068979351,412.110937498,0.076012111,0.068556029,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002821,0.000005549,0.000011155,0.915276432,0.399087447,-0.054756396,0.000000027,0.000000049,0.000005484,0.996972568,0.010816607,-0.076998055,0.000000000,0.144690783,0.099227037,5.871519862,0.194916155,31.391864195,0,90,88,2,0.106635071,0,0,0,0,0,0,754,0,7782,22176,0,0,0,164914
239,1517157245.511856079,1517157245.612695217,260,259,0,0.187125895,0.284954077,0,1,0,0,1,49.047947334,19.727521042,-1.571626803,0.014317373,-0.008206806,0.183448870,0.982890723,812,383,0.471674877,0.022457963,0.013601819,0.009159255,0.141428254,29.262934174,633,0.889517104,43.840329668,127.125423243,392.098574228,0.077860251,0.069258025,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003498,0.000006025,0.000011124,0.910997172,0.407839022,-0.061249368,0.000000031,0.000000098,0.000006632,0.998214840,0.017880466,-0.056986149,0.000000000,0.144172739,0.104577006,5.901831496,0.169006996,31.402936895,0,62,61,1,0.076354680,0,0,0,0,0,0,750,0,7801,22238,0,0,0,165664
240,1517157245.612715960,1517157245.713555336,261,260,0,0.079445461,0.198192915,0,1,0,0,1,49.354134235,19.852502392,-1.578445365,0.016219187,-0.009447389,0.184098922,0.982728483,809,401,0.495673671,0.020621780,0.013135174,0.009172869,0.127129469,30.630409563,641,0.884921687,43.241803814,124.709405129,399.283592472,0.076232635,0.067459912,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003638,0.000005893,0.000011390,0.904956139,0.413913413,-0.098641131,0.000000030,0.000000061,0.000006461,0.998093031,0.019626382,-0.058524415,0.000000000,0.143683681,0.115734918,5.935536093,0.115826241,31.374577265,0,70,68,2,0.086526576,0,0,0,0,0,0,739,0,7817,22308,0,0,0,166403
241,1517157245.713576078,1517157245.814415216,262,261,0,0.124678978,0.243049368,0,1,0,0,1,49.656261505,19.979558411,-1.606218908,0.016221072,-0.009447489,0.183794091,0.982785508,818,407,0.497555012,0.022766938,0.013362667,0.009316782,0.127186563,31.310717205,640,0.890151274,43.721361494,134.612158866,391.363294879,0.076744964,0.068314627,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003450,0.000005538,0.000011603,0.911938416,0.401771049,-0.083356760,0.000000029,0.000000042,0.000005863,0.998116794,0.027929846,-0.054614913,0.000000000,0.143713012,0.117949099,5.963437903,0.082915326,31.024013772,0,60,58,2,0.073349633,0,0,0,0,0,0,758,0,7827,22368,0,0,0,167161
242,1517157245.814435959,1517157245.915275335,263,262,0,0.106487233,0.171860614,0,1,0,0,1,49.963752765,20.107559854,-1.614743859,0.021887817,-0.010745077,0.185612022,0.982320540,813,412,0.506765068,0.024638655,0.014398443,0.009611037,0.152104840,28.993873920,641,0.889607554,40.970502039,137.210017461,392.057922415,0.071848018,0.063916540,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003457,0.000005690,0.000010674,0.906633194,0.415031830,-0.075926492,0.000000028,0.000000047,0.000005782,0.997702778,0.022241679,-0.063988087,0.000000000,0.144052452,0.099404131,6.006524993,0.075804591,30.822340777,0,73,72,1,0.089790898,0,0,0,0,0,0,740,0,7841,22441,0,0,0,167901
243,1517157245.915296078,1517157246.016073227,264,263,0,0.062361480,0.125568307,0,1,0,0,1,50.265750156,20.234430811,-1.628502530,0.018110718,-0.011948136,0.185482361,0.982408030,822,414,0.503649635,0.020879317,0.013724705,0.009422422,0.116962142,33.490355323,656,0.897294496,38.387307193,136.604261444,413.633620801,0.065215196,0.058517237,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003456,0.000006064,0.000011273,0.910648456,0.411991047,-0.031349114,0.000000026,0.000000055,0.000005593,0.997613513,0.021537104,-0.065600552,0.000000000,0.142451019,0.088559697,6.033172806,0.072663542,30.885684998,0,54,53,1,0.065693431,0,0,0,0,0,0,768,0,7857,22495,0,0,0,168669
244,1517157246.016093969,1517157246.116933346,265,264,0,0.073193623,0.164646106,0,1,0,0,1,50.568116342,20.362215442,-1.638540181,0.018174241,-0.009277722,0.187592221,0.982035019,813,409,0.503075031,0.022995079,0.012769626,0.008993305,0.123515590,32.303092767,641,0.894581498,40.081629484,130.165317515,403.179793203,0.069898431,0.062529843,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003474,0.000006127,0.000011352,0.918805088,0.393086742,-0.035777427,0.000000026,0.000000046,0.000005858,0.998265683,0.008732209,-0.058218331,0.000000000,0.141861996,0.084559123,6.049785939,0.061010082,30.880510671,0,67,67,0,0.082410824,0,0,0,0,0,0,746,0,7877,22562,0,0,0,169415
245,1517157246.116955042,1517157246.217793226,266,265,0,0.092746907,0.148451873,0,1,0,0,1,50.866630797,20.491074029,-1.640889624,0.019893639,-0.007860812,0.188473890,0.981845224,828,415,0.501207729,0.022356228,0.013634745,0.009533703,0.129811721,33.507378831,647,0.891383659,41.814028682,140.152115717,394.759083222,0.072502514,0.064627556,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003618,0.000005821,0.000011270,0.917069526,0.394860053,-0.055398762,0.000000024,0.000000042,0.000005567,0.998232229,0.013904614,-0.057784759,0.000000000,0.140353832,0.081403561,6.068657537,0.049585974,31.072060595,0,70,69,1,0.084541063,0,0,0,0,0,0,758,0,7889,22632,0,0,0,170173
246,1517157246.217814922,1517157246.318654299,267,266,0,0.063202635,0.107665638,0,1,0,0,1,51.174405177,20.620839938,-1.650188287,0.017862308,-0.007637028,0.189540824,0.981680646,817,397,0.485924113,0.023067496,0.013433200,0.009023711,0.138534972,29.575592003,633,0.891200184,41.847007951,132.552321936,389.730386654,0.074179762,0.066109017,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003638,0.000005944,0.000011163,0.900012621,0.425383811,-0.095004715,0.000000031,0.000000040,0.000006369,0.997989613,0.013482555,-0.061926993,0.000000000,0.139769477,0.081126287,6.096507630,0.045226848,30.727251022,0,80,80,0,0.097919217,0,0,0,0,0,0,737,0,7911,22712,0,0,0,170910
247,1517157246.318675041,1517157246.419514179,268,267,0,0.054425213,0.071763198,0,1,0,0,1,51.481244222,20.746178087,-1.665592401,0.016175657,-0.008827012,0.189916026,0.981627391,827,413,0.499395405,0.022673659,0.012152898,0.008632563,0.141523592,29.996861754,653,0.896747226,47.840891935,143.010102176,394.724944210,0.081698869,0.073263234,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003475,0.000006060,0.000010786,0.907682890,0.409554144,-0.091526900,0.000000027,0.000000031,0.000005813,0.998294974,0.009908844,-0.057523560,0.000000000,0.139293642,0.082193522,6.130067646,0.037597296,30.786700987,0,69,68,1,0.083434099,0,0,0,0,0,0,758,0,7924,22781,0,0,0,171668
248,1517157246.419534922,1517157246.520374298,269,268,0,0.065112368,0.114106782,0,1,0,0,1,51.781419121,20.878428138,-1.676818410,0.016146393,-0.010559453,0.188749429,0.981835753,813,407,0.500615006,0.021846833,0.012593693,0.008793064,0.153615965,26.979514237,653,0.891608593,50.484826400,135.298786773,396.436797926,0.086710849,0.077312138,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003583,0.000006134,0.000010328,0.905958530,0.406410056,-0.118617062,0.000000032,0.000000076,0.000006068,0.998193899,0.012807611,-0.058693315,0.000000000,0.138183605,0.084025483,6.147950700,0.038462597,30.782636805,0,70,64,6,0.086100861,0,0,0,0,0,0,743,0,7948,22851,0,0,0,172411
249,1517157246.520395041,1517157246.621234179,270,269,0,0.059185060,0.079903187,0,1,0,0,1,52.090499697,21.005914026,-1.689421864,0.013536176,-0.012058225,0.190604341,0.981499545,831,414,0.498194946,0.023952207,0.014433330,0.010082779,0.120553095,33.720652239,667,0.890348586,45.999643491,135.749356619,412.113506694,0.077458407,0.068964983,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002425,0.000005508,0.000011176,0.909202591,0.407063714,-0.087463023,0.000000026,0.000000042,0.000000360,0.985796177,0.147569101,-0.080182650,0.000000000,0.137410749,0.083972549,6.177406173,0.038433528,30.930383518,0,75,72,3,0.090252708,0,0,0,0,0,0,756,0,7974,22926,0,0,0,173167
250,1517157246.621254921,1517157246.722094297,271,270,0,0.064537635,0.108143551,0,1,0,0,1,52.391219224,21.132621747,-1.701094355,0.014034398,-0.008661587,0.191144408,0.981423368,817,382,0.467564259,0.021360039,0.012055341,0.008677127,0.127997046,31.055032800,656,0.894900088,43.695444965,133.684684062,409.674328900,0.074431672,0.066608910,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003116,0.000006016,0.000011768,0.904886472,0.412826857,-0.103703702,0.000000032,0.000000039,0.000005933,0.998193094,0.014146495,-0.058398827,0.000000000,0.136395281,0.085274425,6.195717395,0.038284218,30.948317300,0,73,72,1,0.089351285,0,0,0,0,0,0,744,0,7989,22999,0,0,0,173911
251,1517157246.722115040,1517157246.822954178,272,271,0,0.069790462,0.093719380,0,1,0,0,1,52.687091353,21.263057435,-1.708884230,0.020499379,-0.006818663,0.192788921,0.981002402,806,400,0.496277916,0.020316989,0.012825089,0.008452834,0.141184763,29.769112422,641,0.896371736,40.256402098,140.047439787,394.270441204,0.070063007,0.062802499,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002481,0.000006169,0.000011270,0.915436800,0.393917013,-0.082491528,0.000000029,0.000000058,0.000000757,0.996206321,0.068968533,-0.053068887,0.000000000,0.135252535,0.091038101,6.208330227,0.038791625,31.022319925,0,74,72,2,0.091811414,0,0,0,0,0,0,732,0,8007,23073,0,0,0,174643
252,1517157246.822974920,1517157246.923814297,273,272,0,0.050473639,0.081900741,0,1,0,0,1,52.985083189,21.391674830,-1.720582505,0.018775282,-0.007830571,0.192826720,0.981021930,791,417,0.527180784,0.024617886,0.013050713,0.009535099,0.134540245,32.800081204,620,0.898240383,42.188753884,131.977686915,382.742596530,0.075755197,0.068046377,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003062,0.000005608,0.000011233,0.914312960,0.397165371,-0.079318845,0.000000025,0.000000029,0.000005684,0.998160812,0.002671961,-0.060562803,0.000000000,0.135299245,0.091193927,6.209330446,0.038402488,31.129515705,0,70,68,2,0.088495575,0,0,0,0,0,0,721,0,8019,23143,0,0,0,175364
253,1517157246.923835039,1517157247.024613380,274,273,0,0.067888980,0.088909942,0,1,0,0,1,53.281682323,21.519620421,-1.733595154,0.016674074,-0.008208830,0.194380075,0.980750211,801,401,0.500624220,0.023557014,0.013906354,0.010447860,0.138708738,29.600715808,636,0.899753944,45.259746487,131.850111390,395.133650313,0.079091760,0.071163123,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003416,0.000005450,0.000011229,0.911792247,0.398982189,-0.097201395,0.000000031,0.000000041,0.000006153,0.998110997,0.002178739,-0.061397812,0.000000000,0.133774216,0.075786255,6.209264518,0.040669929,31.064039198,0,72,71,1,0.089887640,0,0,0,0,0,0,729,0,8031,23215,0,0,0,176093
254,1517157247.024633884,1517157247.125473261,275,274,0,0.059087033,0.078441995,0,1,0,0,1,53.587790672,21.652159833,-1.744103151,0.014822537,-0.006637033,0.194152595,0.980836894,799,413,0.516896120,0.021943076,0.012447041,0.008361145,0.123576575,29.711074471,618,0.898989974,41.220282591,132.668174069,381.687347335,0.074193805,0.066699486,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003514,0.000005470,0.000011473,0.912717681,0.401629659,-0.075100279,0.000000033,0.000000037,0.000006236,0.998449503,0.000361388,-0.055663812,0.000000000,0.133034227,0.076221593,6.219572203,0.037950621,31.030118778,0,75,70,5,0.093867334,0,0,0,0,0,0,724,0,8053,23290,0,0,0,176817
255,1517157247.125494003,1517157247.226333380,276,275,0,0.056782889,0.085852485,0,1,0,0,1,53.890834675,21.786073004,-1.759348363,0.018492472,-0.007575035,0.195394381,0.980521128,791,404,0.510745891,0.025380406,0.014666403,0.010261840,0.135829296,29.899341868,632,0.894284633,43.110583852,133.494707946,388.582596559,0.076276553,0.068212949,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003587,0.000005820,0.000011253,0.917721847,0.394790663,-0.043896962,0.000000030,0.000000032,0.000006113,0.998301818,-0.002851263,-0.058183761,0.000000000,0.132839201,0.067431554,6.230549624,0.037401323,30.952412734,0,75,74,1,0.094816688,0,0,0,0,0,0,716,0,8078,23365,0,0,0,177533
256,1517157247.226353884,1517157247.327193260,277,276,0,0.054665626,0.110925813,0,1,0,0,1,54.190581966,21.921629049,-1.771084183,0.020700301,-0.007887979,0.195542525,0.980445000,797,409,0.513174404,0.024004232,0.014034359,0.009250243,0.128258468,31.508361712,636,0.892462782,44.750715895,133.634524406,389.221088899,0.078841115,0.070362761,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003532,0.000005768,0.000011463,0.914738344,0.400747529,-0.051528433,0.000000029,0.000000048,0.000006128,0.998230313,-0.004694493,-0.059280722,0.000000000,0.132437141,0.065899085,6.235671693,0.036541780,30.955483617,0,70,69,1,0.087829360,0,0,0,0,0,0,727,0,8097,23435,0,0,0,178260
257,1517157247.327214003,1517157247.428053379,278,277,0,0.056701449,0.121291358,0,1,0,0,1,54.492168036,22.053964060,-1.783807455,0.020706503,-0.007030723,0.196563949,0.980247124,795,410,0.515723270,0.023836415,0.013628472,0.009291908,0.141476091,29.722985699,633,0.900234416,41.957889461,141.096868673,386.793626988,0.073629917,0.066284186,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003662,0.000005388,0.000011238,0.919060585,0.389638917,-0.059238126,0.000000030,0.000000031,0.000006187,0.998300270,-0.009473503,-0.057504981,0.000000000,0.133919269,0.062798597,6.248444839,0.035447574,30.742647498,0,62,62,0,0.077987421,0,0,0,0,0,0,733,0,8108,23497,0,0,0,178993
258,1517157247.428073883,1517157247.528913260,279,278,0,0.095481557,0.195274989,0,1,0,0,1,54.798026856,22.188935631,-1.794203894,0.021203310,-0.011569671,0.196650732,0.980176031,791,397,0.501896334,0.028489982,0.017163876,0.010567611,0.174336206,28.511404569,629,0.895971780,48.691650912,137.958103602,376.916494900,0.086399161,0.077411210,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003838,0.000005580,0.000010302,0.925478660,0.373667644,-0.062142913,0.000000028,0.000000041,0.000006295,0.997539980,0.003255961,-0.070024185,0.000000000,0.135913682,0.079416756,6.259720758,0.033878401,30.617474628,0,81,79,2,0.102402023,0,0,0,0,0,0,710,0,8136,23578,0,0,0,179703
259,1517157247.528934002,1517157247.629773378,280,279,0,0.096542381,0.144664260,0,1,0,0,1,55.111303489,22.329994676,-1.809433123,0.018915838,-0.008806437,0.198293789,0.979920513,797,393,0.493099122,0.024118760,0.014678532,0.009136192,0.147894123,29.874118627,635,0.890900003,47.053918401,142.982604377,375.684979149,0.083175057,0.074100659,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003756,0.000005653,0.000010528,0.917351719,0.392787781,-0.064680619,0.000000029,0.000000045,0.000006303,0.998128503,0.001274507,-0.061138098,0.000000000,0.136236975,0.079441783,6.272844696,0.036102247,30.648033851,0,67,64,3,0.084065245,0,0,0,0,0,0,730,0,8151,23645,0,0,0,180433
260,1517157247.629793882,1517157247.730633259,281,280,0,0.069174045,0.121918605,0,1,0,0,1,55.414260774,22.464161815,-1.816837716,0.020320068,-0.009544724,0.198049451,0.979934900,788,390,0.494923858,0.023938265,0.013703210,0.008393465,0.133365572,31.022959196,630,0.895913716,43.978833228,136.637535119,383.809272493,0.077917851,0.069807672,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003770,0.000005448,0.000011266,0.922340929,0.382894898,-0.051756240,0.000000031,0.000000034,0.000005736,0.997897877,-0.006990960,-0.064427889,0.000000000,0.136548780,0.075023176,6.275333189,0.036033228,30.667661333,0,62,61,1,0.078680203,0,0,0,0,0,0,726,0,8165,23707,0,0,0,181159
