frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
512,1706584556.572762966,1706584556.672590017,553,552,0,0.204223679,0.324663570,1,0,1,0,2,1,16.375880224,-3.178124013,-0.040202790,-0.014270514,0.035423982,-0.095960935,0.994652197,1189,678,0.570227082,0.040632032,0.024222541,0.016135646,0.176169345,55.175581128,885,0.924741762,49.015633308,310.429016949,458.951809547,0.059892284,0.055384896,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003369,0.000004960,0.000007969,0.920394161,-0.301259044,-0.249233979,0.000000009,0.000000013,0.000001571,0.993574846,-0.077381012,0.082590586,0.000000000,0.188300006,0.089124321,1.589237252,0.120356875,62.217816323,0,0.065203115,0.060068477,1.000000000,26,20,6,0.021867115,24,81,0,0,0,0,0,1058,105,5754,21299,18946,57,0,50,594043
513,1706584556.672601700,1706584556.772428274,554,553,0,0.276716794,0.657560003,1,0,1,0,2,1,16.466347847,-3.210022206,-0.047811974,-0.008465126,0.033102004,-0.090718171,0.995290316,1180,679,0.575423729,0.048553392,0.028169851,0.019765414,0.147074830,59.422097836,899,0.929420478,46.052505680,317.811491427,471.685012891,0.055116463,0.051226369,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003524,0.000005141,0.000008635,0.925645588,-0.308552478,-0.219033361,0.000000008,0.000000015,0.000001504,0.993552565,-0.080097151,0.080235567,0.000000000,0.183266212,0.075502277,1.603529053,0.118370391,62.102471067,0,0.063670623,0.058658534,1.000000000,35,35,0,0.029661017,29,91,0,0,0,0,0,1025,120,5759,21334,19066,57,0,50,595068
514,1706584556.772439480,1706584556.872266293,555,554,0,0.291239132,0.392280895,1,0,1,0,2,1,16.558150092,-3.219254706,-0.068490991,-0.020406999,0.039592412,-0.088189737,0.995107314,1238,713,0.575928918,0.047062088,0.029463705,0.018158307,0.169182804,51.100856477,936,0.912416649,49.205646271,318.351059557,486.465277967,0.057616370,0.052570135,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003616,0.000005066,0.000008160,0.934521544,-0.290092549,-0.206193591,0.000000010,0.000000014,0.000001538,0.991782438,-0.087891544,0.092965970,0.000000000,0.180252263,0.057237384,1.608366492,0.117233365,61.480935080,0,0.062871056,0.057892805,1.000000000,40,34,6,0.032310178,31,97,0,0,0,0,0,1070,128,5770,21374,19194,57,0,50,596138
515,1706584556.873076916,1706584556.971029520,556,555,0,0.388338441,0.477370419,1,0,1,0,2,1,16.660052186,-3.247202210,-0.076322227,-0.014324657,0.052446651,-0.078075733,0.995463878,1079,580,0.537534754,0.043328322,0.025486477,0.017994878,0.147104448,57.208028756,829,0.920953356,39.434155232,285.531970206,438.504206298,0.051651195,0.047568342,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003891,0.000005425,0.000009226,0.943309005,-0.292213016,-0.157415609,0.000000010,0.000000019,0.000001755,0.987842326,-0.108079841,0.111742051,0.000000000,0.179009535,0.058331694,1.625495336,0.133685393,61.277293663,0,0.062378230,0.057436482,1.000000000,28,24,4,0.025949954,22,76,0,0,0,0,0,953,98,5778,21402,19292,57,0,50,597091
516,1706584556.972913742,1706584557.069689274,557,556,0,0.406337152,0.558113277,1,0,1,0,2,1,16.760244658,-3.290688769,-0.072933653,0.002298942,0.049879929,-0.075159211,0.995920579,979,549,0.560776302,0.045069230,0.026772602,0.016806802,0.159422194,54.426364039,749,0.917652209,40.570174505,257.752593402,388.998736354,0.059026488,0.054165787,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004044,0.000005747,0.000009739,0.942596774,-0.291307818,-0.163251574,0.000000011,0.000000018,0.000001991,0.986358971,-0.116543785,0.116247691,0.000000000,0.178890321,0.058479126,1.651785320,0.136294445,60.827695861,0,0.062214443,0.057270091,1.000000000,32,23,9,0.032686415,29,68,0,0,0,0,0,850,97,5790,21434,19389,57,0,50,597941
517,1706584557.072749138,1706584557.168505907,557,557,0,0.391265221,0.568325184,1,0,1,0,2,1,16.841609874,-3.321049187,-0.081234133,0.017022095,0.036928138,-0.071217593,0.996631635,1048,575,0.548664122,0.042552031,0.028534308,0.018001811,0.152870170,56.771089717,794,0.916736144,39.438463761,272.221028167,416.229006269,0.054182013,0.049670609,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004106,0.000005606,0.000010090,0.925943237,-0.317591539,-0.204364226,0.000000011,0.000000020,0.000001731,0.988667286,-0.115006637,0.096490784,0.000000000,0.177930268,0.059956896,1.644933555,0.140608486,60.748192561,0,0.061851309,0.056930858,1.000000000,28,23,5,0.026717557,17,69,0,0,0,0,0,934,86,5797,21462,19475,57,0,50,598875
518,1706584557.172587633,1706584557.272414684,559,558,0,0.395126210,0.495388562,1,0,1,0,2,1,16.906461729,-3.323310267,-0.077742913,0.008053482,0.022994680,-0.061891849,0.997785440,1061,588,0.554194156,0.040671395,0.028805553,0.017249874,0.157962246,56.625853348,823,0.917174308,43.650939449,288.056936714,423.126579417,0.057828494,0.053038809,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004104,0.000006111,0.000010066,0.928038276,-0.276642166,-0.249427483,0.000000010,0.000000021,0.000001758,0.988830062,-0.133554336,0.066169080,0.000000000,0.177046204,0.064857921,1.621016622,0.151508474,60.629822001,0,0.061587704,0.056677221,1.000000000,21,21,0,0.019792648,18,67,0,0,0,0,0,955,85,5802,21483,19560,57,0,50,599830
519,1706584557.272426128,1706584557.372256994,560,559,0,0.628640210,0.785306570,1,0,1,0,2,1,16.986986859,-3.298435025,-0.085774595,-0.016275414,0.008161479,-0.057697987,0.998168044,1104,612,0.554347826,0.043661763,0.026252259,0.015751239,0.184527217,52.501768824,840,0.910651079,48.717092322,285.588630578,430.641183118,0.063686894,0.057996538,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004029,0.000006046,0.000009044,0.879985051,-0.347432936,-0.323908421,0.000000011,0.000000021,0.000001693,0.988002457,-0.151166812,0.031618662,0.000000000,0.176956053,0.064790510,1.611319061,0.151193992,60.482636146,0,0.061444959,0.056508830,1.000000000,21,21,0,0.019021739,21,79,0,0,0,0,0,983,100,5806,21504,19660,57,0,50,600813
520,1706584557.373067856,1706584557.471080065,561,560,0,0.453929055,0.654385207,1,0,1,0,2,1,17.063677612,-3.277386586,-0.091134893,-0.041501459,0.010202503,-0.055489827,0.997544193,1146,639,0.557591623,0.042817747,0.026861362,0.017294891,0.148537007,58.645497639,871,0.916185701,42.153102783,298.434057919,457.410585215,0.052823586,0.048396214,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003850,0.000005470,0.000009478,0.880938071,-0.353916955,-0.314151086,0.000000010,0.000000016,0.000001561,0.986490731,-0.162098601,0.023666038,0.000000000,0.175357007,0.065955539,1.620135942,0.141388417,60.492116474,0,0.060813998,0.055903651,1.000000000,28,27,1,0.024432810,22,77,0,0,0,0,0,1019,99,5811,21532,19759,57,0,50,601832
521,1706584557.472902060,1706584557.572735310,562,561,0,0.325929614,0.484668246,1,0,1,0,2,1,17.148160900,-3.276268931,-0.090053113,-0.041247193,0.023645243,-0.055541625,0.997323769,1080,590,0.546296296,0.039379581,0.023850251,0.015170102,0.131954813,51.935615850,820,0.912873702,39.461216609,283.922231486,425.172987935,0.052716422,0.048123435,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004134,0.000005991,0.000010270,0.928213996,-0.293807474,-0.228245365,0.000000015,0.000000022,0.000001778,0.985286372,-0.161756387,0.055187284,0.000000000,0.172107499,0.072408587,1.642324258,0.129265053,59.890883756,0,0.059898150,0.055045264,1.000000000,23,23,0,0.021296296,21,64,0,0,0,0,0,972,85,5815,21555,19844,57,0,50,602804
522,1706584557.572747946,1706584557.672572374,563,562,0,0.305180796,0.399374460,1,0,1,0,2,1,17.223137664,-3.300500934,-0.097864448,-0.026199036,0.019005272,-0.051784488,0.998133647,1046,588,0.562141491,0.038128267,0.025824574,0.015293404,0.144535460,59.387441633,822,0.917912570,39.815753876,286.903677719,427.804700893,0.052769358,0.048437657,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003980,0.000006161,0.000010318,0.941135723,-0.273992115,-0.197969370,0.000000010,0.000000022,0.000001713,0.985277751,-0.162960212,0.051688704,0.000000000,0.169018675,0.077503497,1.652596534,0.125864947,59.535952967,0,0.058997916,0.054217081,1.000000000,19,19,0,0.018164436,13,76,0,0,0,0,0,938,89,5819,21574,19933,57,0,50,603742
523,1706584557.672583580,1706584557.772406578,564,563,0,0.270662979,0.371652446,1,0,1,0,2,1,17.287094743,-3.324999498,-0.098012009,-0.014449553,0.018208266,-0.049986987,0.998479329,1071,603,0.563025210,0.046888522,0.029942219,0.018950749,0.179270541,56.497876405,838,0.913055616,47.661336474,288.744727864,428.734541770,0.062290952,0.056875103,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003916,0.000005748,0.000009445,0.908461343,-0.297668210,-0.293413744,0.000000009,0.000000018,0.000001754,0.984403718,-0.168405015,0.050882913,0.000000000,0.167947836,0.077426288,1.657459733,0.124513026,58.825035596,0,0.058496251,0.053736835,1.000000000,29,28,1,0.027077498,20,63,0,0,1,0,0,958,84,5825,21603,20016,57,0,51,604700
524,1706584557.772418737,1706584557.872233868,565,564,0,0.301735773,0.395499732,1,0,1,0,2,1,17.363767248,-3.332739852,-0.098014426,-0.016155528,0.027330019,-0.054284883,0.998020651,1026,559,0.544834308,0.042323094,0.026032113,0.018064848,0.153849626,57.929925381,782,0.908290292,36.287260112,263.146381105,410.849367390,0.051088453,0.046403146,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004005,0.000006066,0.000009711,0.941926829,-0.277384918,-0.189291985,0.000000010,0.000000020,0.000001892,0.985140452,-0.156343636,0.071098227,0.000000000,0.165613794,0.075415449,1.644931203,0.131535076,58.295061392,0,0.057838717,0.053105320,1.000000000,25,19,6,0.024366472,20,69,0,0,0,0,0,912,89,5835,21628,20105,57,0,51,605612
525,1706584557.873045444,1706584557.972869873,566,565,0,0.472854483,0.511270524,1,0,1,0,2,1,17.438512943,-3.311837134,-0.097855079,-0.034331732,0.034982985,-0.052159561,0.997435162,1034,584,0.564796905,0.042878624,0.029513559,0.018008451,0.149889291,54.609714141,772,0.920762104,39.851231038,267.376457967,403.600655106,0.056063087,0.051620766,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004006,0.000006096,0.000009968,0.925565810,-0.303714467,-0.226020915,0.000000011,0.000000024,0.000001752,0.985269072,-0.155792380,0.070523678,0.000000000,0.163628453,0.075764859,1.651399466,0.132081638,57.615271877,0,0.057362306,0.052654850,1.000000000,34,33,1,0.032882012,17,73,0,0,0,0,0,910,90,5845,21662,20195,57,0,51,606522
526,1706584557.972881079,1706584558.072706938,567,566,0,0.484339058,0.637918149,1,0,1,0,2,1,17.505189507,-3.298646266,-0.090331277,-0.053980170,0.027414124,-0.049469532,0.996939001,1009,551,0.546085233,0.040144502,0.028152173,0.018245832,0.156506598,55.161378375,790,0.915511684,41.209998130,273.821582130,408.222649883,0.056978579,0.052164555,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004263,0.000006618,0.000010040,0.941153038,-0.284861323,-0.181892787,0.000000012,0.000000025,0.000001860,0.983528625,-0.171982220,0.055619779,0.000000000,0.161567692,0.070622099,1.623078879,0.132355527,57.085357605,0,0.056841988,0.052162050,1.000000000,29,27,2,0.028741328,13,74,0,0,0,0,0,893,87,5853,21691,20282,57,0,51,607415
527,1706584558.072718859,1706584558.172288656,568,567,0,0.204390980,0.290539856,1,0,1,0,2,1,17.580591470,-3.298558973,-0.099336092,-0.054513176,0.026587521,-0.044784438,0.997153835,1021,558,0.546523017,0.046660943,0.026433352,0.016552477,0.152339823,55.387057099,786,0.916107115,39.592598074,278.123847725,402.343746243,0.054985123,0.050372262,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004427,0.000006465,0.000010185,0.935166418,-0.280945255,-0.215716328,0.000000011,0.000000025,0.000001770,0.981972068,-0.181919651,0.051342939,0.000000000,0.160275838,0.064696688,1.606947197,0.137806984,56.823468663,0,0.056792672,0.052097775,1.000000000,31,31,0,0.030362390,18,82,0,0,0,0,0,890,100,5856,21722,20382,57,0,51,608305
528,1706584558.172550678,1706584558.270979881,569,568,0,0.418598093,0.596780213,1,0,1,0,2,1,17.663041965,-3.331508839,-0.103113773,-0.042378176,0.020370243,-0.043684251,0.997938289,1008,544,0.539682540,0.043938693,0.026410757,0.017549522,0.139517547,55.303173095,785,0.910816944,40.270345996,274.043602490,400.677352324,0.056322847,0.051299804,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004600,0.000006420,0.000010740,0.925016395,-0.319182589,-0.206075578,0.000000013,0.000000023,0.000001920,0.981882201,-0.183875227,0.045795669,0.000000000,0.158021514,0.064619605,1.615885713,0.140658406,56.544092103,0,0.056653685,0.051949320,1.000000000,26,24,2,0.025793651,23,72,0,0,1,0,0,886,96,5865,21748,20477,57,0,52,609191
529,1706584558.272389174,1706584558.369783878,570,569,0,0.643944651,0.770818187,1,0,1,0,2,1,17.727253254,-3.378459770,-0.124765216,-0.014999083,0.008415303,-0.038861130,0.999096603,990,556,0.561616162,0.045843642,0.030532646,0.019831804,0.157329183,52.458400553,739,0.917096169,39.352449665,246.597422558,391.784196631,0.058064736,0.053250947,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004324,0.000006650,0.000010126,0.948058757,-0.277066585,-0.156264839,0.000000012,0.000000031,0.000001913,0.982159980,-0.185949520,0.028009813,0.000000000,0.157626521,0.064376732,1.609421282,0.147397610,56.185562064,0,0.056710381,0.051995580,1.000000000,25,24,1,0.025252525,10,70,0,0,0,0,0,885,80,5870,21773,20557,57,0,52,610076
530,1706584558.373040199,1706584558.472860098,571,570,0,0.377566722,0.539610880,1,0,1,0,2,1,17.793644068,-3.405553950,-0.143891252,-0.001114821,0.015367547,-0.036502188,0.999214785,1001,551,0.550449550,0.046169671,0.024325866,0.015527243,0.171953403,48.173333388,772,0.906567208,43.692388355,270.152968465,386.024528000,0.062429302,0.056596358,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004721,0.000006671,0.000009983,0.900959539,-0.351410458,-0.254524261,0.000000015,0.000000026,0.000002061,0.980892820,-0.189004066,0.046116582,0.000000000,0.157646505,0.064087140,1.606313758,0.151185496,55.335315601,0,0.056808317,0.052038251,1.000000000,24,22,2,0.023976024,21,65,0,0,0,0,0,891,86,5877,21797,20643,57,0,52,610967
531,1706584558.472872496,1706584558.572715282,572,571,0,0.164693573,0.303121806,1,0,1,0,2,1,17.872008008,-3.417492589,-0.138732454,0.001184093,0.014361944,-0.036085071,0.999244815,938,517,0.551172708,0.046922547,0.028054702,0.018427671,0.137253826,52.355530411,715,0.910172357,36.351085478,250.909185095,363.512964796,0.055858298,0.050840679,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004937,0.000006815,0.000010916,0.922210322,-0.327242323,-0.206011125,0.000000015,0.000000029,0.000002011,0.979986193,-0.193422245,0.047062700,0.000000000,0.155862518,0.065263369,1.578732162,0.142000743,55.053829205,0,0.056569547,0.051800121,1.000000000,21,21,0,0.022388060,23,52,0,0,0,0,0,842,75,5880,21818,20718,57,0,52,611809
532,1706584558.572726488,1706584558.671948910,573,572,0,0.406722633,0.478796798,1,0,1,0,2,1,17.958136508,-3.402204347,-0.133149682,-0.016204442,0.009603612,-0.038935911,0.999064153,984,540,0.548780488,0.041656810,0.024808311,0.016798137,0.154318186,55.130463033,741,0.908447032,37.282137092,260.600002884,375.277110868,0.055383829,0.050313275,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004604,0.000005859,0.000011159,0.911531974,-0.346935573,-0.220783080,0.000000013,0.000000018,0.000001938,0.981170309,-0.190061089,0.034374518,0.000000000,0.154769960,0.064125096,1.570157201,0.137004935,55.051573300,0,0.056344124,0.051546539,1.000000000,26,26,0,0.026422764,19,76,0,0,0,0,0,863,95,5884,21844,20813,57,0,52,612672
533,1706584558.672572136,1706584558.770667791,574,573,0,0.212968411,0.327818431,1,0,1,0,2,1,18.044287003,-3.395691021,-0.127772111,-0.026506234,0.010106713,-0.038719208,0.998847384,1006,555,0.551689861,0.038734075,0.022819184,0.014450051,0.127598711,54.337959753,769,0.907736732,32.643307338,271.898965939,393.507273672,0.046763596,0.042449034,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004762,0.000006285,0.000011581,0.926855821,-0.315474252,-0.203504995,0.000000015,0.000000030,0.000002075,0.981132581,-0.190652451,0.032101418,0.000000000,0.153796155,0.064215715,1.562166471,0.133283272,54.797366396,0,0.055926481,0.051107673,1.000000000,25,25,0,0.024850895,13,59,0,0,0,0,0,909,72,5888,21869,20885,57,0,52,613581
534,1706584558.772413254,1706584558.869454384,575,574,0,0.140129743,0.205521209,1,0,1,0,2,1,18.103022798,-3.395668955,-0.130463062,-0.021780776,0.007702146,-0.042439537,0.998831898,996,548,0.550200803,0.043343373,0.026106192,0.017360483,0.157137372,49.399060078,767,0.908177261,38.740133429,273.718317327,384.113508117,0.055615408,0.050508649,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004941,0.000006832,0.000010779,0.924150384,-0.330498813,-0.191615766,0.000000016,0.000000032,0.000001900,0.982820125,-0.182100051,0.030069473,0.000000000,0.153193883,0.061215134,1.515009042,0.120383288,54.712276576,0,0.055826433,0.051004598,1.000000000,12,12,0,0.012048193,22,56,0,0,0,0,0,906,78,5893,21881,20963,57,0,52,614487
535,1706584558.873046398,1706584558.972870350,576,575,0,0.164880437,0.224776409,1,0,1,0,2,1,18.177507855,-3.410388448,-0.129707743,-0.020621433,0.008629531,-0.047550109,0.998618683,1029,574,0.557823129,0.042659197,0.024343331,0.016092811,0.160440752,54.029145552,788,0.911610002,43.137971535,279.219473857,395.991235830,0.060051578,0.054743619,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004609,0.000006961,0.000010245,0.928405399,-0.271824336,-0.253327743,0.000000012,0.000000025,0.000001892,0.984084404,-0.174371690,0.034240311,0.000000000,0.153860698,0.061276059,1.481663019,0.122999490,54.553332416,0,0.056246452,0.051363362,1.000000000,21,20,1,0.020408163,32,54,0,0,0,0,0,922,86,5901,21902,21049,57,0,52,615409
536,1706584558.972894430,1706584559.072728634,577,576,0,0.191724417,0.295921723,1,0,1,0,2,1,18.258804835,-3.421447686,-0.118202364,-0.022552771,0.004112106,-0.053003868,0.998331134,1087,583,0.536338546,0.048714964,0.027933475,0.020542359,0.203912762,49.799532948,817,0.908013263,51.612562001,270.382301764,419.851972327,0.069573070,0.063173271,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004408,0.000006245,0.000008720,0.889749849,-0.317368987,-0.328058125,0.000000011,0.000000019,0.000001907,0.985527553,-0.168599682,0.017595178,0.000000000,0.156085227,0.066792028,1.477270786,0.124520321,54.321990861,0,0.056773781,0.051813736,1.000000000,23,22,1,0.021159154,24,58,0,0,0,0,0,982,82,5908,21925,21131,57,0,52,616391
537,1706584559.072739840,1706584559.172564745,578,577,0,0.144967110,0.254266887,1,0,1,0,2,1,18.334693173,-3.428090310,-0.119539875,-0.024732877,0.002410945,-0.057621120,0.998029197,1071,556,0.519140990,0.046955544,0.027163595,0.018448176,0.163122375,53.475141153,819,0.905110775,42.317853694,281.642772412,417.325098842,0.057087102,0.051670151,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004481,0.000006515,0.000009483,0.857274840,-0.357177513,-0.370815416,0.000000013,0.000000028,0.000001887,0.987964097,-0.153100413,0.022072747,0.000000000,0.156597837,0.068935775,1.488475923,0.115703067,54.157193433,0,0.056919036,0.051913714,1.000000000,25,24,1,0.023342670,23,91,0,0,1,0,0,931,115,5911,21950,21245,57,0,53,617322
538,1706584559.172576904,1706584559.272409201,579,578,0,0.168284754,0.225112357,1,0,1,0,2,1,18.414775883,-3.451646821,-0.104897987,-0.028059227,0.001286580,-0.063417122,0.997591747,1126,635,0.563943162,0.042415711,0.026764899,0.018164027,0.147887584,58.819780105,859,0.912437963,42.901995990,293.986940440,446.895273406,0.054737000,0.049944116,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004192,0.000006010,0.000009585,0.901992039,-0.316013908,-0.294186285,0.000000010,0.000000017,0.000001646,0.988603051,-0.149962212,0.013241685,0.000000000,0.156094104,0.067496543,1.488564183,0.119385466,54.266889771,0,0.056764461,0.051758979,1.000000000,20,19,1,0.017761989,18,75,0,0,0,0,0,1013,93,5917,21970,21338,57,0,53,618335
539,1706584559.272421122,1706584559.372242451,580,579,0,0.191244685,0.218996106,1,0,1,0,2,1,18.508904000,-3.484059758,-0.105866292,-0.023719148,-0.000097535,-0.069736058,0.997283448,1194,650,0.544388610,0.046733916,0.029234140,0.019790497,0.176359226,59.331479965,905,0.908760919,55.059689742,309.030085158,458.338856795,0.066947681,0.060839436,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003860,0.000005597,0.000008805,0.883337217,-0.319468102,-0.343009464,0.000000008,0.000000019,0.000001758,0.990799327,-0.135000445,0.009569414,0.000000000,0.155685704,0.069159719,1.508414174,0.128065843,54.608375328,0,0.056927500,0.051901124,1.000000000,43,40,3,0.036013400,23,93,0,0,0,0,0,1035,116,5929,22013,21454,57,0,53,619370
540,1706584559.373052835,1706584559.472172976,581,580,0,0.170990803,0.238062486,1,0,1,0,2,1,18.591991139,-3.512308527,-0.106288046,-0.025530389,-0.001156777,-0.077068505,0.996698202,1211,667,0.550784476,0.045912591,0.028907087,0.019432027,0.198324734,58.979948224,910,0.910903081,52.287195116,316.996252250,459.638356745,0.063078562,0.057458456,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003803,0.000005481,0.000007953,0.873543020,-0.320195497,-0.366602559,0.000000007,0.000000017,0.000001559,0.993502004,-0.113565890,0.007520409,0.000000000,0.158175090,0.069639408,1.511675577,0.141426912,54.625097857,0,0.057440249,0.052354236,1.000000000,31,22,9,0.025598679,34,75,0,0,0,0,0,1071,109,5941,22044,21563,57,0,53,620441
541,1706584559.472883940,1706584559.570907831,582,581,0,0.188378616,0.226504215,1,0,1,0,2,1,18.673661957,-3.521875641,-0.100567548,-0.024441879,-0.004480850,-0.083991259,0.996156607,1244,639,0.513665595,0.043511313,0.028951205,0.018346997,0.207975541,58.369909200,954,0.908538500,59.212179084,333.973755625,473.559794256,0.068315513,0.062067274,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003938,0.000005265,0.000007731,0.879734714,-0.331185346,-0.341149674,0.000000007,0.000000013,0.000001804,0.994659549,-0.103178071,-0.002582085,0.000000000,0.161976127,0.065391347,1.514922007,0.146712211,54.946812525,0,0.058220204,0.053051428,1.000000000,33,29,4,0.026527331,21,94,0,0,0,0,0,1096,115,5952,22077,21678,57,0,53,621537
542,1706584559.572716713,1706584559.669610739,583,582,0,0.211774556,0.286680734,1,0,1,0,2,1,18.757101027,-3.531820079,-0.113131964,-0.029773936,0.000994780,-0.089587612,0.995533316,1350,719,0.532592593,0.047554203,0.031505777,0.020752863,0.185837870,64.175253770,1019,0.911796045,56.804139196,363.474502912,508.841528187,0.061137559,0.055744984,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003668,0.000005005,0.000007753,0.894902542,-0.319750403,-0.311302298,0.000000007,0.000000011,0.000001353,0.995624248,-0.092702159,0.011775680,0.000000000,0.164041247,0.059240006,1.531396980,0.154139719,55.186203131,0,0.058638614,0.053416794,1.000000000,43,42,1,0.031851852,37,93,0,0,0,0,0,1177,130,5970,22120,21808,57,0,53,622714
543,1706584559.672568083,1706584559.772412062,584,583,0,0.231556419,0.301112232,1,0,1,0,2,1,18.879144093,-3.548189140,-0.117401887,-0.028841508,0.002600021,-0.097460569,0.994817996,1367,729,0.533284565,0.048902338,0.029217995,0.019243322,0.191049247,60.140105795,1004,0.907902648,62.507338391,356.552180456,492.474739365,0.068573768,0.062258305,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003714,0.000005132,0.000007657,0.897680494,-0.293314839,-0.328840593,0.000000007,0.000000014,0.000001553,0.997187083,-0.073409012,0.015133993,0.000000000,0.164630183,0.061906508,1.577544693,0.161013104,55.368314601,0,0.058952754,0.053685954,1.000000000,44,41,3,0.032187271,32,105,0,0,0,0,0,1186,137,5978,22164,21945,57,0,53,623900
544,1706584559.772423983,1706584559.872251272,585,584,0,0.222635554,0.286566167,1,0,1,0,2,1,18.963409242,-3.570135933,-0.114813950,-0.038112020,0.005676313,-0.106015403,0.993617627,1428,770,0.539215686,0.047088268,0.029348954,0.020213073,0.230662519,65.573409477,1058,0.908323965,74.139009546,372.175203024,514.692542779,0.077147230,0.070074678,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003500,0.000005001,0.000006903,0.841286430,-0.319272181,-0.436236652,0.000000005,0.000000012,0.000001479,0.998493538,-0.052768322,0.015038561,0.000000000,0.168470827,0.061553990,1.587045833,0.175705892,55.750488806,0,0.060255693,0.054869531,1.000000000,35,35,0,0.024509804,29,116,0,0,0,0,0,1248,145,5984,22199,22090,57,0,53,625148
545,1706584559.873062372,1706584559.972220659,586,585,0,0.183682375,0.216311873,1,0,1,0,2,1,19.042169889,-3.601154188,-0.120793778,-0.030492617,0.006930971,-0.112503926,0.993159115,1405,776,0.552313167,0.049173332,0.029284107,0.019135791,0.247952883,68.258990358,1046,0.907537784,65.791261419,372.649370426,510.843890393,0.069306156,0.062897955,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003395,0.000004794,0.000006435,0.776757707,-0.365301503,-0.513032433,0.000000004,0.000000011,0.000001407,0.998788391,-0.045449810,0.018869658,0.000000000,0.173374007,0.063677038,1.603521310,0.183809679,56.432952617,0,0.060917847,0.055433390,1.000000000,32,32,0,0.022775801,32,99,0,0,0,0,0,1242,131,5992,22231,22221,57,0,53,626390
