frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_cooldown_frames_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
357,1624181127.960929632,1624181128.060917377,361,360,0,0.130468342,0.187393929,1,0,0,0,1,0.795529384,23.154760085,-22.312535611,-0.058667610,-0.004681459,0.007078287,0.998241501,2542,1420,0.558615264,0.071184272,0.046506092,0.031055047,0.245085485,56.759681503,2176,0.861284812,351.602178409,613.952071457,908.601501094,0.187605634,0.161581883,0,0,0,0,1.000000000,0,1,0.022993592,0.008983672,0.022993592,0.008983672,0.100000000,0.033450911,1.060784679,0.071184272,0.000000000,0.000001001,0.000001389,0.000003855,0.150077226,0.113951018,0.982085532,0.000000002,0.000000003,0.000000016,0.237955205,0.970289292,-0.043772265,0.000000000,0.279063800,0.268286303,7.888950508,0.027239601,57.144986431,0,0.202415665,0.173359035,685,647,38,0.269472856,171,0,0,0,0,0,1686,171,98322,190714,55696,0,0,771123
358,1624181128.060927153,1624181128.160907745,362,361,0,0.115477983,0.188680186,1,0,0,0,1,0.900059927,23.378187157,-22.428628560,-0.053043300,0.001426764,0.007022803,0.998566499,2541,1439,0.566312475,0.067198609,0.042298007,0.027731589,0.220752138,62.441334976,2179,0.861292716,330.432141625,642.440295654,903.884390866,0.176065507,0.151643938,0,0,0,0,1.000000000,0,1,0.017896450,0.007680070,0.017896450,0.007680070,0.100000000,0.033047303,0.995532957,0.067198609,0.000000000,0.000000992,0.000001316,0.000004119,0.124444819,0.117103220,0.985291999,0.000000002,0.000000003,0.000000017,0.257529365,0.965316899,-0.042917491,0.000000000,0.268902229,0.251325469,7.875528029,0.027257686,56.824198319,0,0.198717388,0.170221105,676,638,38,0.266036993,157,0,0,0,0,0,1708,157,98631,191390,55853,0,0,772831
359,1624181128.160924673,1624181128.260921955,363,362,0,0.139846718,0.167720743,1,0,0,0,1,1.007085081,23.592797768,-22.502202415,-0.048342906,0.004515783,0.006964010,0.998796312,2555,1422,0.556555773,0.065218439,0.040750857,0.027571735,0.232183749,56.503120951,2220,0.857250295,329.685054389,650.948167750,922.462433195,0.173236197,0.148506781,0,0,0,0,1.000000000,0,1,0.032431811,0.001734134,0.032431811,0.001734134,0.100000000,0.033076637,0.979535101,0.065218439,0.000000000,0.000000981,0.000001336,0.000003948,0.129304779,0.092777584,0.987255081,0.000000002,0.000000003,0.000000015,0.260207923,0.965195314,-0.026264857,0.000000000,0.258168633,0.225390551,7.828194182,0.027334885,56.817448366,0,0.194643642,0.166770811,647,617,30,0.253228963,136,0,0,0,0,0,1772,136,98906,192037,55989,0,0,774603
360,1624181128.260922194,1624181128.360801935,364,363,0,0.183066318,0.292746642,1,0,0,0,1,1.109786758,23.801388789,-22.590796154,-0.040945548,0.010198741,0.006718613,0.999086737,2563,1427,0.556769411,0.068514065,0.045349906,0.030908899,0.243447059,56.842772388,2227,0.852734755,330.463599280,667.842879838,900.733819287,0.174016107,0.148389582,0,0,0,0,1.000000000,0,1,0.015380258,0.001656503,0.015380258,0.001656503,0.100000000,0.033076637,0.986328724,0.068514065,0.000000000,0.000000984,0.000001308,0.000003611,0.129880658,0.082598417,0.988083254,0.000000002,0.000000003,0.000000012,0.202554996,0.978958224,-0.024744092,0.000000000,0.246188746,0.229599261,7.421466882,0.025281570,56.794902611,0,0.190502296,0.163150533,629,589,40,0.245415529,165,0,0,0,0,0,1769,165,99215,192666,56154,0,0,776372
361,1624181128.360919714,1624181128.460769892,365,364,0,0.281985503,0.325981248,1,0,0,0,1,1.219031416,24.002798933,-22.630854992,-0.034568098,0.013669048,0.006694146,0.999286441,2609,1439,0.551552319,0.076456371,0.045318759,0.031441517,0.195944259,61.987019913,2235,0.855696791,299.083578855,696.773370693,916.625377237,0.156385016,0.133818156,0,0,0,0,1.000000000,0,1,0.051557086,0.013323302,0.051557086,0.013323302,0.100000000,0.033076637,0.886395150,0.076456371,0.000000000,0.000000973,0.000001279,0.000003868,0.117171194,0.089993950,0.989025783,0.000000002,0.000000004,0.000000014,0.187902019,0.981627808,-0.033161392,0.000000000,0.236437186,0.226886048,7.267289361,0.023266911,57.123260108,0,0.186183142,0.159488453,659,615,44,0.252587198,155,0,0,0,0,0,1793,157,99505,193325,56309,0,0,778165
362,1624181128.460917473,1624181128.560833216,366,365,0,0.242194950,0.277789894,1,0,0,0,1,1.328006427,24.181455767,-22.759779313,-0.023884112,0.017761193,0.006909475,0.999533065,2556,1413,0.552816901,0.064756644,0.039871162,0.026564351,0.227720943,52.338424172,2173,0.850547243,297.676848470,663.707591956,886.854718186,0.161059702,0.136988886,0,0,0,0,1.000000000,0,1,0.058690678,0.001576453,0.058690678,0.001576453,0.100000000,0.034943478,0.912891418,0.064756644,0.000000000,0.000000975,0.000001273,0.000003555,0.120626194,0.082445356,0.989268459,0.000000002,0.000000004,0.000000013,0.208978677,0.975592740,-0.067429361,0.000000000,0.231723322,0.229207616,7.120196693,0.022964072,56.879742684,0,0.183012724,0.156768238,606,568,38,0.237089202,150,0,0,0,0,0,1800,150,99808,193931,56459,0,0,779965
363,1624181128.560914993,1624181128.660852194,367,366,0,0.228314233,0.283593357,1,0,0,0,1,1.450489628,24.354101979,-22.862218282,-0.012757012,0.020008142,0.007018007,0.999693793,2625,1468,0.559238095,0.064970940,0.041304604,0.028736338,0.237036915,55.943260869,2269,0.853070695,300.457236477,726.587349737,908.572820866,0.155225529,0.132418350,0,0,0,0,1.000000000,0,1,0.013934165,0.001590092,0.013934165,0.001590092,0.100000000,0.036880786,0.879823144,0.064970940,0.000000000,0.000001000,0.000001180,0.000003445,0.117982977,0.080758830,0.989726239,0.000000002,0.000000004,0.000000013,0.260573412,0.961009318,-0.092534246,0.000000000,0.228289262,0.232297613,6.963026282,0.021866482,56.864930729,0,0.179832370,0.154043754,701,663,38,0.267047619,155,0,0,0,0,0,1767,157,100114,194632,56614,0,0,781732
364,1624181128.660912514,1624181128.760862589,368,367,0,0.226526947,0.275550271,1,0,0,0,1,1.575815214,24.522856982,-22.961558604,-0.002888649,0.024821417,0.007178575,0.999661953,2550,1398,0.548235294,0.066797480,0.038567603,0.027637262,0.203837888,57.536055041,2165,0.846351262,283.902009274,694.014966164,854.433507306,0.154938704,0.131132568,0,0,0,0,1.000000000,0,1,0.005361088,0.001288612,0.005361088,0.001288612,0.100000000,0.038739163,0.876034047,0.066797480,0.000000000,0.000001005,0.000001216,0.000003662,0.109319860,0.056005639,0.992427598,0.000000002,0.000000006,0.000000014,0.090724883,0.993671901,-0.066220459,0.000000000,0.226252250,0.233799806,6.784069105,0.021418106,56.925812243,0,0.178288889,0.152734266,601,573,28,0.235686275,146,0,0,0,0,0,1802,147,100406,195233,56760,0,0,783534
365,1624181128.760910034,1624181128.860889435,369,368,0,0.218728646,0.256408153,1,0,0,0,1,1.701453882,24.684009580,-23.074903772,0.004884650,0.030292600,0.007476328,0.999501177,2699,1495,0.553908855,0.066271941,0.041596674,0.028412377,0.202745231,60.462087334,2272,0.856620977,294.220441515,735.549308118,916.473109624,0.151173550,0.129498434,0,0,0,0,1.000000000,0,1,0.017442438,0.009325866,0.017442438,0.009325866,0.100000000,0.040687891,0.856856397,0.066271941,0.000000000,0.000000962,0.000001187,0.000003628,0.092871330,0.055099423,0.994152388,0.000000002,0.000000006,0.000000013,0.173255717,0.981658301,-0.079557757,0.000000000,0.225327847,0.238519230,6.611805105,0.021808667,57.379053672,0,0.177008031,0.151760512,699,660,39,0.258984809,136,0,0,0,0,0,1863,137,100760,195932,56896,0,0,785397
366,1624181128.860907555,1624181128.960946560,370,369,0,0.269921703,0.326760912,1,0,0,0,1,1.828589372,24.853737361,-23.143233645,0.013243184,0.038455939,0.007703152,0.999142843,2658,1451,0.545899172,0.072253379,0.045586718,0.031678386,0.222627636,56.627017452,2271,0.845926709,319.290402717,724.849555160,876.959597364,0.166201903,0.140594629,0,0,0,0,1.000000000,0,1,0.034393730,0.010545519,0.034393730,0.010545519,0.100000000,0.040687891,0.939245559,0.072253379,0.000000000,0.000000975,0.000001194,0.000003473,0.100972129,0.039556562,0.994102564,0.000000002,0.000000006,0.000000013,-0.051119802,-0.997408579,0.050625023,0.000000000,0.225294212,0.237083380,6.400387577,0.022849387,57.537728959,0,0.176472109,0.151270030,708,664,44,0.266365688,175,0,0,0,0,0,1775,175,101087,196640,57071,0,0,787172
367,1624181128.960905313,1624181129.060856104,371,370,0,0.461117014,0.624569693,1,0,0,0,1,1.961755614,25.039074250,-23.131881207,0.028234488,0.048219074,0.007369764,0.998410447,2655,1452,0.546892655,0.087465398,0.050948778,0.034971222,0.295076258,53.720521615,2261,0.852773494,362.360501543,711.006919972,854.753447305,0.187934536,0.160265591,0,0,0,0,1.000000000,0,1,0.098923495,0.009674245,0.098923495,0.009674245,0.100000000,0.038673027,1.065218817,0.087465398,0.000000000,0.000001002,0.000001192,0.000003071,0.101610495,0.033662495,0.994254567,0.000000002,0.000000004,0.000000009,0.168183680,0.982778516,-0.076554807,0.000000000,0.229056546,0.237207220,6.216626051,0.022893501,57.524865699,0,0.177351965,0.152051154,714,661,53,0.268926554,249,0,0,0,0,0,1692,249,101486,197354,57320,0,0,788864
368,1624181129.060902834,1624181129.160763741,372,371,0,0.577597229,0.625771428,1,0,0,0,1,2.092661967,25.235734310,-23.202309661,0.046447784,0.054368448,0.006161110,0.997421032,2626,1346,0.512566641,0.140915112,0.078089073,0.054696622,0.238655390,56.945493361,2194,0.856062235,346.648670618,682.867686324,848.684187200,0.184564248,0.157998483,0,0,0,0,1.000000000,0,1,0.032548314,0.019269652,0.032548314,0.019269652,0.100000000,0.035055835,1.043587668,0.140915112,0.000000000,0.000001026,0.000001269,0.000003352,0.090641625,0.036658606,0.995208643,0.000000002,0.000000005,0.000000012,0.139942768,0.983233441,-0.116910315,0.000000000,0.228542991,0.275667099,5.656851580,0.021486501,57.841118009,0,0.177391845,0.152048442,1010,876,134,0.384615385,368,0,0,0,0,0,1248,368,102082,198364,57688,0,0,790112
369,1624181129.160900354,1624181129.260702372,373,372,0,0.553999955,0.614600734,1,0,0,0,1,2.209433798,25.387645303,-23.325327623,0.065622570,0.060788299,0.007309967,0.995964370,2628,1384,0.526636225,0.097225848,0.056020386,0.038653850,0.292838534,50.585703732,2234,0.845479980,349.889353279,681.421100228,857.491821639,0.185244034,0.156620122,0,0,0,0,1.000000000,0,1,0.083741518,0.016541241,0.083741518,0.016541241,0.100000000,0.037520706,1.026167281,0.097225848,0.000000000,0.000001027,0.000001273,0.000002986,0.145065276,0.017065718,0.989274900,0.000000001,0.000000003,0.000000006,0.499844283,-0.866078802,0.007949931,0.000000000,0.234151442,0.264931760,5.484387961,0.025799795,57.698618543,0,0.177920171,0.152404899,804,713,91,0.305936073,240,0,0,0,0,0,1584,240,102466,199168,57928,0,0,791696
370,1624181129.260897875,1624181129.360692024,374,373,0,0.493250544,0.551317807,1,0,0,0,1,2.315046395,25.557416125,-23.442557790,0.089282480,0.067027854,0.007083336,0.993723167,2632,1342,0.509878419,0.069435119,0.041354527,0.028374027,0.341468411,46.831559448,2264,0.835450458,392.885439756,662.086717795,836.487680057,0.207715454,0.173535972,0,0,0,0,1.000000000,0,1,0.045043606,0.010301124,0.045043606,0.010301124,0.100000000,0.037520706,1.118761204,0.069435119,0.000000000,0.000001105,0.000001309,0.000002820,0.129110355,-0.018165160,0.991463839,0.000000002,0.000000003,0.000000009,0.425948166,-0.898709529,0.104352013,0.000000000,0.242325681,0.268999446,4.955525723,0.025650978,57.250570522,0,0.179697418,0.153777732,696,643,53,0.264437690,165,0,0,0,0,0,1768,168,102826,199864,58093,0,0,793464
371,1624181129.360895395,1624181129.460795164,375,374,0,0.340132083,0.471853332,1,0,0,0,1,2.407441568,25.746739783,-23.587641482,0.109966833,0.068559880,0.007007072,0.991543110,2720,1343,0.493750000,0.079137458,0.044622902,0.032213116,0.405258453,45.186440645,2271,0.841431334,436.635701723,667.949340325,806.305516719,0.228498539,0.192265831,0,0,0,0,1.000000000,0,1,0.056166410,0.009404237,0.056166410,0.009404237,0.100000000,0.037387519,1.224847615,0.079137458,0.000000000,0.000001151,0.000001338,0.000002627,0.125005156,-0.049501347,0.990920445,0.000000002,0.000000002,0.000000009,0.429277104,-0.900836092,0.064926912,0.000000000,0.250803014,0.221562764,4.870073925,0.025783440,56.558183289,0,0.181017753,0.154667078,770,687,83,0.283088235,203,0,0,0,0,0,1745,205,103260,200634,58296,0,0,795209
372,1624181129.460892916,1624181129.560819864,376,375,0,0.213271249,0.305534315,1,0,0,0,1,2.504841502,25.964824173,-23.663808960,0.127981101,0.069281439,0.006473625,0.989332609,2740,1381,0.504014599,0.086451672,0.048856419,0.036762151,0.534978169,51.528289913,2318,0.851878259,528.848537392,664.012179176,781.793088706,0.267818357,0.228148636,0,0,0,0,1.000000000,0,1,0.036339064,0.016280297,0.036339064,0.016280297,0.110256651,0.033996097,1.447088984,0.086451672,0.000000000,0.000001213,0.000001367,0.000002501,0.123781897,-0.090848893,0.988141954,0.000000002,0.000000003,0.000000007,0.498420228,-0.863876902,0.072759707,0.000000000,0.265052181,0.220808189,4.795731477,0.026508007,56.092140422,0,0.184600557,0.157574766,807,735,72,0.294525547,233,0,0,0,0,0,1700,233,103703,201441,58529,0,0,796909
373,1624181129.560890675,1624181129.660864830,377,376,0,0.205374922,0.261789502,1,0,0,0,1,2.595140214,26.200153558,-23.698732085,0.143406002,0.069682800,0.006187004,0.987188304,2749,1354,0.492542743,0.073439242,0.044255831,0.032074365,0.593157703,46.842106043,2266,0.843062476,519.216264560,655.631809242,735.531497626,0.271786964,0.229133391,0,0,0,0,1.000000000,0,1,0.060695574,0.011975157,0.060695574,0.011975157,0.131899430,0.037347863,1.449976361,0.073439242,0.000000000,0.000001302,0.000001397,0.000002360,0.131103119,-0.140261952,0.981396228,0.000000002,0.000000003,0.000000008,0.413064138,-0.906607925,0.086255951,0.000000000,0.282595109,0.221612350,4.730024071,0.027772237,55.399376932,0,0.188077777,0.160238389,843,753,90,0.306656966,196,0,0,0,0,0,1708,198,104178,202284,58725,0,0,798617
374,1624181129.660888195,1624181129.760895967,378,377,0,0.189848431,0.250015703,1,0,0,0,1,2.675159658,26.457667527,-23.724212101,0.150524133,0.068923282,0.006201738,0.986181325,2803,1396,0.498037817,0.068307991,0.042606553,0.030372487,0.602924383,52.776699375,2373,0.849098356,555.247059864,703.447721078,756.215618111,0.275569107,0.233985276,0,0,0,0,1.000000000,0,1,0.042658670,0.004321015,0.042658670,0.004321015,0.135105360,0.037347863,1.480679516,0.068307991,0.000000000,0.000001303,0.000001399,0.000002312,0.147099248,-0.125164074,0.981170610,0.000000002,0.000000003,0.000000007,0.479897837,-0.867089091,0.133621010,0.000000000,0.301097766,0.223335401,4.699247838,0.026450207,54.955235589,0,0.192234421,0.163673640,898,821,77,0.320371031,184,0,0,0,0,0,1721,184,104688,203182,58909,0,0,800338
375,1624181129.760885715,1624181129.860889196,379,378,0,0.207381463,0.250077271,1,0,0,0,1,2.751501727,26.739280609,-23.773216692,0.162115541,0.068053292,0.006125310,0.984403262,2784,1371,0.492456897,0.071757429,0.041457337,0.030283766,0.616774751,52.421525457,2338,0.845136914,527.472668501,692.562290155,755.895146970,0.266949052,0.225608498,0,0,0,0,1.000000000,0,1,0.003457802,0.004727509,0.003457802,0.004727509,0.135105360,0.040447175,1.427670525,0.071757429,0.000000000,0.000001308,0.000001426,0.000002458,0.119193513,-0.208787168,0.970670297,0.000000002,0.000000003,0.000000007,0.531065073,-0.844771617,0.065808835,0.000000000,0.319762585,0.222551426,4.714093992,0.026131085,54.698794255,0,0.195993989,0.166724252,870,787,83,0.312500000,197,0,0,0,0,0,1716,198,105187,204052,59106,0,0,802054
376,1624181129.860883236,1624181129.960840225,380,379,0,0.171063037,0.256643009,1,0,0,0,1,2.824501856,27.054631189,-23.812917622,0.167971134,0.066337705,0.005817640,0.983540117,2797,1420,0.507686807,0.070073959,0.041013129,0.029364701,0.676985610,59.011437911,2395,0.857248516,556.266713648,716.015344263,780.828138171,0.270938557,0.232261676,0,0,0,0,1.000000000,0,1,0.007934256,0.003781370,0.007934256,0.003781370,0.135105360,0.038072867,1.460379081,0.070073959,0.000000000,0.000001325,0.000001427,0.000002480,0.115976823,-0.201633073,0.972570553,0.000000002,0.000000003,0.000000007,0.536325427,-0.840013811,0.082047752,0.000000000,0.341474948,0.222700737,4.763100319,0.024805115,54.664527605,0,0.200146335,0.170219834,855,802,53,0.305684662,194,0,0,0,0,0,1748,194,105650,204907,59300,0,0,803802
377,1624181129.960880756,1624181130.060837984,381,380,0,0.071421483,0.146752410,1,0,0,0,1,2.897828989,27.410682799,-23.902071185,0.172961410,0.063695885,0.005876570,0.982849251,2838,1447,0.509866103,0.075527829,0.044449236,0.031579769,0.732651544,62.514619926,2408,0.854672731,544.118169490,713.640725360,800.293041043,0.264385053,0.225962695,0,0,0,0,1.000000000,0,1,0.051996692,0.009458951,0.051996692,0.009458951,0.139393317,0.039421014,1.425055203,0.075527829,0.000000000,0.000001335,0.000001432,0.000002574,0.131616759,-0.206633123,0.969525544,0.000000002,0.000000003,0.000000007,0.560967372,-0.818401443,0.124638216,0.000000000,0.365853251,0.221544862,4.864772927,0.024166220,54.952274526,0,0.203985306,0.173438875,883,821,62,0.311134602,232,0,0,0,0,0,1721,234,106158,205790,59532,0,0,805523
378,1624181130.060878515,1624181130.160854340,382,381,0,0.052669701,0.097472232,1,0,0,0,1,2.960573130,27.801565888,-23.931092662,0.178050014,0.061597019,0.005918936,0.982073809,2884,1466,0.508321775,0.074296700,0.044095768,0.032273675,0.731593294,58.481527075,2467,0.857143694,555.775391238,725.230373178,833.567728503,0.262830965,0.225283904,0,0,0,0,1.000000000,0,1,0.031698972,0.014033879,0.031698972,0.014033879,0.144049549,0.038072867,1.416678553,0.074296700,0.000000000,0.000001318,0.000001454,0.000002296,0.099379822,-0.239955151,0.965683787,0.000000001,0.000000003,0.000000006,0.556758316,-0.822923986,0.113209055,0.000000000,0.391395309,0.218876439,5.010873141,0.023810375,54.754284131,0,0.208323579,0.177120873,836,786,50,0.289875173,225,0,0,0,0,0,1822,226,106603,206626,59757,0,0,807345
379,1624181130.160876036,1624181130.260798216,383,382,0,0.082978807,0.131862680,1,0,0,0,1,3.020665040,28.210374646,-23.966684662,0.175572789,0.060291857,0.005627279,0.982602372,2839,1471,0.518140190,0.068134854,0.043422937,0.030308510,0.725857899,57.961707543,2452,0.856805246,545.513793703,710.705287647,844.667382186,0.259658865,0.222477077,0,0,0,0,1.000000000,0,1,0.007238867,0.002677951,0.007238867,0.002677951,0.144049549,0.038534035,1.399580696,0.068134854,0.000000000,0.000001321,0.000001456,0.000002215,0.122904986,-0.270516250,0.954837852,0.000000001,0.000000003,0.000000005,0.594056045,-0.801826846,0.064584250,0.000000000,0.416079017,0.217296403,5.176794329,0.024277355,54.827213461,0,0.212644712,0.180819388,814,772,42,0.286720676,192,0,0,0,0,0,1833,192,107010,207440,59949,0,0,809178
380,1624181130.260873556,1624181130.360819817,384,383,0,0.134797002,0.234173016,1,0,0,0,1,3.069687398,28.653127473,-24.009691611,0.171134206,0.058824658,0.005905319,0.983472354,2861,1469,0.513456833,0.070157879,0.041384915,0.029108752,0.760130758,64.851289750,2493,0.860465502,571.192177293,736.395920896,837.552398083,0.266272619,0.229118402,0,0,0,0,1.000000000,0,1,0.009876815,0.004710436,0.009876815,0.004710436,0.148962459,0.038534035,1.428310878,0.070157879,0.000000000,0.000001340,0.000001436,0.000002443,0.122176305,-0.218908031,0.968066229,0.000000002,0.000000003,0.000000006,0.622214086,-0.777652780,0.090032128,0.000000000,0.441913201,0.216567874,5.391718912,0.024618137,55.227639329,0,0.217257538,0.184855829,869,822,47,0.303739951,197,0,0,0,0,0,1795,197,107493,208309,60146,0,0,810973
381,1624181130.360871077,1624181130.460862637,385,384,0,0.304511554,0.471660835,1,0,0,0,1,3.112683752,29.126796074,-24.088740444,0.159854116,0.056733035,0.005781205,0.985492061,2874,1455,0.506263048,0.073567411,0.041163030,0.029614806,0.758977567,60.232083614,2452,0.852309200,567.143836695,697.385516578,825.332806078,0.271378586,0.231298465,0,0,0,0,1.000000000,0,1,0.046388980,0.007997447,0.046388980,0.007997447,0.148962459,0.038165633,1.437317260,0.073567411,0.000000000,0.000001333,0.000001430,0.000002470,0.142224559,-0.255947096,0.956171145,0.000000002,0.000000003,0.000000006,0.587948531,-0.807210288,0.052230977,0.000000000,0.470064867,0.217210123,5.628064059,0.026328800,55.139892514,0,0.223007216,0.189729844,845,806,39,0.294015310,211,0,0,0,0,0,1818,211,107977,209154,60357,0,0,812791
382,1624181130.460868597,1624181130.560880899,386,385,0,0.387906511,0.440409509,1,0,0,0,1,3.159197762,29.644586146,-24.128331727,0.151322599,0.055030529,0.005732595,0.986934775,2872,1447,0.503830084,0.106003534,0.058536370,0.045863688,0.707752049,54.429450830,2489,0.849513400,577.358619738,746.329691962,790.750541713,0.273055245,0.231964090,0,0,0,0,1.000000000,0,1,0.023817455,0.022117297,0.023817455,0.022117297,0.146868661,0.037955350,1.432178056,0.106003534,0.000000000,0.000001315,0.000001413,0.000002308,0.116066165,-0.237057910,0.964537295,0.000000001,0.000000002,0.000000005,0.651029185,-0.756022656,0.067755033,0.000000000,0.494066422,0.222631369,5.914279486,0.027351282,55.244443847,0,0.228606993,0.194478604,789,719,70,0.274721448,283,0,0,0,0,0,1800,283,108362,209943,60640,0,0,814591
383,1624181130.560866356,1624181130.660875320,387,386,0,0.363011370,0.429745724,1,0,0,0,1,3.196346126,30.160832563,-24.129777859,0.132938904,0.054588092,0.005769381,0.989603002,2828,1391,0.491867044,0.066990364,0.042063385,0.029306282,0.610750026,53.293327130,2431,0.836577711,551.090680833,699.827314886,782.802420490,0.270976618,0.226692999,0,0,0,0,1.000000000,0,1,0.042754631,0.001278707,0.042754631,0.001278707,0.143624878,0.038165633,1.386729294,0.066990364,0.000000000,0.000001284,0.000001397,0.000002454,0.111536419,-0.183930390,0.976590620,0.000000002,0.000000003,0.000000007,0.641769749,-0.766366244,0.028537158,0.000000000,0.512752078,0.221391640,6.199369214,0.028708048,55.111947160,0,0.234394548,0.199192337,768,722,46,0.271570014,162,0,0,0,0,0,1898,162,108755,210711,60802,0,0,816489
384,1624181130.660863876,1624181130.760774612,388,387,0,0.380880947,0.459439341,1,0,0,0,1,3.233345449,30.697688522,-24.148850560,0.113401741,0.053019153,0.006102570,0.992114798,2817,1411,0.500887469,0.068537868,0.041108440,0.029573755,0.523222278,52.767705612,2441,0.838769611,531.726329172,703.391549686,812.318741665,0.259703438,0.217831352,0,0,0,0,1.000000000,0,1,0.006209707,0.001618234,0.006209707,0.001618234,0.135302860,0.037955350,1.320684223,0.068537868,0.000000000,0.000001200,0.000001360,0.000002550,0.115156243,-0.121978926,0.985829692,0.000000002,0.000000003,0.000000007,0.659966670,-0.749176985,0.056372333,0.000000000,0.528721297,0.220422462,6.504165037,0.029481834,54.873529688,0,0.239632785,0.203527276,761,705,56,0.270145545,170,0,0,0,0,0,1886,170,109144,211472,60972,0,0,818375
385,1624181130.760861397,1624181130.860738993,389,388,0,0.445661420,0.538656440,1,0,0,0,1,3.267491938,31.253617742,-24.180694281,0.092600268,0.051858229,0.006911675,0.994327986,2796,1372,0.490701001,0.071544290,0.043150027,0.030724132,0.477456612,46.495446895,2412,0.837928411,534.234539900,672.576377099,814.272409751,0.264330784,0.221490274,0,0,0,0,1.000000000,0,1,0.015121807,0.003215290,0.015121807,0.003215290,0.135302860,0.037270914,1.310080811,0.071544290,0.000000000,0.000001162,0.000001350,0.000002581,0.119052708,-0.058505475,0.991162732,0.000000002,0.000000002,0.000000007,0.636310041,-0.767372375,0.079051692,0.000000000,0.542456866,0.217688523,6.839251308,0.029084709,54.175197666,0,0.245290646,0.208126868,744,700,44,0.266094421,174,0,0,0,0,0,1878,174,109533,212216,61146,0,0,820253
386,1624181130.860858917,1624181130.960682631,390,389,0,0.527799060,0.603453279,1,0,0,0,1,3.302617300,31.805126669,-24.215787801,0.069965672,0.050080938,0.007564867,0.996262755,2706,1358,0.501847746,0.073358889,0.042721892,0.029588820,0.396356772,48.185237808,2337,0.845583976,465.059090026,673.311414382,837.759247278,0.235338337,0.198998327,0,0,0,0,1.000000000,0,1,0.021982393,0.007959498,0.021982393,0.007959498,0.131781263,0.036851095,1.079004069,0.073358889,0.000000000,0.000001135,0.000001331,0.000002655,0.151359511,-0.057399475,0.986810822,0.000000002,0.000000003,0.000000005,0.566005408,-0.824097597,-0.022383693,0.000000000,0.551143323,0.217265327,7.164491609,0.029306959,53.753108684,0,0.248747468,0.211047053,701,659,42,0.259053954,161,0,0,0,0,0,1842,163,109868,212917,61307,0,0,822095
387,1624181130.960856438,1624181131.060743093,391,390,0,0.569785953,0.667755254,1,0,0,0,1,3.335490425,32.368708817,-24.229675643,0.045185932,0.049500854,0.008541428,0.997714860,2622,1298,0.495041953,0.069838287,0.043180679,0.029693831,0.367448292,47.360644407,2248,0.830531497,397.971164168,649.931339515,819.132302294,0.213156800,0.177033436,0,0,0,0,1.000000000,0,1,0.008041052,0.008043105,0.008041052,0.008043105,0.131781263,0.034547509,0.904930506,0.069838287,0.000000000,0.000001149,0.000001371,0.000002706,0.142165045,-0.042464610,0.988931674,0.000000002,0.000000003,0.000000008,0.580473178,-0.814220304,-0.009807450,0.000000000,0.554761925,0.220036164,7.482683055,0.029798350,53.435114824,0,0.250008581,0.211885445,656,606,50,0.250190694,150,0,0,0,0,0,1816,150,110180,213573,61457,0,0,823911
