frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,historical_anchor_count,historical_anchor_submap_points,historical_anchor_sampled_points,historical_anchor_matched_points,historical_anchor_overlap_ratio,historical_anchor_nn_rmse,historical_anchor_newest_age,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
601,1624181150.960369825,1624181151.060247183,606,605,0,0.068004195,0.125679852,1,0,0,0,1,18.339244359,87.512994211,-26.110809956,-0.080140432,0.049162636,-0.155525664,0.983347504,1902,806,0.423764458,0.107807147,0.052163619,0.037798574,0.327426680,81.564241174,1651,0.832396215,284.461776315,345.757478793,744.066895208,0.206988753,0.172296654,0,0,0,0,1,0.045007648,0.017358169,0.129988219,0.040839619,0.983376686,0.107807147,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001545,0.000003848,0.000007081,-0.144747480,-0.176606161,-0.973580213,0.000000000,0.000000003,0.000000011,0.289568197,0.956816372,-0.025547778,0.000000000,0.313433469,0.245096359,5.396727203,0.015761244,59.053725593,0,0.217061843,0.180061965,431,392,39,0.226603575,108,0,0,0,0,0,1363,108,159982,310067,90855,0,0,1156771
602,1624181151.060367346,1624181151.160316944,607,606,0,0.069084365,0.155796772,1,0,0,0,1,18.417522101,87.777291040,-26.207579731,-0.081078897,0.051032090,-0.155895000,0.983116823,1876,747,0.398187633,0.063328542,0.045402504,0.028978730,0.294238421,76.099317472,1642,0.818287491,270.720211205,347.036837383,725.871011843,0.201484488,0.164872236,0,0,0,0,1,0.025961805,0.005484285,0.127833164,0.038680204,0.946602646,0.063328542,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001595,0.000004056,0.000007509,-0.181037991,-0.229460738,-0.956333109,0.000000003,0.000000004,0.000000016,0.200832119,0.978053129,-0.055484567,0.000000000,0.317311695,0.246230879,5.472914221,0.016353902,59.927760418,0,0.216835087,0.179898582,404,372,32,0.215351812,59,0,0,0,0,0,1413,59,160182,310471,90914,0,0,1158184
603,1624181151.160364866,1624181151.260356903,608,607,0,0.126204451,0.192409433,1,0,0,0,1,18.505183795,88.037648189,-26.274089303,-0.079353341,0.052449742,-0.155121409,0.983305355,1862,803,0.431256713,0.066997317,0.044979167,0.031562853,0.298196869,68.887249494,1623,0.823054787,257.124437665,334.985841284,743.707640867,0.192484645,0.158425408,0,0,0,0,1,0.037697701,0.008461391,0.111157956,0.045059290,0.909588628,0.066997317,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001468,0.000003788,0.000006784,-0.201800110,-0.241339340,-0.949227074,0.000000003,0.000000004,0.000000013,0.190795360,0.980204527,-0.052879248,0.000000000,0.320020709,0.247714445,5.535624495,0.016889192,60.747605213,0,0.216094209,0.179345447,375,361,14,0.201396348,72,0,0,0,0,0,1415,72,160332,310846,90986,0,0,1159599
604,1624181151.260362625,1624181151.360309839,609,608,0,0.158260917,0.216426606,1,0,0,0,1,18.574570072,88.262869780,-26.344098178,-0.074823166,0.052380645,-0.155506557,0.983603311,1879,809,0.430548164,0.065995514,0.043893172,0.027036358,0.317781949,73.963581698,1652,0.824204198,284.425499273,333.714263865,743.445571378,0.208892893,0.172170399,0,0,0,0,1,0.022815829,0.006286169,0.105531451,0.045060541,0.988504550,0.065995514,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001411,0.000003647,0.000006418,-0.172160893,-0.211259996,-0.962148554,0.000000003,0.000000003,0.000000012,0.216279864,0.975992552,0.025720770,0.000000000,0.322235792,0.251018466,5.553913815,0.017107380,61.925529583,0,0.215479277,0.178854819,380,356,24,0.202235232,65,0,0,0,0,0,1433,66,160497,311226,91051,0,0,1161032
605,1624181151.360360146,1624181151.460279703,610,609,0,0.153764378,0.260183057,1,0,0,0,1,18.624838912,88.466667064,-26.407927293,-0.067964466,0.052200955,-0.155669245,0.984084843,1813,751,0.414230557,0.069936618,0.042639422,0.026638754,0.302810836,72.106546102,1599,0.828429940,277.582206193,327.167572277,719.909696276,0.209549859,0.173597377,0,0,0,0,1,0.035618536,0.002303649,0.105531451,0.046566315,0.995544169,0.069936618,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001454,0.000003674,0.000006408,-0.141863862,-0.176079063,-0.974099999,0.000000003,0.000000004,0.000000013,0.094468171,0.993890423,-0.057075317,0.000000000,0.323667419,0.254261965,5.543292563,0.016765504,62.998458290,0,0.215318749,0.178727606,381,352,29,0.210148924,60,0,0,0,0,0,1371,61,160662,311607,91111,0,0,1162403
606,1624181151.460357666,1624181151.560182810,610,610,0,0.107515136,0.183866461,1,0,0,0,1,18.680611522,88.647610750,-26.493443200,-0.060131811,0.050568150,-0.155177144,0.984757372,1803,767,0.425402108,0.063868699,0.042378207,0.027495257,0.297306369,76.291946524,1606,0.820929586,285.508294374,319.551052946,713.353568117,0.216554534,0.177776024,0,0,0,0,1,0.022432120,0.006534023,0.101476992,0.046142402,1.020688861,0.063868699,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001465,0.000003606,0.000006725,-0.118645896,-0.128827283,-0.984543896,0.000000003,0.000000003,0.000000011,0.115266582,0.991838993,-0.054488772,0.000000000,0.321348415,0.263720838,5.499531505,0.018250724,63.957144727,0,0.215630866,0.178890146,344,320,24,0.190793123,77,0,0,0,0,0,1382,77,160815,311951,91188,0,0,1163785
607,1624181151.660352707,1624181151.760306358,612,611,0,0.083037770,0.158281504,1,0,0,0,1,18.777393052,88.991686870,-26.722966113,-0.052171450,0.047359048,-0.156077310,0.985228468,1751,716,0.408909195,0.066682828,0.042246458,0.026048746,0.275147892,66.754358416,1544,0.820064446,261.631588404,290.050204962,714.497710845,0.206630725,0.169450511,0,0,0,0,1,0.027697093,0.003471384,0.100509799,0.039294565,0.966447253,0.066682828,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001973,0.000004957,0.000008790,-0.091297720,-0.089013550,-0.991837343,0.000000004,0.000000005,0.000000015,0.115066393,0.993282299,-0.012247442,0.000000000,0.319957999,0.265909433,5.667073344,0.018019316,64.522766074,0,0.214955565,0.178298156,347,324,23,0.198172473,56,0,0,0,0,0,1346,58,160959,312298,91244,0,0,1165131
608,1624181151.760350227,1624181151.860291004,613,612,0,0.094597655,0.141075087,1,0,0,0,1,18.808942998,89.131575101,-26.883498477,-0.050740550,0.044489952,-0.156048854,0.985441422,1761,760,0.431572970,0.085192615,0.042598659,0.030278325,0.317507363,64.700172367,1570,0.823809048,278.618185917,301.295335736,713.466684296,0.215418625,0.177463813,0,0,0,0,1,0.032136060,0.013228256,0.100000000,0.033428964,1.012150471,0.085192615,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001564,0.000004025,0.000006661,-0.132641882,-0.150529289,-0.979666813,0.000000003,0.000000004,0.000000011,0.106673605,0.992207447,-0.064382639,0.000000000,0.318510127,0.264863323,5.645722243,0.018016501,64.986378505,0,0.214792952,0.178064048,400,366,34,0.227143668,71,0,0,0,0,0,1288,73,161155,312698,91315,0,0,1166419
609,1624181151.860347986,1624181151.960276127,613,613,0,0.123381138,0.170367765,1,0,0,0,1,18.833031741,89.274097459,-27.001883757,-0.052893233,0.045142127,-0.155748262,0.985346118,1811,788,0.435118719,0.066979596,0.042687565,0.028524648,0.314526085,63.550082828,1585,0.825033503,290.548849003,307.515648286,709.613604433,0.222186828,0.183311577,0,0,0,0,1,0.029483662,0.008859639,0.100000000,0.039294565,1.036814245,0.066979596,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001470,0.000003629,0.000006039,-0.140860676,-0.170626373,-0.975215315,0.000000003,0.000000004,0.000000011,0.107101034,0.992227357,-0.063358028,0.000000000,0.315145760,0.266091324,5.578008095,0.017946609,65.315302639,0,0.214406918,0.177666900,329,312,17,0.181667587,69,0,0,0,0,0,1413,69,161304,313027,91384,0,0,1167832
610,1624181152.060343027,1624181152.160294056,614,614,0,0.065258724,0.131185233,1,0,0,0,1,18.869534757,89.520715059,-27.252655731,-0.062460708,0.045536098,-0.155187155,0.984856371,1769,780,0.440927077,0.069763661,0.045232849,0.030688819,0.269605044,68.226142676,1586,0.828228045,269.118429591,306.002608370,738.448641581,0.204875641,0.169683751,0,0,0,0,1,0.029771783,0.006581603,0.100000000,0.033371559,0.955319386,0.069763661,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001854,0.000004692,0.000008397,-0.158275332,-0.196414922,-0.967662182,0.000000003,0.000000005,0.000000013,0.122927025,0.991998723,-0.028765971,0.000000000,0.309718905,0.268316340,5.653271387,0.017555311,65.871385185,0,0.213536840,0.176961236,331,307,24,0.187111362,81,0,0,0,0,0,1357,81,161440,313358,91465,0,0,1169189
611,1624181152.260338068,1624181152.360261679,615,615,0,0.065146636,0.112277020,1,0,0,0,1,18.901888970,89.711512185,-27.511981951,-0.064327589,0.043799363,-0.154779367,0.984879142,1773,782,0.441060350,0.072151922,0.047921681,0.031258224,0.311413360,76.136819703,1577,0.826473159,277.930996857,296.523879931,728.893295369,0.213243861,0.176240328,0,0,0,0,1,0.012342574,0.011829744,0.100000000,0.031525455,0.992232906,0.072151922,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001905,0.000004752,0.000009397,-0.132214122,-0.177325145,-0.975230854,0.000000003,0.000000004,0.000000012,0.170716052,0.985073504,-0.022050418,0.000000000,0.305432621,0.271568371,5.687446591,0.017964064,66.742066962,0,0.213524946,0.176879839,354,329,25,0.199661591,79,0,0,0,0,0,1340,79,161610,313712,91544,0,0,1170529
612,1624181152.560330868,1624181152.660183191,617,616,0,0.108007685,0.152612648,1,0,0,0,1,18.946253119,89.912410235,-27.908514440,-0.052855648,0.042679735,-0.154991217,0.985577213,1691,733,0.433471319,0.067305476,0.042291680,0.026882892,0.339215726,67.845766369,1503,0.833171581,269.050500830,318.181121427,665.025264695,0.214852482,0.179008983,0,0,0,0,1,0.031550272,0.007480825,0.100000000,0.033119580,1.006981922,0.067305476,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000002241,0.000005623,0.000011049,-0.148733326,-0.229247542,-0.961937608,0.000000004,0.000000004,0.000000013,0.136412217,0.987265375,-0.081846113,0.000000000,0.299465285,0.279378017,5.818987843,0.017860407,67.118935003,0,0.213137523,0.176505193,371,332,39,0.219396807,75,0,0,0,0,0,1245,75,161800,314083,91619,0,0,1171774
613,1624181152.660328388,1624181152.760201216,617,617,0,0.114446437,0.167976462,1,0,0,0,1,18.952300317,89.965688680,-28.063934381,-0.047967434,0.042473671,-0.155206760,0.985802198,1681,765,0.455086258,0.070286695,0.042450610,0.028501256,0.359717419,60.445712980,1501,0.831342584,271.706641847,308.930220964,667.208355488,0.217740660,0.181017083,0,0,0,0,1,0.030294015,0.001033367,0.100000000,0.032218984,1.016685801,0.070286695,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001674,0.000003887,0.000006720,-0.171457677,-0.211634162,-0.962191897,0.000000003,0.000000004,0.000000008,0.029948385,0.995250311,-0.092627823,0.000000000,0.296966866,0.284937019,5.629687930,0.016875623,66.906674783,0,0.212980666,0.176306309,371,335,36,0.220701963,86,0,0,0,0,0,1223,87,161979,314454,91705,0,0,1172997
614,1624181153.060318708,1624181153.160183191,619,618,0,0.086403635,0.132172816,1,0,0,0,1,18.957482654,90.117107637,-28.605395294,-0.031556690,0.044680467,-0.155825539,0.986268844,1640,681,0.415243902,0.069416861,0.042513560,0.029142847,0.303617145,60.783297653,1432,0.826211949,236.678275456,304.992740171,641.464495712,0.200043252,0.165278125,0,0,0,0,1,0.034233619,0.003668462,0.100000000,0.032218984,0.929457496,0.069416861,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000002520,0.000006431,0.000010893,-0.065642005,-0.132462435,-0.989012048,0.000000004,0.000000007,0.000000014,0.091458631,-0.993729015,0.064327013,0.000000000,0.293730190,0.244331332,5.829989149,0.016136326,67.367003378,0,0.210382761,0.174055519,398,332,66,0.242682927,77,0,0,0,0,0,1165,77,162226,314852,91782,0,0,1174162
615,1624181153.160316229,1624181153.260238171,620,619,0,0.075403858,0.116798532,1,0,0,0,1,18.946047546,90.131637616,-28.730098551,-0.028472846,0.045380051,-0.156454718,0.986231144,1630,717,0.439877301,0.076573350,0.044556362,0.029931808,0.352954541,62.923728352,1419,0.830989711,257.541064072,288.343509398,633.289827136,0.218407950,0.181494760,0,0,0,0,1,0.013931567,0.002610968,0.100000000,0.033119580,1.019801546,0.076573350,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001763,0.000004537,0.000007526,-0.065268537,-0.135383222,-0.988641189,0.000000004,0.000000005,0.000000011,-0.002445332,-0.998877784,0.047298965,0.000000000,0.297684329,0.218619199,5.625397609,0.016330925,67.867523963,0,0.209222547,0.173026803,378,340,38,0.231901840,90,0,0,0,0,0,1161,91,162430,315230,91872,0,0,1175323
616,1624181153.260313749,1624181153.360313416,621,620,0,0.087738805,0.134023797,1,0,0,0,1,18.953316603,90.148954701,-28.848644400,-0.024230492,0.044273031,-0.156628704,0.986367189,1663,715,0.429945881,0.067668031,0.040643310,0.025962813,0.246529080,67.913990707,1441,0.824792273,229.563922093,304.792779302,654.168964640,0.193150160,0.159308759,0,0,0,0,1,0.017073077,0.001483450,0.100000000,0.030368513,0.895888189,0.067668031,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001639,0.000003778,0.000006617,-0.085513035,-0.150798412,-0.984859056,0.000000003,0.000000007,0.000000012,0.274458577,-0.958209425,0.080667142,0.000000000,0.296929268,0.199345207,5.416452296,0.013449066,68.600792462,0,0.207069605,0.171161836,380,334,46,0.228502706,71,0,0,0,0,0,1209,74,162628,315610,91943,0,0,1176532
617,1624181153.360311508,1624181153.460338354,622,621,0,0.078625108,0.120114822,1,0,0,0,1,18.949868433,90.156065856,-28.968167824,-0.021135303,0.043424391,-0.156716361,0.986462165,1624,726,0.447044335,0.071960031,0.044335132,0.030975917,0.248226696,65.141423440,1412,0.828586585,225.194784107,280.556552893,664.212920481,0.192480055,0.159486391,0,0,0,0,1,0.008110130,0.003385458,0.100000000,0.032574455,0.894691980,0.071960031,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001600,0.000003809,0.000006315,-0.148289098,-0.175909831,-0.973173199,0.000000004,0.000000006,0.000000013,0.229652247,-0.972852827,0.028587092,0.000000000,0.298903367,0.200180914,5.216917024,0.012597849,68.777234112,0,0.207245572,0.171373968,362,330,32,0.222906404,79,0,0,0,0,0,1183,79,162841,315972,92022,0,0,1177715
618,1624181153.460309029,1624181153.560334921,623,622,0,0.080674399,0.139762114,1,0,0,0,1,18.933793029,90.153247495,-29.092898670,-0.019506248,0.041611943,-0.156714404,0.986574147,1633,718,0.439681568,0.065366522,0.042809920,0.027602266,0.210885076,71.454605348,1429,0.827123536,202.518014408,306.734783549,672.706735683,0.171340904,0.141720094,0,0,0,0,1,0.016840701,0.002470888,0.100000000,0.030948523,0.797884018,0.065366522,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001553,0.000003825,0.000006812,-0.103130533,-0.122335619,-0.987116047,0.000000003,0.000000010,0.000000015,0.717117806,-0.696311524,-0.029871626,0.000000000,0.298514632,0.202242077,5.031004021,0.011376057,68.897951905,0,0.206659090,0.170884775,382,358,24,0.233925291,81,0,0,0,0,0,1169,82,163042,316354,92103,0,0,1178884
619,1624181153.560306549,1624181153.660363913,624,623,0,0.041162972,0.105628074,1,0,0,0,1,18.922583061,90.167354079,-29.235265407,-0.017070916,0.039986580,-0.157341748,0.986586657,1581,724,0.457938014,0.070767005,0.039792270,0.024911394,0.245911258,59.139357171,1393,0.835289501,212.190075615,313.997488692,637.370710139,0.182363084,0.152325970,0,0,0,0,1,0.019929097,0.002828546,0.100000000,0.030000000,0.854708900,0.070767005,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001554,0.000003515,0.000006059,-0.108905947,-0.135577065,-0.984763095,0.000000004,0.000000007,0.000000013,0.628118356,-0.775698728,0.061309174,0.000000000,0.294951010,0.184375519,4.863616410,0.011809780,68.541756957,0,0.204870808,0.169437410,365,333,32,0.230866540,84,0,0,0,0,0,1132,84,163230,316719,92187,0,0,1180016
620,1624181153.660304070,1624181153.760304451,625,624,0,0.023915426,0.067554602,1,0,0,0,1,18.895204814,90.165265375,-29.365901244,-0.015380517,0.038499294,-0.157041473,0.986721450,1547,678,0.438267615,0.064206672,0.040730004,0.026084484,0.328588321,59.023427625,1346,0.830150201,230.372651754,293.686356680,593.323162546,0.206171763,0.171153530,0,0,0,0,1,0.019066990,0.003373723,0.100000000,0.030000000,0.975282994,0.064206672,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001688,0.000003761,0.000005953,-0.095273851,-0.162781484,-0.982051466,0.000000004,0.000000007,0.000000013,0.802630187,-0.590231987,0.086087078,0.000000000,0.298080307,0.136453584,4.693906131,0.012512560,68.147588405,0,0.204743058,0.169304089,357,330,27,0.230769231,59,0,0,0,0,0,1130,60,163431,317076,92246,0,0,1181146
621,1624181153.760301590,1624181153.860244751,626,625,0,0.034309413,0.053220703,1,0,0,0,1,18.879199866,90.178889508,-29.480074440,-0.014574519,0.038059517,-0.157386115,0.986695833,1532,670,0.437336815,0.064736980,0.042004669,0.026526540,0.375189016,60.100763763,1352,0.832077360,250.962764352,297.940476866,576.065349997,0.223084241,0.185623346,0,0,0,0,1,0.025292889,0.002852851,0.100000000,0.030000000,1.066259315,0.064736980,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001881,0.000003875,0.000005796,-0.057426174,-0.129807128,-0.989874913,0.000000003,0.000000007,0.000000016,0.898238760,-0.438226190,0.033540071,0.000000000,0.300468423,0.071382244,4.517859886,0.011937952,67.074414534,0,0.205547832,0.169970423,329,301,28,0.214751958,62,0,0,0,0,0,1139,64,163614,317405,92308,0,0,1182285
622,1624181153.860299349,1624181153.960227013,627,626,0,0.036417700,0.074419898,1,0,0,0,1,18.865976980,90.188804618,-29.604274137,-0.014819397,0.037675216,-0.157365963,0.986710149,1568,723,0.461096939,0.064193893,0.042417036,0.026084833,0.377956066,71.939049120,1389,0.836616071,269.864463684,300.862946755,591.332311909,0.232229427,0.194286871,0,0,0,0,1,0.009832596,0.003231613,0.100000000,0.030000000,1.109969888,0.064193893,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001763,0.000003769,0.000006280,-0.075979276,-0.175626439,-0.981520506,0.000000003,0.000000007,0.000000008,0.811347632,-0.575808023,0.100797520,0.000000000,0.304654306,0.070669455,4.360499252,0.010581806,66.866401117,0,0.207085079,0.171441155,358,342,16,0.228316327,70,0,0,0,0,0,1140,70,163780,317763,92378,0,0,1183425
623,1624181153.960296869,1624181154.060211182,628,627,0,0.065769158,0.101943444,1,0,0,0,1,18.852700513,90.191595091,-29.721742581,-0.016033716,0.037634445,-0.157147585,0.986727523,1576,731,0.463832487,0.069363321,0.043235748,0.029399380,0.414598233,65.497624183,1406,0.832341723,270.895179901,307.646739290,591.730543642,0.231480436,0.192670825,0,0,0,0,1,0.015203558,0.004314240,0.100000000,0.030000000,1.106389990,0.069363321,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001716,0.000003794,0.000006297,-0.099633082,-0.207736490,-0.973097528,0.000000003,0.000000006,0.000000011,0.745430185,-0.660119310,0.092608508,0.000000000,0.310474374,0.070238490,4.232902086,0.010527964,66.696919851,0,0.209034869,0.173153426,335,316,19,0.212563452,86,0,0,0,0,0,1155,86,163936,318098,92464,0,0,1184580
624,1624181154.060294390,1624181154.160224915,629,628,0,0.034928923,0.079872163,1,0,0,0,1,18.837389325,90.201078910,-29.837231894,-0.018701984,0.038324726,-0.157196200,0.986646241,1607,727,0.452395769,0.071443862,0.042530054,0.029241251,0.373387719,67.464903697,1424,0.829771445,242.533138346,327.922656459,611.138742898,0.205259191,0.170318215,0,0,0,0,1,0.013890755,0.002737954,0.100000000,0.030000000,0.980481988,0.071443862,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001689,0.000003608,0.000006304,-0.080027585,-0.178449402,-0.980689246,0.000000003,0.000000008,0.000000013,0.769568065,-0.633869284,0.077296342,0.000000000,0.313254662,0.069526908,4.130391679,0.010613353,66.371985951,0,0.208853184,0.173060817,370,340,30,0.230242688,95,0,0,0,0,0,1139,98,164119,318468,92559,0,0,1185719
625,1624181154.160291910,1624181154.260190248,630,629,0,0.020483754,0.076236997,1,0,0,0,1,18.832120979,90.199637603,-29.966607091,-0.019327545,0.038572135,-0.157018757,0.986652799,1575,680,0.431746032,0.072675468,0.041646048,0.028766730,0.334830108,74.070423498,1386,0.829798500,241.364469903,309.377340923,599.358910216,0.209863767,0.174144639,0,0,0,0,1,0.013273086,0.000972804,0.100000000,0.030000000,1.005047355,0.072675468,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001714,0.000003600,0.000006652,-0.078147766,-0.164322984,-0.983306099,0.000000003,0.000000009,0.000000012,0.400525345,-0.914035149,0.064180956,0.000000000,0.314855626,0.070138828,4.052122231,0.009021187,66.470179821,0,0.208868879,0.173088180,362,338,24,0.229841270,76,0,0,0,0,0,1136,77,164313,318830,92635,0,0,1186855
626,1624181154.260289431,1624181154.360132217,631,630,0,0.030330244,0.057756452,1,0,0,0,1,18.828511327,90.196582247,-30.098641893,-0.020565094,0.038677460,-0.157303679,0.986578270,1553,691,0.444945267,0.067948117,0.040844968,0.027489486,0.388058035,76.043192185,1374,0.833628734,253.384108285,308.980682526,583.041089814,0.221217747,0.184413470,0,0,0,0,1,0.010776283,0.002658074,0.100000000,0.030000000,1.059422094,0.067948117,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001731,0.000003430,0.000006940,-0.087698423,-0.180640360,-0.979631587,0.000000003,0.000000007,0.000000010,0.224642054,-0.962775509,0.150330526,0.000000000,0.319393209,0.067663397,3.759464335,0.008968775,66.457742104,0,0.209102040,0.173420052,388,363,25,0.249839021,81,0,0,0,0,0,1083,82,164503,319218,92716,0,0,1187938
627,1624181154.360286951,1624181154.460146189,632,631,0,0.020616605,0.043432147,1,0,0,0,1,18.815365962,90.203145617,-30.237264456,-0.020578608,0.038583022,-0.157375662,0.986570206,1556,728,0.467866324,0.080129137,0.046476134,0.030688387,0.379366020,74.945791597,1381,0.829783550,248.808167656,307.640940000,589.481974684,0.217123151,0.180165219,0,0,0,0,1,0.015534423,0.000906712,0.100000000,0.030000000,1.039812884,0.080129137,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001668,0.000003459,0.000006306,-0.071185278,-0.174860199,-0.982016582,0.000000003,0.000000007,0.000000009,0.697564844,-0.708860074,0.104502075,0.000000000,0.324604116,0.073458394,3.683608283,0.008540976,66.867313763,0,0.209626661,0.173955787,344,328,16,0.221079692,107,0,0,0,0,0,1102,110,164675,319562,92823,0,0,1189040
628,1624181154.460284710,1624181154.560156107,633,632,0,0.028937516,0.050613816,1,0,0,0,1,18.803795308,90.198514651,-30.369931119,-0.020960548,0.038572525,-0.157551263,0.986534548,1570,754,0.480254777,0.073342659,0.043817298,0.030795679,0.427630434,70.212169058,1400,0.836595515,265.597221229,316.305979674,589.330520013,0.226767055,0.189712301,0,0,0,0,1,0.004809428,0.002202759,0.100000000,0.030000000,1.083861789,0.073342659,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001656,0.000003362,0.000005571,-0.057731602,-0.153424227,-0.986472538,0.000000002,0.000000006,0.000000008,0.633676614,-0.772288279,0.044997361,0.000000000,0.330110269,0.057111332,3.630022327,0.008555526,67.142913598,0,0.210194083,0.174568212,373,348,25,0.237579618,88,0,0,0,0,0,1107,90,164860,319935,92911,0,0,1190147
629,1624181154.560282230,1624181154.660181999,634,633,0,0.033786569,0.073852774,1,0,0,0,1,18.797213248,90.199860913,-30.513383651,-0.020840721,0.037903262,-0.157543405,0.986564282,1531,720,0.470280862,0.069757642,0.039804661,0.025300862,0.406772118,69.625028342,1373,0.834866219,266.640401979,307.045689021,572.585227007,0.232615436,0.194202769,0,0,0,0,1,0.012581332,0.001078853,0.100000000,0.030000000,1.109241193,0.069757642,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001707,0.000003510,0.000005769,-0.041091593,-0.149120601,-0.987964841,0.000000003,0.000000007,0.000000009,0.767112659,-0.641509983,0.001763657,0.000000000,0.334722571,0.056238484,3.420023136,0.008215167,67.446660873,0,0.210715513,0.175112772,360,330,30,0.235140431,83,0,0,0,0,0,1086,85,165042,320295,92994,0,0,1191233
630,1624181154.660279751,1624181154.760246038,635,634,0,0.050154938,0.099469846,1,0,0,0,1,18.781629224,90.195742263,-30.655614099,-0.019309456,0.038515568,-0.157424323,0.986590735,1531,738,0.482037884,0.063899944,0.041533326,0.027917067,0.452337130,66.333028478,1358,0.836664776,281.536583242,299.915434020,554.738748255,0.247789889,0.207317072,0,0,0,0,1,0.008100410,0.000235220,0.100000000,0.030000000,1.181601518,0.063899944,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001755,0.000003841,0.000005673,-0.115967699,-0.225970736,-0.967206658,0.000000003,0.000000007,0.000000008,0.476196126,-0.876666606,0.068504829,0.000000000,0.343859175,0.059572481,3.239589611,0.007528017,67.352005163,0,0.212861226,0.176994438,371,350,21,0.242325278,80,0,0,0,0,0,1079,81,165207,320666,93074,0,0,1192312
631,1624181154.760277271,1624181154.860261440,636,635,0,0.026809774,0.061754187,1,0,0,0,1,18.771563849,90.189836950,-30.809395205,-0.019292421,0.037774241,-0.157579055,0.986595029,1509,694,0.459907223,0.061817357,0.039120623,0.027386889,0.385598697,74.189022352,1342,0.833456977,245.369540196,296.442510752,576.687212370,0.219373895,0.182838704,0,0,0,0,1,0.015553272,0.002035487,0.100000000,0.030000000,1.036964973,0.061817357,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000001869,0.000003920,0.000006549,-0.084292723,-0.194738538,-0.977226503,0.000000003,0.000000009,0.000000013,0.763892457,-0.644508215,0.032824920,0.000000000,0.347568442,0.064222556,2.947084519,0.007300765,67.254615296,0,0.213167727,0.177324356,363,333,30,0.240556660,64,0,0,0,0,0,1082,64,165400,321029,93138,0,0,1193394
