frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
269,1624181116.861199617,1624181116.961097002,274,273,0,0.120530800,0.139762160,1,0,0,0,1,0.337167068,0.401367349,-7.300686783,-0.001481570,0.066426833,0.002141824,0.997787900,4133,2566,0.620856521,0.064481676,0.037134286,0.025762778,0.679580472,42.908371060,3444,0.884148711,851.008733594,1067.104869321,1126.894557767,0.279476668,0.247098935,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000846,0.000001163,0.000001640,-0.116082877,-0.150266158,-0.981806930,0.000000001,0.000000002,0.000000003,-0.011163505,0.987900282,-0.154688105,0.000000000,0.676102687,0.216180386,3.082925632,0.012227152,37.008444810,0,0.269299265,0.239153420,1288,1224,64,0.311638035,313,0,0,0,0,0,2531,314,50205,98500,31145,0,0,580367
270,1624181116.961197138,1624181117.061096668,275,274,0,0.072325464,0.101779542,1,0,0,0,1,0.333008769,0.388492226,-7.409587273,-0.001464710,0.067340454,0.002385806,0.997726128,4128,2584,0.625968992,0.077759218,0.046281760,0.032769963,0.675146659,43.393361842,3529,0.886430455,840.736735227,1105.939921390,1181.536420151,0.268759421,0.238236536,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000851,0.000001191,0.000001562,-0.094782406,-0.117222328,-0.988572315,0.000000001,0.000000002,0.000000003,-0.034084334,0.974340438,-0.222483640,0.000000000,0.681789402,0.215318401,3.146379012,0.011336142,37.429296193,0,0.270094354,0.239678276,1200,1140,60,0.290697674,431,0,0,0,0,0,2497,431,50817,99700,31576,0,0,582864
271,1624181117.061194897,1624181117.161144495,276,275,0,0.127650376,0.185287132,1,0,0,0,1,0.316165033,0.383619701,-7.563825893,-0.001836978,0.066763618,0.002773818,0.997763274,4189,2570,0.613511578,0.081128342,0.051043354,0.033335184,0.667677711,44.622376219,3491,0.882652328,838.561376629,1076.900900655,1165.876998554,0.272141852,0.240206639,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000876,0.000001241,0.000001698,-0.098561210,-0.120756204,-0.987777114,0.000000001,0.000000002,0.000000003,-0.050992414,0.979056412,-0.197099761,0.000000000,0.685565893,0.188397046,3.153625318,0.011449935,37.915360554,0,0.271189280,0.240394296,1263,1204,59,0.301503939,442,0,0,0,0,0,2484,442,51502,100963,32018,0,0,585348
272,1624181117.161192417,1624181117.261156797,276,276,0,0.241082930,0.288628553,1,0,0,0,1,0.299644656,0.374235277,-7.724439995,-0.001940210,0.061962611,0.002812136,0.998072624,4150,2545,0.613253012,0.075611460,0.044834871,0.030928047,0.625490758,44.133784675,3506,0.882326019,848.332530859,1099.987629122,1145.114862728,0.274236415,0.241965924,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000834,0.000001222,0.000001752,-0.096126733,-0.121797480,-0.987889177,0.000000001,0.000000001,0.000000003,-0.043968148,0.990746218,-0.128408461,0.000000000,0.687149918,0.097420104,3.139931278,0.011028344,38.347603729,0,0.272319223,0.241186838,1248,1187,61,0.300722892,374,0,0,0,0,0,2527,375,52177,102211,32392,0,0,587875
273,1624181117.361187458,1624181117.461190701,278,277,0,0.149684205,0.269987087,1,0,0,0,1,0.250471188,0.368842530,-8.096975683,-0.001238470,0.046355565,0.002790556,0.998920337,4095,2551,0.622954823,0.073058443,0.043279410,0.030303847,0.640773828,45.834506505,3464,0.882883203,900.915284988,1041.035258804,1116.356870872,0.294579701,0.260079470,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000924,0.000001254,0.000002282,0.117255047,0.047109757,0.991983833,0.000000001,0.000000002,0.000000003,-0.037907327,0.988894669,-0.143702360,0.000000000,0.685421059,0.097491504,3.294901801,0.009595952,38.905012017,0,0.273775476,0.242312028,1212,1113,99,0.295970696,388,0,0,0,0,0,2495,388,52849,103423,32780,0,0,590370
274,1624181117.461184978,1624181117.561151028,279,278,0,0.057301893,0.125847670,1,0,0,0,1,0.229948707,0.369252464,-8.269021785,-0.001609347,0.038982213,0.002648657,0.999235098,4126,2459,0.595976733,0.067850003,0.042008946,0.027799557,0.591191367,44.128256274,3442,0.883303164,892.857214387,991.303320856,1156.168955917,0.293671201,0.259400701,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000759,0.000001074,0.000001747,0.106384084,0.023373520,0.994050353,0.000000001,0.000000002,0.000000003,-0.060072587,0.991471767,-0.115650415,0.000000000,0.681532961,0.095453660,3.278547584,0.009306524,39.326799448,0,0.275175171,0.243428219,1251,1143,108,0.303199224,297,0,0,0,0,0,2578,297,53562,104674,33077,0,0,592948
275,1624181117.561182737,1624181117.661097050,280,279,0,0.042818070,0.068905235,1,0,0,0,1,0.204480204,0.369340458,-8.444135026,-0.001748523,0.035543687,0.002701715,0.999362942,4057,2424,0.597485827,0.067213536,0.040181399,0.027020216,0.509683111,46.334222275,3389,0.880596413,895.169694252,920.187508391,1168.984040402,0.299955542,0.264139774,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000782,0.000001127,0.000001965,0.111202227,-0.058258138,0.992088733,0.000000001,0.000000001,0.000000003,-0.005425075,0.997563305,-0.069555887,0.000000000,0.675366049,0.092718780,3.338746528,0.008939953,39.739012343,0,0.277346780,0.245180663,1185,1081,104,0.292087750,284,0,0,0,0,0,2588,284,54236,105859,33361,0,0,595536
276,1624181117.661180258,1624181117.761062384,281,280,0,0.035297909,0.061557417,1,0,0,0,1,0.178282359,0.360873977,-8.566256399,-0.001527061,0.033810553,0.002954373,0.999422727,4095,2458,0.600244200,0.063828190,0.036377946,0.024991250,0.563416759,47.258116316,3435,0.880701903,910.411096718,969.886248250,1144.913690344,0.300941351,0.265039621,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000817,0.000001137,0.000002043,0.112933985,-0.023638398,0.993321268,0.000000001,0.000000002,0.000000003,0.011264106,0.994954190,-0.099695936,0.000000000,0.671389047,0.093563659,3.377018038,0.009123893,40.265959322,0,0.279568198,0.247068995,1167,1088,79,0.284981685,267,0,0,0,0,0,2661,267,54880,107026,33628,0,0,598197
277,1624181117.761177778,1624181117.860965014,282,281,0,0.155671873,0.207204539,1,0,0,0,1,0.171012972,0.351111027,-8.644787398,0.001724126,0.035337126,0.002728412,0.999370237,3981,2358,0.592313489,0.066969581,0.040439771,0.026978313,0.532364383,44.823394746,3386,0.873046779,897.712821582,913.302933257,1145.120639737,0.303677741,0.265124873,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000824,0.000001152,0.000002151,0.108121808,0.018009292,0.993974517,0.000000001,0.000000002,0.000000003,-0.066757434,0.990954583,-0.116415033,0.000000000,0.660871551,0.093255104,3.323841591,0.008312724,40.796721233,0,0.281282520,0.248375482,1188,1119,69,0.298417483,280,0,0,0,0,0,2511,282,55515,108214,33908,0,0,600708
278,1624181117.861175299,1624181117.961073637,283,282,0,0.339988804,0.381889940,1,0,0,0,1,0.164889001,0.342904330,-8.680562221,0.008924543,0.035883971,0.002735999,0.999312367,4035,2379,0.589591078,0.084088565,0.050352098,0.036518651,0.498970155,46.097947785,3384,0.876339744,879.380933237,922.131214141,1164.021546148,0.296533786,0.259864342,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000808,0.000001135,0.000002216,0.091320833,0.024111773,0.995529572,0.000000001,0.000000002,0.000000003,-0.071263304,0.989134383,-0.128587379,0.000000000,0.650238359,0.107674324,3.190219694,0.008743433,41.316769339,0,0.282898760,0.249616597,1192,1121,71,0.295415118,427,0,0,0,0,0,2415,428,56178,109406,34335,0,0,603123
279,1624181117.961172819,1624181118.061086893,284,283,0,0.175556711,0.325578524,1,0,0,0,1,0.136310772,0.332579228,-9.006719409,0.014538548,0.036979131,0.002553444,0.999207013,4039,2436,0.603119584,0.078494346,0.046753317,0.033838666,0.483704717,48.293270104,3395,0.874676935,895.062040029,956.792588560,1117.673565396,0.301415572,0.263641249,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000799,0.000001105,0.000002323,0.093654500,-0.003401083,0.995598949,0.000000001,0.000000001,0.000000003,0.046490539,0.996351444,-0.071571146,0.000000000,0.637305562,0.110837083,3.361785063,0.008454687,41.925068452,0,0.284458241,0.250821643,1212,1136,76,0.300074276,369,0,0,0,0,0,2458,369,56844,110618,34704,0,0,605581
280,1624181118.061170578,1624181118.161195278,285,284,0,0.154461664,0.172239694,1,0,0,0,1,0.107369759,0.326871714,-9.292667362,0.028512890,0.038967513,0.001808683,0.998831956,4063,2473,0.608663549,0.074738543,0.045226728,0.032812677,0.526849861,51.795725554,3395,0.872818412,894.262417433,945.921557619,1123.034534872,0.301787538,0.263405719,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000782,0.000001083,0.000002137,0.076210556,-0.048419679,0.995915401,0.000000001,0.000000002,0.000000003,0.051245292,0.995149755,-0.083969550,0.000000000,0.628466322,0.107006414,3.495516507,0.007871390,42.672631416,0,0.286275357,0.252231648,1215,1137,78,0.299040118,394,0,0,0,0,0,2454,394,57545,111833,35098,0,0,608035
281,1624181118.161168098,1624181118.261202812,286,285,0,0.171937026,0.202821069,1,0,0,0,1,0.101389536,0.332057130,-9.413500862,0.036631212,0.040520945,0.001284470,0.998506163,4042,2469,0.610836220,0.068054247,0.040545788,0.028064890,0.503771542,55.686806796,3397,0.874061721,892.323514283,956.270096466,1120.594056538,0.300527826,0.262679869,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000840,0.000001168,0.000002677,0.081614935,-0.059940060,0.994859885,0.000000001,0.000000002,0.000000003,0.124343745,0.989870857,-0.068515108,0.000000000,0.617295966,0.101848745,3.401541066,0.007794976,43.662156742,0,0.287478927,0.253144103,1280,1215,65,0.316674913,295,0,0,0,0,0,2467,295,58248,113113,35393,0,0,610502
282,1624181118.261165619,1624181118.361189604,287,286,0,0.186487756,0.211728119,1,0,0,0,1,0.088938157,0.338234356,-9.543836603,0.044463137,0.042084567,0.001313904,0.998123335,4017,2512,0.625342295,0.066677859,0.038314998,0.026782920,0.519039898,56.448839839,3391,0.879677573,909.267825701,945.299639817,1128.419186206,0.304817933,0.268141500,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000823,0.000001123,0.000002704,0.086112701,-0.074942505,0.993462744,0.000000001,0.000000002,0.000000003,0.091725065,0.990581674,-0.101658545,0.000000000,0.606829426,0.094722748,3.368749564,0.008447297,44.653166236,0,0.289114406,0.254535051,1231,1154,77,0.306447598,285,0,0,0,0,0,2501,285,58938,114344,35678,0,0,613003
283,1624181118.361163139,1624181118.461122274,288,287,0,0.149760345,0.198613334,1,0,0,0,1,0.078277551,0.363572136,-9.708393880,0.051083014,0.042348537,0.001021564,0.997795612,3991,2437,0.610623904,0.060842340,0.037922983,0.025117063,0.465803139,58.541166540,3336,0.876036781,854.148542224,941.433745207,1126.876412718,0.292270526,0.256039731,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000815,0.000001139,0.000003145,0.080363277,-0.043733003,0.995805788,0.000000001,0.000000002,0.000000004,0.156136887,0.984285453,-0.082482843,0.000000000,0.596632782,0.095296526,3.368605602,0.008084650,45.642385677,0,0.290045168,0.255312832,1197,1126,71,0.299924831,245,0,0,0,0,0,2549,245,59580,115541,35923,0,0,615552
284,1624181118.461160660,1624181118.561083794,289,288,0,0.074374480,0.152399167,1,0,0,0,1,0.065407311,0.389851439,-9.878975881,0.057000956,0.042346359,0.000827977,0.997475309,3870,2404,0.621188630,0.061827066,0.036788495,0.026035778,0.500544482,62.920493104,3242,0.883063866,864.979436701,900.798238276,1097.115379008,0.302134736,0.266804268,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000804,0.000001148,0.000003166,0.076519829,-0.052141075,0.995703783,0.000000001,0.000000002,0.000000003,0.132839902,0.988595871,-0.070934926,0.000000000,0.585415303,0.093784240,3.383702660,0.007158840,46.874669052,0,0.290777823,0.256000472,1212,1136,76,0.313178295,255,0,0,0,0,0,2403,255,60256,116753,36178,0,0,617955
285,1624181118.561158180,1624181118.661092520,290,289,0,0.036230019,0.086507918,1,0,0,0,1,0.047525661,0.424671080,-10.098721584,0.061083869,0.041588073,0.000913644,0.997265440,4000,2457,0.614250000,0.060454962,0.036557555,0.024964760,0.497495992,61.616933001,3371,0.879893458,899.085113975,914.748676238,1152.287057878,0.303118167,0.266711692,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000777,0.000001157,0.000002923,0.084561326,-0.032818254,0.995877675,0.000000001,0.000000002,0.000000003,0.143787466,0.988802320,-0.039939155,0.000000000,0.576112630,0.098107436,3.436951733,0.006841048,48.099030440,0,0.291752271,0.256796409,1212,1149,63,0.303000000,250,0,0,0,0,0,2538,250,60893,117965,36428,0,0,620493
286,1624181118.661155939,1624181118.761154652,291,290,0,0.025650274,0.057475186,1,0,0,0,1,0.036997377,0.480272523,-10.307859377,0.063471226,0.041880000,0.001023925,0.997104017,3937,2452,0.622809246,0.058149820,0.034259169,0.024073561,0.513069099,68.260678848,3341,0.880194809,887.091983900,912.755709855,1140.883164263,0.301656978,0.265516906,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000784,0.000001135,0.000003405,0.086708191,-0.078100720,0.993167643,0.000000001,0.000000002,0.000000003,0.337083422,0.941112028,0.026132678,0.000000000,0.567643951,0.105446862,3.412950119,0.006492824,49.632200378,0,0.292766694,0.257636688,1215,1163,52,0.308610617,219,0,0,0,0,0,2503,219,61491,119180,36647,0,0,622996
287,1624181118.761153460,1624181118.861121416,292,291,0,0.049751897,0.062663188,1,0,0,0,1,0.040678932,0.548814896,-10.432521864,0.066119958,0.041866665,0.000906420,0.996932551,3942,2558,0.648909183,0.056859694,0.035402946,0.024451546,0.501011312,69.477338723,3351,0.886670454,876.153794158,919.530186085,1175.548710983,0.294878889,0.261460398,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000732,0.000001092,0.000003386,0.086657661,-0.092749045,0.991911319,0.000000001,0.000000002,0.000000003,0.302791258,0.953043368,-0.005078646,0.000000000,0.559912736,0.110229608,3.351272461,0.006176035,51.103916965,0,0.293407342,0.258232074,1076,1023,53,0.272957889,225,0,0,0,0,0,2640,226,62017,120256,36872,0,0,625636
288,1624181118.861150980,1624181118.961096048,293,292,0,0.098688795,0.122872811,1,0,0,0,1,0.033429655,0.627055671,-10.593117813,0.068300491,0.041777421,0.001020370,0.996789170,3906,2490,0.637480799,0.060837018,0.036024610,0.024660859,0.459374538,71.177230212,3334,0.880643846,836.116185761,908.970652836,1190.979743852,0.284774259,0.250784699,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000747,0.000001144,0.000003740,0.077920661,-0.061955090,0.995032631,0.000000002,0.000000002,0.000000003,0.327714397,0.944704524,-0.011689126,0.000000000,0.547747989,0.113801453,3.362673769,0.006022667,52.687641021,0,0.293567805,0.258317142,1144,1095,49,0.292882744,261,0,0,0,0,0,2500,262,62608,121400,37133,0,0,628136
289,1624181118.961148500,1624181119.061114311,294,293,0,0.103451779,0.117205719,1,0,0,0,1,0.016507283,0.719130246,-10.759080378,0.071684062,0.040892257,0.000922739,0.996588364,3889,2446,0.628953458,0.056038468,0.033047935,0.023416463,0.432591726,77.678728703,3265,0.879611505,821.720599875,894.551885016,1155.659077308,0.286121233,0.251675528,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000767,0.000001157,0.000004385,0.091594649,-0.068440082,0.993441682,0.000000002,0.000000002,0.000000004,0.249479975,0.966687003,-0.057236186,0.000000000,0.535398552,0.120694652,3.443481714,0.005571512,54.426158903,0,0.293900033,0.258545972,1120,1065,55,0.287991772,194,0,0,0,0,0,2575,194,63156,122520,37327,0,0,630711
290,1624181119.061146021,1624181119.160833120,295,294,0,0.096143213,0.124444829,1,0,0,0,1,0.000468886,0.808220614,-10.955329893,0.075171079,0.040673522,0.000877606,0.996340405,3918,2504,0.639101582,0.057844032,0.034490071,0.022996449,0.465110723,66.147711590,3323,0.878476704,825.750628014,886.145019608,1207.282439941,0.282870933,0.248495525,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000728,0.000001177,0.000003325,0.087818888,-0.072971691,0.993460102,0.000000002,0.000000002,0.000000003,0.096598310,0.988522044,-0.116159096,0.000000000,0.524896755,0.121988293,3.504370404,0.005001391,55.563876390,0,0.294605609,0.259058921,983,939,44,0.250893313,238,0,0,0,0,0,2697,238,63595,123503,37565,0,0,633408
291,1624181119.161143780,1624181119.261024952,296,295,0,0.050983553,0.107019949,1,0,0,0,1,0.002349349,0.930965237,-11.116703639,0.077684103,0.040154214,0.000795716,0.996168754,3872,2474,0.638946281,0.055990124,0.034231731,0.022895348,0.475671308,72.360076556,3297,0.879972676,841.546299498,871.930294815,1187.793318330,0.290061361,0.255246072,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000773,0.000001266,0.000004004,0.091308524,-0.086831985,0.992029717,0.000000002,0.000000002,0.000000003,0.387202247,0.921581287,-0.027610726,0.000000000,0.515296435,0.119165900,3.545395554,0.004964852,56.950761407,0,0.295501584,0.259810893,1005,952,53,0.259555785,201,0,0,0,0,0,2666,201,64093,124508,37766,0,0,636074
292,1624181119.261141300,1624181119.360979557,297,296,0,0.065587968,0.082138458,1,0,0,0,1,-0.001543772,1.067533110,-11.289627570,0.082557463,0.041049061,0.001123560,0.995739915,3850,2452,0.636883117,0.057285156,0.034816118,0.023398542,0.410986414,76.438700413,3255,0.883336864,777.798402285,865.441173886,1232.021915293,0.270513971,0.238954962,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000722,0.000001258,0.000004626,0.100884702,-0.098367325,0.990023306,0.000000002,0.000000002,0.000000004,0.611111784,0.789235762,0.060409433,0.000000000,0.504571218,0.118785833,3.389972728,0.006092026,58.566007194,0,0.295315462,0.259660345,1076,1030,46,0.279480519,216,0,0,0,0,0,2558,216,64649,125584,37982,0,0,638632
293,1624181119.361138821,1624181119.461086273,298,297,0,0.056922124,0.077415573,1,0,0,0,1,-0.001131541,1.211283975,-11.444877201,0.084040138,0.040888306,0.001335331,0.995622227,3942,2544,0.645357686,0.055617906,0.033699427,0.022944288,0.433339611,71.518205279,3334,0.884280066,834.266825252,891.673324215,1222.249591641,0.282975961,0.250230002,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000713,0.000001183,0.000004167,0.097045091,-0.101169015,0.990124780,0.000000002,0.000000003,0.000000003,0.404803137,0.914216358,0.018516780,0.000000000,0.494199507,0.120547826,3.428288422,0.006309318,59.850192133,0,0.294735275,0.259167872,1023,973,50,0.259512938,232,0,0,0,0,0,2685,234,65124,126607,38214,0,0,641317
294,1624181119.461136341,1624181119.561037064,299,298,0,0.057855372,0.103117589,1,0,0,0,1,-0.004580576,1.367309141,-11.605839563,0.083805433,0.041655606,0.001397355,0.995610118,3939,2543,0.645595329,0.057580293,0.033651026,0.023097276,0.442469017,68.854380955,3340,0.885197772,834.423929522,893.579688540,1228.556941367,0.282227917,0.249827524,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000704,0.000001187,0.000003640,0.094571389,-0.077756949,0.992476755,0.000000002,0.000000002,0.000000003,0.257642750,0.965659239,-0.033502952,0.000000000,0.486763389,0.122579139,3.475530527,0.006438700,61.086498367,0,0.294163111,0.258689213,993,943,50,0.252094440,234,0,0,0,0,0,2712,234,65572,127600,38448,0,0,644029
295,1624181119.561133862,1624181119.661053181,300,299,0,0.179700484,0.248789447,1,0,0,0,1,-0.012959737,1.548341212,-11.777872384,0.080354142,0.041258195,0.001683982,0.995910708,3904,2504,0.641393443,0.058985717,0.035010468,0.024003930,0.447231460,74.931659780,3322,0.885182038,816.781674565,892.479933016,1231.313121812,0.277762597,0.245870462,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000705,0.000001200,0.000003902,0.096876110,-0.068680633,0.992923960,0.000000002,0.000000002,0.000000003,0.311590220,0.950150526,-0.011203274,0.000000000,0.483640807,0.123516512,3.600220307,0.006132832,62.516370242,0,0.293053464,0.257775747,933,892,41,0.238985656,233,0,0,0,0,0,2737,234,66001,128533,38681,0,0,646766
296,1624181119.661131620,1624181119.760953665,301,300,0,0.146269750,0.196715455,1,0,0,0,1,-0.015474087,1.727683586,-11.921496453,0.078287802,0.042483649,0.001750166,0.996023643,3896,2540,0.651950719,0.058632607,0.036110108,0.024687020,0.451032220,73.574356067,3297,0.888382031,797.889143094,872.881758579,1258.224655362,0.272410500,0.242004593,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000710,0.000001227,0.000003797,0.093031246,-0.085050656,0.992023978,0.000000001,0.000000002,0.000000003,0.643600193,0.745143645,0.174756231,0.000000000,0.478021580,0.124925996,3.750529489,0.006062851,63.832182230,0,0.291626921,0.256623996,995,940,55,0.255390144,229,0,0,0,0,0,2672,229,66471,129528,38910,0,0,649438
297,1624181119.761129141,1624181119.861077070,302,301,0,0.071350055,0.136237532,1,0,0,0,1,-0.003833233,1.929296540,-11.977931966,0.075068573,0.043387519,0.001681817,0.996232605,3842,2457,0.639510672,0.062081046,0.036975229,0.025874592,0.400183000,71.722407120,3321,0.884629112,798.649985499,858.860716939,1280.342577836,0.271848152,0.240484789,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000691,0.000001232,0.000003694,0.090951698,-0.098437399,0.990978237,0.000000002,0.000000002,0.000000003,0.255335717,0.966846072,0.003513519,0.000000000,0.471412511,0.124489742,3.923004152,0.005800257,65.177132848,0,0.290035442,0.255391991,1062,1011,51,0.276418532,267,0,0,0,0,0,2513,267,66989,130590,39177,0,0,651951
298,1624181119.861126661,1624181119.961138964,303,302,0,0.040002459,0.073474868,1,0,0,0,1,-0.013056503,2.139627186,-12.162997062,0.068108344,0.042806151,0.002057702,0.996757068,3891,2475,0.636083269,0.060786154,0.036741424,0.026039483,0.381643522,74.383251919,3356,0.876590523,789.216710502,860.801376166,1291.819709591,0.268273360,0.235165885,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000684,0.000001217,0.000003912,0.097343841,-0.096499982,0.990561422,0.000000001,0.000000002,0.000000003,0.543671135,0.826019593,0.148705511,0.000000000,0.465546179,0.098082281,3.875743572,0.005796952,66.591398055,0,0.288622420,0.254157069,970,908,62,0.249293241,250,0,0,0,0,0,2670,251,67431,131560,39427,0,0,654621
299,1624181119.961124182,1624181120.061163425,304,303,0,0.097334177,0.134582456,1,0,0,0,1,-0.016263140,2.359225784,-12.339385037,0.065835431,0.042658532,0.001999631,0.996916219,3806,2433,0.639253810,0.057338786,0.035182691,0.024029767,0.377689230,67.701487612,3306,0.875221849,767.692826263,852.852318486,1272.938286566,0.265317858,0.232211986,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000699,0.000001250,0.000003630,0.102939967,-0.108346904,0.988769089,0.000000002,0.000000002,0.000000004,0.231630509,0.972637548,0.017986322,0.000000000,0.460245405,0.076544005,3.869963301,0.005785548,67.561808931,0,0.286817535,0.252585606,922,889,33,0.242249080,215,0,0,0,0,0,2669,215,67861,132482,39642,0,0,657290
300,1624181120.061121702,1624181120.161047935,305,304,0,0.123426192,0.151357547,1,0,0,0,1,-0.017372014,2.599917372,-12.539468234,0.062668728,0.042617023,0.002172949,0.997121707,3779,2429,0.642762636,0.056836852,0.034622549,0.023584715,0.375404768,66.429740321,3220,0.881714949,755.526688987,826.263987371,1257.331458590,0.266112782,0.234635618,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000689,0.000001238,0.000003361,0.101672352,-0.059669499,0.993026829,0.000000001,0.000000002,0.000000003,0.190649656,0.981411156,-0.022019359,0.000000000,0.452673150,0.055180139,4.061867564,0.005555747,68.293509669,0,0.285033797,0.251147100,1009,964,45,0.267001852,206,0,0,0,0,0,2564,206,68384,133491,39848,0,0,659854
301,1624181120.161119461,1624181120.260976315,306,305,0,0.143947681,0.194243002,1,0,0,0,1,-0.014521736,2.842539175,-12.735627734,0.056790072,0.041901507,0.002306236,0.997503801,3823,2420,0.633010725,0.057980981,0.034820183,0.024085768,0.330805877,68.955889199,3266,0.882826870,732.881237372,879.126327845,1271.304993638,0.254180295,0.224397195,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000742,0.000001240,0.000004130,0.092321058,-0.084008200,0.992179139,0.000000001,0.000000002,0.000000004,0.334744398,0.942062066,0.021569709,0.000000000,0.444024867,0.044556172,4.242805617,0.005036853,68.956963789,0,0.282716420,0.249232967,1035,974,61,0.270729793,223,0,0,0,0,0,2564,224,68882,134526,40071,0,0,662418
302,1624181120.261116982,1624181120.360931873,307,306,0,0.084202322,0.140339098,1,0,0,0,1,-0.005287884,3.094600177,-12.852192565,0.052707557,0.041283442,0.001632965,0.997754942,3756,2415,0.642971246,0.058078569,0.034658577,0.025738973,0.327388140,72.843170562,3184,0.881059561,694.614704963,847.019593289,1263.659343967,0.247608555,0.218157885,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000704,0.000001175,0.000004460,0.100964742,-0.081063659,0.991581970,0.000000002,0.000000002,0.000000004,0.376406965,0.926094385,0.025826096,0.000000000,0.434442279,0.033086731,4.353830270,0.006793197,69.776680325,0,0.279855951,0.246733786,978,907,71,0.260383387,226,0,0,0,0,0,2552,226,69384,135504,40297,0,0,664970
