frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,trusted_snapshot_active,trusted_snapshot_points,trusted_snapshot_age,trusted_snapshot_evaluation_ran,trusted_snapshot_icp_converged,trusted_snapshot_aligned_points,trusted_snapshot_matched_points,trusted_snapshot_overlap_ratio,trusted_snapshot_fitness_rmse,trusted_snapshot_correction_translation,trusted_snapshot_correction_rotation,trusted_snapshot_consistency_translation,trusted_snapshot_consistency_rotation,trusted_snapshot_consistent_streak,trusted_snapshot_candidate_accepted,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
340,1624181123.961026907,1624181124.060520887,345,344,0,0.525932384,0.585688195,1,0,0,0,1,-0.138720655,12.406845741,-18.025611401,0.003775538,0.031109899,0.004939584,0.999496633,3177,1902,0.598677998,0.085137719,0.055527633,0.036998272,0.206685546,62.494868460,2788,0.864924133,399.120912133,905.243116917,1107.044453277,0.165513605,0.143156712,1,0,1,5,1,0.016490982,0.030747321,0.104284129,0.030000000,0.792483654,0.085137719,1,20454,0.499507666,1,1,1821,1783,0.979132345,0.268510438,0.103274695,0.005516274,-1.000000000,-1.000000000,1,0,0.000000852,0.000001078,0.000004455,0.129525294,-0.030190430,0.991116409,0.000000000,0.000000000,0.000000012,0.134403708,0.990906871,-0.006262374,0.000000000,0.243425048,0.074457856,4.769912531,0.009186646,62.338201304,0,0.193311721,0.168679796,852,804,48,0.268177526,268,0,0,0,0,0,2053,272,86574,169481,48275,0,0,750906
341,1624181124.061024427,1624181124.160842896,346,345,0,0.489626350,0.574054685,1,0,0,0,1,-0.145730057,12.610623006,-18.092832720,-0.004360953,0.014306497,0.005151767,0.999874875,3140,1852,0.589808917,0.067535109,0.042331968,0.028737988,0.203362396,64.796695932,2677,0.863916062,376.530812396,878.189142578,1057.983342274,0.162809822,0.140654020,0,0,1,4,1,0.016248575,0.014757757,0.104284129,0.030000000,0.778629312,0.067535109,1,20454,0.599829674,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000931,0.000001192,0.000004638,0.135938421,-0.009718050,0.990669625,0.000000000,0.000000000,0.000000013,0.121500107,0.992560130,0.007881098,0.000000000,0.239870592,0.074394083,4.690181622,0.008857458,62.797992141,0,0.190660629,0.166234180,753,687,66,0.239808917,177,0,0,0,0,0,2210,177,86972,170234,48452,0,0,753116
342,1624181124.161021948,1624181124.260551691,347,346,0,0.383387750,0.529121126,1,0,0,0,1,-0.142683672,12.806788636,-18.180111888,-0.012559067,-0.008119713,0.004765198,0.999876809,3163,1876,0.593107809,0.066355543,0.039766521,0.026605471,0.187379488,65.356444586,2695,0.869944140,377.478685235,875.918035536,1091.102737718,0.161006088,0.140066302,0,0,1,3,1,0.011640852,0.006156099,0.104284129,0.030000000,0.775375837,0.066355543,1,20454,0.699538469,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000942,0.000001193,0.000004819,0.152131818,-0.013585275,0.988266842,0.000000002,0.000000003,0.000000015,0.157800043,0.987346655,-0.015675749,0.000000000,0.234778618,0.074313927,4.607972786,0.008852170,62.978745372,0,0.187413002,0.163336863,824,733,91,0.260512172,183,0,0,0,0,0,2156,183,87416,171058,48635,0,0,755272
343,1624181124.261019468,1624181124.360945702,348,347,0,0.213057683,0.397309639,1,0,0,0,1,-0.136010116,13.003904277,-18.260926068,-0.019086373,-0.016523857,0.004115019,0.999672816,3068,1823,0.594198175,0.077214936,0.048847454,0.030666164,0.165659345,63.741619050,2550,0.875623354,354.709153215,799.695032970,1078.435365470,0.158860117,0.139101629,0,0,1,2,1,0.019416187,0.019165180,0.104284129,0.030000000,0.770035618,0.077214936,1,20454,0.799932480,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000926,0.000001207,0.000004664,0.155828508,-0.013009171,0.987698455,0.000000001,0.000000002,0.000000017,0.124307112,0.992029082,-0.020640795,0.000000000,0.227955115,0.081332829,4.546957553,0.009580175,63.227825823,0,0.183838739,0.160223252,924,796,128,0.301173403,245,0,0,0,0,0,1899,245,87963,171982,48880,0,0,757171
344,1624181124.361017227,1624181124.460833788,349,348,0,0.451610295,0.563919991,1,0,0,0,1,-0.139691208,13.194782668,-18.319395991,-0.022897312,-0.016526816,0.004191852,0.999592420,3023,1719,0.568640423,0.112205514,0.080367579,0.047968663,0.166155852,68.780140620,2543,0.868415767,345.414879157,805.568536150,1057.397880565,0.156410888,0.135829681,1,0,1,5,1,0.053504299,0.044402038,0.104284129,0.030000000,0.751922846,0.112205514,1,20454,0.899820566,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000934,0.000001210,0.000004879,0.154811887,0.016602662,0.987804450,0.000000000,0.000000000,0.000000017,0.130825942,0.991383140,0.006636392,0.000000000,0.220526806,0.162243970,4.465650524,0.009435130,63.693513689,0,0.179994288,0.156793430,934,803,131,0.308964605,296,0,0,0,0,0,1792,297,88481,172916,49176,0,0,758963
345,1624181124.461014748,1624181124.560915947,350,349,0,0.474038049,0.558998594,1,0,0,0,1,-0.112192810,13.365545116,-18.450445882,-0.024244126,-0.007999059,0.004861111,0.999662246,2983,1725,0.578276902,0.086891826,0.059886383,0.037579024,0.192824418,63.301160742,2542,0.866198999,352.559122091,802.980550448,1046.338183771,0.160117475,0.138693596,1,0,1,5,1,0.048553362,0.030898871,0.104284129,0.030000000,0.767776842,0.086891826,1,20454,0.999902725,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000944,0.000001221,0.000004462,0.146337934,0.014247118,0.989132058,0.000000000,0.000000000,0.000000019,0.173583381,0.984818291,0.001320707,0.000000000,0.214651780,0.167225379,4.407626606,0.010020673,64.015891088,0,0.176416437,0.153522290,765,690,75,0.256453235,218,0,0,0,0,0,1998,220,88904,173681,49394,0,0,760961
346,1624181124.561012268,1624181124.660903215,351,350,0,0.376025148,0.408610057,1,0,0,0,1,-0.061986108,13.525373351,-18.590107991,-0.020856234,0.012003117,0.006011565,0.999692355,2971,1750,0.589027264,0.069918104,0.045820719,0.031351519,0.213387439,62.633386142,2550,0.862869459,374.407164605,812.339481981,1013.570473984,0.170160547,0.146826339,0,0,1,4,1,0.042000982,0.006943908,0.104284129,0.030000000,0.812797893,0.069918104,1,20454,1.099889994,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000925,0.000001248,0.000004263,0.158319765,0.011116639,0.987325312,0.000000002,0.000000003,0.000000018,0.154234959,0.987442997,-0.034174622,0.000000000,0.210243648,0.165907528,4.375680336,0.010972777,64.397533868,0,0.173626382,0.150948305,703,654,49,0.236620666,218,0,0,0,0,0,2049,219,89275,174384,49612,0,0,763010
347,1624181124.661009789,1624181124.761020660,352,351,0,0.299543211,0.366880039,1,0,0,0,1,-0.016639393,13.670759397,-18.735454901,-0.014699941,0.030740055,0.006449851,0.999398499,3052,1799,0.589449541,0.071512687,0.045558511,0.031561474,0.209429379,63.335172079,2626,0.861277634,382.803503849,857.711780710,1021.199782200,0.169253638,0.145774373,0,0,1,3,1,0.030451848,0.014261819,0.104284129,0.030000000,0.806974444,0.071512687,1,20454,1.200007439,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000882,0.000001214,0.000004155,0.143052281,0.024295069,0.989416896,0.000000001,0.000000002,0.000000013,0.112270272,0.993660537,0.005841496,0.000000000,0.206485923,0.162463559,4.318379923,0.011317420,64.831205582,0,0.170792538,0.148324194,780,756,24,0.255570118,219,0,0,0,0,0,2053,219,89624,175164,49831,0,0,765063
348,1624181124.761007309,1624181124.861011267,353,352,0,0.298803151,0.385260761,1,0,0,0,1,0.040956047,13.817839694,-18.825486273,-0.007850235,0.040360985,0.006751968,0.999131511,2994,1715,0.572812291,0.084964024,0.051310944,0.035995786,0.157217722,73.842575925,2614,0.857341705,354.496810385,816.300109158,1070.294296902,0.158180447,0.135614694,0,0,1,2,1,0.038215994,0.013474715,0.104284129,0.030000000,0.750732725,0.084964024,1,20454,1.299998045,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000856,0.000001207,0.000004867,0.138517596,0.010480244,0.990304519,0.000000001,0.000000003,0.000000017,0.158562438,0.987348466,0.000980039,0.000000000,0.199463169,0.163674258,4.253828063,0.011600132,65.754821073,0,0.168184259,0.145883992,813,766,47,0.271543086,236,0,0,0,0,0,1944,237,90005,175977,50067,0,0,767007
349,1624181124.861005068,1624181124.961019754,354,353,0,0.475595920,0.532036449,1,0,0,0,1,0.089659349,13.967677806,-18.882761873,0.009607337,0.050839081,0.006562486,0.998639084,2952,1713,0.580284553,0.078036897,0.048711586,0.031934725,0.195189538,60.637789742,2516,0.861789778,354.944790883,783.286368587,1030.031922902,0.163700057,0.141075036,0,0,1,1,1,0.053851292,0.016571906,0.104284129,0.030000000,0.780959962,0.078036897,1,20454,1.400006533,1,1,1777,1689,0.950478334,0.344342820,0.514433255,0.017627307,0.412728985,0.012173223,1,0,0.000000855,0.000001240,0.000004583,0.129129201,0.002607671,0.991624349,0.000000002,0.000000002,0.000000013,0.074230847,0.997007560,-0.021580234,0.000000000,0.196101738,0.161201113,4.166558114,0.012625949,65.881744015,0,0.166624243,0.144405816,722,675,47,0.244579946,211,0,0,0,0,0,2019,211,90330,176699,50278,0,0,769026
350,1624181124.961002588,1624181125.060783386,355,354,0,0.429640523,0.504576807,1,0,0,0,1,0.120673617,14.107720907,-19.021074089,0.024214957,0.054062428,0.006555487,0.998222378,2947,1701,0.577197150,0.074867898,0.046048229,0.032631771,0.147054060,67.736679856,2487,0.857767743,321.220454788,781.742886838,1030.305035080,0.150576673,0.129159813,0,0,1,0,1,0.053234446,0.014395805,0.104284129,0.030000000,0.714999942,0.074867898,1,20454,1.499770164,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000813,0.000001211,0.000004805,0.132586905,-0.021187906,0.990944895,0.000000001,0.000000004,0.000000014,0.052079599,0.998076734,-0.033623634,0.000000000,0.192022678,0.155590061,4.124191097,0.014224282,66.417823527,0,0.164657772,0.142564819,756,707,49,0.256532067,213,0,0,0,0,0,1978,213,90694,177455,50491,0,0,771004
351,1624181125.061000109,1624181125.160445452,356,355,0,0.381740923,0.423233840,1,0,0,0,1,0.154309393,14.245641106,-19.181195428,0.044526991,0.056192203,0.006097165,0.997407945,2988,1681,0.562583668,0.067046450,0.043889035,0.029138645,0.166844049,75.118662439,2547,0.850708015,353.416543496,786.395611424,1026.941159424,0.163108805,0.138757968,0,0,0,0,1,0.053321203,0.005393508,0.104284129,0.030000000,0.768133187,0.067046450,1,20454,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000996,0.000001478,0.000006471,0.123257084,-0.058249597,0.990663755,0.000000002,0.000000003,0.000000013,0.088739162,0.995812950,-0.021952911,0.000000000,0.189117901,0.154595720,4.111786189,0.015286407,67.135676645,0,0.163823153,0.141700954,769,718,51,0.257362784,170,0,0,0,0,0,2047,172,91084,178224,50661,0,0,773051
352,1624181125.160997629,1624181125.260795593,357,356,0,0.272896484,0.352505334,1,0,0,0,1,0.184973053,14.403605260,-19.363556104,0.061346738,0.055109139,0.006170486,0.996574877,2953,1608,0.544530985,0.067277215,0.042317055,0.028816819,0.205949012,71.536943221,2507,0.853338034,379.875417472,786.018255252,973.424777534,0.177568430,0.151525894,0,0,0,0,1,0.043574303,0.006332655,0.104284129,0.030000000,0.840880077,0.067277215,1,20454,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000975,0.000001407,0.000006780,0.122714342,-0.061553070,0.990531377,0.000000002,0.000000003,0.000000012,0.190080659,0.981516687,-0.022233656,0.000000000,0.189000417,0.155001751,4.101830459,0.016978870,67.468227207,0,0.164357502,0.142027988,782,741,41,0.264815442,199,0,0,0,0,0,1972,199,91481,179006,50860,0,0,775023
353,1624181125.260995150,1624181125.360359907,358,357,0,0.203528856,0.235548347,1,0,0,0,1,0.217708941,14.565155986,-19.488804789,0.076694358,0.054633613,0.005951609,0.995538910,3057,1680,0.549558391,0.073523784,0.046151552,0.032077096,0.227396582,70.833613949,2616,0.850285464,428.738484694,772.354374844,1023.253914026,0.192748042,0.163890858,0,0,0,0,1,0.034788332,0.011710764,0.104284129,0.030000000,0.923360252,0.073523784,1,20454,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000894,0.000001254,0.000006034,0.117332787,-0.048925358,0.991886751,0.000000002,0.000000003,0.000000014,0.079746706,0.992718836,-0.090276108,0.000000000,0.189586538,0.153230275,4.068257553,0.016801483,67.997111741,0,0.165355275,0.142743836,775,722,53,0.253516519,223,0,0,0,0,0,2059,223,91854,179781,51083,0,0,777082
354,1624181125.360992908,1624181125.460533619,359,358,0,0.167365907,0.228283566,1,0,0,0,1,0.252839283,14.746274591,-19.609000660,0.088080483,0.054637509,0.006142531,0.994594812,3017,1669,0.553198542,0.071336320,0.045387400,0.030415508,0.262829958,63.489657616,2517,0.852323899,436.615065573,730.925800744,977.758386995,0.203521753,0.173466454,0,0,0,0,1,0.027936129,0.008367641,0.101172304,0.030000000,0.980313620,0.071336320,1,20454,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000888,0.000001261,0.000004895,0.102846572,-0.058081141,0.993000082,0.000000002,0.000000003,0.000000013,0.059387342,0.996635406,-0.056489031,0.000000000,0.193241485,0.151038694,4.053277793,0.017388003,67.937985179,0,0.167131312,0.144111353,769,723,46,0.254888963,219,0,0,0,0,0,2029,219,92243,180550,51302,0,0,779111
355,1624181125.460990429,1624181125.560920715,360,359,0,0.151477242,0.305920683,1,0,0,0,1,0.281506404,14.947027139,-19.719300626,0.096407904,0.054925577,0.006280138,0.993805442,3025,1642,0.542809917,0.067585797,0.046471660,0.031886960,0.284796245,74.386981159,2540,0.851028216,485.757950157,740.488083113,935.365634504,0.224720267,0.191243287,0,0,0,0,1,0.027781439,0.002570316,0.100000000,0.030000000,1.100823221,0.067585797,1,20454,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000923,0.000001317,0.000005160,0.108281667,-0.060997646,0.992247130,0.000000002,0.000000003,0.000000011,-0.005235287,0.998942615,-0.045675426,0.000000000,0.198274630,0.148934806,4.049105216,0.018360365,68.169229013,0,0.170243247,0.146603371,768,724,44,0.253884298,190,0,0,0,0,0,2066,191,92647,181318,51492,0,0,781177
356,1624181125.560987949,1624181125.660935163,361,360,0,0.459434464,0.522607179,1,0,0,0,1,0.325034946,15.147901962,-19.651621768,0.114041924,0.055787889,0.005751883,0.991891661,3050,1712,0.561311475,0.087068998,0.054122673,0.038962694,0.332093363,56.306980321,2568,0.856927943,502.295455106,706.851009879,991.444492846,0.228254803,0.195597919,1,0,1,5,1,0.194665484,0.007828299,0.100000000,0.030000000,1.125889090,0.087068998,1,20454,2.099921942,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000874,0.000001389,0.000003522,0.107242738,-0.070031618,0.991763363,0.000000002,0.000000002,0.000000009,0.056014228,0.996442838,-0.062960922,0.000000000,0.204867740,0.147551920,4.045285470,0.019272139,67.475589517,0,0.173203254,0.149048175,810,733,77,0.265573770,299,0,0,0,0,0,1940,300,93064,182128,51791,0,0,783117
357,1624181125.660985470,1624181125.760648727,362,361,0,0.278192895,0.416021342,1,0,1,1,1,0.325956098,15.372977198,-19.849948417,0.118941548,0.053604318,0.006953619,0.991428834,3007,1585,0.527103425,0.158651095,0.062544973,0.048797186,0.343453108,67.617219421,2512,0.860798197,504.144107242,684.204501204,973.976461424,0.233149083,0.200694310,1,1,1,5,1,0.155766223,0.018977655,0.100000000,0.030000000,1.155224635,0.158651095,1,20454,2.199635506,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000913,0.000001462,0.000004041,0.104480083,-0.063980523,0.992466828,0.000000001,0.000000003,0.000000010,0.055153561,-0.995246975,0.080259221,0.050000000,0.212114568,0.262375741,4.104481616,0.020803802,67.174319259,1,0.176387013,0.151758850,254,224,30,0.084469571,357,647,26,0,50,21,1701,1052,93174,182382,52816,26,0,784818
358,1624181125.760982990,1624181125.860899210,363,362,0,0.042839160,0.119505979,1,0,0,0,1,0.345473387,15.637891202,-19.965545464,0.129605461,0.053603815,0.005418653,0.990100850,3035,1574,0.518616145,0.128636261,0.070568178,0.055290571,0.398091299,71.734973982,2516,0.857949409,523.727205507,683.440740846,951.432766261,0.242623475,0.208158667,0,0,1,4,1,0.019153274,0.020486416,0.100000000,0.030000000,1.198190520,0.128636261,1,20454,2.299885988,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000933,0.000001600,0.000004479,0.104759758,-0.084582264,0.990894159,0.000000003,0.000000005,0.000000013,0.038318153,-0.997632859,0.057099888,0.050000000,0.222351232,0.278185712,4.176670406,0.022635736,67.010808720,0,0.180050976,0.154849675,857,759,98,0.282372323,365,0,0,0,0,0,1813,365,93635,183239,53181,26,0,786631
359,1624181125.860980749,1624181125.960935116,364,363,0,0.166332025,0.236661330,1,0,1,1,1,0.372555138,15.923006552,-20.031067938,0.132945629,0.052798127,0.005091107,0.989702934,3044,1569,0.515440210,0.151610959,0.069524861,0.053676477,0.452445213,64.301872961,2580,0.854672515,564.699263378,683.971573315,956.384252233,0.256093041,0.218875683,0,0,1,3,1,0.050025287,0.021484635,0.100000000,0.030000000,1.259879173,0.151610959,1,20454,2.399921894,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000957,0.000001652,0.000003961,0.107048077,-0.055437020,0.992707130,0.000000000,0.000000003,0.000000007,0.104884932,-0.992145784,0.068160804,0.100000000,0.235912201,0.312756002,4.251704509,0.021639620,66.599171910,1,0.184918853,0.158908162,226,205,21,0.074244415,386,654,29,0,31,0,1749,1069,93720,183465,54221,55,0,788380
360,1624181125.960978270,1624181126.060674906,365,364,0,0.248422678,0.284698881,1,0,0,0,1,0.387325072,16.208769104,-20.141339144,0.130559178,0.053017647,0.004965288,0.990009483,3076,1592,0.517555267,0.098189330,0.060301156,0.043294091,0.437847026,61.400163247,2581,0.854899876,550.965730969,714.368349976,941.162500022,0.249701602,0.213469869,0,0,1,2,1,0.027529633,0.019626289,0.100000000,0.030000000,1.228762544,0.098189330,1,20454,2.499661684,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000969,0.000001653,0.000003615,0.090130943,-0.095039249,0.991384867,0.000000001,0.000000003,0.000000008,0.118805501,-0.992584799,0.025703509,0.100000000,0.247470275,0.311512110,4.343668044,0.022028529,66.544436650,0,0.189128253,0.162423820,861,805,56,0.279908973,313,0,0,0,0,0,1902,313,94168,184326,54534,55,0,790282
361,1624181126.060975790,1624181126.160885572,366,365,0,0.285710087,0.363308806,1,0,0,0,1,0.393219311,16.502217069,-20.264913758,0.120325950,0.051882819,0.004969785,0.991365291,3059,1653,0.540372671,0.070976319,0.044259092,0.030980733,0.433121672,59.265757353,2571,0.855370310,548.645634189,696.576823136,953.934610017,0.249479968,0.213397757,0,0,1,1,1,0.037441201,0.008404109,0.100000000,0.030000000,1.228347461,0.070976319,1,20454,2.599872351,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000980,0.000001606,0.000003288,0.072426166,-0.103168678,0.992023525,0.000000002,0.000000003,0.000000010,0.093833910,-0.994528932,0.045906434,0.100000000,0.258958238,0.309560140,4.447401142,0.022929376,66.267889721,0,0.193461760,0.166061007,789,750,39,0.257927427,211,0,0,0,0,0,2059,211,94561,185115,54745,55,0,792341
362,1624181126.160973310,1624181126.260569334,367,366,0,0.274824389,0.324869542,1,0,0,0,1,0.397167675,16.819134971,-20.371254584,0.107825926,0.051671782,0.005099212,0.992812971,3000,1596,0.532000000,0.066787659,0.041167576,0.027977618,0.399919129,63.832851121,2550,0.851622117,531.203681481,700.333398316,940.099318087,0.244609863,0.208315169,0,0,1,0,1,0.008596606,0.003357090,0.100000000,0.030000000,1.199091370,0.066787659,1,20454,2.699556112,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000969,0.000001545,0.000003646,0.101368181,-0.091086998,0.990670304,0.000000002,0.000000003,0.000000008,0.066880377,-0.997245048,0.032083164,0.100000000,0.269585220,0.309290192,4.568564516,0.023135215,66.191710047,0,0.197641949,0.169473450,771,727,44,0.257000000,182,0,0,0,0,0,2045,184,94915,185886,54927,55,0,794386
363,1624181126.260970831,1624181126.360887527,368,367,0,0.332478951,0.381821598,1,0,0,0,1,0.401086777,17.190982432,-20.536568899,0.091718835,0.049077988,0.005142463,0.994561492,3008,1599,0.531582447,0.068389308,0.044722577,0.030063423,0.337014809,61.199904195,2551,0.852172946,499.478885851,692.670512163,981.743787551,0.229762386,0.195797290,0,0,0,0,1,0.063669346,0.001028697,0.100000000,0.030000000,1.127036697,0.068389308,1,20454,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000927,0.000001509,0.000003775,0.111800250,-0.083547517,0.990212359,0.000000002,0.000000003,0.000000010,0.040523630,0.998805844,-0.027289574,0.100000000,0.278152994,0.313632058,4.775855567,0.024912868,66.064624305,0,0.201187062,0.172308233,769,716,53,0.255651596,178,0,0,0,0,0,2061,178,95261,186655,55105,55,0,796447
364,1624181126.360968590,1624181126.460834980,369,368,0,0.329939629,0.378666411,1,0,0,0,1,0.401467805,17.555596476,-20.654311014,0.077571202,0.048750822,0.005469545,0.995779167,3001,1630,0.543152283,0.073244095,0.045005096,0.030545259,0.305520913,58.089649207,2557,0.851633801,471.961391294,714.523856675,991.142380625,0.216731908,0.184576219,0,0,0,0,1,0.020349673,0.005541635,0.100953871,0.030000000,1.062446637,0.073244095,1,20454,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000901,0.000001417,0.000003615,0.109389043,-0.110359997,0.987853587,0.000000002,0.000000003,0.000000009,0.051475113,0.998668274,0.003462884,0.100000000,0.285121247,0.315827789,4.942006841,0.024726915,65.530099734,0,0.204203113,0.174745560,738,690,48,0.245918027,225,0,0,0,0,0,2038,225,95609,187393,55330,55,0,798485
365,1624181126.460966110,1624181126.560901403,370,369,0,0.230400138,0.291403641,1,0,0,0,1,0.406525134,17.941051361,-20.739311506,0.064021668,0.046329281,0.005668533,0.996856405,2985,1669,0.559128978,0.072264498,0.044303413,0.029738507,0.254620547,58.276281163,2543,0.853124394,414.317164623,756.565058647,998.613111497,0.190973983,0.162924563,0,0,0,0,1,0.045449166,0.003911271,0.100000000,0.030000000,0.922098498,0.072264498,1,20454,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000882,0.000001305,0.000003600,0.117006816,-0.083161062,0.989643190,0.000000002,0.000000003,0.000000009,0.002312843,0.999739688,-0.022698192,0.100000000,0.288211053,0.320401850,5.118646607,0.024548847,65.278855755,0,0.205745938,0.175957108,674,634,40,0.225795645,208,0,0,0,0,0,2103,208,95932,188067,55538,55,0,800588
366,1624181126.560963631,1624181126.660894394,371,370,0,0.117328621,0.184645072,1,0,0,0,1,0.411569268,18.340316345,-20.842887441,0.052928529,0.045036387,0.005532617,0.997566882,2929,1543,0.526800956,0.076440785,0.047756800,0.032091170,0.228968559,55.136098921,2471,0.845242969,368.668727674,750.989289044,968.937359809,0.176515151,0.149198190,0,0,0,0,1,0.011807495,0.010369643,0.100000000,0.030000000,0.867166646,0.076440785,1,20454,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000947,0.000001357,0.000003769,0.121675444,-0.095715615,0.987944132,0.000000002,0.000000003,0.000000011,0.068740704,-0.997080699,0.033238450,0.100000000,0.288990109,0.317482707,5.320637216,0.025497449,64.903991394,0,0.206063669,0.176075701,731,673,58,0.249573233,209,0,0,0,0,0,1989,209,96290,188798,55747,55,0,802577
367,1624181126.660961151,1624181126.760979891,372,371,0,0.079836371,0.139782216,1,0,0,0,1,0.413362496,18.725747833,-20.975281486,0.044147262,0.043484254,0.005676535,0.998062080,2851,1524,0.534549281,0.068848421,0.043988350,0.029217788,0.216454911,55.157670512,2409,0.847241328,358.713034214,717.008230295,965.283093954,0.175753194,0.148905369,0,0,0,0,1,0.032432147,0.009932919,0.100953871,0.030000000,0.884713457,0.068848421,1,20454,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000000926,0.000001379,0.000003742,0.117383841,-0.050530315,0.991800243,0.000000002,0.000000004,0.000000009,0.055073310,-0.996919752,0.055838501,0.100000000,0.289341386,0.318851298,5.546365485,0.025249609,64.495116316,0,0.206388646,0.176232251,729,668,61,0.255699754,179,0,0,0,0,0,1943,179,96674,189527,55926,55,0,804520
