frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_cooldown_frames_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
789,1624181172.559844255,1624181172.659858704,794,793,0,0.074265938,0.128523521,1,0,0,0,1,9.077714373,42.165152538,-31.036825531,0.036729615,0.030038734,-0.048437926,0.997698540,2029,913,0.449975357,0.066899739,0.043844705,0.028898984,0.573599185,72.705756458,1836,0.804650069,381.118750019,468.579369179,627.639408373,0.257976761,0.207581019,0,0,0,0,1.000000000,0,1,0.006352665,0.008221724,0.006352665,0.008221724,0.100000000,0.030000000,0.927520331,0.066899739,0.000000000,0.000001833,0.000002264,0.000005060,0.107747940,-0.065785012,-0.991999352,0.000000002,0.000000005,0.000000007,-0.145317006,0.982743997,-0.114443013,0.000000000,0.591261692,0.119422523,8.220933322,0.011208842,67.103498256,0,0.262559556,0.214143858,314,296,18,0.154756037,74,0,0,0,0,0,1641,74,187539,370754,103909,0,0,1364406
790,1624181172.659841776,1624181172.759803057,795,794,0,0.082609905,0.140527653,1,0,0,0,1,9.034398142,41.808930825,-31.035983239,0.035054788,0.030825275,-0.048378504,0.997737683,2056,902,0.438715953,0.056772703,0.035368488,0.023138601,0.485456715,67.871703140,1870,0.801268743,363.787287959,469.128613600,665.456647440,0.242788276,0.194538657,0,0,0,0,1.000000000,0,1,0.013677669,0.003964328,0.013677669,0.003964328,0.100000000,0.030000000,0.869244021,0.056772703,0.000000000,0.000001852,0.000002228,0.000005112,0.091253028,-0.059913320,-0.994023782,0.000000003,0.000000007,0.000000008,-0.800881783,-0.572010451,0.177179044,0.000000000,0.584951515,0.121934047,8.163026139,0.010993293,67.146463735,0,0.260529299,0.212226471,315,298,17,0.153210117,69,0,0,0,0,0,1671,70,187666,371069,103978,0,0,1366077
791,1624181172.759839296,1624181172.859808683,796,795,0,0.174469527,0.308782031,1,0,0,0,1,8.992191213,41.457418196,-31.056880770,0.028351198,0.034592972,-0.048421879,0.997825064,2038,953,0.467615309,0.062866072,0.041945500,0.026022572,0.553449392,69.917748292,1858,0.812614775,372.611923139,462.594519421,674.631809996,0.246789298,0.200544630,0,0,0,0,1.000000000,0,1,0.011141143,0.004861123,0.011141143,0.004861123,0.100000000,0.030000000,0.896080110,0.062866072,0.000000000,0.000001825,0.000002195,0.000005215,0.104038773,-0.045067725,-0.993551626,0.000000003,0.000000006,0.000000008,-0.014240991,-0.994737978,0.101457128,0.000000000,0.581511362,0.121297895,8.083337650,0.010727744,67.468349508,0,0.258835550,0.210778718,297,268,29,0.145731109,70,0,0,0,0,0,1670,71,187793,371366,104048,0,0,1367747
792,1624181172.859836817,1624181172.959819794,797,796,0,0.300113632,0.363485056,1,0,0,0,1,8.946226573,41.118201059,-31.053018018,0.023013647,0.039530672,-0.048297984,0.997785048,2076,936,0.450867052,0.081022009,0.055456914,0.036681890,0.548532577,69.953907383,1875,0.812486324,368.734791177,474.905143793,679.771922779,0.242045373,0.196658555,0,0,0,0,1.000000000,0,1,0.020227400,0.015684190,0.020227400,0.015684190,0.100000000,0.030000000,0.878716221,0.081022009,0.000000000,0.000001861,0.000002331,0.000005078,0.132395621,-0.057392150,-0.989534002,0.000000002,0.000000006,0.000000008,0.556697569,0.823015103,-0.112844832,0.000000000,0.577321428,0.124152910,7.997168320,0.010354930,67.909483177,0,0.256994824,0.209187553,335,301,34,0.161368015,119,0,0,0,0,0,1622,119,187926,371701,104167,0,0,1369369
793,1624181172.959834337,1624181173.059814692,798,797,0,0.336752687,0.421986019,1,0,0,0,1,8.911628624,40.790470255,-31.056301594,0.016325262,0.050821489,-0.048345453,0.997403318,2053,910,0.443253775,0.061229881,0.040807628,0.026476867,0.371782401,75.166040443,1861,0.800260851,302.679664102,474.060813169,712.544966613,0.203238181,0.162643559,0,0,0,0,1.000000000,0,1,0.010835691,0.007283739,0.010835691,0.007283739,0.100000000,0.030000000,0.726729299,0.061229881,0.000000000,0.000001712,0.000002274,0.000005449,0.090658068,-0.055743190,-0.994320779,0.000000002,0.000000006,0.000000007,-0.037467103,-0.998291914,0.044827113,0.000000000,0.558555348,0.125258544,7.881225189,0.010684244,68.396023809,0,0.252442891,0.205165736,355,317,38,0.172917681,67,0,0,0,0,0,1631,67,188074,372056,104234,0,0,1371000
794,1624181173.059832096,1624181173.159757137,799,798,0,0.289016935,0.349597515,1,0,0,0,1,8.861264703,40.476868042,-31.042455177,0.008813658,0.061532689,-0.048090531,0.996906891,1982,887,0.447527750,0.064738399,0.039489713,0.027582098,0.382497379,74.384677800,1814,0.807316999,322.365646407,448.705003759,693.402385578,0.220123989,0.177709838,0,0,0,0,1.000000000,0,1,0.022314017,0.004066721,0.022314017,0.004066721,0.100000000,0.030000000,0.799182995,0.064738399,0.000000000,0.000001736,0.000002301,0.000005446,0.096239207,-0.065772230,-0.993182777,0.000000002,0.000000006,0.000000008,0.665225548,0.741183956,-0.090118330,0.000000000,0.546326077,0.121264380,7.747515072,0.009591716,68.654627686,0,0.249368317,0.202539947,350,328,22,0.176589304,83,0,0,0,0,0,1549,83,188217,372406,104317,0,0,1372549
795,1624181173.159829617,1624181173.259773016,800,799,0,0.150989494,0.250285939,1,0,0,0,1,8.813611908,40.162586162,-31.035321430,0.001686715,0.072844732,-0.048243652,0.996174357,1940,874,0.450515464,0.079468654,0.048670628,0.032873082,0.350227233,73.484342221,1762,0.803987973,295.217051830,447.527360007,673.882396281,0.208394370,0.167546567,0,0,0,0,1.000000000,0,1,0.004926173,0.012332553,0.004926173,0.012332553,0.100000000,0.030000000,0.761349568,0.079468654,0.000000000,0.000001684,0.000002424,0.000005115,0.036079644,-0.087537496,-0.995507632,0.000000002,0.000000006,0.000000007,-0.989952800,0.098038163,0.101891967,0.000000000,0.528797171,0.125473371,7.623802864,0.009930996,69.005808002,0,0.245207186,0.199026507,350,328,22,0.180412371,104,0,0,0,0,0,1483,107,188378,372756,104421,0,0,1374032
796,1624181173.259827137,1624181173.359808683,801,800,0,0.062601522,0.148991621,1,0,0,0,1,8.758872938,39.851586659,-31.016644156,-0.002902906,0.078336609,-0.048194772,0.995757105,1901,862,0.453445555,0.090044749,0.056702807,0.037883656,0.233283211,83.838195588,1755,0.805884816,253.622898680,460.689395607,700.015558035,0.179323979,0.144514472,0,0,0,0,1.000000000,0,1,0.006997649,0.013585385,0.006997649,0.013585385,0.100000000,0.030000000,0.672275017,0.090044749,0.000000000,0.000001603,0.000002289,0.000005621,-0.003666079,-0.105806093,-0.994380023,0.000000002,0.000000005,0.000000007,0.959109039,0.279836882,-0.042440197,0.000000000,0.504757811,0.138695631,7.496063157,0.010643475,70.144836408,0,0.239689684,0.194459660,379,354,25,0.199368753,123,0,0,0,0,0,1398,124,188523,373135,104544,0,0,1375430
797,1624181173.359824657,1624181173.459781408,802,801,0,0.072475820,0.144103228,1,0,0,0,1,8.700611335,39.542376885,-31.014180103,-0.004015219,0.081949607,-0.048301523,0.995457233,1873,772,0.412172985,0.078547531,0.048264776,0.033094858,0.225390889,84.170805655,1734,0.800000783,238.397156144,454.301869994,694.502330883,0.171854760,0.137483942,0,0,0,0,1.000000000,0,1,0.019184240,0.013423544,0.019184240,0.013423544,0.100000000,0.030000000,0.658068569,0.078547531,0.000000000,0.000001712,0.000002535,0.000006336,-0.036144864,-0.136355392,-0.990000382,0.000000002,0.000000006,0.000000008,-0.993509714,-0.073888681,0.086480693,0.000000000,0.480539216,0.137522407,7.360404844,0.010569771,71.080163866,0,0.233941525,0.189600729,359,327,32,0.191671116,86,0,0,0,0,0,1425,89,188668,373494,104630,0,0,1376855
798,1624181173.459822178,1624181173.559813738,803,802,0,0.082125206,0.137938643,1,0,0,0,1,8.630195545,39.229375470,-31.032460643,-0.006132392,0.080212450,-0.047429437,0.995629853,1844,816,0.442516269,0.065644376,0.045058948,0.026738671,0.202527804,94.108571322,1696,0.796427329,219.249389144,432.585639454,698.905722111,0.162317890,0.129274404,0,0,0,0,1.000000000,0,1,0.036908739,0.001555038,0.036908739,0.001555038,0.100000000,0.030000000,0.628064063,0.065644376,0.000000000,0.000001636,0.000002494,0.000007089,-0.012952866,-0.127587669,-0.991742714,0.000000002,0.000000007,0.000000009,-0.406082426,-0.910540958,0.077538549,0.000000000,0.456576612,0.138656479,7.227932725,0.012046502,72.462927585,0,0.228245023,0.184711285,277,256,21,0.150216920,71,0,0,0,0,0,1495,72,188789,373771,104701,0,0,1378350
799,1624181173.559819937,1624181173.659829140,804,803,0,0.092870835,0.189534283,1,0,0,0,1,8.541397058,38.921713041,-31.053036725,-0.006828602,0.080015360,-0.047447385,0.995640326,1904,847,0.444852941,0.076492570,0.047878919,0.030915216,0.247908695,76.948662373,1764,0.806434736,258.734828261,462.785686699,701.030359191,0.181880896,0.146675073,0,0,0,0,1.000000000,0,1,0.028913873,0.008382422,0.028913873,0.008382422,0.100000000,0.030000000,0.724995250,0.076492570,0.000000000,0.000001687,0.000002384,0.000006266,-0.008226037,-0.131687968,-0.991257086,0.000000002,0.000000006,0.000000009,0.718132285,0.686913099,-0.111518676,0.000000000,0.438598100,0.138284669,7.088631428,0.012025835,73.174403729,0,0.223946677,0.181061694,306,275,31,0.160714286,84,0,0,0,0,0,1513,85,188931,374077,104785,0,0,1379863
800,1624181173.659817457,1624181173.759846687,805,804,0,0.108254901,0.226369017,1,0,0,0,1,8.455760058,38.631798382,-31.004582221,-0.009062488,0.076009818,-0.046532042,0.995979492,1889,843,0.446267867,0.072332055,0.047881867,0.032787637,0.262962517,77.626305786,1757,0.805256160,260.531631408,454.720985568,699.582456134,0.184142757,0.148282090,0,0,0,0,1.000000000,0,1,0.049008499,0.003006567,0.049008499,0.003006567,0.100000000,0.030000000,0.746630918,0.072332055,0.000000000,0.000001672,0.000002384,0.000006020,-0.021134431,-0.153990843,-0.987846221,0.000000002,0.000000006,0.000000008,0.821237391,0.555044819,-0.132266384,0.000000000,0.422170131,0.133542291,6.932770210,0.011587541,73.407322231,0,0.219784783,0.177452620,329,306,23,0.174166226,101,0,0,0,0,0,1459,101,189069,374406,104886,0,0,1381322
801,1624181173.759814978,1624181173.859805346,806,805,0,0.234219207,0.299586119,1,0,0,0,1,8.340337216,38.332893450,-31.016933658,-0.014282810,0.074500448,-0.046428736,0.996037177,1888,814,0.431144068,0.089645443,0.053640839,0.035991895,0.247472022,81.680737749,1741,0.792604118,243.303532847,431.885905295,704.734330985,0.176316648,0.139749301,0,0,0,0,1.000000000,0,1,0.036542786,0.015968690,0.036542786,0.015968690,0.100000000,0.030220693,0.713187351,0.089645443,0.000000000,0.000001622,0.000002540,0.000006287,-0.024565603,-0.152341232,-0.988022611,0.000000002,0.000000005,0.000000008,0.628920018,0.774332658,-0.069774956,0.000000000,0.404863424,0.141767025,6.808442085,0.011973855,74.185725071,0,0.215820791,0.173927097,381,353,28,0.201800847,119,0,0,0,0,0,1386,121,189196,374787,105005,0,0,1382708
802,1624181173.859812498,1624181173.959753990,807,806,0,0.133109365,0.221069087,1,0,0,0,1,8.228218495,38.046734037,-31.020230863,-0.017728568,0.073886374,-0.046762189,0.996011947,1983,930,0.468986384,0.077664252,0.046572036,0.033073854,0.270108554,83.384281899,1835,0.807803045,278.384229285,470.784221010,733.150137190,0.187803237,0.151708027,0,0,0,0,1.000000000,0,1,0.012163529,0.001759535,0.012163529,0.001759535,0.100000000,0.031668652,0.778427452,0.077664252,0.000000000,0.000001560,0.000002307,0.000006048,-0.029308743,-0.158417443,-0.986937136,0.000000002,0.000000006,0.000000007,0.753106816,0.648674975,-0.109776597,0.000000000,0.394677809,0.141909294,6.672263399,0.012489098,74.888746795,0,0.213514590,0.172036367,350,327,23,0.176500252,116,0,0,0,0,0,1517,116,189363,375137,105121,0,0,1384225
803,1624181173.959810019,1624181174.059642076,808,807,0,0.106447239,0.166230873,1,0,0,0,1,8.107692656,37.773895391,-30.939442306,-0.024271015,0.067091230,-0.046270242,0.996377815,1984,963,0.485383065,0.117836385,0.062135208,0.044601866,0.306026003,73.394792409,1809,0.814151872,301.038189231,441.864918930,729.897627818,0.204398451,0.166411382,0,0,0,0,1.000000000,0,1,0.085044076,0.020923640,0.085044076,0.020923640,0.100000000,0.031972268,0.853430472,0.117836385,0.000000000,0.000001514,0.000002330,0.000005360,-0.012170384,-0.147012060,-0.989059824,0.000000002,0.000000005,0.000000007,-0.272566525,-0.959653956,0.069078027,0.000000000,0.387994830,0.187183085,6.551222098,0.012383634,75.225781761,0,0.212184289,0.171007795,515,467,48,0.259576613,153,0,0,0,0,0,1316,153,189508,375652,105274,0,0,1385541
804,1624181174.059807539,1624181174.159542084,809,808,0,0.243483679,0.327272571,1,0,0,0,1,7.987373182,37.470331801,-30.970171864,-0.031506386,0.070684795,-0.047037499,0.995890798,1967,968,0.492119980,0.078759020,0.049036753,0.033057278,0.283078378,79.867103323,1798,0.816434572,261.731052227,466.142362544,740.075945083,0.178297058,0.145567882,0,0,0,0,1.000000000,0,1,0.057772578,0.010117499,0.057772578,0.010117499,0.100000000,0.032991638,0.754254278,0.078759020,0.000000000,0.000001476,0.000002223,0.000005408,0.006505392,-0.166499430,-0.986020091,0.000000002,0.000000006,0.000000007,0.656047271,0.748480462,-0.096845116,0.000000000,0.380029078,0.185989726,6.452767972,0.014387121,75.649205776,0,0.210141112,0.169364189,361,331,30,0.183528216,108,0,0,0,0,0,1498,108,189667,376013,105382,0,0,1387039
805,1624181174.159805298,1624181174.259613276,810,809,0,0.359962241,0.429782820,1,0,0,0,1,7.864434099,37.171009145,-30.950367919,-0.042399191,0.070432641,-0.046732837,0.995518756,2037,986,0.484045164,0.091660545,0.055929935,0.038412448,0.248808724,83.077311843,1858,0.811603708,270.413292128,481.822580860,755.723816981,0.179323953,0.145539985,0,0,0,0,1.000000000,0,1,0.014562092,0.014803389,0.014562092,0.014803389,0.100000000,0.033265593,0.771399070,0.091660545,0.000000000,0.000001492,0.000002150,0.000005541,-0.020182798,-0.196551434,-0.980285769,0.000000001,0.000000005,0.000000008,0.675882049,0.731154924,-0.092714255,0.000000000,0.369180573,0.187431663,6.353036188,0.014698087,76.211462134,0,0.207925902,0.167652854,404,364,40,0.198330879,141,0,0,0,0,0,1491,142,189824,376417,105523,0,0,1388530
806,1624181174.259802818,1624181174.359714508,811,810,0,0.341210508,0.392644893,1,0,0,0,1,7.734611361,36.884145271,-30.897959593,-0.056195632,0.069141156,-0.045997872,0.994960174,2015,967,0.479900744,0.079858042,0.051289463,0.035338738,0.310101461,80.852121011,1865,0.818709245,306.842332478,474.190493510,745.859916294,0.200958669,0.164526720,0,0,0,0,1.000000000,0,1,0.035754851,0.013905716,0.035754851,0.013905716,0.100000000,0.034102486,0.884048602,0.079858042,0.000000000,0.000001438,0.000002274,0.000005592,0.041876127,0.217631100,0.975132347,0.000000002,0.000000004,0.000000007,0.462608907,0.884341378,-0.062716229,0.000000000,0.360684725,0.186300822,6.266718345,0.014308071,76.784035144,0,0.206031346,0.166313857,366,334,32,0.181637717,126,0,0,0,0,0,1523,126,189986,376783,105649,0,0,1390053
807,1624181174.359800339,1624181174.459774494,812,811,0,0.263045986,0.312779497,1,0,0,0,1,7.593466213,36.599589889,-30.850034747,-0.071024022,0.064977723,-0.045211672,0.994328612,2069,987,0.477042049,0.084121265,0.054518231,0.035950078,0.331785327,91.350395621,1898,0.819593876,335.277830210,458.293880619,762.017466260,0.215531090,0.176647961,0,0,0,0,1.000000000,0,1,0.021520466,0.013792238,0.021520466,0.013792238,0.100000000,0.034659337,0.971403028,0.084121265,0.000000000,0.000001382,0.000002328,0.000006272,0.037460858,0.219256448,0.974947842,0.000000002,0.000000004,0.000000008,0.526471213,0.849358706,-0.037654353,0.000000000,0.350680715,0.178370151,6.202433436,0.014049068,77.918073724,0,0.204800173,0.165384149,371,341,30,0.179313678,131,0,0,0,0,0,1567,131,190150,377154,105780,0,0,1391620
808,1624181174.459797859,1624181174.559868574,813,812,0,0.180721758,0.259087837,1,0,0,0,1,7.441382575,36.285010522,-30.839624230,-0.081814511,0.056880597,-0.044512109,0.994026989,2091,1043,0.498804400,0.067319271,0.045331260,0.029251669,0.477156969,84.843767630,1924,0.823253732,406.117626616,473.254777832,704.567776489,0.256397073,0.211079848,0,0,0,0,1.000000000,0,1,0.033723895,0.009267498,0.033723895,0.009267498,0.100000000,0.037086936,1.167339287,0.067319271,0.000000000,0.000001394,0.000002245,0.000006225,0.034096316,0.226335598,0.973452432,0.000000002,0.000000003,0.000000008,0.486940785,0.873366874,-0.010907636,0.000000000,0.345607772,0.175207326,6.179871112,0.014902498,78.931361397,0,0.204995135,0.165734196,373,342,31,0.178383549,103,0,0,0,0,0,1614,104,190307,377527,105883,0,0,1393234
809,1624181174.559795380,1624181174.659874439,814,813,0,0.175907034,0.264656892,1,0,0,0,1,7.284753222,35.969754594,-30.829656699,-0.089866765,0.051255888,-0.044027600,0.993659081,2142,1013,0.472922502,0.071795962,0.048791481,0.031730601,0.478927322,83.160841827,1947,0.824279381,410.797195299,482.923212271,711.151546414,0.255968829,0.210989828,0,0,0,0,1.000000000,0,1,0.021665898,0.007715109,0.021665898,0.007715109,0.100000000,0.035787272,1.165389553,0.071795962,0.000000000,0.000001484,0.000002254,0.000006262,-0.018929642,-0.253349852,-0.967189496,0.000000002,0.000000003,0.000000009,0.532371736,0.846038713,-0.028263601,0.000000000,0.340874179,0.172789454,6.173186939,0.016060069,79.454115666,0,0.204894739,0.165904636,452,424,28,0.211017740,106,0,0,0,0,0,1583,107,190494,377979,105989,0,0,1394817
810,1624181174.659793139,1624181174.759808302,814,814,0,0.174243232,0.240188898,1,0,0,0,1,7.127935834,35.637376667,-30.804729086,-0.097674589,0.047613758,-0.043255583,0.993137231,2218,1069,0.481965735,0.067419999,0.045500114,0.030526599,0.467909153,81.761900655,2013,0.826736292,428.908889549,477.791625585,757.519640574,0.257723648,0.213069493,0,0,0,0,1.000000000,0,1,0.005089702,0.008061706,0.005089702,0.008061706,0.100000000,0.035787272,1.173378992,0.067419999,0.000000000,0.000001409,0.000002255,0.000005992,-0.007030471,-0.272635933,-0.962091586,0.000000002,0.000000003,0.000000009,0.527371405,0.848763563,-0.038468361,0.000000000,0.339996801,0.163465787,6.186891966,0.017290761,80.148625542,0,0.205641508,0.166831178,418,391,27,0.188458070,97,0,0,0,0,0,1703,97,190667,378397,106086,0,0,1396520
811,1624181174.759790659,1624181174.859748363,816,815,0,0.153178691,0.239215789,1,0,0,0,1,6.971609360,35.283123209,-30.787809454,-0.105644575,0.047686552,-0.043306025,0.992315376,2182,1037,0.475252062,0.065327426,0.042564312,0.028296979,0.541878404,78.214504458,1983,0.822726142,460.249792172,490.423367928,680.792778580,0.282108122,0.232097727,0,0,0,0,1.000000000,0,1,0.011820663,0.007134710,0.011820663,0.007134710,0.100000000,0.035787272,1.284398023,0.065327426,0.000000000,0.000001505,0.000002227,0.000005914,-0.024937788,-0.281859156,-0.959131651,0.000000002,0.000000003,0.000000009,0.539879006,0.841626299,-0.013994013,0.000000000,0.339418251,0.161479619,6.232134978,0.018053999,80.563463350,0,0.207407449,0.168408833,394,366,28,0.180568286,91,0,0,0,0,0,1697,91,190827,378791,106177,0,0,1398217
812,1624181174.859788179,1624181174.959710121,817,816,0,0.058325809,0.117317742,1,0,0,0,1,6.814483612,34.906678744,-30.738390064,-0.112212513,0.049253407,-0.042435446,0.991555186,2324,1166,0.501721170,0.078617482,0.052583359,0.034869944,0.496400400,76.705110184,2108,0.830221655,462.939866515,517.538197270,769.629184664,0.264520855,0.219610942,0,0,0,0,1.000000000,0,1,0.028585684,0.012020214,0.028585684,0.012020214,0.100000000,0.037049702,1.204325708,0.078617482,0.000000000,0.000001318,0.000002189,0.000005409,-0.032434951,-0.287222821,-0.957314486,0.000000002,0.000000002,0.000000008,0.572248604,0.818902707,-0.043930543,0.000000000,0.336811642,0.161504148,6.313469578,0.018439061,80.901023490,0,0.208531223,0.169556452,397,370,27,0.170826162,129,0,0,0,0,0,1797,130,191007,379188,106306,0,0,1400014
813,1624181174.959785700,1624181175.059624195,818,817,0,0.106606778,0.198705760,1,0,0,0,1,6.646824158,34.518733452,-30.711289591,-0.114349683,0.050711558,-0.042788717,0.991222283,2237,1074,0.480107287,0.076563050,0.055419579,0.034713680,0.558914570,74.981789116,2051,0.828989340,459.901945409,529.755135825,710.600056084,0.270489643,0.224233030,0,0,0,0,1.000000000,0,1,0.009021865,0.014036181,0.009021865,0.014036181,0.100000000,0.037049702,1.231500744,0.076563050,0.000000000,0.000001399,0.000002278,0.000005212,-0.026814180,-0.289401857,-0.956832046,0.000000002,0.000000003,0.000000008,0.495410848,0.868646835,-0.004557174,0.000000000,0.346168251,0.152470016,6.419039507,0.019443482,80.891810924,0,0.211893796,0.172635926,387,365,22,0.172999553,99,0,0,0,0,0,1750,100,191138,379575,106405,0,0,1401764
814,1624181175.059783220,1624181175.159699440,819,818,0,0.196358953,0.235283062,1,0,0,0,1,6.474945350,34.121412677,-30.687316055,-0.110095700,0.051252858,-0.042603823,0.991683919,2262,1133,0.500884173,0.064472091,0.044839626,0.028930621,0.476630421,81.001046114,2051,0.833495577,458.986152256,482.626037352,767.887239768,0.268491550,0.223786520,0,0,0,0,1.000000000,0,1,0.011999215,0.009964360,0.011999215,0.009964360,0.100000000,0.037049702,1.222403715,0.064472091,0.000000000,0.000001309,0.000002218,0.000005416,-0.006189170,-0.260688188,-0.965403213,0.000000002,0.000000003,0.000000009,0.557993296,0.829828495,-0.005305803,0.000000000,0.350874903,0.152694302,6.534653043,0.018698532,81.222629339,0,0.214312174,0.174939760,410,389,21,0.181255526,101,0,0,0,0,0,1750,102,191295,379985,106506,0,0,1403514
815,1624181175.159780979,1624181175.259730577,820,819,0,0.203643749,0.253156494,1,0,0,0,1,6.305742070,33.709748853,-30.690891882,-0.102270161,0.052450833,-0.043474208,0.992421139,2128,1048,0.492481203,0.067023481,0.047278544,0.030170858,0.509959867,82.353174007,1960,0.833633233,443.218551840,477.606831053,713.095753653,0.271260676,0.226131914,0,0,0,0,1.000000000,0,1,0.029190853,0.006597078,0.029190853,0.006597078,0.100000000,0.036569811,1.222577413,0.067023481,0.000000000,0.000001475,0.000002236,0.000005805,-0.000465522,-0.274324214,-0.961637150,0.000000002,0.000000003,0.000000009,0.511876617,0.858957794,-0.013184759,0.000000000,0.358861535,0.157273738,6.663416209,0.019240992,81.666070928,0,0.217455489,0.177869027,354,326,28,0.166353383,93,0,0,0,0,0,1681,93,191443,380339,106599,0,0,1405195
816,1624181175.259778500,1624181175.359680653,821,820,0,0.252315875,0.330550743,1,0,0,0,1,6.142636101,33.277386372,-30.661255237,-0.093396142,0.057127961,-0.043658141,0.993029468,2175,1106,0.508505747,0.069682179,0.049510760,0.031032238,0.399055758,71.300569360,1986,0.832551140,395.042370588,476.095698550,782.308495306,0.238920555,0.198913580,0,0,0,0,1.000000000,0,1,0.018956405,0.006737469,0.018956405,0.006737469,0.100000000,0.034214248,1.041107642,0.069682179,0.000000000,0.000001346,0.000002235,0.000005051,-0.023462274,-0.265987145,-0.963691009,0.000000002,0.000000003,0.000000008,0.466318174,0.884574199,-0.008709018,0.000000000,0.367150162,0.156839981,6.811810017,0.019198920,81.039189617,0,0.220435318,0.180588982,366,350,16,0.168275862,96,0,0,0,0,0,1712,97,191600,380705,106695,0,0,1406907
817,1624181175.359776020,1624181175.459556103,822,821,0,0.140032609,0.198320807,1,0,0,0,1,5.964219912,32.835774110,-30.599094074,-0.084961496,0.060631180,-0.043746280,0.993575194,2101,1066,0.507377439,0.066189841,0.044549076,0.028344652,0.427376218,80.626157477,1922,0.833674260,399.895857882,452.656872356,749.769196721,0.249572730,0.208062361,0,0,0,0,1.000000000,0,1,0.039363405,0.006879171,0.039363405,0.006879171,0.100000000,0.032811918,1.087357353,0.066189841,0.000000000,0.000001377,0.000002216,0.000005430,-0.036609725,-0.251559033,-0.967149307,0.000000002,0.000000003,0.000000009,0.464185605,0.885737767,0.000576906,0.000000000,0.377249428,0.161000124,6.970796131,0.017784000,80.861957208,0,0.224321217,0.184117903,387,360,27,0.184198001,89,0,0,0,0,0,1625,89,191756,381092,106784,0,0,1408532
818,1624181175.459773540,1624181175.559688091,823,822,0,0.073376990,0.128304138,1,0,0,0,1,5.780537214,32.365528194,-30.585661859,-0.079238913,0.063761036,-0.043943584,0.993843391,2079,1063,0.511303511,0.080490130,0.058392665,0.036225275,0.369831850,86.309341887,1878,0.834006635,346.890405200,443.845476441,775.528579092,0.221476267,0.184712676,0,0,0,0,1.000000000,0,1,0.027428612,0.012471147,0.027428612,0.012471147,0.100000000,0.031278282,0.964944555,0.080490130,0.000000000,0.000001369,0.000002206,0.000005953,0.031916326,0.252221848,0.967142951,0.000000002,0.000000003,0.000000008,0.575536149,0.817578262,-0.017997963,0.000000000,0.385614631,0.156511793,7.154940695,0.017941353,80.471995736,0,0.227279135,0.186889817,348,316,32,0.167388167,117,0,0,0,0,0,1614,117,191898,381440,106901,0,0,1410146
819,1624181175.559771061,1624181175.659704447,824,823,0,0.148954384,0.255676774,1,0,0,0,1,5.592210167,31.899997940,-30.545695076,-0.075423920,0.060699445,-0.043981162,0.994330160,2123,1073,0.505416863,0.069289124,0.049296813,0.031434101,0.340412765,82.988898421,1952,0.830837870,360.178824661,473.552781697,788.063916145,0.222086459,0.184517841,0,0,0,0,1.000000000,0,1,0.011964267,0.008674131,0.011964267,0.008674131,0.100000000,0.031390202,1.005825772,0.069289124,0.000000000,0.000001331,0.000002167,0.000006020,0.060622398,0.241963906,0.968389587,0.000000002,0.000000003,0.000000008,0.678220524,0.733985444,-0.035809069,0.000000000,0.390239834,0.158826977,7.352552436,0.017192538,80.774007539,0,0.229289413,0.188781955,373,345,28,0.175694772,97,0,0,0,0,0,1652,98,192064,381813,106998,0,0,1411798
