frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
531,1624181144.560525656,1624181144.660553455,536,535,0,0.099663458,0.140419268,1,0,0,1,12.534005169,70.557903263,-25.556105888,0.044312905,0.040523034,-0.062192182,0.996256183,1858,746,0.401506997,0.078459237,0.046226014,0.031127539,0.407126901,53.741743676,1603,0.833326165,304.187564696,353.790549704,677.843728573,0.227715669,0.189761425,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001634,0.000002819,0.000004292,-0.016578826,0.043060281,-0.998934910,0.000000003,0.000000003,0.000000008,0.321435108,-0.941920399,0.097290464,0.000000000,0.365982187,0.106577424,4.633934259,0.010871011,60.387525381,0,456,427,29,0.245425188,116,0,0,0,0,0,1284,118,141146,276386,77832,29,0,1039473
532,1624181144.660523176,1624181144.760510683,537,536,0,0.114717632,0.163304410,1,0,0,1,12.579109218,70.846008337,-25.564870365,0.039363192,0.040176451,-0.062933392,0.996431523,1779,741,0.416526138,0.069166468,0.043519815,0.028465120,0.416810733,52.948562393,1530,0.836464345,283.705103745,314.714396090,681.370948510,0.221680904,0.185428172,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001615,0.000003063,0.000004059,-0.028281328,0.021439240,-0.999370064,0.000000003,0.000000004,0.000000010,0.192841780,-0.968772337,0.155859576,0.000000000,0.368407028,0.109235264,4.668649716,0.012338502,59.309245245,0,389,360,29,0.218662170,93,0,0,0,0,0,1296,94,141353,276775,77925,29,0,1040769
533,1624181144.760520697,1624181144.860523701,538,537,0,0.112620548,0.153662370,1,0,0,1,12.637575235,71.137055894,-25.561071374,0.034586690,0.040708033,-0.064182678,0.996507502,1789,693,0.387367244,0.078270312,0.044343078,0.029991356,0.291529318,52.729190785,1544,0.822459276,259.752153294,323.286019892,686.838949187,0.204549046,0.168233260,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001649,0.000003065,0.000004430,-0.077565585,-0.032556984,-0.996455530,0.000000004,0.000000006,0.000000010,-0.013426828,-0.983955728,0.177906844,0.000000000,0.361453212,0.048449654,4.724682254,0.014697736,57.870899234,0,450,405,45,0.251537172,96,0,0,0,0,0,1243,96,141605,277225,78021,29,0,1042012
534,1624181144.860518217,1624181144.960533381,539,538,0,0.113888588,0.125773777,1,0,0,1,12.692889843,71.442599497,-25.535232110,0.030545673,0.040171181,-0.067053220,0.996472330,1768,750,0.424208145,0.070559236,0.043959186,0.028856428,0.358633334,48.190953170,1507,0.823482056,269.754101842,320.701827149,650.531529806,0.217370530,0.179000731,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001611,0.000003032,0.000004085,-0.057963937,-0.006505312,-0.998297482,0.000000003,0.000000004,0.000000007,0.133220223,0.990664255,-0.028925868,0.000000000,0.359649772,0.050127725,4.811265326,0.020637848,55.626760214,0,437,395,42,0.247171946,90,0,0,0,0,0,1241,90,141852,277662,78111,29,0,1043253
535,1624181144.960515738,1624181145.060468674,540,539,0,0.137974035,0.175095842,1,0,0,1,12.741697795,71.738750507,-25.527916872,0.027847180,0.040183907,-0.072164901,0.996193764,1747,735,0.420721236,0.074342855,0.045944735,0.030467775,0.328288452,49.421326676,1511,0.832851205,260.231150702,320.314029138,677.892991064,0.206788984,0.172224454,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001589,0.000002976,0.000004040,-0.032150464,0.037797321,-0.998768096,0.000000003,0.000000004,0.000000009,0.078803141,-0.996709845,-0.018961794,0.000000000,0.356757072,0.050024275,4.680187989,0.029876024,54.677663878,0,360,328,32,0.206067544,82,0,0,0,0,0,1305,82,142056,278022,78193,29,0,1044558
536,1624181145.060513496,1624181145.160381794,541,540,0,0.188107092,0.208095828,1,0,0,1,12.792021190,72.024546764,-25.551873598,0.025500918,0.039403690,-0.078812054,0.995783969,1738,726,0.417721519,0.067436962,0.042787237,0.028257400,0.359614413,49.446444049,1502,0.829547921,269.477211604,295.152130429,681.351635937,0.216277147,0.179412258,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001597,0.000003012,0.000003998,-0.069415470,-0.041750260,-0.996713805,0.000000003,0.000000004,0.000000009,0.239412625,-0.969215802,0.057465852,0.000000000,0.357603664,0.054625143,4.785049224,0.043126260,54.182806707,0,364,334,30,0.209436133,71,0,0,0,0,0,1303,71,142240,278386,78264,29,0,1045861
537,1624181145.160511017,1624181145.260422945,542,541,0,0.196654602,0.222498783,1,0,0,1,12.836571252,72.319981283,-25.523169795,0.025816567,0.039050935,-0.086975308,0.995109956,1758,727,0.413538111,0.070872158,0.045562514,0.028305503,0.346453038,51.259652465,1515,0.816873868,264.479101851,299.002446220,674.082362303,0.213709449,0.174573665,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001569,0.000003128,0.000004047,-0.099125649,-0.027943215,-0.994682503,0.000000003,0.000000004,0.000000011,0.355917775,-0.933342754,-0.046838459,0.000000000,0.359366338,0.055161268,4.898355338,0.059345457,53.625618847,0,350,312,38,0.199089875,80,0,0,0,0,0,1328,80,142434,278736,78344,29,0,1047189
538,1624181145.260508537,1624181145.360355616,543,542,0,0.203756049,0.229777703,1,0,0,1,12.884063888,72.617680083,-25.555873043,0.024012349,0.038027884,-0.096270450,0.994338618,1694,736,0.434474616,0.069067148,0.044366610,0.029824740,0.376870254,52.364390180,1458,0.830656982,260.908771454,289.770642218,660.418465457,0.215431615,0.178949775,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001574,0.000003210,0.000004074,-0.052002378,0.001332164,-0.998646072,0.000000003,0.000000003,0.000000011,0.350621621,-0.935457225,0.044545019,0.000000000,0.364631753,0.057330166,5.003334866,0.077453000,53.277369110,0,321,296,25,0.189492326,83,0,0,0,0,0,1289,84,142599,279057,78427,29,0,1048478
539,1624181145.360506058,1624181145.460288286,544,543,0,0.214495521,0.234718587,1,0,0,1,12.936476920,72.921536781,-25.554899122,0.023555716,0.037438411,-0.105631949,0.993421051,1678,688,0.410011919,0.067412209,0.041294453,0.026146820,0.351335059,49.715808705,1463,0.822646461,268.669774164,284.271347428,650.590650963,0.223234467,0.183643045,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001661,0.000003269,0.000004086,-0.132988578,-0.099345676,-0.986125993,0.000000003,0.000000004,0.000000011,0.254343947,-0.965140186,0.061754169,0.000000000,0.364673836,0.060874252,5.109557190,0.095880904,53.155274077,0,324,297,27,0.193087008,59,0,0,0,0,0,1295,59,142767,279381,78486,29,0,1049773
540,1624181145.460503578,1624181145.560251713,545,544,0,0.214962994,0.241924867,1,0,0,1,12.987165396,73.223524184,-25.550552641,0.022261424,0.035043589,-0.116305582,0.992345397,1706,709,0.415592028,0.076261249,0.046679367,0.029538710,0.334215193,48.312822049,1444,0.826536816,235.386556011,292.541898366,665.590707841,0.197220592,0.163010080,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001638,0.000003229,0.000004121,-0.137512364,-0.101951991,-0.985239129,0.000000004,0.000000005,0.000000010,0.048615111,-0.991904054,0.117315463,0.000000000,0.365147190,0.061116669,5.216014729,0.117069903,52.936469573,0,360,322,38,0.211019930,95,0,0,0,0,0,1251,95,142968,279741,78581,29,0,1051024
541,1624181145.560501337,1624181145.660203695,546,545,0,0.211052154,0.263215821,1,0,0,1,13.038158009,73.526283362,-25.558150043,0.021739500,0.032664453,-0.126093563,0.991242070,1677,681,0.406082290,0.070587936,0.046395140,0.029468396,0.297363204,53.613949999,1450,0.826907360,235.922497180,294.029730038,669.063445070,0.196763481,0.162705170,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001627,0.000003252,0.000004551,-0.085045148,-0.031610463,-0.995875545,0.000000004,0.000000005,0.000000011,0.201651013,0.977447949,-0.062708651,0.000000000,0.364834664,0.052496557,5.311267314,0.135812669,52.759766656,0,355,314,41,0.211687537,83,0,0,0,0,0,1238,84,143171,280096,78664,29,0,1052262
542,1624181145.660498857,1624181145.760228395,547,546,0,0.198934150,0.239589484,1,0,0,1,13.085706179,73.828521624,-25.582744652,0.020988766,0.030560108,-0.136116738,0.989998881,1709,682,0.399063780,0.074626796,0.045757026,0.029413478,0.321339324,52.166189581,1480,0.827498665,249.511281456,302.287497034,672.899245653,0.203732901,0.168588704,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001660,0.000003224,0.000004811,-0.043600539,-0.004197614,-0.999040226,0.000000004,0.000000005,0.000000010,0.095613900,0.992176224,-0.080276538,0.000000000,0.367277069,0.052618218,5.395683109,0.155886363,52.494126016,0,373,334,39,0.218256290,84,0,0,0,0,0,1251,85,143385,280469,78748,29,0,1053513
543,1624181145.760496378,1624181145.860300779,548,547,0,0.161788778,0.211098858,1,0,0,1,13.143350115,74.145962850,-25.591849637,0.022419820,0.028511447,-0.144643199,0.988818888,1719,688,0.400232693,0.075362929,0.047414373,0.029763951,0.325695129,54.712030128,1479,0.829690767,250.853936163,300.332416548,675.926291143,0.204426169,0.169610505,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001655,0.000003267,0.000004658,-0.022315263,0.033481224,-0.999190190,0.000000003,0.000000004,0.000000008,0.040358550,-0.998679920,0.031774293,0.000000000,0.363202327,0.052558032,5.486224713,0.172268630,52.787923986,0,409,384,25,0.237929029,83,0,0,0,0,0,1227,83,143601,280878,78831,29,0,1054740
544,1624181145.860493898,1624181145.960336208,549,548,0,0.078429270,0.137692565,1,0,0,1,13.205068136,74.458273321,-25.589808609,0.023198016,0.027633599,-0.151297351,0.987829615,1752,747,0.426369863,0.082258523,0.050807192,0.034917239,0.297033308,55.294442240,1522,0.829400818,257.535659567,307.917602215,696.894782807,0.204013196,0.169208712,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001559,0.000003084,0.000004504,0.037788632,0.082569304,-0.995868631,0.000000003,0.000000004,0.000000008,0.183642967,-0.982153307,0.040621955,0.000000000,0.355844518,0.058633410,5.560438856,0.184981035,53.101325173,0,379,339,40,0.216324201,114,0,0,0,0,0,1259,114,143802,281257,78945,29,0,1055999
545,1624181145.960491419,1624181146.060357809,550,549,0,0.073334871,0.163549220,1,0,0,1,13.269041636,74.769914725,-25.595191300,0.024724903,0.026165148,-0.156141785,0.987078420,1782,780,0.437710438,0.079797446,0.048483096,0.030353399,0.303301196,58.565744581,1536,0.831174535,255.146405097,310.684453367,710.853226706,0.199850854,0.166110941,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001510,0.000002946,0.000004650,0.019247284,0.086657267,-0.996052238,0.000000003,0.000000004,0.000000008,0.096259405,-0.995356147,0.000516807,0.000000000,0.346874326,0.060987794,5.631410153,0.193585330,53.021106438,0,443,411,32,0.248597082,104,0,0,0,0,0,1235,104,144026,281700,79049,29,0,1057234
546,1624181146.060488939,1624181146.160443068,551,550,0,0.259698623,0.315975638,1,0,0,1,13.349724623,75.065700575,-25.491603589,0.031043604,0.024311056,-0.157048920,0.986803376,1741,783,0.449741528,0.095374187,0.049394760,0.035387753,0.329317234,51.165987812,1532,0.842471283,276.357015741,307.117041573,707.191947536,0.214119698,0.180389697,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001505,0.000002974,0.000004102,0.006646639,0.030958205,-0.999498580,0.000000003,0.000000003,0.000000007,0.130289906,-0.987789961,0.085413892,0.000000000,0.341304427,0.084225346,5.700687459,0.194910945,52.834595288,0,457,425,32,0.262492820,125,0,0,0,0,0,1158,126,144279,282157,79174,29,0,1058392
547,1624181146.160486698,1624181146.260549545,552,551,0,0.229143527,0.289162249,1,0,0,1,13.435422604,75.370953541,-25.530544223,0.036246926,0.024396878,-0.157273837,0.986588006,1799,802,0.445803224,0.077391913,0.045896620,0.028598246,0.367592093,53.164965418,1542,0.839991935,281.747123183,330.487880219,683.032559687,0.217520404,0.182715385,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001541,0.000002977,0.000004009,-0.010295380,0.003181231,-0.999941941,0.000000003,0.000000004,0.000000007,0.223491934,-0.972819392,0.060611768,0.000000000,0.339129110,0.083302541,5.750247301,0.194032541,52.966251862,0,429,395,34,0.238465814,112,0,0,0,0,0,1258,112,144491,282586,79286,29,0,1059650
548,1624181146.260484219,1624181146.360602617,553,552,0,0.203370868,0.231379878,1,0,0,1,13.519681758,75.692965212,-25.570084034,0.047791812,0.023342602,-0.157540418,0.986079146,1887,786,0.416534181,0.076446362,0.048928623,0.030923311,0.400763578,62.189696213,1647,0.838390944,301.982734294,361.599187971,717.247962270,0.218696552,0.183353208,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001573,0.000002950,0.000004075,0.001748395,0.057395197,-0.998350006,0.000000002,0.000000004,0.000000007,-0.038295088,-0.993432264,0.107823113,0.000000000,0.341813431,0.083293534,5.814173503,0.193924902,53.301455698,0,526,478,48,0.278749338,95,0,0,0,0,0,1265,96,144785,283112,79381,29,0,1060915
549,1624181146.360481739,1624181146.460605145,554,553,0,0.178226767,0.358248236,1,0,0,1,13.606332680,76.027771581,-25.691034957,0.046237491,0.025344869,-0.157483614,0.986112896,1942,832,0.428424305,0.085156605,0.048961379,0.032940965,0.426037249,47.523292252,1632,0.840044941,317.606869963,363.014035216,690.332438967,0.231668620,0.194612053,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001580,0.000002879,0.000003757,0.025869804,0.029575340,-0.999227728,0.000000003,0.000000004,0.000000007,0.152056042,-0.975652897,0.158051845,0.000000000,0.347856052,0.086646310,5.909703519,0.193699046,52.805556026,0,581,517,64,0.299176107,138,0,0,0,0,0,1223,138,145153,283693,79519,29,0,1062138
550,1624181146.460479259,1624181146.560547352,555,554,0,0.357059033,0.449458122,1,0,0,1,13.709231906,76.385430139,-25.697129911,0.040369367,0.024635975,-0.156913518,0.986479362,2006,728,0.362911266,0.135464360,0.055889483,0.044100109,0.259798672,49.513341658,1614,0.849127389,297.966070899,387.518846977,685.006688608,0.217415466,0.184613427,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001572,0.000003045,0.000004276,0.020346483,0.037199388,-0.999100709,0.000000004,0.000000007,0.000000012,0.512095819,-0.852618848,0.103918106,0.000000000,0.344955884,0.185119671,5.999808248,0.194165547,52.302026701,0,867,673,194,0.432203390,185,0,0,0,0,0,954,185,145784,284560,79704,29,0,1063092
551,1624181146.560476780,1624181146.660505295,556,555,0,0.533522421,0.593065631,1,0,0,1,13.820078700,76.737255350,-25.690887230,0.025130219,0.023560904,-0.156375542,0.987096776,1939,678,0.349664776,0.131525356,0.059530760,0.045592891,0.252785743,52.291100715,1618,0.834622325,303.547258299,364.127245221,682.744417557,0.224780069,0.187606464,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001630,0.000003228,0.000004905,0.015929323,0.036400784,-0.999210308,0.000000002,0.000000007,0.000000012,0.270277876,0.961666689,0.046336258,0.000000000,0.337238826,0.228183988,6.076989025,0.192426052,52.229494553,0,769,603,166,0.396596184,147,0,0,0,0,0,1023,147,146266,285329,79851,29,0,1064115
552,1624181146.660474539,1624181146.760434389,557,556,0,0.514492295,0.588744441,1,0,0,1,13.925282671,77.080716919,-25.693424978,0.008710832,0.024125018,-0.156299980,0.987376535,1849,740,0.400216333,0.105611265,0.052862486,0.038023776,0.285449701,50.659347128,1604,0.827530203,276.782642357,336.484931080,714.090872872,0.208521401,0.172557757,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001571,0.000003091,0.000004621,-0.045060250,-0.007553229,-0.998955716,0.000000002,0.000000004,0.000000011,0.500159011,0.865584947,-0.024569572,0.000000000,0.330670775,0.229133439,6.139324481,0.190211905,52.115033790,0,546,482,64,0.295294754,127,0,0,0,0,0,1175,128,146539,285875,79978,29,0,1065290
553,1624181146.760472059,1624181146.860416651,558,557,0,0.412366089,0.463381782,1,0,0,1,14.031790677,77.403193245,-25.653090509,-0.012499675,0.022749682,-0.155769724,0.987452279,1808,741,0.409845133,0.074069265,0.048843889,0.032999010,0.248651455,52.206610906,1577,0.822140288,245.503424471,307.364318457,743.647491193,0.189356375,0.155677504,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001492,0.000003057,0.000004679,-0.111157016,-0.087314407,-0.989959753,0.000000004,0.000000006,0.000000013,0.001347600,0.999258149,-0.038488110,0.000000000,0.328526881,0.230630094,6.169737790,0.184251289,52.088904796,0,402,368,34,0.222345133,94,0,0,0,0,0,1311,95,146744,286277,80072,29,0,1066601
554,1624181146.860469580,1624181146.960411072,559,558,0,0.318113851,0.351013131,1,0,0,1,14.141825630,77.722960568,-25.622326358,-0.033735012,0.018498982,-0.155447195,0.987094679,1893,813,0.429477021,0.077264377,0.050697757,0.033636185,0.226357218,63.609866946,1652,0.835692219,247.599074491,317.454848569,815.509622116,0.179346380,0.149878374,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001348,0.000003131,0.000005258,-0.135555967,-0.102545020,-0.985448679,0.000000003,0.000000004,0.000000011,0.179440414,-0.983744361,0.006940417,0.000000000,0.321913076,0.227751622,6.209068922,0.173988850,52.859850485,0,384,357,27,0.202852615,94,0,0,0,0,0,1415,94,146915,286661,80166,29,0,1068016
555,1624181146.960467100,1624181147.060349703,560,559,0,0.179034085,0.229303318,1,0,0,1,14.241847786,78.036908104,-25.609973566,-0.048917625,0.013460179,-0.154899638,0.986626572,1882,825,0.438363443,0.080086488,0.053924707,0.035619814,0.275013267,65.587438635,1645,0.828812445,273.119541682,293.049073065,797.227857280,0.200322905,0.166030117,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001315,0.000003183,0.000005485,-0.124898241,-0.134933766,-0.982951325,0.000000003,0.000000004,0.000000009,0.013225800,0.996875167,-0.077877973,0.000000000,0.319249316,0.225835880,6.247616069,0.161708163,53.668156083,0,412,387,25,0.218916047,113,0,0,0,0,0,1357,113,147115,287073,80279,29,0,1069373
556,1624181147.060464621,1624181147.160290956,560,560,0,0.080997764,0.139497011,1,0,0,1,14.343416886,78.330860110,-25.603889890,-0.058401055,0.012333417,-0.155172579,0.986082489,1861,816,0.438473939,0.080628677,0.054347836,0.033020938,0.284028646,78.713831214,1636,0.839562667,267.388650570,295.864010548,810.271861282,0.194673372,0.163440495,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001304,0.000003431,0.000005929,-0.080055570,-0.091715628,-0.992562013,0.000000003,0.000000004,0.000000014,0.137508185,0.990175443,-0.025378967,0.000000000,0.315470028,0.219925137,6.258530244,0.145805811,55.131525441,0,388,355,33,0.208490059,97,0,0,0,0,0,1374,99,147313,287461,80376,29,0,1070747
557,1624181147.160462379,1624181147.260346413,562,561,0,0.043593135,0.090756269,1,0,0,1,14.461259671,78.633608272,-25.599364396,-0.062951200,0.010947268,-0.155028822,0.985841452,1859,796,0.428187197,0.070101825,0.051624272,0.033535588,0.284361197,84.127145346,1620,0.833933220,261.005286905,286.006390794,803.960139322,0.193198173,0.161114375,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001333,0.000003566,0.000006157,-0.065303022,-0.070748944,-0.995354260,0.000000003,0.000000004,0.000000015,0.182176531,0.983175016,-0.013364143,0.000000000,0.312365436,0.220364934,6.280204184,0.127367818,56.774900085,0,392,357,35,0.210866057,89,0,0,0,0,0,1378,89,147523,287853,80465,29,0,1072125
558,1624181147.260459900,1624181147.360374689,563,562,0,0.060741121,0.098023158,1,0,0,1,14.578391351,78.909745629,-25.612462758,-0.064336758,0.011036878,-0.155483034,0.985679459,1896,807,0.425632911,0.069900226,0.046771815,0.031496517,0.260634061,75.583032322,1635,0.828805692,263.948713757,288.375607277,802.772985132,0.194782111,0.161436522,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001334,0.000003439,0.000006152,-0.104911643,-0.135150931,-0.985255182,0.000000003,0.000000004,0.000000015,0.126463951,0.989056769,-0.075984061,0.000000000,0.306553626,0.219862501,6.272097287,0.109388792,57.935832192,0,390,356,34,0.205696203,91,0,0,0,0,0,1413,93,147705,288243,80556,29,0,1073538
559,1624181147.360457420,1624181147.460314751,564,563,0,0.078687514,0.123653033,1,0,0,1,14.700920914,79.167775608,-25.632535120,-0.064027346,0.012833626,-0.155479109,0.985678469,1891,824,0.435748281,0.067048087,0.044268939,0.028297131,0.291784796,86.632481084,1625,0.830853967,265.166825571,291.736945542,793.233925967,0.196399838,0.163179585,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001332,0.000003386,0.000006376,-0.096096308,-0.144746161,-0.984791373,0.000000003,0.000000004,0.000000016,0.137292444,0.989623844,-0.042372548,0.000000000,0.303576113,0.220108530,6.252203763,0.087946409,59.781665811,0,367,346,21,0.194077208,78,0,0,0,0,0,1446,78,147862,288610,80634,29,0,1074984
560,1624181147.460454941,1624181147.560348988,565,564,0,0.100889345,0.161341770,1,0,0,1,14.831117034,79.414145826,-25.647141830,-0.061481864,0.014668829,-0.155578391,0.985799254,1879,839,0.446514103,0.068730824,0.047577600,0.031555424,0.300822831,85.271681401,1638,0.839517903,273.108027241,304.121121250,797.901176055,0.198605196,0.166732617,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001310,0.000003374,0.000006304,-0.075294069,-0.110454024,-0.991025081,0.000000003,0.000000004,0.000000012,0.170722421,0.983840320,-0.053963696,0.000000000,0.301906495,0.223878653,6.224125212,0.068532647,61.629608779,0,343,323,20,0.182543906,70,0,0,0,0,0,1465,71,148005,288953,80704,29,0,1076449
561,1624181147.560452461,1624181147.660341740,566,565,0,0.145681043,0.182293308,1,0,0,1,14.967845179,79.645753381,-25.667575599,-0.058259819,0.015608428,-0.155493121,0.985993945,1900,851,0.447894737,0.064317032,0.042549621,0.026533137,0.288519804,83.529742428,1680,0.843739777,278.980435238,306.482557731,832.019833054,0.196813979,0.166059783,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001291,0.000003399,0.000006271,-0.086203897,-0.144924749,-0.985680326,0.000000002,0.000000003,0.000000012,0.158479880,0.982224212,-0.100596843,0.000000000,0.301464325,0.227945463,6.186912560,0.048280755,63.125398400,0,383,368,15,0.201578947,71,0,0,0,0,0,1445,72,148165,289336,80775,29,0,1077894
562,1624181147.660450220,1624181147.760396242,567,566,0,0.221241323,0.285917179,1,0,0,1,15.104385672,79.865861323,-25.696714503,-0.052229589,0.020848575,-0.155603205,0.986217547,1873,815,0.435130806,0.071473988,0.049124265,0.030397260,0.313490335,78.675714126,1654,0.830920737,269.448112285,302.073746894,802.821039600,0.196055957,0.162906960,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001337,0.000003579,0.000005837,-0.130526808,-0.187669928,-0.973520801,0.000000003,0.000000004,0.000000009,0.078734156,0.986272331,-0.145147589,0.000000000,0.301071876,0.229408930,6.124804382,0.031841062,64.450874628,0,386,358,28,0.206086492,92,0,0,0,0,0,1394,93,148338,289722,80867,29,0,1079288
563,1624181147.760447741,1624181147.860381126,568,567,0,0.259909615,0.339070896,1,0,0,1,15.235618935,80.068042624,-25.715569270,-0.042943157,0.024010321,-0.155995513,0.986531697,1846,787,0.426327194,0.067001408,0.044839523,0.027963811,0.251000283,64.198468015,1633,0.828816916,252.290912221,310.774573792,790.392537184,0.186404682,0.154495353,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001346,0.000003401,0.000005825,-0.116955081,-0.126990187,-0.984984772,0.000000004,0.000000004,0.000000013,0.008963467,0.997608341,-0.068536523,0.000000000,0.297337133,0.233705658,6.048222075,0.019280331,64.925196522,0,340,321,19,0.184182015,77,0,0,0,0,0,1428,78,148480,290062,80944,29,0,1080716
564,1624181147.860445261,1624181147.960446358,569,568,0,0.416871377,0.484614009,1,0,0,1,15.372175288,80.268225736,-25.669723340,-0.032369494,0.032158342,-0.155645354,0.986758623,1844,789,0.427874187,0.118367742,0.060549010,0.040183038,0.268337737,71.971517219,1624,0.831290822,268.774140725,284.583653635,796.658500011,0.199089553,0.165501318,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001334,0.000003504,0.000005961,-0.141179235,-0.134228510,-0.980842052,0.000000003,0.000000003,0.000000010,0.021684538,-0.994651007,0.100990862,0.000000000,0.295902355,0.246106829,5.976659398,0.009876768,65.759050271,0,381,348,33,0.206616052,113,0,0,0,0,0,1348,115,148638,290443,81057,29,0,1082064
565,1624181147.960442781,1624181148.060313225,570,569,0,0.265680745,0.376401365,1,0,0,1,15.505757880,80.449832034,-25.732050520,-0.021169827,0.037444967,-0.155910662,0.986834119,1702,708,0.415981199,0.065258269,0.039555818,0.026677032,0.212536191,62.898980548,1499,0.833789352,217.832701738,268.908965730,763.108570754,0.174287043,0.145318680,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001381,0.000003665,0.000006094,-0.116106494,-0.078903166,-0.990097759,0.000000003,0.000000005,0.000000014,0.010032187,0.995879038,-0.090134887,0.000000000,0.291364104,0.253117509,5.886941469,0.008668285,65.975712069,0,318,292,26,0.186839013,72,0,0,0,0,0,1311,73,148799,290761,81129,29,0,1083375
566,1624181148.060440302,1624181148.160377264,571,570,0,0.185125733,0.250242007,1,0,0,1,15.635591377,80.634579435,-25.766232066,-0.008554459,0.045473447,-0.156465686,0.986598944,1696,684,0.403301887,0.069940215,0.038889532,0.025363944,0.213427670,55.520610837,1480,0.815025355,214.832930772,290.387433724,701.017160813,0.178101681,0.145157386,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001463,0.000003682,0.000005904,-0.053503265,-0.012897201,-0.998484383,0.000000004,0.000000009,0.000000016,0.134038786,-0.990867276,0.014684856,0.000000000,0.285569626,0.257559311,5.795883087,0.009237395,66.193443220,0,362,325,37,0.213443396,65,0,0,0,0,0,1266,68,148968,291123,81194,29,0,1084641
