frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1169,1624181210.658916950,1624181210.758805513,1174,1173,0,1,0,0,1,16.852488335,75.290340527,-34.433716510,-0.010276189,0.036002541,-0.062508147,0.997341942,1284,446,0.347352025,0.054949742,0.040791125,0.026460378,0.619261946,103.776937521,1199,0.768103193,227.309255633,304.584704803,389.061768151,0.246818874,0.189582365,0.000003223,0.000004969,0.000012905,0.067461485,-0.140022341,-0.987847504,0.000000004,0.000000009,0.000000014,0.546590028,-0.837211847,0.017766935,0.000000000,0.632575728,0.129764497,4.582631985,0.017597366,105.983250344,0,139,117,22,0.108255452,24,0,0,0,0,0,1119,26,226156,468551,157980,37,0,1898423
1170,1624181210.758914471,1624181210.858856201,1175,1174,0,1,0,0,1,16.837796744,75.077973331,-34.432915011,-0.010060581,0.037742542,-0.062798409,0.997261573,1304,437,0.335122699,0.061032262,0.040722461,0.028098924,0.617263574,121.276208327,1210,0.766563498,232.913211179,309.264225576,385.364395911,0.251108040,0.192490257,0.000003471,0.000005098,0.000014166,0.050700222,-0.164408485,-0.985088492,0.000000004,0.000000012,0.000000016,0.551512203,-0.831289799,0.069221097,0.000000000,0.641597258,0.096969115,4.572646256,0.017668947,107.649390879,0,146,130,16,0.111963190,28,0,0,0,0,0,1130,28,226212,468697,158008,37,0,1899553
1171,1624181210.858911991,1624181210.958907366,1176,1175,0,1,0,0,1,16.826319461,74.864099412,-34.416656381,-0.010844081,0.039638663,-0.062851012,0.997176480,1295,445,0.343629344,0.054706158,0.038472710,0.025354455,0.614170653,123.109267971,1215,0.765415034,236.101496550,299.553836775,394.323932829,0.253878237,0.194322219,0.000003326,0.000005135,0.000014666,0.046020066,-0.151880292,-0.987326962,0.000000004,0.000000011,0.000000014,0.645680550,-0.762298715,0.044691119,0.000000000,0.651881256,0.098037617,4.559092037,0.017232004,108.961142191,0,126,111,15,0.097297297,24,0,0,0,0,0,1145,24,226266,468823,158032,37,0,1900698
1172,1624181210.958909750,1624181211.058843851,1177,1176,0,1,0,0,1,16.815765854,74.649788814,-34.422997588,-0.010571283,0.041396102,-0.063109975,0.997091642,1274,456,0.357927786,0.059657065,0.041538279,0.026343232,0.645060389,113.852839218,1171,0.778343858,220.069965299,299.792433716,391.578258300,0.241452873,0.187933361,0.000003295,0.000004950,0.000014766,0.050712869,-0.151187216,-0.987203439,0.000000004,0.000000011,0.000000013,-0.038709064,0.998826957,-0.029091552,0.000000000,0.657935562,0.081161274,4.546449428,0.017699754,109.618003588,0,140,120,20,0.109890110,26,0,0,0,0,0,1107,27,226311,468963,158058,37,0,1901805
1173,1624181211.058907270,1624181211.158855915,1178,1177,0,1,0,0,1,16.806412129,74.428727485,-34.394707017,-0.011763040,0.042237717,-0.063115673,0.997042636,1311,452,0.344774981,0.056248325,0.042992619,0.025584052,0.629175930,101.905031805,1217,0.772662833,219.171527141,306.288930582,414.870209888,0.233079208,0.180091641,0.000003325,0.000004724,0.000013247,0.042429055,-0.185721539,-0.981685940,0.000000004,0.000000010,0.000000012,-0.095236721,-0.990339158,0.100788487,0.000000000,0.664379859,0.054328967,4.552248306,0.016565948,108.542900390,0,122,106,16,0.093058734,18,0,0,0,0,0,1169,20,226353,469085,158076,37,0,1902974
1174,1624181211.158904791,1624181211.258881807,1179,1178,0,1,0,0,1,16.793423862,74.218077481,-34.395315170,-0.014482607,0.044496430,-0.063427478,0.996888799,1304,463,0.355061350,0.052548454,0.039913041,0.026592931,0.631226840,108.439942739,1217,0.774855609,226.023743445,317.543535074,399.431998111,0.239686020,0.185722057,0.000003248,0.000004801,0.000012916,0.034309766,-0.181898831,-0.982718503,0.000000004,0.000000010,0.000000013,0.777539453,-0.620444512,0.102376784,0.000000000,0.668246126,0.054748483,4.545718541,0.016647471,108.018336236,0,140,128,12,0.107361963,20,0,0,0,0,0,1141,23,226400,469225,158096,37,0,1904115
1175,1624181211.258902311,1624181211.358896017,1180,1179,0,1,0,0,1,16.779268218,74.009134117,-34.378263707,-0.015808731,0.046328861,-0.063705487,0.996767441,1331,473,0.355371901,0.055572060,0.038195677,0.024676601,0.755418937,87.981526642,1240,0.781706633,253.033130739,314.472552334,401.810542168,0.261042913,0.204058976,0.000003239,0.000004848,0.000010524,0.037667418,-0.193649742,-0.980347358,0.000000003,0.000000008,0.000000009,0.445443978,-0.894664967,0.033974383,0.000000000,0.677932593,0.053940440,4.541236237,0.016913419,106.782106690,0,129,111,18,0.096919609,21,0,0,0,0,0,1178,24,226447,469354,158117,37,0,1905293
1176,1624181211.358899832,1624181211.458916426,1181,1180,0,1,0,0,1,16.762143301,73.807903670,-34.378987652,-0.017553370,0.048713320,-0.063472584,0.996639415,1280,463,0.361718750,0.053874929,0.035702739,0.023655425,0.620641866,93.003164353,1202,0.779586094,232.811010297,302.971170311,401.280304792,0.248447690,0.193686365,0.000003137,0.000004754,0.000010023,0.045418553,-0.192643674,-0.980217103,0.000000003,0.000000009,0.000000011,0.834818620,-0.549215505,0.037949975,0.000000000,0.679479659,0.053744846,4.527833399,0.016707863,105.787694640,0,109,93,16,0.085156250,22,0,0,0,0,0,1148,23,226490,469463,158139,37,0,1906441
1177,1624181211.458897591,1624181211.558841467,1182,1181,0,1,0,0,1,16.742246753,73.606575580,-34.371566379,-0.017358925,0.049217322,-0.063421936,0.996621283,1351,450,0.333086603,0.054011233,0.038151116,0.025289473,0.658300918,90.751281913,1236,0.768643428,245.117572085,312.332763178,392.592942300,0.258006743,0.198315188,0.000003177,0.000004536,0.000010564,0.039917128,-0.185250288,-0.981880315,0.000000004,0.000000009,0.000000011,0.956900611,-0.286436573,0.047909388,0.000000000,0.686567577,0.053927139,4.510364730,0.016715508,105.350049728,0,146,129,17,0.108068098,22,0,0,0,0,0,1178,27,226549,469609,158161,37,0,1907619
1178,1624181211.558895111,1624181211.658815145,1183,1182,0,1,0,0,1,16.716822909,73.396337677,-34.362285348,-0.018844678,0.051630715,-0.062901832,0.996505146,1304,433,0.332055215,0.058984302,0.040343973,0.026644857,0.576720577,106.613380202,1209,0.768061987,217.105826061,312.768578777,398.712537081,0.233802368,0.179574711,0.000003332,0.000004395,0.000011805,0.002799543,-0.210374080,-0.977616954,0.000000004,0.000000011,0.000000013,-0.423831300,0.901267770,-0.089907927,0.000000000,0.684750337,0.053618392,4.505654099,0.016582910,105.704911763,0,122,111,11,0.093558282,25,0,0,0,0,0,1150,32,226597,469731,158186,37,0,1908769
1179,1624181211.658892632,1624181211.758841753,1184,1183,0,1,0,0,1,16.691429141,73.187084006,-34.381351830,-0.018607072,0.052573907,-0.062749788,0.996469882,1306,444,0.339969372,0.056614154,0.041812356,0.027310749,0.592368214,87.649986944,1220,0.776296732,228.666237265,320.464230786,397.951545120,0.241442910,0.187431342,0.000003249,0.000004574,0.000010700,0.008783072,-0.216966564,-0.976139523,0.000000004,0.000000008,0.000000015,0.467128925,-0.882187068,0.059468857,0.000000000,0.678520627,0.045852374,4.500212445,0.014977176,105.016695592,0,117,99,18,0.089586524,24,0,0,0,0,0,1161,28,226640,469848,158210,37,0,1909930
1180,1624181211.758890152,1624181211.858890533,1185,1184,0,1,0,0,1,16.665332668,72.982172061,-34.377556347,-0.018895856,0.051945691,-0.062548644,0.996510040,1285,456,0.354863813,0.057951811,0.040665703,0.024979656,0.546281468,105.989062428,1201,0.771546397,225.738285894,317.526214423,383.362722701,0.243612836,0.187958606,0.000003214,0.000004684,0.000011016,-0.010125521,-0.171620303,-0.985111134,0.000000003,0.000000008,0.000000014,0.624888694,-0.780379887,0.022833149,0.000000000,0.672823779,0.045873292,4.270094788,0.012345487,104.667773405,0,124,109,15,0.096498054,24,0,0,0,0,0,1135,26,226694,469972,158234,37,0,1911065
1181,1624181211.858887672,1624181211.958850145,1186,1185,0,1,0,0,1,16.635408743,72.773886250,-34.372562563,-0.019082584,0.050517613,-0.062237104,0.996599402,1332,454,0.340840841,0.057764791,0.038826691,0.025626825,0.569497212,100.659444583,1245,0.770078405,235.271705219,316.827381018,406.648527547,0.245394827,0.188973257,0.000003188,0.000004683,0.000011392,-0.012348615,-0.177088689,-0.984117426,0.000000004,0.000000010,0.000000013,0.436432343,-0.895443481,0.087793971,0.000000000,0.662294933,0.045014245,4.026506728,0.012692226,104.547688549,0,119,101,18,0.089339339,30,0,0,0,0,0,1181,32,226741,470091,158264,37,0,1912246
1182,1624181211.958885431,1624181212.058895826,1187,1186,0,1,0,0,1,16.610492237,72.569611062,-34.395161143,-0.023215437,0.047989451,-0.062235893,0.996636719,1336,431,0.322604790,0.060823158,0.047612489,0.029955920,0.527129062,106.197653484,1248,0.769690656,236.285420040,314.306964128,409.981554340,0.245983584,0.189331266,0.000003177,0.000004718,0.000011982,-0.002328125,-0.188809120,-0.982011047,0.000000004,0.000000011,0.000000016,0.491682949,-0.869070082,0.054452452,0.000000000,0.647265113,0.049112287,4.022773754,0.011737645,104.803714796,0,139,130,9,0.104041916,16,0,0,0,0,0,1179,18,226790,470230,158280,37,0,1913425
1183,1624181212.058882952,1624181212.158814669,1188,1187,0,1,0,0,1,16.576592709,72.333190757,-34.456820981,-0.035126029,0.045412218,-0.062675949,0.996381261,1381,478,0.346125996,0.141140597,0.081099978,0.062967321,0.530200035,97.909435776,1281,0.786970775,243.784911869,324.398800984,439.925850362,0.241823826,0.190308284,0.000003065,0.000004465,0.000010947,0.005879130,-0.211682226,-0.977320864,0.000000003,0.000000009,0.000000011,0.753354298,-0.655400723,0.053918403,0.000000000,0.635692136,0.311577445,4.049119295,0.011896211,104.197142692,0,430,391,39,0.311368573,90,0,0,0,0,0,859,92,226979,470660,158370,37,0,1914284
1184,1624181212.158880472,1624181212.258813858,1189,1188,0,1,1,1,1,16.531493260,72.129759703,-34.284847602,-0.031083837,0.043957601,-0.061878578,0.996630607,1376,544,0.395348837,0.179640032,0.079565158,0.059759985,0.846100517,82.795040283,1274,0.805417180,296.847357915,328.873018461,400.381110690,0.289296294,0.233004206,0.000003030,0.000004277,0.000008903,-0.019895295,-0.271395073,-0.962262382,0.000000004,0.000000007,0.000000008,0.447998238,-0.889182872,0.093012899,0.050000000,0.638967233,0.481619673,4.097645201,0.012933958,102.388858253,1,76,66,10,0.055232558,97,313,0,0,10,0,887,413,227000,470736,158780,37,0,1915171
1185,1624181212.258877993,1624181212.358721972,1190,1189,0,1,1,1,1,16.494640799,71.932678296,-34.200924691,-0.028055587,0.041297299,-0.060892011,0.996894969,1374,486,0.353711790,0.213026060,0.120754223,0.089430545,0.803681419,97.566216630,1262,0.809332794,305.437641278,331.484940032,384.455405145,0.299044668,0.242026657,0.000003138,0.000004619,0.000009837,0.005952397,-0.237245890,-0.971431396,0.000000003,0.000000007,0.000000008,0.999503377,0.030045757,-0.009500114,0.100000000,0.642537374,0.601866542,4.107460667,0.014966356,102.034661187,2,84,70,14,0.061135371,160,422,0,0,19,0,703,587,227032,470820,159362,37,0,1915874
1186,1624181212.358875513,1624181212.458672047,1191,1190,0,1,0,0,1,16.443268662,71.731646396,-34.193920898,-0.022628755,0.038542088,-0.061380234,0.997113290,1337,472,0.353029170,0.062399576,0.044241548,0.028299506,0.626287126,97.994027616,1252,0.777268664,238.823388874,324.199606149,410.117372487,0.245415150,0.190753505,0.000003194,0.000004801,0.000010764,0.057482186,-0.156579920,-0.985991139,0.000000004,0.000000010,0.000000012,0.953596235,-0.294368027,0.063258877,0.100000000,0.637363767,0.596693938,4.096781844,0.015094066,101.677815440,0,146,126,20,0.109199701,30,0,0,0,0,0,1159,32,227089,470966,159392,37,0,1917033
1187,1624181212.458873034,1624181212.558720827,1192,1191,0,1,0,0,1,16.400851604,71.521223313,-34.196064308,-0.015587041,0.038179281,-0.061756636,0.997238941,1316,448,0.340425532,0.083916884,0.053830179,0.036871121,0.580056411,124.069881121,1230,0.774703733,221.670360065,317.723209356,413.492022309,0.232630614,0.180219805,0.000003196,0.000004824,0.000013885,0.055432101,-0.156386242,-0.986139253,0.000000005,0.000000015,0.000000019,-0.118401357,0.990016329,-0.076477362,0.100000000,0.633453184,0.582333025,4.101494843,0.013911059,102.908562084,0,208,189,19,0.158054711,37,0,0,0,0,0,1069,39,227154,471174,159429,37,0,1918102
1188,1624181212.558870792,1624181212.658811331,1193,1192,0,1,0,0,1,16.354604631,71.310015243,-34.218372449,-0.011432703,0.036312043,-0.061611968,0.997373899,1364,457,0.335043988,0.064903862,0.043073363,0.028312500,0.707181156,98.093647283,1280,0.762927165,263.274907669,311.081334862,402.190528066,0.269597848,0.205683522,0.000003345,0.000004884,0.000013332,0.071072510,-0.157003330,-0.985037386,0.000000004,0.000000009,0.000000013,0.297242537,-0.951116570,0.083810175,0.100000000,0.634801212,0.576394958,4.112533412,0.013450279,102.481698842,0,141,121,20,0.103372434,23,0,0,0,0,0,1200,23,227214,471315,159452,37,0,1919302
1189,1624181212.658868313,1624181212.758813143,1194,1193,0,1,0,0,1,16.317833509,71.094712643,-34.235625632,-0.010135767,0.034698846,-0.061299793,0.997464582,1314,468,0.356164384,0.055080831,0.043580299,0.024843995,0.730920068,93.720333044,1227,0.763867629,259.884612926,302.446428826,374.934538625,0.277279587,0.211804901,0.000003274,0.000005043,0.000012406,0.094730062,-0.159258132,-0.982681567,0.000000004,0.000000008,0.000000012,-0.046386157,0.996704725,-0.066543337,0.100000000,0.640384118,0.576303731,4.118757557,0.013595948,101.978868618,0,149,134,15,0.113394216,19,0,0,0,0,0,1145,20,227276,471464,159471,37,0,1920447
1190,1624181212.758865833,1624181212.858833790,1195,1194,0,1,0,0,1,16.288530954,70.889229376,-34.280869027,-0.010903502,0.034795985,-0.061658524,0.997430990,1360,480,0.352941176,0.055266144,0.041213113,0.026541449,0.723765042,94.598901045,1257,0.764182713,255.052531980,317.248759621,388.276378289,0.265519947,0.202905753,0.000003221,0.000004950,0.000011872,0.070232529,-0.212528459,-0.974627645,0.000000004,0.000000009,0.000000011,0.331096621,-0.932417599,0.144818675,0.100000000,0.645709192,0.580051744,4.116395509,0.014138952,100.645003254,0,160,131,29,0.117647059,18,0,0,0,0,0,1177,23,227348,471624,159489,37,0,1921624
1191,1624181212.858863354,1624181212.958895445,1196,1195,0,1,0,0,1,16.250494796,70.684369368,-34.303891194,-0.012359182,0.034617676,-0.061776997,0.997412888,1328,464,0.349397590,0.055638873,0.042046114,0.027805064,0.753569572,97.077647860,1221,0.764826862,260.828333763,303.964901907,369.060362255,0.279303238,0.213618619,0.000003376,0.000005167,0.000011944,0.059373658,-0.229104524,-0.971589361,0.000000005,0.000000008,0.000000013,-0.025164185,0.988350344,-0.150101172,0.100000000,0.652679138,0.579404839,4.111360713,0.013905436,99.343422249,0,142,123,19,0.106927711,15,0,0,0,0,0,1170,16,227404,471766,159504,37,0,1922794
1192,1624181212.958860874,1624181213.058874130,1197,1196,0,1,0,0,1,16.222330899,70.472190337,-34.348656956,-0.016812565,0.034224503,-0.062206988,0.997334604,1383,449,0.324656544,0.065465198,0.045531850,0.029347001,0.683899577,85.936347733,1266,0.765702284,258.426741351,323.279587452,387.672762200,0.266589969,0.204128548,0.000003527,0.000005036,0.000010653,0.061278059,-0.211264533,-0.975506174,0.000000004,0.000000009,0.000000011,0.342999539,-0.930340641,0.129682721,0.100000000,0.654621097,0.576004333,4.106971532,0.014907515,97.947597674,0,146,126,20,0.105567607,19,0,0,0,0,0,1218,19,227461,471912,159523,37,0,1924012
1193,1624181213.058858633,1624181213.158804655,1198,1197,0,1,0,0,1,16.198719813,70.251920269,-34.356565959,-0.021506410,0.035663655,-0.061554563,0.997234483,1373,496,0.361252731,0.058266032,0.041419921,0.027577420,0.588805932,92.582830699,1275,0.775732016,252.467689972,321.265417469,415.325212466,0.255260671,0.198013874,0.000003274,0.000004776,0.000010292,0.066308281,-0.177229050,-0.981933336,0.000000004,0.000000010,0.000000014,0.620734989,-0.783314190,0.033270902,0.100000000,0.652602597,0.574666202,4.117593661,0.014874209,97.481487619,0,148,132,16,0.107793154,21,0,0,0,0,0,1204,21,227511,472060,159544,37,0,1925216
1194,1624181213.158856153,1624181213.258774757,1199,1198,0,1,0,0,1,16.169281388,70.047432760,-34.350611013,-0.028608919,0.038400029,-0.061797229,0.996939351,1411,508,0.360028349,0.059930670,0.040696180,0.026967060,0.738633310,102.545139511,1303,0.778102663,270.843948781,328.925351812,414.098469538,0.267139322,0.207861818,0.000003125,0.000004517,0.000010590,0.040351166,-0.221707372,-0.974278002,0.000000003,0.000000009,0.000000010,-0.911604719,0.399591941,-0.096452668,0.100000000,0.657972921,0.569659913,4.114159756,0.015273558,97.186747458,0,130,118,12,0.092133239,24,0,0,0,0,0,1256,25,227566,472190,159568,37,0,1926472
1195,1624181213.258853674,1624181213.358763695,1200,1199,0,1,0,0,1,16.137717022,69.840989425,-34.357166931,-0.035314224,0.037755241,-0.061425043,0.996771996,1392,480,0.344827586,0.057466172,0.038556732,0.024977777,0.830643471,85.420630217,1305,0.772447617,291.271375434,313.640196097,403.132568511,0.288947045,0.223196456,0.000003207,0.000004520,0.000010150,0.012486367,-0.230895395,-0.972898457,0.000000004,0.000000009,0.000000009,0.934214381,-0.355185618,0.032964628,0.100000000,0.661734148,0.568382948,4.121145956,0.015405910,97.058702636,0,124,112,12,0.089080460,26,0,0,0,0,0,1241,27,227614,472314,159594,37,0,1927713
1196,1624181213.358851194,1624181213.458771229,1201,1200,0,1,0,0,1,16.111305574,69.625843829,-34.357861856,-0.040107893,0.037457278,-0.060634977,0.996650244,1441,512,0.355308813,0.056287565,0.038857241,0.024595364,0.798447730,90.603466753,1361,0.774816160,301.528191646,327.612168138,425.384433433,0.285937508,0.221549002,0.000003092,0.000004535,0.000009931,0.023193397,-0.209680406,-0.977494856,0.000000004,0.000000006,0.000000009,0.866425292,0.498642173,0.025752612,0.100000000,0.670624441,0.566705600,4.135462824,0.016587473,96.938717756,0,123,111,12,0.085357391,22,0,0,0,0,0,1296,22,227657,472437,159616,37,0,1929009
1197,1624181213.458848715,1624181213.558800697,1202,1201,0,1,0,0,1,16.082577950,69.399275628,-34.349532903,-0.044414558,0.038304551,-0.060257878,0.996458276,1426,493,0.345722300,0.056316211,0.039997136,0.027047084,0.681230277,106.110235652,1334,0.775893191,288.785197302,320.026918333,426.229401558,0.279008322,0.216480658,0.000003170,0.000004633,0.000010990,0.039758534,-0.198549139,-0.979284176,0.000000004,0.000000009,0.000000011,-0.287642956,-0.954977630,0.072658486,0.100000000,0.671770909,0.565105720,4.152024002,0.016192324,97.706665443,0,154,137,17,0.107994390,20,0,0,0,0,0,1250,22,227709,472591,159636,37,0,1930259
1198,1624181213.558846474,1624181213.658882141,1203,1202,0,1,0,0,1,16.053106649,69.178027954,-34.349661942,-0.048113942,0.038227409,-0.060672042,0.996264331,1410,463,0.328368794,0.054777035,0.039338334,0.026430063,0.803794613,107.273124992,1313,0.768009441,299.020106750,312.719822322,396.656467514,0.296530321,0.227738086,0.000003397,0.000005233,0.000012482,0.022054640,-0.244598231,-0.969373663,0.000000005,0.000000010,0.000000011,0.507975586,0.858781211,-0.066750546,0.100000000,0.683124611,0.567920348,4.163576534,0.016999865,97.739652683,0,160,143,17,0.113475177,25,0,0,0,0,0,1224,26,227774,472751,159661,37,0,1931483
1199,1624181213.658843994,1624181213.758791208,1204,1203,0,1,0,0,1,16.016483726,68.961967646,-34.337034394,-0.052732551,0.037536079,-0.060602011,0.996061101,1438,464,0.322670376,0.055015000,0.040312263,0.026962927,0.747329123,90.689062124,1332,0.766031383,298.559099614,323.861058711,397.933643776,0.292603506,0.224143468,0.000003474,0.000005066,0.000011718,0.007343936,-0.262730811,-0.964841224,0.000000004,0.000000007,0.000000010,0.314716146,0.944561782,-0.093577705,0.100000000,0.690872656,0.569014929,4.176480350,0.016688671,97.891606442,0,159,142,17,0.110570236,18,0,0,0,0,0,1260,19,227832,472910,159679,37,0,1932743
1200,1624181213.758841515,1624181213.858754873,1205,1204,0,1,0,0,1,15.985194907,68.740585227,-34.327027372,-0.058820407,0.036957016,-0.060259347,0.995762597,1439,507,0.352328006,0.057011552,0.041378640,0.028795762,0.725755260,109.294156935,1349,0.773559862,319.184735308,327.461982607,396.885536310,0.305869545,0.236608403,0.000003428,0.000004994,0.000012263,-0.000647437,-0.275685386,-0.961247704,0.000000004,0.000000006,0.000000010,0.550824496,0.823795643,-0.133989229,0.100000000,0.699846346,0.569635579,4.189803123,0.016347562,98.056861167,0,139,122,17,0.096594858,29,0,0,0,0,0,1271,29,227879,473049,159708,37,0,1934014
1201,1624181213.858839035,1624181213.958724499,1206,1205,0,1,0,0,1,15.950861524,68.516060707,-34.327883474,-0.064051552,0.038034496,-0.059627830,0.995437239,1518,544,0.358366271,0.063462364,0.047127018,0.031020492,0.772704182,104.400254461,1394,0.775160790,326.058596975,344.003753751,410.511790775,0.301745697,0.233901433,0.000003268,0.000004621,0.000011670,0.012531968,-0.268875157,-0.963093505,0.000000003,0.000000005,0.000000010,0.459179603,0.886568340,-0.056130829,0.100000000,0.710006694,0.566134748,4.209912869,0.016875941,98.243901661,0,154,133,21,0.101449275,30,0,0,0,0,0,1332,32,227934,473203,159738,37,0,1935346
1202,1624181213.958836555,1624181214.058680534,1207,1206,0,1,0,0,1,15.916047896,68.267758528,-34.312503417,-0.072758018,0.038376937,-0.059255695,0.994847850,1489,542,0.364002686,0.059345853,0.041051745,0.025975994,0.693189441,97.857906115,1395,0.778510611,317.172630435,345.021439255,423.828233034,0.292049831,0.227363893,0.000003184,0.000004402,0.000010984,0.013699507,-0.278833033,-0.960241878,0.000000003,0.000000006,0.000000011,0.658320453,0.752495557,-0.019094978,0.100000000,0.718309713,0.567054027,4.214445834,0.015226461,97.826914292,0,154,146,8,0.103425118,33,0,0,0,0,0,1300,35,227982,473357,159771,37,0,1936646
1203,1624181214.058834314,1624181214.158694506,1208,1207,0,1,0,0,1,15.878988143,68.011960980,-34.284843374,-0.078265409,0.037478499,-0.058175938,0.994527751,1575,553,0.351111111,0.059830356,0.040368661,0.028593723,0.707996764,98.049674081,1443,0.778937862,324.684949775,375.364284340,423.958100221,0.288863729,0.225006895,0.000003209,0.000004585,0.000010707,0.037121012,-0.281580767,-0.958819223,0.000000003,0.000000005,0.000000012,0.589294418,0.807445820,0.027628558,0.100000000,0.727199550,0.566440642,4.204217682,0.015102627,97.833926208,0,177,153,24,0.112380952,34,0,0,0,0,0,1364,34,228047,473534,159805,37,0,1938010
1204,1624181214.158831835,1624181214.258740902,1209,1208,0,1,0,0,1,15.844001173,67.738992104,-34.283334685,-0.082978566,0.037242235,-0.057916529,0.994169628,1579,568,0.359721343,0.069106849,0.049200256,0.032807630,0.665043069,99.092865560,1451,0.778798954,334.469148109,371.360948675,424.207185980,0.295980631,0.230509406,0.000003176,0.000004838,0.000010063,-0.043070883,-0.318160022,-0.947058129,0.000000003,0.000000004,0.000000010,0.522940493,0.842220816,-0.131138620,0.050000000,0.718146677,0.497640128,4.262070934,0.012929853,98.648817472,0,167,149,18,0.105763141,35,0,0,0,0,0,1376,36,228095,473701,159840,37,0,1939386
1205,1624181214.258829355,1624181214.358797550,1210,1209,0,1,0,0,1,15.808174596,67.462733142,-34.278384442,-0.083122595,0.038480487,-0.058274830,0.994089498,1562,552,0.353393086,0.061205881,0.044130165,0.027317068,0.685102958,105.181335768,1458,0.775488867,325.751786652,376.438892481,428.472088561,0.288106937,0.223423722,0.000003284,0.000004681,0.000011008,-0.027369574,-0.309317081,-0.950565016,0.000000004,0.000000004,0.000000012,0.475940109,0.875485249,-0.083705386,0.000000000,0.712217754,0.109968026,4.333077120,0.013492474,99.029573429,0,133,120,13,0.085147247,22,0,0,0,0,0,1407,22,228135,473834,159862,37,0,1940793
1206,1624181214.358826876,1624181214.458819628,1211,1210,0,1,0,0,1,15.771883894,67.158809118,-34.274380311,-0.079270231,0.037175547,-0.058124081,0.994462569,1558,545,0.349807445,0.060364633,0.040535862,0.026854363,0.713444989,92.537186328,1445,0.779196150,327.777384078,366.996990732,431.164062497,0.291114836,0.226835560,0.000003282,0.000004702,0.000010457,-0.007538834,-0.287083305,-0.957875953,0.000000004,0.000000006,0.000000011,0.532650440,0.846305516,-0.007105038,0.000000000,0.716575647,0.109925734,4.424519922,0.014061011,98.756731364,0,167,153,14,0.107188703,35,0,0,0,0,0,1354,37,228183,474001,159897,37,0,1942147
1207,1624181214.458824396,1624181214.558820248,1212,1211,0,1,0,0,1,15.737663623,66.859532106,-34.276398191,-0.077145920,0.038613249,-0.058065184,0.994578282,1515,534,0.352475248,0.056994935,0.040508495,0.024148329,0.721398441,95.218654796,1414,0.778410169,319.488379411,361.392457602,419.791142617,0.290266660,0.225946520,0.000003218,0.000004561,0.000010866,-0.005214099,-0.292065136,-0.956384217,0.000000004,0.000000005,0.000000013,0.445379292,0.891405752,-0.083863411,0.000000000,0.723642749,0.066275918,4.508393963,0.013407988,97.314170048,0,146,132,14,0.096369637,21,0,0,0,0,0,1347,22,228239,474147,159918,37,0,1943494
1208,1624181214.558822155,1624181214.658791542,1213,1212,0,1,0,0,1,15.705331734,66.550636161,-34.274108963,-0.072474910,0.039373396,-0.059241455,0.994830424,1493,506,0.338914936,0.059126700,0.040602264,0.025582975,0.757249654,98.455998718,1387,0.766674111,315.857099234,346.061564145,401.458328944,0.297032098,0.227726820,0.000003389,0.000004755,0.000011305,0.009145767,-0.287064089,-0.957867717,0.000000004,0.000000006,0.000000010,0.596685491,0.800945503,-0.049525013,0.000000000,0.726146174,0.062627966,4.599885384,0.014792125,97.332287620,0,150,133,17,0.100468855,27,0,0,0,0,0,1315,28,228284,474297,159945,37,0,1944809
1209,1624181214.658819675,1624181214.758763790,1214,1213,0,1,0,0,1,15.665084018,66.232232891,-34.291681178,-0.064728082,0.039624648,-0.059099800,0.995362937,1526,532,0.348623853,0.061728743,0.048504011,0.029187523,0.775436827,95.798234146,1416,0.761686413,329.901113355,339.673584046,408.973263771,0.305875237,0.232981012,0.000003259,0.000004509,0.000010861,0.003360186,-0.279339222,-0.960186601,0.000000004,0.000000008,0.000000010,0.613221360,0.781936026,-0.111962557,0.000000000,0.728372012,0.061416085,4.708867211,0.014808265,97.436182675,0,156,141,15,0.102228047,27,0,0,0,0,0,1343,27,228338,474453,159972,37,0,1946152
