frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_pause_frames_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
211,1624181111.161338329,1624181111.261259556,216,215,0,0.036090202,0.064712331,1,0,0,0,1,-0.045591964,-0.051966517,0.002568934,0.000365598,0.000060991,-0.000890847,0.999999535,2281,1902,0.833844805,0.025070806,0.012747147,0.009826447,0.120356835,111.173320024,1794,0.960522823,134.305517599,312.349112176,1276.523314371,0.077940597,0.074863722,0,0,0,0,1.000000000,0,1,0.007739325,0.002023946,0.007739325,0.002023946,0.100000000,0.030000000,0.970188653,0.025070806,0.000000000,0.000000587,0.000001847,0.000003727,-0.117324241,-0.993047011,0.009625831,0.000000001,0.000000002,0.000000009,0.003814370,0.012501416,0.999914579,0.000000000,0.112289610,0.216732799,0.130643908,0.008542094,116.202151399,0,0.078543363,0.075938569,341,337,4,0.149495835,99,0,0,0,0,0,1841,99,10674,30187,10520,0,0,454977
212,1624181111.261335850,1624181111.361287117,217,216,0,0.049330585,0.082931556,1,0,0,0,1,-0.038795057,-0.048161570,-0.003159208,0.000290189,0.001049321,-0.000488956,0.999999288,2301,1904,0.827466319,0.024402121,0.011867212,0.008728144,0.124974981,109.005807399,1782,0.959062236,137.085200838,312.057416770,1259.906287038,0.080211397,0.076927722,0,0,0,0,1.000000000,0,1,0.008032195,0.001216921,0.008032195,0.001216921,0.100000000,0.030000000,1.004257126,0.024402121,0.000000000,0.000000585,0.000001822,0.000003652,-0.120473690,-0.992698065,0.006053213,0.000000001,0.000000002,0.000000009,0.010229916,0.014024577,0.999849319,0.000000000,0.113420897,0.213976870,0.134752546,0.008945637,115.575539882,0,0.078775629,0.076124217,338,334,4,0.146892655,94,0,0,0,0,0,1869,94,10778,30525,10614,0,0,456846
213,1624181111.361333609,1624181111.461297989,218,217,0,0.107878374,0.176656758,1,0,0,0,1,-0.029881470,-0.042903725,0.013098651,0.002399173,0.003260350,0.000271095,0.999991770,2279,1878,0.824045634,0.037757900,0.020634069,0.013351434,0.127930638,104.860160145,1810,0.959340973,134.235643339,322.628127494,1279.543389649,0.077306548,0.074163339,0,0,0,0,1.000000000,0,1,0.026557462,0.003623300,0.026557462,0.003623300,0.100000000,0.030000000,0.969658495,0.037757900,0.000000000,0.000000601,0.000001805,0.000003550,-0.098830354,-0.995094012,0.004524274,0.000000001,0.000000002,0.000000008,-0.001849766,0.010618420,0.999941912,0.000000000,0.114839244,0.243864328,0.147008568,0.010034496,114.777662454,0,0.078975874,0.076272459,422,420,2,0.185168934,114,0,0,0,0,0,1743,114,10907,30947,10728,0,0,458589
214,1624181111.461331129,1624181111.561272621,219,218,0,0.257250310,0.357159997,1,0,0,0,1,-0.017345212,-0.043041172,0.016902787,0.004259569,0.009014296,0.000137999,0.999950289,2284,1827,0.799912434,0.067878730,0.030756844,0.021561139,0.122617816,105.811064030,1793,0.955992733,140.076412639,318.679516241,1255.339041784,0.081720333,0.078124045,0,0,0,0,1.000000000,0,1,0.013429927,0.012693796,0.013429927,0.012693796,0.100000000,0.030000000,1.028247814,0.067878730,0.000000000,0.000000627,0.000001822,0.000003671,-0.108352046,-0.994081875,0.007814081,0.000000001,0.000000002,0.000000009,0.018934063,-0.017685545,-0.999664305,0.000000000,0.115390588,0.433280745,0.155548682,0.009635409,114.262965632,0,0.079020091,0.076265891,693,678,15,0.303415061,223,0,0,0,0,0,1368,223,11232,31640,10951,0,0,459957
215,1624181111.561328650,1624181111.661292315,220,219,0,0.286649170,0.354167004,1,0,0,0,1,0.019795144,-0.080225751,0.017689486,0.010921676,0.027644036,0.001092108,0.999557568,2261,1514,0.669615215,0.134450528,0.066257837,0.054663396,0.186008434,66.537797508,1693,0.938815292,205.346634333,360.130682191,1023.936972630,0.129196419,0.121291574,0,0,0,0,1.000000000,0,1,0.046683867,0.013196636,0.046683867,0.013196636,0.100000000,0.030000000,1.596407298,0.134450528,0.000000000,0.000000750,0.000001713,0.000003601,0.103975290,0.994497182,-0.012825524,0.000000002,0.000000003,0.000000008,-0.046446535,-0.005828221,0.998903775,0.000000000,0.119305655,0.828462613,0.205990227,0.011285930,111.536253481,0,0.081731537,0.078700428,965,876,89,0.426802300,431,0,0,0,0,0,865,431,11915,32605,11382,0,0,460822
216,1624181111.661326170,1624181111.761293411,221,220,0,0.225908417,0.335985526,1,0,0,0,1,0.017045475,-0.038127032,-0.039874380,0.013230917,0.026308015,-0.000103699,0.999566316,2327,1663,0.714654061,0.137264726,0.055967897,0.043511787,0.218462997,70.141249138,1750,0.932990347,234.770621809,415.700288925,982.262196908,0.143789956,0.134154641,0,0,0,0,1.000000000,0,1,0.073470055,0.024079364,0.073470055,0.024079364,0.100000000,0.030000000,1.765707554,0.137264726,0.000000000,0.000000792,0.000001563,0.000003155,0.113007207,0.993408307,-0.019217363,0.000000001,0.000000003,0.000000008,-0.051945337,-0.028370976,0.998246848,0.000000000,0.124740789,0.923669530,0.270426687,0.012673601,109.191774016,0,0.085177567,0.081778727,868,808,60,0.373012462,363,0,0,0,0,0,1096,363,12444,33473,11745,0,0,461918
217,1624181111.761323690,1624181111.861218691,222,221,0,0.193491331,0.230931250,1,0,0,0,1,0.024734586,-0.012481576,-0.113096401,0.016489548,0.041701319,0.000062803,0.998994039,2370,1540,0.649789030,0.112809175,0.041879175,0.031777319,0.272578334,64.007647191,1807,0.912530697,289.893382822,493.370224479,865.679362827,0.175805585,0.160427993,0,0,0,0,1.000000000,0,1,0.024812010,0.013475162,0.024812010,0.013475162,0.100000000,0.030000000,2.111510391,0.112809175,0.000000000,0.000000845,0.000001443,0.000002906,0.094583110,0.995515767,0.001546830,0.000000002,0.000000005,0.000000007,-0.065848970,-0.050273451,0.996562338,0.000000000,0.132603966,0.902701591,0.341140224,0.012922609,106.772788491,0,0.090044115,0.085998115,905,813,92,0.381856540,338,0,0,0,0,0,1126,339,13082,34378,12083,0,0,463044
218,1624181111.861321449,1624181111.961137772,223,222,0,0.106785344,0.197616190,1,0,0,0,1,0.028503095,0.003464604,-0.204608386,0.013990214,0.044944230,0.000249896,0.998891499,2458,1553,0.631814483,0.079199675,0.037294323,0.026998673,0.352182075,51.704967797,1836,0.907253127,315.804060795,488.110767208,861.801913097,0.189590495,0.172006569,0,0,0,0,1.000000000,0,1,0.017874300,0.004269251,0.017874300,0.004269251,0.100000000,0.030000000,2.263904521,0.079199675,0.000000000,0.000000889,0.000001421,0.000002606,0.139083856,0.990118173,0.017935594,0.000000002,0.000000006,0.000000007,-0.094238681,-0.046831775,0.994447513,0.000000000,0.144441500,0.851513401,0.427891162,0.013138270,103.668499236,0,0.095644356,0.090832611,950,855,95,0.386493084,236,0,0,0,0,0,1272,236,13686,35328,12319,0,0,464316
219,1624181111.961318970,1624181112.061197042,224,223,0,0.052134377,0.101513796,1,0,0,0,1,0.012181154,0.029951855,-0.308035760,0.015153538,0.046657317,0.000549364,0.998795857,2553,1656,0.648648649,0.091300982,0.047726840,0.034353964,0.339317607,47.885425386,1912,0.909558766,336.646118541,524.018065010,878.412177060,0.193577537,0.176070146,0,0,0,0,1.000000000,0,1,0.025696282,0.003144840,0.025696282,0.003144840,0.100000000,0.030000000,2.317388231,0.091300982,0.000000000,0.000000857,0.000001318,0.000002434,0.130561335,0.991166989,0.023275241,0.000000002,0.000000006,0.000000006,-0.103864123,-0.630480725,0.769224479,0.000000000,0.155748111,0.800400274,0.527007018,0.013542336,100.103417664,0,0.101414900,0.095840347,967,876,91,0.378770074,339,0,0,0,0,0,1247,339,14269,36295,12658,0,0,465563
220,1624181112.061316490,1624181112.161257982,225,224,0,0.057176051,0.104370833,1,0,0,0,1,0.018775378,0.048411799,-0.417887860,0.014605070,0.047982096,0.000246000,0.998741383,2654,1626,0.612660136,0.087810739,0.044395988,0.031805712,0.398335547,44.870838205,1999,0.898392574,360.600855348,550.616060940,884.669839363,0.200792647,0.180390623,0,0,0,0,1.000000000,0,1,0.014944849,0.007952329,0.014944849,0.007952329,0.100000000,0.030000000,2.374253199,0.087810739,0.000000000,0.000000891,0.000001268,0.000002269,0.122023803,0.992509227,0.005968753,0.000000002,0.000000005,0.000000005,-0.111417064,-0.198305107,0.973787103,0.000000000,0.169898691,0.755661385,0.629510067,0.013967581,96.638856103,0,0.107366141,0.100891193,1007,929,78,0.379427280,308,0,0,0,0,0,1339,308,14899,37302,12966,0,0,466902
221,1624181112.161314011,1624181112.261261225,226,225,0,0.085093558,0.154107514,1,0,0,0,1,0.035466768,0.078283979,-0.534351729,0.012717815,0.049237043,0.000134956,0.998706139,2757,1662,0.602829162,0.068196410,0.033747694,0.024475854,0.402016198,40.211079646,2065,0.891846814,380.756194961,586.175990394,874.731485156,0.206745782,0.184385567,0,0,0,0,1.000000000,0,1,0.018097469,0.006656707,0.018097469,0.006656707,0.100000000,0.030000000,2.426833580,0.068196410,0.000000000,0.000000905,0.000001237,0.000002156,0.111232244,0.993660922,0.016289859,0.000000002,0.000000005,0.000000005,-0.129122297,-0.305302943,0.943460410,0.000000000,0.184488572,0.709402688,0.747087076,0.013837170,92.748655019,0,0.113880541,0.106399639,966,872,94,0.350380849,220,0,0,0,0,0,1570,221,15451,38268,13186,0,0,468472
222,1624181112.261311531,1624181112.361318588,227,226,0,0.118426246,0.192279981,1,0,0,0,1,0.052129424,0.112850932,-0.621882670,0.009582377,0.048312102,0.000029936,0.998786322,2943,1728,0.587155963,0.071485291,0.032145228,0.022518442,0.422753199,37.132971511,2146,0.888879408,394.281075313,586.300321621,926.953813095,0.206696617,0.183728367,0,0,0,0,1.000000000,0,1,0.040603853,0.006039182,0.040603853,0.006039182,0.100000000,0.030000000,2.402181110,0.071485291,0.000000000,0.000000902,0.000001185,0.000001974,0.088344694,0.996039579,0.010018573,0.000000002,0.000000004,0.000000005,-0.005039004,-0.807949712,0.589229896,0.000000000,0.200087486,0.665768212,0.837409319,0.014109017,88.820354071,0,0.120413596,0.111905774,1017,858,159,0.345565749,233,0,0,0,0,0,1692,234,16090,39285,13419,0,0,470164
223,1624181112.361309290,1624181112.461316586,228,227,0,0.206602725,0.258170552,1,0,0,0,1,0.067447095,0.174372248,-0.745773635,0.001802116,0.047769569,-0.000334214,0.998856701,3070,1818,0.592182410,0.092142002,0.047146674,0.032803125,0.402411354,40.296284045,2216,0.898159513,412.408161544,627.218569201,950.694750242,0.207206808,0.186104766,0,0,0,0,1.000000000,0,1,0.030031133,0.007368587,0.030031133,0.007368587,0.100000000,0.030000000,2.400550081,0.092142002,0.000000000,0.000000866,0.000001114,0.000001997,0.115752272,0.992848039,0.029226424,0.000000002,0.000000004,0.000000005,-0.100648179,-0.622509609,0.776113220,0.000000000,0.214719089,0.619686698,0.974442536,0.015417782,84.993183898,0,0.126920374,0.117477194,1093,929,164,0.356026059,353,0,0,0,0,0,1623,354,16829,40378,13772,0,0,471787
224,1624181112.461306810,1624181112.561329603,229,228,0,0.241465994,0.282508179,1,0,0,0,1,0.076662691,0.206403723,-0.861671661,-0.008358086,0.044283465,-0.000017506,0.998984042,3188,1914,0.600376412,0.086839653,0.046727716,0.035132763,0.433923091,37.414774841,2302,0.891483245,444.309008084,627.616828974,980.268592339,0.216504344,0.193009995,0,0,0,0,1.000000000,0,1,0.015927601,0.003512160,0.015927601,0.003512160,0.100000000,0.030000000,2.468482641,0.086839653,0.000000000,0.000000847,0.000001097,0.000001790,0.118898086,0.992576376,0.025600466,0.000000002,0.000000003,0.000000004,-0.030419271,-0.792517205,0.609090426,0.000000000,0.230944461,0.572313788,1.090245293,0.015560183,80.929133965,0,0.133974303,0.123477658,1129,962,167,0.354140527,390,0,0,0,0,0,1669,390,17555,41507,14162,0,0,473456
225,1624181112.561304331,1624181112.661329508,230,229,0,0.165692881,0.241192991,1,0,0,0,1,0.088368780,0.231659238,-0.981389308,-0.014440977,0.043087186,-0.000193627,0.998966924,3409,2067,0.606336169,0.088750295,0.043637239,0.032503048,0.410859504,34.817862609,2505,0.900096346,504.077688106,694.617513866,1056.046144520,0.223563421,0.201228618,0,0,0,0,1.000000000,0,1,0.012398001,0.004707550,0.012398001,0.004707550,0.100000000,0.030000000,2.555320534,0.088750295,0.000000000,0.000000821,0.000001044,0.000001653,-0.065687703,-0.997628031,-0.020577595,0.000000002,0.000000003,0.000000003,0.068345915,-0.617237431,0.783802775,0.000000000,0.245885174,0.528527656,1.205603123,0.016245584,76.779534400,0,0.141243984,0.129753662,1259,1112,147,0.369316515,432,0,0,0,0,0,1718,432,18409,42766,14594,0,0,475174
226,1624181112.661301851,1624181112.761291027,230,230,0,0.131460783,0.175744546,1,0,0,0,1,0.083783039,0.242204351,-1.114245717,-0.023540576,0.040001262,0.000132752,0.998922281,3519,2195,0.623756749,0.093496609,0.043755296,0.031970008,0.368092919,40.964544667,2626,0.903645100,501.975696740,709.446169200,1161.550167712,0.211538817,0.191156016,0,0,0,0,1.000000000,0,1,0.027967030,0.006924664,0.027967030,0.006924664,0.100000000,0.030000000,2.397632749,0.093496609,0.000000000,0.000000783,0.000001006,0.000001634,-0.060040754,-0.997149064,-0.045703960,0.000000002,0.000000003,0.000000003,0.148625313,-0.509201320,0.847717248,0.000000000,0.258670180,0.491927417,1.321416251,0.016045306,73.183467037,0,0.148230403,0.135839455,1347,1180,167,0.382779199,462,0,0,0,0,0,1707,465,19328,44113,15056,0,0,476881
227,1624181112.861296892,1624181112.961204290,232,231,0,0.076549106,0.194959912,1,0,0,0,1,0.085301589,0.251593733,-1.357234195,-0.027016673,0.039048131,0.000183616,0.998872018,3655,2249,0.615321477,0.108578185,0.063305700,0.049714483,0.363914715,41.699660345,2718,0.897147814,504.814043675,712.066763104,1221.566952109,0.207022702,0.185729965,0,0,0,0,1.000000000,0,1,0.024107367,0.016677235,0.024107367,0.016677235,0.100000000,0.030000000,2.285658364,0.108578185,0.000000000,0.000000940,0.000001302,0.000002029,-0.044900024,-0.996020691,-0.076985518,0.000000002,0.000000002,0.000000003,0.022309254,-0.371509258,0.928161176,0.000000000,0.271150538,0.461905330,1.557117643,0.014811006,69.479513582,0,0.154302717,0.141004081,1225,1086,139,0.335157319,551,0,0,0,0,0,1879,551,20157,45338,15607,0,0,478760
228,1624181112.961294651,1624181113.061163664,233,232,0,0.203876449,0.252409866,1,0,0,0,1,0.092979708,0.261144954,-1.495534094,-0.024784096,0.039296464,0.000218085,0.998920161,3702,2306,0.622906537,0.092471527,0.056914903,0.041905865,0.391648138,39.004044195,2827,0.892334685,548.020549115,708.392125139,1266.217480261,0.217241734,0.193852334,0,0,0,0,1.000000000,0,1,0.019964968,0.014989521,0.019964968,0.014989521,0.100000000,0.030000000,2.347693148,0.092471527,0.000000000,0.000000768,0.000001068,0.000001549,-0.040394874,-0.996191034,-0.077276631,0.000000002,0.000000002,0.000000002,0.188630159,-0.477538267,0.858123457,0.000000000,0.285070589,0.424150328,1.684825802,0.014952052,65.561300508,0,0.160824416,0.146520082,1232,1140,92,0.332793085,523,0,0,0,0,0,1947,523,20955,46570,16130,0,0,480707
229,1624181113.061292171,1624181113.161159515,234,233,0,0.275471806,0.349832144,1,0,0,0,1,0.095593344,0.263550749,-1.652721260,-0.015418014,0.039513480,0.000447651,0.999099980,3718,2294,0.616998386,0.073776011,0.036703713,0.027506075,0.364953074,38.541663414,2891,0.896303018,543.406833500,710.489275010,1337.315915580,0.209711451,0.187965006,0,0,0,0,1.000000000,0,1,0.026604714,0.007909248,0.026604714,0.007909248,0.100000000,0.030000000,2.261400484,0.073776011,0.000000000,0.000000759,0.000001048,0.000001503,-0.061646955,-0.995843346,-0.067049851,0.000000002,0.000000002,0.000000003,0.010329974,-0.198847264,0.979976049,0.000000000,0.297393252,0.392370742,1.835510705,0.015516479,61.662308307,0,0.166986916,0.151783063,1327,1193,134,0.356912318,357,0,0,0,0,0,2034,357,21826,47897,16487,0,0,482741
230,1624181113.161289692,1624181113.261308908,235,234,0,0.264348107,0.371972017,1,0,0,0,1,0.099777095,0.257536147,-1.826094901,-0.005063529,0.038937835,0.000466040,0.999228697,3821,2335,0.611096572,0.079915355,0.042271827,0.029077428,0.424492776,37.785020474,2926,0.896615113,578.980167387,772.673659963,1271.841992848,0.220690333,0.197874288,0,0,0,0,1.000000000,0,1,0.026947991,0.004950622,0.026947991,0.004950622,0.100000000,0.030000000,1.932140665,0.079915355,0.000000000,0.000000786,0.000000956,0.000001433,-0.042517569,-0.995664536,-0.082730812,0.000000002,0.000000002,0.000000003,-0.272286757,0.563540129,-0.779924640,0.000000000,0.312391511,0.353468666,2.002258604,0.015903860,58.193309129,0,0.173842676,0.157672765,1398,1259,139,0.365872808,386,0,0,0,0,0,2037,386,22762,49295,16873,0,0,484778
231,1624181113.261287212,1624181113.361310244,236,235,0,0.130591479,0.203886187,1,0,0,0,1,0.109979445,0.280286372,-2.001893992,0.003137160,0.038636735,0.000134241,0.999248389,3774,2332,0.617912030,0.078094308,0.045817299,0.031510117,0.399016128,38.299005983,2907,0.896688667,575.839449152,764.848539655,1265.985967309,0.220909657,0.198087186,0,0,0,0,1.000000000,0,1,0.030958028,0.006277168,0.030958028,0.006277168,0.100000000,0.030000000,1.550911107,0.078094308,0.000000000,0.000000795,0.000000949,0.000001447,-0.033875776,-0.994972583,-0.094244316,0.000000002,0.000000002,0.000000003,-0.023210802,0.396850716,-0.917589651,0.000000000,0.326324476,0.306082591,2.170148115,0.015125957,54.549593427,0,0.180991129,0.163833938,1332,1199,133,0.352941176,409,0,0,0,0,0,2032,410,23626,50627,17282,0,0,486810
232,1624181113.361284733,1624181113.461304665,237,236,0,0.069218102,0.118311611,1,0,0,0,1,0.122958195,0.301660187,-2.154033329,0.011134245,0.039827378,0.000040230,0.999144538,3880,2463,0.634793814,0.089785520,0.053205068,0.038165644,0.421318715,39.018621730,2981,0.900922009,605.525000006,806.545633438,1273.577876759,0.225466958,0.203128145,0,0,0,0,1.000000000,0,1,0.021411481,0.013342694,0.021411481,0.013342694,0.100000000,0.030000000,1.379091105,0.089785520,0.000000000,0.000000762,0.000000908,0.000001354,0.048835861,0.994899217,0.088264414,0.000000001,0.000000002,0.000000003,-0.089233369,0.730655369,-0.676890048,0.000000000,0.341141663,0.249037945,2.305056614,0.014048949,51.050234143,0,0.188253907,0.170143959,1407,1279,128,0.362628866,489,0,0,0,0,0,1983,490,24512,52034,17771,0,0,488793
233,1624181113.461282492,1624181113.561260700,238,237,0,0.075374709,0.126699994,1,0,0,0,1,0.132162924,0.307430327,-2.277109663,0.013081444,0.041855378,0.000370793,0.999037970,3898,2428,0.622883530,0.065386293,0.038887985,0.026620115,0.458907149,35.927721830,3069,0.898768796,660.972923497,819.647271943,1277.701240929,0.239628680,0.215370780,0,0,0,0,1.000000000,0,1,0.038575155,0.006973653,0.038575155,0.006973653,0.100000000,0.030000000,1.295718344,0.065386293,0.000000000,0.000000797,0.000000907,0.000001307,0.077677000,0.988869647,0.126898013,0.000000002,0.000000002,0.000000003,-0.280472445,0.551720469,-0.785455111,0.000000000,0.357690488,0.217392301,2.415510027,0.014715962,47.603612227,0,0.196370014,0.177204331,1448,1334,114,0.371472550,336,0,0,0,0,0,2114,336,25386,53482,18107,0,0,490907
234,1624181113.561280012,1624181113.661221981,239,238,0,0.068456867,0.103075595,1,0,0,0,1,0.145161900,0.306568962,-2.393219936,0.013316030,0.044108086,0.000465815,0.998937908,3969,2631,0.662887377,0.058663336,0.034553600,0.022801048,0.474524541,35.467455687,3155,0.903237678,694.687737774,846.737809189,1308.289328032,0.243774472,0.220186288,0,0,0,0,1.000000000,0,1,0.026470240,0.005989446,0.026470240,0.005989446,0.100000000,0.030000000,1.265159538,0.058663336,0.000000000,0.000000745,0.000000881,0.000001201,-0.016609785,-0.985403736,-0.169421344,0.000000002,0.000000002,0.000000003,-0.201757510,0.537186400,-0.818977826,0.000000000,0.375285825,0.225371150,2.479787288,0.012548610,44.086431810,0,0.204472721,0.184307443,1334,1268,66,0.336104812,303,0,0,0,0,0,2332,303,26081,54816,18410,0,0,493239
235,1624181113.661277533,1624181113.761155844,240,239,0,0.075703497,0.111497940,1,0,0,0,1,0.156176141,0.296972339,-2.519356467,0.010960373,0.046310450,0.000470213,0.998866854,4033,2692,0.667493181,0.058902531,0.032071684,0.020919361,0.503353325,36.201185477,3196,0.904169489,717.252931347,806.379590684,1366.093163219,0.248207965,0.224422069,0,0,0,0,1.000000000,0,1,0.018407696,0.002786297,0.018407696,0.002786297,0.100000000,0.030000000,1.258756239,0.058902531,0.000000000,0.000000757,0.000000870,0.000001107,0.018402824,-0.982263139,-0.186602415,0.000000001,0.000000002,0.000000003,-0.091532599,0.460583663,-0.882884179,0.000000000,0.391153069,0.214643973,2.535398454,0.010397397,42.569601209,0,0.210423298,0.189463968,1402,1329,73,0.347632036,282,0,0,0,0,0,2347,284,26859,56218,18692,0,0,495586
236,1624181113.761275053,1624181113.861126661,241,240,0,0.083149166,0.142333909,1,0,0,0,1,0.169453919,0.301575085,-2.646730088,0.008099539,0.047402820,0.000328514,0.998842962,4031,2677,0.664103200,0.056198683,0.030042633,0.020049674,0.482508592,35.964915416,3232,0.904588334,692.886538159,852.998596127,1377.744359961,0.236995330,0.214383211,0,0,0,0,1.000000000,0,1,0.004639401,0.002544380,0.004639401,0.002544380,0.100000000,0.030000000,1.163197911,0.056198683,0.000000000,0.000000746,0.000000838,0.000001139,-0.029293564,-0.989205439,-0.143577460,0.000000001,0.000000002,0.000000002,-0.167753496,0.441005222,-0.881687676,0.000000000,0.404355349,0.186941485,2.585581648,0.009913296,40.860784523,0,0.215083567,0.193475396,1353,1269,84,0.335648722,269,0,0,0,0,0,2408,270,27624,57571,18961,0,0,497994
237,1624181113.861272573,1624181113.961143017,242,241,0,0.089069716,0.182003967,1,0,0,0,1,0.178404748,0.303776295,-2.764884742,0.003894404,0.046711026,0.000737155,0.998900581,4054,2664,0.657128762,0.066405951,0.038751234,0.026780008,0.463060701,34.421749468,3270,0.905594378,698.182973622,865.674958405,1397.435683503,0.235769587,0.213511613,0,0,0,0,1.000000000,0,1,0.005690883,0.002734370,0.005690883,0.002734370,0.100000000,0.030000000,1.140519637,0.066405951,0.000000000,0.000000715,0.000000852,0.000001159,0.052443059,0.987472381,0.148822118,0.000000002,0.000000002,0.000000002,0.154403971,-0.408727445,0.899500578,0.000000000,0.413879467,0.174165403,2.611127960,0.010069345,39.381489636,0,0.218081767,0.196129577,1393,1285,108,0.343611248,338,0,0,0,0,0,2322,339,28496,58964,19299,0,0,500316
238,1624181113.961270332,1624181114.061200142,243,242,0,0.144987364,0.193563600,1,0,0,0,1,0.197307072,0.313555576,-2.899508859,-0.000960771,0.045012435,0.000667951,0.998985741,4101,2685,0.654718361,0.074629845,0.043265813,0.030262661,0.446963837,35.321677564,3326,0.900380023,722.593540036,856.504043382,1415.566372897,0.241293698,0.217256025,0,0,0,0,1.000000000,0,1,0.023382993,0.008874736,0.023382993,0.008874736,0.100000000,0.030000000,1.166322267,0.074629845,0.000000000,0.000000702,0.000000851,0.000001170,-0.049971542,-0.987949250,-0.146489332,0.000000002,0.000000002,0.000000003,0.169856598,-0.310308480,0.935338112,0.000000000,0.418618555,0.175156483,2.639418342,0.009902264,38.562325125,0,0.220666927,0.198392050,1371,1279,92,0.334308705,457,0,0,0,0,0,2273,457,29310,60335,19756,0,0,502589
239,1624181114.061267853,1624181114.161135435,244,243,0,0.187941042,0.276245200,1,0,0,0,1,0.212795202,0.346765324,-3.069636979,-0.006645602,0.042772798,0.000501120,0.999062597,4149,2673,0.644251627,0.075550005,0.044042191,0.031358543,0.491425990,35.623883709,3379,0.902565270,729.658676595,895.007029028,1425.102342731,0.239250548,0.215939235,0,0,0,0,1.000000000,0,1,0.051395854,0.007384532,0.051395854,0.007384532,0.100000000,0.030000000,1.155159360,0.075550005,0.000000000,0.000000748,0.000000828,0.000001131,0.061601316,0.982375907,0.176473385,0.000000001,0.000000002,0.000000002,-0.076522877,0.503006349,-0.860888414,0.000000000,0.426223975,0.173492083,2.701860720,0.010100275,37.949248041,0,0.222950578,0.200385505,1411,1319,92,0.340081947,472,0,0,0,0,0,2265,473,30125,61746,20228,0,0,504854
240,1624181114.161265373,1624181114.261066198,245,244,0,0.137924687,0.267206170,1,0,0,0,1,0.233458383,0.364486002,-3.160215751,-0.009723203,0.039912429,0.000816757,0.999155539,4185,2706,0.646594982,0.066451786,0.037283798,0.025067902,0.545482458,34.192057923,3427,0.899662930,778.553168724,903.583896712,1401.007795261,0.252519166,0.227182133,0,0,0,0,1.000000000,0,1,0.060803775,0.008275757,0.060803775,0.008275757,0.100000000,0.030000000,1.211360550,0.066451786,0.000000000,0.000000737,0.000000835,0.000001049,-0.030523457,-0.988022395,-0.151261577,0.000000001,0.000000002,0.000000002,-0.137266166,0.737944132,-0.660754461,0.000000000,0.433581320,0.176588088,2.675054479,0.010152258,37.415309027,0,0.225536903,0.202725080,1505,1406,99,0.359617682,351,0,0,0,0,0,2327,353,30978,63251,20579,0,0,507181
241,1624181114.261262894,1624181114.361134291,246,245,0,0.096706504,0.130816959,1,0,0,0,1,0.248449924,0.368849174,-3.288755873,-0.018501398,0.038728892,0.000796891,0.999078143,4135,2629,0.635792019,0.066387037,0.036391205,0.025152032,0.514648661,34.334965491,3414,0.897769109,746.823015576,908.844683975,1409.316038532,0.243662962,0.218753080,0,0,0,0,1.000000000,0,1,0.015990334,0.007604401,0.015990334,0.007604401,0.100000000,0.030000000,1.154001321,0.066387037,0.000000000,0.000000754,0.000000825,0.000001109,0.049239787,0.981615844,0.184406557,0.000000002,0.000000002,0.000000002,-0.194183835,0.445290333,-0.874076174,0.000000000,0.439212943,0.177647312,2.708966482,0.010312220,37.121503319,0,0.227382762,0.204443456,1483,1376,107,0.358645707,336,0,0,0,0,0,2316,336,31820,64734,20915,0,0,509497
